시흥 일반 카페 목록,,,,,,,,,,,,
특징형 카페를 제외한 일반 커피·디저트·무인카페 등,,,,,,,,,,,,
총 353곳,,,,,,,,,,,,
id,place_name,category_name,category_group_code,category_group_name,address_name,road_address_name,phone,x,y,place_url,검색카테고리,검색기준지점
65566152,빽다방 시흥거북섬점,음식점 > 카페 > 커피전문점 > 빽다방,CE7,카페,경기 시흥시 정왕동 2713-5,경기 시흥시 거북섬남로 47,031-433-1867,126.68745779,37.32251774,http://place.map.kakao.com/65566152,카페,거북섬
1065560618,살롱드고흐,음식점 > 카페,CE7,카페,경기 시흥시 정왕동 2718-1,경기 시흥시 거북섬둘레길 10,,126.67705980,37.32468473,http://place.map.kakao.com/1065560618,카페,거북섬
150823837,샤카커피,음식점 > 카페,CE7,카페,경기 시흥시 정왕동 2720-8,경기 시흥시 거북섬5길 4,070-8740-9974,126.68312508,37.32205571,http://place.map.kakao.com/150823837,카페,거북섬
48416357,설빙 거북섬MTV점,음식점 > 카페 > 테마카페 > 디저트카페 > 설빙,CE7,카페,경기 시흥시 정왕동 2718-4,경기 시흥시 거북섬둘레길 22,031-433-3457,126.67812940,37.32468404,http://place.map.kakao.com/48416357,카페,거북섬
60814896,어클락 거북섬점,음식점 > 카페 > 테마카페 > 디저트카페,CE7,카페,경기 시흥시 정왕동 2709,경기 시흥시 거북섬중앙로 1,031-504-1919,126.68250552,37.32504546,http://place.map.kakao.com/60814896,카페,거북섬
852972121,오페라빈로스터스,음식점 > 카페 > 커피전문점,CE7,카페,경기 시흥시 정왕동 2720-6,경기 시흥시 거북섬4길 16,,126.68313450,37.32249904,http://place.map.kakao.com/852972121,카페,거북섬
713360370,와요요거트,음식점 > 카페 > 테마카페 > 디저트카페,CE7,카페,경기 시흥시 정왕동 2727,경기 시흥시 거북섬로 120,070-8983-1901,126.67868445,37.32098592,http://place.map.kakao.com/713360370,카페,거북섬
1116225648,요거트아이스크림의정석 시흥거북섬점,음식점 > 카페 > 테마카페 > 디저트카페 > 요거트아이스크림의정석,CE7,카페,경기 시흥시 정왕동 2709,경기 시흥시 거북섬중앙로 1,0507-1476-2525,126.68305974,37.32552630,http://place.map.kakao.com/1116225648,카페,거북섬
49601585,웨이브엠이스트컨벤션(비스타),음식점 > 카페,CE7,카페,경기 시흥시 정왕동 2731-4,경기 시흥시 거북섬로 130,,126.68031428,37.32002173,http://place.map.kakao.com/49601585,카페,거북섬
2094864090,웨이브M호텔 이스트 비스타,음식점 > 카페,CE7,카페,경기 시흥시 정왕동 2731-4,경기 시흥시 거북섬로 130,,126.68031428,37.32002173,http://place.map.kakao.com/2094864090,카페,거북섬
1206120222,쥬씨 거북섬점,음식점 > 카페 > 생과일전문점 > 쥬씨,CE7,카페,경기 시흥시 정왕동 2718-6,경기 시흥시 거북섬둘레길 34,,126.67889573,37.32462575,http://place.map.kakao.com/1206120222,카페,거북섬
1388294389,카페 화,음식점 > 카페,CE7,카페,경기 시흥시 정왕동 2720-10,경기 시흥시 거북섬5길 10,,126.68355977,37.32143966,http://place.map.kakao.com/1388294389,카페,거북섬
2083645303,카페봄봄 경기시흥거북섬점,음식점 > 카페 > 커피전문점 > 카페봄봄,CE7,카페,경기 시흥시 정왕동 2718-7,경기 시흥시 거북섬둘레길 36,031-498-2006,126.67939297,37.32470099,http://place.map.kakao.com/2083645303,카페,거북섬
1253012384,카페웨이브,음식점 > 카페,CE7,카페,경기 시흥시 정왕동 2718-5,경기 시흥시 거북섬둘레길 28,0507-1440-0317,126.67856615,37.32465639,http://place.map.kakao.com/1253012384,카페,거북섬
1625545895,카페인중독 거북섬점,음식점 > 카페 > 커피전문점 > 카페인중독,CE7,카페,경기 시흥시 정왕동 2706-4,경기 시흥시 거북섬1길 19,0502-5553-4027,126.67551347,37.32640237,http://place.map.kakao.com/1625545895,카페,거북섬
911136077,카페피크닉 시흥거북섬점,음식점 > 카페,CE7,카페,경기 시흥시 정왕동 2718-6,경기 시흥시 거북섬둘레길 34,0507-1383-9108,126.67894196,37.32463219,http://place.map.kakao.com/911136077,카페,거북섬
1404680573,커피인,음식점 > 카페 > 테마카페 > 무인카페,CE7,카페,경기 시흥시 정왕동 2720-11,경기 시흥시 거북섬5길 16,,126.68377514,37.32119876,http://place.map.kakao.com/1404680573,카페,거북섬
1499011266,컴포즈커피 시흥시화나래점,음식점 > 카페 > 커피전문점 > 컴포즈커피,CE7,카페,경기 시흥시 정왕동 2713-4,경기 시흥시 거북섬로 207,010-7553-6680,126.68742065,37.32276813,http://place.map.kakao.com/1499011266,카페,거북섬
214301912,크라프카페라운지 거북섬점,음식점 > 카페,CE7,카페,경기 시흥시 정왕동 2731-2,경기 시흥시 거북섬로 116,0507-1492-8964,126.67863427,37.32005232,http://place.map.kakao.com/214301912,카페,거북섬
2044092963,터틀스팔레트,음식점 > 카페,CE7,카페,경기 시흥시 정왕동 2720-1,경기 시흥시 거북섬4길 6,010-3966-6194,126.68220604,37.32328765,http://place.map.kakao.com/2044092963,카페,거북섬
497939855,터틀온더웨이브,음식점 > 카페,CE7,카페,경기 시흥시 정왕동 2720-8,경기 시흥시 거북섬5길 4,010-2658-4136,126.68337175,37.32215368,http://place.map.kakao.com/497939855,카페,거북섬
693348523,텐퍼센트커피 시흥거북섬점,음식점 > 카페 > 커피전문점 > 텐퍼센트커피,CE7,카페,경기 시흥시 정왕동 2720-2,경기 시흥시 거북섬4길 10,,126.68248586,37.32301359,http://place.map.kakao.com/693348523,카페,거북섬
1534376839,하와이킴 웨이브파크점,음식점 > 카페,CE7,카페,경기 시흥시 정왕동 2721,경기 시흥시 거북섬둘레길 42,,126.68068176,37.32409447,http://place.map.kakao.com/1534376839,카페,거북섬
850036388,해밀화,음식점 > 카페 > 커피전문점,CE7,카페,경기 시흥시 정왕동 2731-2,경기 시흥시 거북섬로 116,,126.67874322,37.32016524,http://place.map.kakao.com/850036388,카페,거북섬
1295021760,홍단팥 거북섬점,음식점 > 카페,CE7,카페,경기 시흥시 정왕동 2718-6,경기 시흥시 거북섬둘레길 34,,126.67894084,37.32463128,http://place.map.kakao.com/1295021760,카페,거북섬
1055148067,걸리버스,음식점 > 카페,CE7,카페,경기 시흥시 능곡동 524,경기 시흥시 승지로69번길 10,0503-7151-8760,126.80963661,37.37051385,http://place.map.kakao.com/1055148067,카페,능곡
2137315489,공차 시흥능곡점,음식점 > 카페 > 공차,CE7,카페,경기 시흥시 능곡동 741,경기 시흥시 승지로 58,031-317-6391,126.81038851,37.36915902,http://place.map.kakao.com/2137315489,카페,능곡
969019753,늘굽당,음식점 > 카페 > 테마카페 > 디저트카페,CE7,카페,경기 시흥시 능곡동 871,경기 시흥시 장현능곡로 155,010-3420-1709,126.80731411,37.37105251,http://place.map.kakao.com/969019753,카페,능곡
1305298868,달리는커피 시흥능곡역점,음식점 > 카페 > 커피전문점 > 달리는커피,CE7,카페,경기 시흥시 능곡동 871,경기 시흥시 장현능곡로 155,031-8042-7090,126.80731421,37.37101467,http://place.map.kakao.com/1305298868,카페,능곡
1165369390,더벤티 시흥능곡점,음식점 > 카페 > 커피전문점 > 더벤티,CE7,카페,경기 시흥시 능곡동 719,경기 시흥시 장현능곡로 178,070-7537-1412,126.80999452,37.36960259,http://place.map.kakao.com/1165369390,카페,능곡
1364540334,동네카페마실 능곡점,음식점 > 카페,CE7,카페,경기 시흥시 능곡동 41-1,경기 시흥시 시흥대로360번길 9,,126.81051862,37.37308499,http://place.map.kakao.com/1364540334,카페,능곡
1659842753,딥인사이드커피,음식점 > 카페 > 커피전문점,CE7,카페,경기 시흥시 능곡동 511,경기 시흥시 승지로69번길 9,010-2720-6992,126.80952544,37.37027581,http://place.map.kakao.com/1659842753,카페,능곡
1433544611,레디언트,음식점 > 카페 > 커피전문점,CE7,카페,경기 시흥시 능곡동 238-2,경기 시흥시 장현능곡로 155,010-4667-5528,126.80753043,37.37078346,http://place.map.kakao.com/1433544611,카페,능곡
361124144,매머드익스프레스 시흥능곡역점,음식점 > 카페 > 커피전문점 > 매머드익스프레스,CE7,카페,경기 시흥시 능곡동 898-7,경기 시흥시 능곡번영길 24,,126.80746110,37.37007964,http://place.map.kakao.com/361124144,카페,능곡
117102928,매머드커피 시흥능곡역점,음식점 > 카페 > 커피전문점 > 매머드커피,CE7,카페,경기 시흥시 능곡동 898-7,경기 시흥시 능곡번영길 24,,126.80744759,37.37006701,http://place.map.kakao.com/117102928,카페,능곡
1401124371,메가MGC커피 시흥능곡역점,음식점 > 카페 > 커피전문점 > 메가MGC커피,CE7,카페,경기 시흥시 능곡동 733,경기 시흥시 장현능곡로 184,031-314-0627,126.81066901,37.36939824,http://place.map.kakao.com/1401124371,카페,능곡
1423299750,메가MGC커피 시흥능곡중앙점,음식점 > 카페 > 커피전문점 > 메가MGC커피,CE7,카페,경기 시흥시 능곡동 900-1,경기 시흥시 능곡번영길 33,031-313-3320,126.80662575,37.36917545,http://place.map.kakao.com/1423299750,카페,능곡
1635920861,빽다방 시흥능곡장현점,음식점 > 카페 > 커피전문점 > 빽다방,CE7,카페,경기 시흥시 능곡동 900-2,경기 시흥시 능곡번영길 25,070-4365-7596,126.80736973,37.36960916,http://place.map.kakao.com/1635920861,카페,능곡
1359455878,스타벅스 시흥능곡역점,음식점 > 카페 > 커피전문점 > 스타벅스,CE7,카페,경기 시흥시 능곡동 871,경기 시흥시 장현능곡로 155,1522-3232,126.80749692,37.37064104,http://place.map.kakao.com/1359455878,카페,능곡
1519804695,시흥플랑드르 세인트린느 카페,음식점 > 카페,CE7,카페,경기 시흥시 능곡동 235-1,경기 시흥시 장현능곡로 155,070-8828-5798,126.80738183,37.37106073,http://place.map.kakao.com/1519804695,카페,능곡
1770269472,에그팡카페,음식점 > 카페,CE7,카페,경기 시흥시 능곡동 871,경기 시흥시 장현능곡로 155,,126.80731411,37.37105251,http://place.map.kakao.com/1770269472,카페,능곡
1497226035,에이그레이트 시흥플랑드르점,음식점 > 카페,CE7,카페,경기 시흥시 능곡동 238-1,경기 시흥시 장현능곡로 155,031-315-3242,126.80737731,37.37105982,http://place.map.kakao.com/1497226035,카페,능곡
1518426392,요거트아이스크림의정석 시흥능곡점,음식점 > 카페 > 테마카페 > 디저트카페 > 요거트아이스크림의정석,CE7,카페,경기 시흥시 능곡동 722,경기 시흥시 승지로59번길 12,0507-1312-6339,126.80903334,37.36889284,http://place.map.kakao.com/1518426392,카페,능곡
24663683,요거프레소 시흥능곡점,음식점 > 카페 > 테마카페 > 디저트카페 > 요거프레소,CE7,카페,경기 시흥시 능곡동 761,경기 시흥시 승지로60번길 23,,126.81245671,37.36825048,http://place.map.kakao.com/24663683,카페,능곡
1008293444,우지커피 시흥능곡역점,음식점 > 카페 > 커피전문점 > 우지커피,CE7,카페,경기 시흥시 능곡동 720,경기 시흥시 승지로59번길 6,070-7794-1088,126.80941396,37.36971879,http://place.map.kakao.com/1008293444,카페,능곡
2006763660,이디야커피 시흥능곡중앙점,음식점 > 카페 > 커피전문점 > 이디야커피,CE7,카페,경기 시흥시 능곡동 898-5,경기 시흥시 능곡번영길 30,031-311-1239,126.80640651,37.37014189,http://place.map.kakao.com/2006763660,카페,능곡
947685449,카페오픈24 시흥능곡 무인카페,음식점 > 카페 > 테마카페 > 무인카페,CE7,카페,경기 시흥시 능곡동 502,경기 시흥시 승지로 87,0502-5552-1931,126.81052875,37.37175059,http://place.map.kakao.com/947685449,카페,능곡
1522070476,카페일리터 시흥능곡점,음식점 > 카페 > 커피전문점 > 카페일리터,CE7,카페,경기 시흥시 능곡동 871,경기 시흥시 장현능곡로 155,,126.80662373,37.37128385,http://place.map.kakao.com/1522070476,카페,능곡
681802751,커피베스코,음식점 > 카페,CE7,카페,경기 시흥시 능곡동 871,경기 시흥시 장현능곡로 155,,126.80731411,37.37105251,http://place.map.kakao.com/681802751,카페,능곡
1608911730,커피베이 시흥모다아울렛점,음식점 > 카페 > 커피전문점 > 커피베이,CE7,카페,경기 시흥시 능곡동 871,경기 시흥시 장현능곡로 155,,126.80730976,37.37098763,http://place.map.kakao.com/1608911730,카페,능곡
67382988,컴포즈커피 시흥능곡점,음식점 > 카페 > 커피전문점 > 컴포즈커피,CE7,카페,경기 시흥시 능곡동 753,경기 시흥시 능곡로 182,031-318-9578,126.81103994,37.36824102,http://place.map.kakao.com/67382988,카페,능곡
920967402,컴포즈커피 시흥능곡제일풍경채점,음식점 > 카페 > 커피전문점 > 컴포즈커피,CE7,카페,경기 시흥시 군자동 789-3,경기 시흥시 능곡군자1길 153,031-506-1807,126.80675531,37.36883958,http://place.map.kakao.com/920967402,카페,능곡
362320926,크레도니아카페 시흥점,음식점 > 카페,CE7,카페,경기 시흥시 능곡동 532,경기 시흥시 승지로69번길 4-7,070-4790-1203,126.81027110,37.37095097,http://place.map.kakao.com/362320926,카페,능곡
1039132315,테라커피 시흥능곡역점,음식점 > 카페 > 커피전문점 > 테라커피,CE7,카페,경기 시흥시 능곡동 737,경기 시흥시 장현능곡로 198,0507-134-6638,126.81164976,37.36906463,http://place.map.kakao.com/1039132315,카페,능곡
1395640713,투썸플레이스 시흥능곡점,음식점 > 카페 > 커피전문점 > 투썸플레이스,CE7,카페,경기 시흥시 능곡동 734,경기 시흥시 장현능곡로 188,031-313-2671,126.81099435,37.36931587,http://place.map.kakao.com/1395640713,카페,능곡
1351666491,프링,음식점 > 카페,CE7,카페,경기 시흥시 군자동 813-1,경기 시흥시 능곡군자1길 1,070-8844-5978,126.80748504,37.36866327,http://place.map.kakao.com/1351666491,카페,능곡
375026351,피에스타7 시흥능곡점,음식점 > 카페,CE7,카페,경기 시흥시 능곡동 752,경기 시흥시 능곡로 188,031-312-6313,126.81036674,37.36839041,http://place.map.kakao.com/375026351,카페,능곡
1885929888,하삼동커피 시흥능곡역점,음식점 > 카페 > 커피전문점 > 하삼동커피,CE7,카페,경기 시흥시 능곡동 733,경기 시흥시 장현능곡로 184,0507-0288-7392,126.81053123,37.36941874,http://place.map.kakao.com/1885929888,카페,능곡
598036406,하이오커피 시흥능곡점,음식점 > 카페 > 커피전문점 > 하이오커피,CE7,카페,경기 시흥시 능곡동 898-7,경기 시흥시 능곡번영길 24,031-313-1315,126.80744422,37.37005889,http://place.map.kakao.com/598036406,카페,능곡
1524848842,할리스 시흥능곡점,음식점 > 카페 > 커피전문점 > 할리스,CE7,카페,경기 시흥시 능곡동 900-2,경기 시흥시 능곡번영길 25,070-8806-1314,126.80718885,37.36970798,http://place.map.kakao.com/1524848842,카페,능곡
342757630,가든인오븐,음식점 > 카페,CE7,카페,경기 시흥시 대야동 562-5,경기 시흥시 비둘기공원로 21,,126.79217223,37.44395352,http://place.map.kakao.com/342757630,카페,대야·신천
237767359,기다림,음식점 > 카페,CE7,카페,경기 시흥시 대야동 496-4,경기 시흥시 호현로40번길 6,,126.78568908,37.44357794,http://place.map.kakao.com/237767359,카페,대야·신천
15810764,낭만시대,음식점 > 카페,CE7,카페,경기 시흥시 대야동 541-2,경기 시흥시 비둘기공원6길 13-1,031-313-7089,126.79149223,37.44222238,http://place.map.kakao.com/15810764,카페,대야·신천
1879519657,달리는커피 시흥대야점,음식점 > 카페 > 커피전문점 > 달리는커피,CE7,카페,경기 시흥시 대야동 541-1,경기 시흥시 비둘기공원6길 13,070-7802-8300,126.79129192,37.44232925,http://place.map.kakao.com/1879519657,카페,대야·신천
846971797,달콩,음식점 > 카페,CE7,카페,경기 시흥시 대야동 543-1,경기 시흥시 비둘기공원7길 33,,126.79274664,37.44301207,http://place.map.kakao.com/846971797,카페,대야·신천
413608017,더카페 롯데마트시흥점,음식점 > 카페 > 커피전문점 > 더카페,CE7,카페,경기 시흥시 대야동 542,경기 시흥시 비둘기공원로 28,,126.79197360,37.44304495,http://place.map.kakao.com/413608017,카페,대야·신천
884486950,디저트39 시흥대야점,음식점 > 카페 > 테마카페 > 디저트카페 > 디저트39,CE7,카페,경기 시흥시 대야동 544-1,경기 시흥시 비둘기공원7길 39,031-313-3131,126.79225556,37.44242645,http://place.map.kakao.com/884486950,카페,대야·신천
249660802,로컬커피소사이어티,음식점 > 카페 > 커피전문점,CE7,카페,경기 시흥시 대야동 501,경기 시흥시 뱀내장터로25번길 4,031-494-1331,126.78761030,37.44192534,http://place.map.kakao.com/249660802,카페,대야·신천
1896532002,메가MGC커피 시흥대야댓골점,음식점 > 카페 > 커피전문점 > 메가MGC커피,CE7,카페,경기 시흥시 대야동 470-5,경기 시흥시 복지로53번길 16,031-311-9995,126.78797250,37.44491916,http://place.map.kakao.com/1896532002,카페,대야·신천
1023638616,메가MGC커피 시흥대야점,음식점 > 카페 > 커피전문점 > 메가MGC커피,CE7,카페,경기 시흥시 대야동 541-3,경기 시흥시 비둘기공원7길 46,031-315-0913,126.79180307,37.44218959,http://place.map.kakao.com/1023638616,카페,대야·신천
972497122,메가MGC커피 시흥포도탑점,음식점 > 카페 > 커피전문점 > 메가MGC커피,CE7,카페,경기 시흥시 대야동 568-2,경기 시흥시 복지로 96,031-318-8111,126.79183194,37.44727136,http://place.map.kakao.com/972497122,카페,대야·신천
1472198624,메종드마망,음식점 > 카페,CE7,카페,경기 시흥시 대야동 490-8,경기 시흥시 복지로43번길 4,,126.78874806,37.44359516,http://place.map.kakao.com/1472198624,카페,대야·신천
446862147,메종드아티스트,음식점 > 카페,CE7,카페,경기 시흥시 대야동 491-51,경기 시흥시 복지로43번길 3,,126.78864117,37.44342918,http://place.map.kakao.com/446862147,카페,대야·신천
658931405,무이커피 시흥,음식점 > 카페,CE7,카페,경기 시흥시 대야동 345-16,경기 시흥시 복지로 103-1,0502-5554-3161,126.79208128,37.44823678,http://place.map.kakao.com/658931405,카페,대야·신천
1209184420,백억커피 시흥대야점,음식점 > 카페 > 커피전문점,CE7,카페,경기 시흥시 대야동 568-1,경기 시흥시 복지로 90,,126.79170617,37.44698281,http://place.map.kakao.com/1209184420,카페,대야·신천
27597052,빽다방 시흥대야롯데점,음식점 > 카페 > 커피전문점 > 빽다방,CE7,카페,경기 시흥시 대야동 546-1,경기 시흥시 비둘기공원7길 51,031-312-7093,126.79181361,37.44164990,http://place.map.kakao.com/27597052,카페,대야·신천
1669774810,새시흥다방,음식점 > 카페 > 다방,CE7,카페,경기 시흥시 대야동 452-7,경기 시흥시 대야로43번길 14,031-312-9441,126.78944717,37.44776719,http://place.map.kakao.com/1669774810,카페,대야·신천
26644200,설빙 경기시흥대야점,음식점 > 카페 > 테마카페 > 디저트카페 > 설빙,CE7,카페,경기 시흥시 대야동 543-1,경기 시흥시 비둘기공원7길 33,031-315-2212,126.79274663,37.44301388,http://place.map.kakao.com/26644200,카페,대야·신천
906373343,스타벅스 시흥대야동점,음식점 > 카페 > 커피전문점 > 스타벅스,CE7,카페,경기 시흥시 대야동 546-1,경기 시흥시 비둘기공원7길 51,1522-3232,126.79190067,37.44163204,http://place.map.kakao.com/906373343,카페,대야·신천
552103465,스타벅스 시흥대야점,음식점 > 카페 > 커피전문점 > 스타벅스,CE7,카페,경기 시흥시 대야동 532-1,경기 시흥시 비둘기공원로 10,1522-3232,126.79089869,37.44394497,http://place.map.kakao.com/552103465,카페,대야·신천
579596381,스타벅스 시흥대야DT점,음식점 > 카페 > 커피전문점 > 스타벅스,CE7,카페,경기 시흥시 대야동 501-3,경기 시흥시 뱀내장터로 27,1522-3232,126.78769227,37.44171105,http://place.map.kakao.com/579596381,카페,대야·신천
988548265,썸케이크,음식점 > 카페,CE7,카페,경기 시흥시 대야동 463-10,경기 시흥시 호현로73번길 8,0502-5553-6660,126.78621317,37.44684236,http://place.map.kakao.com/988548265,카페,대야·신천
276278162,아따보이,음식점 > 카페,CE7,카페,경기 시흥시 대야동 538,경기 시흥시 비둘기공원6길 16,0503-7153-0207,126.79075032,37.44244092,http://place.map.kakao.com/276278162,카페,대야·신천
718760878,아르니온,음식점 > 카페,CE7,카페,경기 시흥시 대야동 360-15,경기 시흥시 은행로218번길 11,0503-7151-9594,126.79258448,37.44608064,http://place.map.kakao.com/718760878,카페,대야·신천
830671409,아리랑다방,음식점 > 카페 > 다방,CE7,카페,경기 시흥시 대야동 499-14,경기 시흥시 대골안길 83-1,,126.78646200,37.44239631,http://place.map.kakao.com/830671409,카페,대야·신천
597246947,아헤커피,음식점 > 카페 > 커피전문점,CE7,카페,경기 시흥시 대야동 693,경기 시흥시 수인로3312번길 16,010-5011-1484,126.78967015,37.44158394,http://place.map.kakao.com/597246947,카페,대야·신천
638730496,요거트월드 시흥대야점,음식점 > 카페 > 테마카페 > 디저트카페 > 요거트월드,CE7,카페,경기 시흥시 대야동 472-24,경기 시흥시 복지로63번길 14-1,,126.78853450,37.44559593,http://place.map.kakao.com/638730496,카페,대야·신천
951912661,카페 테라스9,음식점 > 카페,CE7,카페,경기 시흥시 대야동 568-1,경기 시흥시 복지로 90,031-520-8992,126.79166655,37.44700436,http://place.map.kakao.com/951912661,카페,대야·신천
1804915974,카페떡앤사랑 1호점,음식점 > 카페,CE7,카페,경기 시흥시 대야동 495-3,경기 시흥시 호현로 38,010-8421-0484,126.78529050,37.44385833,http://place.map.kakao.com/1804915974,카페,대야·신천
803982313,카페무카24 시흥대야점52호점,음식점 > 카페,CE7,카페,경기 시흥시 대야동 485-30,경기 시흥시 복지로43번길 36-1,,126.78523160,37.44469797,http://place.map.kakao.com/803982313,카페,대야·신천
1758096502,카페보스 시흥대야점,음식점 > 카페 > 카페보스,CE7,카페,경기 시흥시 대야동 472-12,경기 시흥시 복지로63번길 8,,126.78924264,37.44534220,http://place.map.kakao.com/1758096502,카페,대야·신천
641124566,카페퐁당,음식점 > 카페,CE7,카페,경기 시흥시 대야동 493-6,경기 시흥시 호현로34번안길 12,,126.78633110,37.44352414,http://place.map.kakao.com/641124566,카페,대야·신천
159297260,카페홀리 시흥대야점,음식점 > 카페,CE7,카페,경기 시흥시 대야동 459-2,경기 시흥시 대골안길 34,070-7537-1469,126.78873273,37.44663605,http://place.map.kakao.com/159297260,카페,대야·신천
306949992,커피인하우스,음식점 > 카페 > 커피전문점,CE7,카페,경기 시흥시 대야동 531-1,경기 시흥시 비둘기공원4길 9,,126.79002114,37.44336136,http://place.map.kakao.com/306949992,카페,대야·신천
96627358,컴포즈커피 시흥대야파크점,음식점 > 카페 > 커피전문점 > 컴포즈커피,CE7,카페,경기 시흥시 대야동 563,경기 시흥시 비둘기공원7길 27,031-316-2225,126.79302648,37.44357029,http://place.map.kakao.com/96627358,카페,대야·신천
520079816,컴포즈커피 시흥댓골점,음식점 > 카페 > 커피전문점 > 컴포즈커피,CE7,카페,경기 시흥시 대야동 490-5,경기 시흥시 대야로 4,,126.78902986,37.44424980,http://place.map.kakao.com/520079816,카페,대야·신천
528821785,컴포즈커피 시흥센트럴푸르지오점,음식점 > 카페 > 커피전문점 > 컴포즈커피,CE7,카페,경기 시흥시 대야동 693,경기 시흥시 수인로3312번길 16,031-365-3995,126.78920034,37.44108304,http://place.map.kakao.com/528821785,카페,대야·신천
2116453176,텐퍼센트커피 시흥센트럴푸르지오점,음식점 > 카페 > 커피전문점 > 텐퍼센트커피,CE7,카페,경기 시흥시 대야동 693,경기 시흥시 수인로3312번길 16,,126.78934283,37.44144820,http://place.map.kakao.com/2116453176,카페,대야·신천
976288030,투썸플레이스 시흥대야점,음식점 > 카페 > 커피전문점 > 투썸플레이스,CE7,카페,경기 시흥시 대야동 541-14,경기 시흥시 비둘기공원7길 54,031-435-0020,126.79138205,37.44161220,http://place.map.kakao.com/976288030,카페,대야·신천
1772613544,하삼동커피 시흥센트럴푸르지오점,음식점 > 카페 > 커피전문점 > 하삼동커피,CE7,카페,경기 시흥시 대야동 693,경기 시흥시 수인로3312번길 16,031-312-8222,126.79032041,37.44140489,http://place.map.kakao.com/1772613544,카페,대야·신천
724949325,허스,음식점 > 카페,CE7,카페,경기 시흥시 대야동 476-15,경기 시흥시 복지로53번길 34,,126.78614227,37.44554747,http://place.map.kakao.com/724949325,카페,대야·신천
