sum_yr,sigun_nm,cmpnm_nm,telno,indutype_dtls,bsn_hr,refine_lotno_addr,refine_road_nm_addr,refine_wgs84_lat,refine_wgs84_logt,refine_zipno
2025,남양주시,진접농협 로컬푸드직매장,031-567-8605,,,경기도 남양주시 진접읍 연평리 56번지,경기도 남양주시 진접읍 해밀예당1로 28,37.71126156,127.1861717,12067
2025,남양주시,와부농협 로컬푸드직매장,031-577-4008,,,경기도 남양주시 와부읍 월문리 1249-1번지,경기도 남양주시 와부읍 수레로 150,37.59413004,127.2249519,12203
2025,부천시,부천시흥원예농협 로컬푸드직매장,032-668-2120,,,경기도 부천시 소사구 심곡본동 660-1번지,경기도 부천시 소사구 심곡로15번길 32,37.48202824,126.7783548,14712
2025,성남시,성남농협 로컬푸드직매장 대왕점,031-758-9421,,,경기도 성남시 수정구 고등동 583번지,경기도 성남시 수정구 대왕판교로 989,37.42855803,127.1013198,13105
2025,성남시,성남농협 로컬푸드직매장 야탑점,031-703-7054,,,경기도 성남시 분당구 야탑동 513-1번지,경기도 성남시 분당구 야탑로 94,37.40963896,127.1292515,13517
2025,수원시,수원로컬푸드직매장,031-252-0089,,,경기도 수원시 장안구 상광교동 287-2번지,경기도 수원시 장안구 광교산로509번길 13,37.32716044,127.0141302,16211
2025,시흥시,안양원예농협 로컬푸드직매장,031-402-1600,,,경기도 시흥시 논곡동 179-15번지,경기도 시흥시 수인로 2411,37.39340813,126.8566704,14982
2025,시흥시,북시흥농협 로컬푸드 직매장,031-313-9085,,,경기도 시흥시 신천동 83-4번지,경기도 시흥시 수인로 3309,37.4384638811,126.7914451358,14950
2025,시흥시,부천시흥원예농협 로컬푸드직매장,031-311-8600,,,경기도 시흥시 매화동 39-1번지,경기도 시흥시 수인로 2966,37.42093834,126.816948,14931
2025,시흥시,연꽃로컬푸드직매장,031-487-8989,,,경기도 시흥시 물왕동 248-4번지,경기도 시흥시 동서로 770,37.38434102,126.8308013,14990
2025,시흥시,부천축협 시흥로컬푸드 직매장,031-311-2012,,,경기도 시흥시 계수동 532번지,경기도 시흥시 계수로 94,37.44881283,126.8099565,14924
2025,안산시,반월농협 로컬푸드직매장,031-437-5237,,,경기도 안산시 상록구 본오동 20-4번지,경기도 안산시 상록구 해안로 1190-1,37.28924558,126.8735558,15527
2025,안산시,안산시로컬푸드직매장,031-369-1504,,,경기도 안산시 단원구 초지동 666번지,경기도 안산시 단원구 화랑로 260,37.31947754,126.8164903,15396
2025,안성시,대덕농협 로컬푸드직매장,031-676-1773,,,경기도 안성시 당왕동 534-9번지,경기도 안성시 고수1로 43,37.01391098,127.2576325,17572
2025,안성시,안성마춤로컬푸드행복장터-안성맞춤휴게소,031-656-0747,,,경기도 안성시 서운면 신능리 51-11번지,경기도 안성시 서운면 평택제천고속도로 40,36.9680334123,127.2743148193,17606
2025,안성시,안성인삼농협 로컬푸드직매장,031-651-9500,,,경기도 안성시 공도읍 마정리 150-1번지,경기도 안성시 공도읍 서동대로 4469,37.0089164,127.1983672,17548
2025,안성시,경기로컬푸드 직매장,031-673-9493,,,경기도 안성시 대덕면 내리 50-43번지,경기도 안성시 대덕면 중앙로 50-48,37.01125069,127.2319899,17546
2025,안성시,안성마춤마켓 스타필드 안성점,031-673-1820,,,경기도 안성시 공도읍 진사리 354번지,경기도 안성시 공도읍 서동대로 3930-39,36.9945235,127.147167,17563
2025,안성시,안성마춤로컬푸드행복장터-안성휴게소,031-673-1820,,,경기도 안성시 원곡면 산하리 산67-3번지,경기도 안성시 원곡면 경부고속도로 372,37.0767166077,127.1324762466,17553
2025,양평군,양평친환경 로컬푸드직매장(용문점),031-773-6355,,,경기도 양평군 용문면 다문리 307-5번지,경기도 양평군 용문면 용문시장2길 11,37.48395979,127.5947528,12523
2025,양평군,양평농협 강상지점 로컬푸드직매장,031-771-0442,,,경기도 양평군 강상면 교평리 478-2번지,경기도 양평군 강상면 강남로 1026-1,37.47962516,127.4847988,12572
2025,양평군,청운농협 로컬푸드직매장,031-774-9826,,,경기도 양평군 청운면 삼성리 798-21번지,경기도 양평군 청운면 청운삼성길 7,37.5701298,127.7363222,12531
2025,양평군,양서농협 로컬푸드직매장,031-770-6811,,,경기도 양평군 양서면 양수리 1161-5번지,경기도 양평군 양서면 두물머리길 38,37.5405277132,127.3188976962,12585
2025,양평군,양평친환경 로컬푸드직매장,031-775-4093,,,경기도 양평군 양평읍 양근리 166-8번지,경기도 양평군 양평읍 양평장터길 15,37.49093808,127.4925567,12556
2025,여주시,여주축협 하나로마트 로컬푸드 직매장,031-886-2471,,,경기도 여주시 오학동 359-1번지,경기도 여주시 강변북로 50,37.3020356879,127.6459893506,12639
2025,여주시,올더여주 로컬푸드 직매장,031-886-2772,,,경기도 여주시 천송동 544번지,경기도 여주시 신륵사길 8,37.29997946,127.6539289,12636
2025,여주시,세종대왕농협 로컬푸드직매장,031-884-4327,,,경기도 여주시 세종대왕면 번도리 485번지,경기도 여주시 세종대왕면 마장로 91,37.29946933,127.5758695,12641
2025,여주시,여주농협 로컬푸드직매장,031-883-3045,,,경기도 여주시 하동 136-3번지,경기도 여주시 여흥로47번길 8-16,37.29803423,127.6298805,12623
2025,연천군,연천역 광장 로컬푸드직매장,031-834-0834,,,경기도 연천군 연천읍 차탄리 34-490번지,경기도 연천군 연천읍 연천로 269,38.1009753768,127.0745178697,11014
2025,연천군,전곡농협 로컬푸드직매장,031-832-8548,,,경기도 연천군 전곡읍 전곡리 276번지,경기도 연천군 전곡읍 평화로 557,38.02056621,127.0678057,11027
2025,용인시,수지농협 로컬푸드직매장,031-263-6817,,,경기도 용인시 수지구 풍덕천동 719-4번지,경기도 용인시 수지구 문정로 20,37.32270139,127.0964169,16835
2025,용인시,기흥농협 구갈지점 로컬푸드직매장,031-285-4257,,,경기도 용인시 기흥구 구갈동 401-1번지,경기도 용인시 기흥구 신구로64번길 12,37.27754516,127.110916,16971
2025,용인시,기흥농협 로컬푸드직매장,031-679-2132,,,경기도 용인시 기흥구 보라동 413-5번지,경기도 용인시 기흥구 민속촌로 6,37.25453267,127.1055201,17074
2025,용인시,용인농협 파머스마켓 양지점,031-338-1212,,,경기도 용인시 처인구 양지읍 양지리 560-7번지,경기도 용인시 처인구 양지읍 양지로138번길 14,37.2334832013,127.2828604896,17158
2025,용인시,이동농협 로컬푸드직매장,031-336-4422,,,경기도 용인시 처인구 이동읍 천리 231-5번지,경기도 용인시 처인구 이동읍 백옥대로 595,37.19004064,127.2059521,17128
2025,용인시,원삼농협 로컬푸드직매장,031-339-2042,,,경기도 용인시 처인구 원삼면 고당리 49-4번지,경기도 용인시 처인구 원삼면 고당로 24,37.16477885,127.3097738,17168
2025,용인시,구성농협 로컬푸드직매장,031-283-9483,,,경기도 용인시 기흥구 마북동 325-3번지,경기도 용인시 기흥구 구성로 40,37.29424926,127.1140568,16920
2025,용인시,포곡농협 로컬푸드직매장,031-334-2860,,,경기도 용인시 처인구 포곡읍 삼계리 578번지,경기도 용인시 처인구 포곡읍 포곡로246번길 8,37.27700973,127.2293022,17028
2025,용인시,용인농협 로컬푸드직매장,031-321-7100,,,경기도 용인시 처인구 김량장동 254-413번지,경기도 용인시 처인구 금령로55번길 3,37.2353357,127.2020785,17050
2025,용인시,모현농협 로컬푸드직매장,031-333-8515,,,경기도 용인시 처인구 모현읍 왕산리 815-2번지,경기도 용인시 처인구 모현읍 백옥대로 2373,37.33558023,127.2488023,17035
2025,용인시,용인시 로컬푸드 행복장터,031-889-8611,,,경기도 용인시 수지구 죽전동 866-2번지,경기도 용인시 수지구 경부고속도로 400,37.33194318,127.1051948,16867
2025,이천시,이천시직매장,031-631-8555,,,경기도 이천시 율현동 265번지,경기도 이천시 이섭대천로941번길 6,37.25488807,127.4439209,17391
2025,이천시,이천농협 로컬푸드직매장,031-634-7164,,,경기도 이천시 창전동 458-4번지,경기도 이천시 영창로 235,37.28115706,127.4486167,17363
2025,이천시,서울동경기인삼농협 로컬푸드직매장,031-637-3435,,,경기도 이천시 신둔면 수남리 4-3번지,경기도 이천시 신둔면 둔터로124번길 160,37.29906929,127.4067208,17308
2025,파주시,조리농협 로컬푸드직매장,031-944-6556,,,경기도 파주시 조리읍 봉일천리 125-8번지,경기도 파주시 조리읍 봉천로 12,37.74287536,126.8102887,10937
2025,파주시,금촌농협 로컬푸드직매장,031-941-3661,,,경기도 파주시 금촌동 329-151번지,경기도 파주시 금정로 103,37.76356291,126.7717452,10928
2025,파주시,장단콩웰빙마루 로컬푸드직매장,031-943-2662,,,경기도 파주시 탄현면 성동리 678번지,경기도 파주시 탄현면 필승로 396,37.77714178,126.6844826,10862
2025,파주시,북파주농협 로컬푸드직매장,031-953-5129,,,경기도 파주시 문산읍 문산리 3-5번지,경기도 파주시 문산읍 문향로 75,37.85858083,126.7854417,10821
2025,파주시,파주연천축협 로컬푸드직매장,031-944-2704,,,경기도 파주시 금촌동 437-9번지,경기도 파주시 평화로 110,37.76717217,126.7680312,10855
2025,파주시,신교하농협 하나로마트 로컬푸드직매장,031-957-7701,,,경기도 파주시 다율동 1014번지,경기도 파주시 교하로 1190,37.7439991547,126.7284086333,10865
2025,파주시,파주로컬푸드직매장 문산점,031-943-5445,,,경기도 파주시 문산읍 선유리 938-1번지,경기도 파주시 문산읍 통일로 1718,37.8608963285,126.789773398,10813
2025,평택시,평택로컬푸드직매장 이충직매장,031-665-1505,,,경기도 평택시 이충동 700번지,경기도 평택시 장안웃길 149,37.06605262,127.0707164,17731
2025,평택시,평택로컬푸드직매장 시청점,000-0000-0000,,,경기도 평택시 비전동 846번지,경기도 평택시 중앙로 275,36.99229719,127.1125537,17901
2025,평택시,평택로컬푸드직매장 고덕점,031-611-1505,,,경기도 평택시 고덕동 2691-1번지,경기도 평택시 고덕로3길 27,37.03814681,127.0263341,18020
2025,평택시,고덕파머스마켓,031-662-2711,,,경기도 평택시 고덕면 해창리 1170-17번지,경기도 평택시 고덕면 문화마을길 27-11,37.03893081,127.0129144,17789
2025,평택시,평택로컬푸드직매장 배다리점,031-618-1583,,,경기도 평택시 죽백동 794번지,경기도 평택시 죽백5로 40,37.00358081,127.1201842,17862
2025,평택시,평택로컬푸드직매장 오성점,031-612-1584,,,경기도 평택시 오성면 숙성리 1033번지,경기도 평택시 오성면 청오로 33-34,37.01498176,126.9835258,17819
2025,평택시,안중농협 로컬푸드 직매장,031-682-4866,,,경기도 평택시 안중읍 송담리 857-1번지,경기도 평택시 안중읍 송담1로 17,36.97633314,126.9257116,17941
2025,포천시,포천로컬푸드 파머스마켓,031-538-3722,,,경기도 포천시 설운동 72-2번지,경기도 포천시 호국로 886,37.84536807,127.1598489,11162
2025,포천시,포천농협 로컬푸드직매장,031-538-0105,,,경기도 포천시 군내면 하성북리 769번지,경기도 포천시 군내면 호국로 1698,37.90390969,127.2111311,11151
2025,포천시,일동농협 로컬푸드직매장,031-533-0877,,,경기도 포천시 일동면 화대리 797-9번지,경기도 포천시 일동면 화동로 1092,37.96046789,127.3207514,11117
2025,포천시,가산농협 로컬푸드직매장,031-544-0104,,,경기도 포천시 가산면 마산리 399-2번지,경기도 포천시 가산면 선마로 233,37.84740052,127.1874938,11164
2025,화성시,화성로컬푸드직매장 병점유앤아이점,031-5180-7854,,,경기도 화성시 병점구 병점동 734번지,경기도 화성시 병점구 태안로 145,37.2029621951,127.0332619715,18372
2025,화성시,팔탄농협 로컬푸드직매장,031-353-8805,,,경기도 화성시 만세구 팔탄면 구장리 611번지,경기도 화성시 만세구 팔탄면 마곡길 9,37.1642866283,126.9035009285,18527
2025,화성시,조암농협 로컬푸드직매장,031-358-3686,,,경기도 화성시 만세구 우정읍 조암리 215-1번지,경기도 화성시 만세구 우정읍 조암북로 42,37.08560633,126.8188661,18567
2025,화성시,화성로컬푸드직매장 동탄호수공원점,031-5180-7845,,,경기도 화성시 동탄구 산척동 726번지,경기도 화성시 동탄구 동탄대로8길 36,37.17048401,127.1104631,18501
2025,화성시,화성로컬푸드직매장 동탄어울림,031-5180-7844,,,경기도 화성시 동탄구 청계동 530번지,경기도 화성시 동탄구 동탄대로시범길 133,37.19983987,127.1122843,18476
2025,화성시,정남농협 로컬푸드직매장,031-352-4902,,,경기도 화성시 효행구 정남면 발산리 113-1번지,경기도 화성시 효행구 정남면 가장로 20-16,37.16820605,126.9858528,18517
2025,화성시,화성로컬푸드직매장 봉담 본점,031-5180-7815,,,경기도 화성시 효행구 봉담읍 덕리 7번지,경기도 화성시 효행구 봉담읍 서봉산길 10,37.17374052,126.9381663,18336
2025,화성시,발안농협 로컬푸드직매장,031-354-9100,,,경기도 화성시 만세구 향남읍 평리 152번지,경기도 화성시 만세구 향남읍 행정서남로 67,37.12910046,126.9098565,18597
2025,화성시,화성로컬푸드직매장 금곡점(동탄),031-5180-7840,,,경기도 화성시 동탄구 금곡동 340-4번지,경기도 화성시 동탄구 금곡로 203,37.1786149,127.0788898,18511
2025,화성시,태안농협 로컬푸드직매장,031-221-0211,,,경기도 화성시 효행구 기안동 457-22번지,경기도 화성시 효행구 기안남로 70,37.22408587,126.9841999,18341
2025,화성시,화성로컬푸드직매장 동화점,031-5180-7842,,,경기도 화성시 효행구 봉담읍 동화리 426-2번지,경기도 화성시 효행구 봉담읍 동화길 6,37.22118092,126.9515547,18316
2025,화성시,화성로컬푸드직매장 화성휴게소점,031-5180-7839,,,경기도 화성시 만세구 팔탄면 덕천리 산101-2번지,경기도 화성시 만세구 팔탄면 서해안고속도로 302,37.14356627,126.8812225,18531
2025,화성시,화성로컬푸드직매장 능동점,031-5180-7838,,,경기도 화성시 병점구 능동 535-1번지,경기도 화성시 병점구 동탄숲속로35번길 10,37.20957894,127.0520532,18421
