mnginst_nm,refine_road_nm_addr,refine_lotno_addr,instl_purps_div,camera_vcnt,camera_pixel_cnt,potogrf_directn_info,custody_day_cnt,instl_ym,mnginst_telno,refine_wgs84_lat,refine_wgs84_logt,dat_crtr_ymd
연천군 지역경제과,경기도 연천군 연천읍 연천로 220,경기도 연천군 연천읍 차탄리 290-1,교통단속,1,0,,30,200812,031-839-2275,38.0965132,127.0752586,20240731
연천군 지역경제과,경기도 연천군 전곡읍 온골로 50-2,경기도 연천군 전곡읍 전곡리 469-21,교통단속,2,0,,30,201712,031-839-2275,38.0253748,127.0679733,20240731
연천군 지역경제과,경기도 연천군 전곡읍 전곡로 131,경기도 연천군 전곡읍 전곡리 305-12,교통단속,2,0,,30,201712,031-839-2275,38.0240083,127.0690335,20240731
연천군 지역경제과,경기도 연천군 전곡읍 온골로 31,경기도 연천군 전곡읍 전곡리 302-32,교통단속,2,0,,30,201712,031-839-2275,38.0238034,127.0685289,20240731
연천군 지역경제과,경기도 연천군 전곡읍 온골로 61,경기도 연천군 전곡읍 전곡리 480-30,교통단속,2,0,,30,201712,031-839-2275,38.0263723,127.0676516,20240731
연천군 지역경제과,,경기도 연천군 전곡읍 전곡리 328-11,교통단속,1,0,,30,201912,031-839-2275,38.027644,127.0729246,20240731
연천군 지역경제과,경기도 연천군 청산면 학담로 104,경기도 연천군 청산면 초성리 223-1,교통단속,1,0,,30,201912,031-839-2275,37.9981651,127.0736834,20240731
연천군 지역경제과,,경기도 연천군 신서면 도신리 285-108,교통단속,1,0,,30,201912,031-839-2275,38.1827692,127.1063249,20240731
연천군 지역경제과,,경기도 연천군 전곡읍 전곡리 666-10,교통단속,1,0,,30,201912,031-839-2275,38.027798,127.0664679,20240731
연천군 지역경제과,,경기도 연천군 군남면 진상리 829,어린이보호,4,0,,30,201112,031-839-2275,38.0769619,127.0775736,20240731
연천군 지역경제과,,경기도 연천군 연천읍 현가리 59-14,어린이보호,4,0,,30,202112,031-839-2275,38.0316228,127.0712547,20240731
연천군 지역경제과,경기도 연천군 청산면 궁평로45번길 52,경기도 연천군 청산면 궁평리 437-1,어린이보호,3,0,,30,201612,031-839-2275,38.0678689,127.0174434,20240731
연천군 지역경제과,경기도 연천군 청산면 궁평로 43,경기도 연천군 청산면 궁평리 443-5,어린이보호,4,0,,30,201312,031-839-2275,38.0280775,127.1045648,20240731
연천군 지역경제과,,경기도 연천군 백학면 노곡리 705-2,어린이보호,4,0,,30,201212,031-839-2275,38.0269828,127.1078681,20240731
연천군 지역경제과,,경기도 연천군 신서면 도신리 285-108,어린이보호,4,0,,30,201112,031-839-2275,37.998061,126.9160521,20240731
연천군 지역경제과,,경기도 연천군 신서면 도신리 1109-19,어린이보호,4,0,,30,201212,031-839-2275,38.1827692,127.1063249,20240731
연천군 지역경제과,,경기도 연천군 청산면 백의리 52-17,어린이보호,4,0,,30,201312,031-839-2275,38.1825337,127.1042597,20240731
연천군 지역경제과,,경기도 연천군 청산면 백의리 52-17,어린이보호,4,0,,30,201112,031-839-2275,38.0221201,127.1343162,20240731
연천군 지역경제과,,경기도 연천군 백학면 두일리 337-9,어린이보호,4,0,,30,201212,031-839-2275,38.0221201,127.1343162,20240731
연천군 지역경제과,경기도 연천군 연천읍 신망로15번길 34,경기도 연천군 연천읍 상리 150-9,어린이보호,3,0,,30,201512,031-839-2275,38.0326319,126.9203011,20240731
연천군 지역경제과,,경기도 연천군 연천읍 차탄리 295-9,어린이보호,4,0,,30,201112,031-839-2275,38.1351847,127.0769555,20240731
연천군 지역경제과,,경기도 연천군 연천읍 차탄리 71-8,어린이보호,4,0,,30,201312,031-839-2275,38.0973004,127.0743424,20240731
연천군 지역경제과,,경기도 연천군 미산면 우정리 373-24,어린이보호,4,0,,30,201112,031-839-2275,38.0980391,127.0753941,20240731
연천군 지역경제과,,경기도 연천군 전곡읍 은대리 710-33,어린이보호,3,0,,30,201612,031-839-2275,38.055575,127.0127932,20240731
연천군 지역경제과,,경기도 연천군 전곡읍 전곡리 328-11,어린이보호,4,0,,30,201312,031-839-2275,38.052367,127.0598803,20240731
연천군 지역경제과,,경기도 연천군 전곡읍 전곡리 353-32,어린이보호,4,0,,30,201112,031-839-2275,38.027644,127.0729246,20240731
연천군 지역경제과,,경기도 연천군 전곡읍 전곡리 333-556,어린이보호,4,0,,30,201512,031-839-2275,38.028079,127.0713059,20240731
연천군 지역경제과,경기도 연천군 청산면 학담로 104,경기도 연천군 청산면 초성리 223-1,어린이보호,4,0,,30,201312,031-839-2275,38.0271496,127.0705641,20240731
연천군 지역경제과,경기도 연천군 청산면 학담로 104,경기도 연천군 청산면 초성리 223-1,어린이보호,4,0,,30,201512,031-839-2275,37.9981651,127.0736834,20240731
연천군 지역경제과,경기도 연천군 청산면 학담로 112,경기도 연천군 청산면 초성리 236-8,어린이보호,3,0,,30,201112,031-839-2275,37.9981651,127.0736834,20240731
연천군 지역경제과,,경기도 연천군 군남면 남계리 182-12,어린이보호,4,0,,30,201112,031-839-2275,37.9987546,127.0731221,20240731
연천군 지역경제과,경기도 연천군 전곡읍 선사로 396,경기도 연천군 전곡읍 전곡리 326-37,어린이보호,4,0,,30,201112,031-839-2275,38.0291395,127.0396978,20240731
연천군 지역경제과,,경기도 연천군 전곡읍 전곡리 245-2,어린이보호,4,0,,30,201112,031-839-2275,38.0244345,127.0738321,20240731
연천군 지역경제과,,경기도 연천군 전곡읍 전곡리 661,어린이보호,4,0,,30,201312,031-839-2275,38.0183468,127.0730535,20240731
연천군 지역경제과,,경기도 연천군 전곡읍 전곡리 386-3,어린이보호,1,0,,30,202112,031-839-2275,38.0191734,127.0737389,20240731
연천군 지역경제과,,경기도 연천군 전곡읍 은대리 572-5,시설물관리,6,0,,30,200912,031-839-2275,38.1085879,127.0792938,20240731
연천군 지역경제과,경기도 연천군 전곡읍 은전로40번길 36-23,경기도 연천군 전곡읍 은대리 산 171,시설물관리,8,0,,30,201112,031-839-2275,38.0276482,127.0650982,20240731
연천군 지역경제과,경기도 연천군 전곡읍 전곡로171번길 11,경기도 연천군 전곡읍 전곡리 483-73,시설물관리,28,0,,30,202112,031-832-2902,38.0249304,127.0644369,20240731
연천군 청산면,경기도 연천군 청산면 청신로 71,경기도 연천군 청산면 초성리 440-15,시설물관리,2,0,,30,201912,031-839-2664,37.5740911,127.0247162,20240731
연천군 청산면,경기도 연천군 청산면 초대로264번길 23,경기도 연천군 청산면 대전리 498-15,시설물관리,1,0,,30,201912,031-839-2664,38.0323264,127.0709918,20240731
연천군 청산면,경기도 연천군 청산면 청신로 71,경기도 연천군 청산면 초성리 440-15,시설물관리,2,0,,30,201912,031-839-2664,37.9817274,127.0677696,20240731
연천군 청산면,경기도 연천군 청산면 초대로264번길 23,경기도 연천군 청산면 대전리 498-15,시설물관리,1,0,,30,201912,031-839-2664,38.0082683,127.0848461,20240731
연천군 축산과,경기도 연천군 군남면 청정로2310번길 24,경기도 연천군 군남면 남계리 1400,시설물관리,4,0,,30,202312,031-839-2327,38.0639335,127.0611789,20240731
연천군 축산과,경기도 연천군 연천읍 연천로42번길 80,경기도 연천군 연천읍 동막리 431-2,시설물관리,3,0,,30,202112,031-839-2327,38.0574813,127.0293688,20240731
연천군 통일평생교육원,,경기도 연천군 전곡읍 전곡리 333-83,시설물관리,8,0,,30,201312,031-839-4434,38.1061588,127.0222116,20240731
연천군 통일평생교육원,서울특별시 동대문구 난계로30길 28,서울특별시 동대문구 신설동 104-37,시설물관리,25,0,,30,201412,031-839-4672,38.0534652,127.0475053,20240731
연천군 통일평생교육원,경기도 연천군 전곡읍 전은길 9-26,경기도 연천군 전곡읍 전곡리 396-10,시설물관리,8,0,,30,201012,031-839-4417,38.0029601,127.0795504,20240731
연천군 통일평생교육원,경기도 연천군 청산면 아우라지길 9,경기도 연천군 청산면 궁평리 52-8,시설물관리,2,0,,30,201812,031-839-4406,38.1068568,127.0596954,20240731
연천군 통일평생교육원,경기도 연천군 신서면 연신로 1134-1,경기도 연천군 신서면 도신리 285-2,시설물관리,2,0,,30,201912,031-839-4406,38.0020199,126.8786847,20240731
연천군 통일평생교육원,경기도 연천군 왕징면 왕산로 44,경기도 연천군 왕징면 무등리 8-2,시설물관리,2,0,,30,201912,031-839-4406,37.9933926,126.8771971,20240731
연천군 통일평생교육원,경기도 연천군 백학면 청정로 534,경기도 연천군 백학면 두일리 370,시설물관리,2,0,,30,201912,031-839-4406,38.0248707,127.0476216,20240731
연천군 행정담당관,경기도 연천군 연천읍 연천로 220,경기도 연천군 연천읍 차탄리 290-1,차량방범,4,0,,30,201812,031-839-2111,38.0965132,127.0752586,20240731
연천군 행정담당관,경기도 연천군 연천읍 연천로 220,경기도 연천군 연천읍 차탄리 290-1,시설물관리,6,0,,30,201912,031-839-2111,38.0965132,127.0752586,20240731
연천군 환경보호과,경기도 연천군 청산면 초대로106번길 125,경기도 연천군 청산면 대전리 459,시설물관리,40,0,,30,201112,031-839-2257,38.1330707,127.0353735,20240731
연천군 안전총괄과,,경기도 연천군 전곡읍 고능리 91-1,생활방범,5,0,,30,201712,031-839-2330,38.0304831,127.062768,20240731
연천군 환경보호과,경기도 연천군 청산면 학담로 147,경기도 연천군 청산면 초성리 243,시설물관리,2,0,,30,201512,031-839-2257,38.0375139,127.0298282,20240731
연천군 환경보호과,경기도 연천군 연천읍 차현로 92,경기도 연천군 연천읍 차탄리 645,쓰레기단속,1,0,,30,201512,031-839-2231,38.0056382,127.0591219,20240731
연천군 환경보호과,경기도 연천군 연천읍 연신로 538,경기도 연천군 연천읍 상리 48-19,쓰레기단속,1,0,,30,201512,031-839-2231,38.0297867,127.058643,20240731
연천군 환경보호과,경기도 연천군 연천읍 연신로466번길 4,경기도 연천군 연천읍 상리 107-3,쓰레기단속,1,0,,30,201612,031-839-2231,38.0272462,126.9775445,20240731
연천군 환경보호과,경기도 연천군 전곡읍 선사로 388-2,경기도 연천군 전곡읍 전곡리 325-42,쓰레기단속,1,0,,30,202112,031-839-2231,38.0356324,127.0756822,20240731
연천군 환경보호과,경기도 연천군 전곡읍 전곡역로 98-5,경기도 연천군 전곡읍 전곡리 332-90,쓰레기단속,1,0,,30,201512,031-839-2231,38.0249588,127.1202089,20240731
연천군 환경보호과,경기도 연천군 전곡읍 은전로91번길 116,경기도 연천군 전곡읍 전곡리 394-25,쓰레기단속,1,0,,30,201512,031-839-2231,38.0249588,127.1202089,20240731
연천군 환경보호과,경기도 연천군 전곡읍 전은길 8,경기도 연천군 전곡읍 전곡리 386-7,쓰레기단속,1,0,,30,201612,031-839-2231,37.9981387,127.0844949,20240731
연천군 환경보호과,경기도 연천군 전곡읍 온골로 33,경기도 연천군 전곡읍 전곡리 302-31,쓰레기단속,1,0,,30,201712,031-839-2231,38.002274,127.0732085,20240731
연천군 환경보호과,경기도 연천군 전곡읍 양원로268번길 6,경기도 연천군 전곡읍 양원리 253-2,쓰레기단속,1,0,,30,201712,031-839-2231,38.0994886,127.0768171,20240731
연천군 환경보호과,,경기도 연천군 전곡읍 양원리 376-4,쓰레기단속,1,0,,30,201712,031-839-2231,38.1364748,127.0824662,20240731
연천군 환경보호과,경기도 연천군 전곡읍 전곡로75번길 12,경기도 연천군 전곡읍 전곡리 266-49,쓰레기단속,1,0,,30,201512,031-839-2231,38.1311035,127.0778698,20240731
연천군 안전총괄과,,경기도 연천군 전곡읍 전곡리 315-26,생활방범,5,0,,30,202212,031-839-2330,38.0296991,127.0692897,20240731
연천군 환경보호과,경기도 연천군 전곡읍 평화로629번길 28-8,경기도 연천군 전곡읍 전곡리 483-133,쓰레기단속,1,0,,30,201712,031-839-2231,38.0266205,127.0676794,20240731
연천군 환경보호과,,경기도 연천군 군남면 남계리 167-3,쓰레기단속,1,0,,30,201912,031-839-2231,38.024109,127.0743836,20240731
연천군 환경보호과,경기도 연천군 청산면 궁평로 76,경기도 연천군 청산면 궁평리 171-5,쓰레기단속,1,0,,30,201812,031-839-2231,38.0239,127.0733399,20240731
연천군 환경보호과,경기도 연천군 청산면 청창로 197,경기도 연천군 청산면 대전리 389-8,쓰레기단속,1,0,,30,201912,031-839-2231,38.0333045,127.0688462,20240731
연천군 환경보호과,,경기도 연천군 청산면 초성리 403-3,쓰레기단속,1,0,,30,201712,031-839-2231,38.0310477,127.0712566,20240731
연천군 환경보호과,경기도 연천군 백학면 두백로 11-6,경기도 연천군 백학면 두일리 1158,쓰레기단속,1,0,,30,201612,031-839-2231,38.0239341,127.0683909,20240731
연천군 백학면,경기도 연천군 백학면 백두길 106,경기도 연천군 백학면 두일리 265-1,시설물관리,2,0,,30,201912,031-839-2705,38.0402943,126.9190857,20240731
연천군 백학면,경기도 연천군 백학면 청정로 534,경기도 연천군 백학면 두일리 370,시설물관리,8,0,,30,202212,031-839-2705,38.0297137,126.9179707,20240731
연천군 복지정책과,경기도 연천군 연천읍 연천로 220,경기도 연천군 연천읍 차탄리 290-1,시설물관리,1,0,,30,201412,031-839-2212,38.0965132,127.0752586,20240731
연천군 복지정책과,경기도 연천군 전곡읍 전영로 11,경기도 연천군 전곡읍 은대리 541-6,시설물관리,45,0,,30,201812,031-839-2212,38.0306359,127.0670577,20240731
연천군 사회복지과,경기도 연천군 연천읍 현문로 429,경기도 연천군 연천읍 고문리 310-11,생활방범,1,0,,15,201712,031-839-2216,38.0632314,127.1107235,20240731
연천군 사회복지과,경기도 연천군 연천읍 와초길 48-1,경기도 연천군 연천읍 와초리 54-24,생활방범,1,0,,15,201712,031-839-2216,38.1433918,127.0934938,20240731
연천군 사회복지과,경기도 연천군 연천읍 연천로252번길 31,경기도 연천군 연천읍 차탄리 67-18,생활방범,1,0,,15,201712,031-839-2216,38.0991511,127.0763533,20240731
연천군 사회복지과,경기도 연천군 연천읍 합내로854번길 498-22,경기도 연천군 연천읍 옥산리 687-1,생활방범,1,0,,15,201712,031-839-2216,38.121848,127.0838383,20240731
연천군 사회복지과,경기도 연천군 연천읍 동막로191번길 20,경기도 연천군 연천읍 동막리 263-11,생활방범,1,0,,15,201712,031-839-2216,38.0886479,127.1079171,20240731
연천군 사회복지과,경기도 연천군 연천읍 통현길 99,경기도 연천군 연천읍 통현리 78-10,생활방범,1,0,,15,201712,031-839-2216,38.0627389,127.0827756,20240731
연천군 사회복지과,경기도 연천군 연천읍 연군로133번길 19,경기도 연천군 연천읍 읍내리 158-5,생활방범,1,0,,15,201712,031-839-2216,38.101693,127.0611962,20240731
연천군 사회복지과,경기도 연천군 연천읍 신망로12번길 27,경기도 연천군 연천읍 상리 132-18,생활방범,1,0,,15,202112,031-839-2216,38.1349465,127.0787626,20240731
연천군 사회복지과,경기도 연천군 연천읍 신망로 27-1,경기도 연천군 연천읍 상리 132-13,생활방범,1,0,,15,202112,031-839-2216,38.1351957,127.0781557,20240731
연천군 사회복지과,경기도 연천군 전곡읍 은전로85번길 26-5,경기도 연천군 전곡읍 전곡리 450-3,생활방범,1,0,,15,201712,031-839-2216,38.0299122,127.0681727,20240731
연천군 사회복지과,경기도 연천군 전곡읍 전곡역로 49-7,경기도 연천군 전곡읍 전곡리 302-16,생활방범,1,0,,15,201712,031-839-2216,38.0242758,127.0679607,20240731
연천군 사회복지과,경기도 연천군 전곡읍 선사로 451-3,경기도 연천군 전곡읍 전곡리 355-19,생활방범,1,0,,15,201712,031-839-2216,38.0291176,127.0721571,20240731
연천군 사회복지과,경기도 연천군 전곡읍 전곡역로72번길 66,경기도 연천군 전곡읍 전곡리 320-2,생활방범,1,0,,15,201712,031-839-2216,38.0215797,127.0723181,20240731
연천군 사회복지과,경기도 연천군 전곡읍 전곡역로93번길 38,경기도 연천군 전곡읍 전곡리 332-134,생활방범,1,0,,15,201712,031-839-2216,38.0255008,127.0717116,20240731
연천군 산림녹지과,,경기도 연천군 군남면 옥계리 834-2,재난재해,1,0,,30,200412,031-839-2341,38.0322924,127.1018564,20240731
연천군 사회복지과,경기도 연천군 전곡읍 전곡로75번길 21-2,경기도 연천군 전곡읍 전곡리 266-58,생활방범,1,0,,15,201712,031-839-2216,38.0190452,127.0721225,20240731
연천군 사회복지과,경기도 연천군 전곡읍 은대로 190,경기도 연천군 전곡읍 은대리 1523-2,생활방범,1,0,,15,201712,031-839-2216,38.0504101,127.0601787,20240731
연천군 사회복지과,경기도 연천군 전곡읍 선바위길 59,경기도 연천군 전곡읍 은대리 680-28,생활방범,1,0,,15,201712,031-839-2216,38.0377583,127.05901,20240731
연천군 사회복지과,경기도 연천군 전곡읍 평화로698번길 58,경기도 연천군 전곡읍 은대리 529-20,생활방범,1,0,,15,201712,031-839-2216,38.0343232,127.0664418,20240731
연천군 사회복지과,경기도 연천군 전곡읍 평화로926번길 10,경기도 연천군 전곡읍 은대리 418-4,생활방범,1,0,,15,201712,031-839-2216,38.0511877,127.0681337,20240731
연천군 사회복지과,경기도 연천군 군남면 삼왕로 17,경기도 연천군 군남면 삼거리 420-19,생활방범,1,0,,15,201712,031-839-2216,38.0850653,127.0214019,20240731
연천군 사회복지과,경기도 연천군 군남면 진상20길 35,경기도 연천군 군남면 진상리 326-2,생활방범,1,0,,15,201712,031-839-2216,38.0731764,127.0200178,20240731
연천군 사회복지과,경기도 연천군 군남면 군남로 188,경기도 연천군 군남면 진상리 445-2,생활방범,1,0,,15,202312,031-839-2216,38.0643783,127.020329,20240731
연천군 사회복지과,경기도 연천군 왕징면 북삼로 59,경기도 연천군 왕징면 북삼리 168-1,생활방범,1,0,,15,201712,031-839-2216,38.0932404,127.0067549,20240731
연천군 사회복지과,경기도 연천군 왕징면 노동로 35,경기도 연천군 왕징면 노동리 195-3,생활방범,1,0,,15,201712,031-839-2216,38.0712434,126.9835404,20240731
연천군 사회복지과,경기도 연천군 왕징면 왕산로 41,경기도 연천군 왕징면 무등리 45-3,생활방범,1,0,,15,201712,031-839-2216,38.0578625,127.0120529,20240731
연천군 사회복지과,경기도 연천군 신서면 동내로 1076-7,경기도 연천군 신서면 내산리 271-8,생활방범,1,0,,15,201712,031-839-2216,38.1354672,127.1340149,20240731
연천군 사회복지과,경기도 연천군 신서면 연신로1209번길 57,경기도 연천군 신서면 대광리 1183-9,생활방범,1,0,,15,201712,031-839-2216,38.1896025,127.1085766,20240731
연천군 사회복지과,경기도 연천군 신서면 연신로 1109-5,경기도 연천군 신서면 도신리 236-15,생활방범,1,0,,15,201712,031-839-2216,38.1809313,127.105419,20240731
연천군 사회복지과,경기도 연천군 신서면 도신로 50-39,경기도 연천군 신서면 도신리 192-20,생활방범,1,0,,15,201712,031-839-2216,38.1757596,127.0997116,20240731
연천군 사회복지과,경기도 연천군 신서면 연신로1615번길 52,경기도 연천군 신서면 대광리 175-8,생활방범,1,0,,15,201712,031-839-2216,38.213205,127.1371301,20240731
연천군 사회복지과,경기도 연천군 신서면 도대로11번길 18-9,경기도 연천군 신서면 도신리 294-13,생활방범,1,0,,15,201712,031-839-2216,38.1866664,127.1061516,20240731
연천군 사회복지과,경기도 연천군 신서면 장거리길 283,경기도 연천군 신서면 도신리 90-14,생활방범,1,0,,15,201712,031-839-2216,38.1681688,127.1029543,20240731
연천군 사회복지과,경기도 연천군 신서면 구시울길 58,경기도 연천군 신서면 도신리 25-1,생활방범,1,0,,15,201712,031-839-2216,38.1784499,127.1118129,20240731
연천군 사회복지과,경기도 연천군 중면 군중로 357-21,경기도 연천군 중면 삼곶리 195-1,생활방범,1,0,,15,201712,031-839-2216,38.1338949,127.0237852,20240731
연천군 사회복지과,경기도 연천군 중면 군중로 898,경기도 연천군 중면 횡산리 247,생활방범,1,0,,15,202312,031-839-2216,38.1169094,126.9861274,20240731
연천군 사회복지과,경기도 연천군 장남면 장백로362번길 1,경기도 연천군 장남면 원당리 769-1,생활방범,1,0,,15,201712,031-839-2216,37.9905618,126.8818155,20240731
연천군 사회복지과,경기도 연천군 장남면 원당로 15,경기도 연천군 장남면 원당리 580,생활방범,1,0,,15,201712,031-839-2216,37.9764755,126.8827968,20240731
연천군 사회복지과,경기도 연천군 장남면 장백로45번길 9,경기도 연천군 장남면 원당리 1119-1,생활방범,1,0,,15,201712,031-839-2216,37.9889659,126.8675732,20240731
연천군 사회복지과,경기도 연천군 장남면 장남로 124,경기도 연천군 장남면 자작리 87-8,생활방범,1,0,,15,201712,031-839-2216,37.9913305,126.8638856,20240731
연천군 사회복지과,경기도 연천군 군남면 남계로62번길 39,경기도 연천군 군남면 남계리 224-26,생활방범,1,0,,15,201712,031-839-2216,38.0274768,127.0337329,20240731
연천군 사회복지과,경기도 연천군 군남면 황남로 41,경기도 연천군 군남면 남계리 30-1,생활방범,1,0,,15,201712,031-839-2216,38.0266964,127.0468268,20240731
연천군 사회복지과,경기도 연천군 군남면 군남로 401,경기도 연천군 군남면 삼거리 400-32,생활방범,1,0,,15,201712,031-839-2216,38.0835357,127.0186316,20240731
