mnginst_nm,refine_road_nm_addr,refine_lotno_addr,instl_purps_div,camera_vcnt,camera_pixel_cnt,potogrf_directn_info,custody_day_cnt,instl_ym,mnginst_telno,refine_wgs84_lat,refine_wgs84_logt,dat_crtr_ymd
경기도 시흥시,경기도 시흥시 시흥대로1065번길 24-6,경기도 시흥시 신천동 875-21,생활방범,4,200,360도,30,201312,031-310-6763,37.4316288,126.7899278,20241218
경기도 시흥시,경기도 시흥시 신천로19번안길 8,경기도 시흥시 신천동 887-5,생활방범,5,200,360도,30,201312,031-310-6763,37.4314294,126.7915694,20241218
경기도 시흥시,경기도 시흥시 신천로7번길 30-1,경기도 시흥시 신천동 890-9,생활방범,4,200,360도,30,201312,031-310-6763,37.430674,126.7917171,20241218
경기도 시흥시,경기도 시흥시 수인로3413번길 81,경기도 시흥시 신천동 824-21,생활방범,5,200,360도,30,201312,031-310-6763,37.4365082,126.7754986,20241218
경기도 시흥시,경기도 시흥시 신흥마을3길 8,경기도 시흥시 신천동 815-17,생활방범,5,200,360도,30,201312,031-310-6763,37.4379805,126.7767177,20241218
경기도 시흥시,경기도 시흥시 신천7길 36,경기도 시흥시 신천동 823-10,생활방범,5,200,360도,30,201312,031-310-6763,37.4369301,126.777085,20241218
경기도 시흥시,경기도 시흥시 신흥마을1길 12,경기도 시흥시 신천동 818-6,생활방범,5,200,360도,30,201312,031-310-6763,37.4386198,126.7784136,20241218
경기도 시흥시,,경기도 시흥시 배곧동 56,생활방범,4,200,360도,30,201712,031-310-6763,37.3758499,126.7372263,20241218
경기도 시흥시,,경기도 시흥시 배곧동 100-10,생활방범,4,200,360도,30,201712,031-310-6763,37.3788489,126.7258716,20241218
경기도 시흥시,,경기도 시흥시 정왕동 1872-7,생활방범,4,200,360도,30,201212,031-310-6763,37.355381,126.7338333,20241218
경기도 시흥시,경기도 시흥시 군서로10번길 42,경기도 시흥시 정왕동 1168-13,생활방범,5,200,360도,30,200612,031-310-6763,37.3468963,126.7530905,20241218
경기도 시흥시,,경기도 시흥시 월곶동 60-2,생활방범,4,200,360도,30,202012,031-310-6763,37.3829356,126.7697498,20241218
경기도 시흥시,경기도 시흥시 정왕천로369번길 60-1,경기도 시흥시 정왕동 1580-1,생활방범,4,200,360도,30,201712,031-310-6763,37.3448876,126.7440291,20241218
경기도 시흥시,경기도 시흥시 배곧4로 81-46,경기도 시흥시 배곧동 66,생활방범,5,200,360도,30,201712,031-310-6763,37.3745483,126.7340528,20241218
경기도 시흥시,경기도 시흥시 군서로 56,경기도 시흥시 정왕동 1208-8,생활방범,5,200,360도,30,200612,031-310-6763,37.3465898,126.7464912,20241218
경기도 시흥시,경기도 시흥시 군서로18번길 21-1,경기도 시흥시 정왕동 1191,생활방범,4,200,360도,30,200612,031-310-6763,37.3461928,126.7511372,20241218
경기도 시흥시,경기도 시흥시 군서로 23,경기도 시흥시 정왕동 1213-6,생활방범,4,200,360도,30,202012,031-310-6763,37.344882,126.7491683,20241218
경기도 시흥시,경기도 시흥시 정왕천로375번길 8,경기도 시흥시 정왕동 1564-5,생활방범,4,200,360도,30,201712,031-310-6763,37.3422484,126.7488448,20241218
경기도 시흥시,경기도 시흥시 봉우재로23번길 1,경기도 시흥시 정왕동 1618,생활방범,4,200,360도,30,201712,031-310-6763,37.3452265,126.743325,20241218
경기도 시흥시,경기도 시흥시 공단1대로 204,경기도 시흥시 정왕동 1364,생활방범,4,200,360도,30,201712,031-310-6763,37.3373381,126.7256719,20241218
경기도 시흥시,경기도 시흥시 옥구천서로81번길 23,경기도 시흥시 정왕동 1697,생활방범,4,200,360도,30,201712,031-310-6763,37.3359419,126.7047072,20241218
경기도 시흥시,,경기도 시흥시 정왕동 2023-7,생활방범,4,200,360도,30,201712,031-310-6763,37.342145,126.6895879,20241218
경기도 시흥시,경기도 시흥시 오이도2길 8,경기도 시흥시 정왕동 2013-2,생활방범,3,200,360도,30,201712,031-310-6763,37.343765,126.6904945,20241218
경기도 시흥시,,경기도 시흥시 대야동 470-2,생활방범,3,200,360도,30,201312,031-310-6763,37.4445815,126.7886233,20241218
경기도 시흥시,,경기도 시흥시 신천동 775,생활방범,3,200,360도,30,201312,031-310-6763,37.4382704,126.7877145,20241218
경기도 시흥시,경기도 시흥시 서해안로1780번길 67-1,경기도 시흥시 계수동 439,생활방범,5,200,360도,30,201312,031-310-6763,37.4534659,126.8014794,20241218
경기도 시흥시,경기도 시흥시 신흥마을1길 28,경기도 시흥시 신천동 821-5,생활방범,4,200,360도,30,201312,031-310-6763,37.4372937,126.7782656,20241218
경기도 시흥시,,경기도 시흥시 신천동 947,생활방범,3,200,360도,30,201312,031-310-6763,37.4353849,126.790681,20241218
경기도 시흥시,경기도 시흥시 시흥대로1065번길 15,경기도 시흥시 신천동 890-1,생활방범,3,200,360도,30,201312,031-310-6763,37.4308969,126.7906062,20241218
경기도 시흥시,,경기도 시흥시 은행동 538-4,생활방범,3,200,360도,30,201312,031-310-6763,37.4422127,126.7984365,20241218
경기도 시흥시,경기도 시흥시 한우물로21번길 30,경기도 시흥시 거모동 1739-1,생활방범,3,200,360도,30,201312,031-310-6763,37.3440993,126.781017,20241218
경기도 시흥시,경기도 시흥시 군자로466번길 92,경기도 시흥시 거모동 1754-1,생활방범,3,200,360도,30,201312,031-310-6763,37.3428504,126.783994,20241218
경기도 시흥시,경기도 시흥시 군자로534번안길 6-6,경기도 시흥시 거모동 1768-5,생활방범,3,200,360도,30,201312,031-310-6763,37.3422275,126.7868075,20241218
경기도 시흥시,,경기도 시흥시 거모동 1735-3,생활방범,3,200,360도,30,201312,031-310-6763,37.3449343,126.7833623,20241218
경기도 시흥시,,경기도 시흥시 정왕동 2253-4,생활방범,3,200,360도,30,201312,031-310-6763,37.3587485,126.7548516,20241218
경기도 시흥시,,경기도 시흥시 정왕동 1512,생활방범,3,200,360도,30,201312,031-310-6763,37.3440454,126.7541913,20241218
경기도 시흥시,,경기도 시흥시 정왕동 1581,생활방범,3,200,360도,30,201312,031-310-6763,37.344736,126.7453543,20241218
경기도 시흥시,,경기도 시흥시 정왕동 1787-4,생활방범,4,200,360도,30,201312,031-310-6763,37.3392428,126.7414168,20241218
경기도 시흥시,,경기도 시흥시 정왕동 1569-10,생활방범,3,200,360도,30,201312,031-310-6763,37.3424658,126.7479538,20241218
경기도 시흥시,경기도 시흥시 정왕대로233번길 21-1,경기도 시흥시 정왕동 1800-5,생활방범,3,200,360도,30,201312,031-310-6763,37.3478765,126.7398733,20241218
경기도 시흥시,,경기도 시흥시 정왕동 1878-6,생활방범,3,200,360도,30,201312,031-310-6763,37.3657774,126.7359985,20241218
경기도 시흥시,,경기도 시흥시 정왕동 1876-5,생활방범,3,200,360도,30,201312,031-310-6763,37.3607852,126.7315089,20241218
경기도 시흥시,경기도 시흥시 하상로 55,경기도 시흥시 하상동 367,생활방범,3,200,360도,30,201312,031-310-6763,37.3954672,126.811018,20241218
경기도 시흥시,경기도 시흥시 배곧4로 106-25,경기도 시흥시 배곧동 174,생활방범,3,200,360도,30,201712,031-310-6763,37.3715577,126.7329938,20241218
경기도 시흥시,경기도 시흥시 배곧4로 106-26,경기도 시흥시 배곧동 155,생활방범,3,200,360도,30,201712,031-310-6763,37.3705707,126.7317576,20241218
경기도 시흥시,,경기도 시흥시 배곧동 94,생활방범,4,200,360도,30,201712,031-310-6763,37.3793499,126.7276253,20241218
경기도 시흥시,,경기도 시흥시 배곧동 86,생활방범,4,200,360도,30,201712,031-310-6763,37.378258,126.7297827,20241218
경기도 시흥시,,경기도 시흥시 배곧동 187,생활방범,4,200,360도,30,201712,031-310-6763,37.3702857,126.7247467,20241218
경기도 시흥시,경기도 시흥시 서울대학로278번길 25-24,경기도 시흥시 배곧동 198-1,생활방범,5,200,360도,30,201712,031-310-6763,37.3697256,126.7295874,20241218
경기도 시흥시,경기도 시흥시 배곧4로 81-80,경기도 시흥시 배곧동 62,생활방범,3,200,360도,30,201712,031-310-6763,37.3756035,126.7351335,20241218
경기도 시흥시,,경기도 시흥시 배곧동 112-5,생활방범,4,200,360도,30,201712,031-310-6763,37.3764303,126.7298512,20241218
경기도 시흥시,경기도 시흥시 배곧4로 81-13,경기도 시흥시 배곧동 58,생활방범,5,200,360도,30,201712,031-310-6763,37.3759256,126.7306916,20241218
경기도 시흥시,경기도 시흥시 배곧4로 81-13,경기도 시흥시 배곧동 58,생활방범,4,200,360도,30,201712,031-310-6763,37.3752059,126.7327477,20241218
경기도 시흥시,경기도 시흥시 배곧4로 32-9,경기도 시흥시 배곧동 125,생활방범,3,200,360도,30,201712,031-310-6763,37.3769442,126.727531,20241218
경기도 시흥시,경기도 시흥시 서울대학로278번길 19-13,경기도 시흥시 배곧동 191,생활방범,4,200,360도,30,201712,031-310-6763,37.3705241,126.7257698,20241218
경기도 시흥시,경기도 시흥시 배곧전원로 40-65,경기도 시흥시 배곧동 111-7,생활방범,4,200,360도,30,201712,031-310-6763,37.3767075,126.730063,20241218
경기도 시흥시,,경기도 시흥시 배곧동 115,생활방범,4,200,360도,30,201712,031-310-6763,37.3763826,126.7306895,20241218
경기도 시흥시,경기도 시흥시 배곧4로 32-5,경기도 시흥시 배곧동 134,생활방범,5,200,360도,30,201712,031-310-6763,37.3764248,126.7276087,20241218
경기도 시흥시,,경기도 시흥시 배곧동 144,생활방범,4,200,360도,30,201712,031-310-6763,37.3766166,126.7291825,20241218
경기도 시흥시,,경기도 시흥시 배곧동 64,생활방범,3,200,360도,30,201712,031-310-6763,37.3742246,126.7352859,20241218
경기도 시흥시,경기도 시흥시 배곧4로 44-8,경기도 시흥시 배곧동 140,생활방범,3,200,360도,30,201712,031-310-6763,37.3761469,126.7284117,20241218
경기도 시흥시,경기도 시흥시 군자로465번안길 10,경기도 시흥시 거모동 1722-2,생활방범,4,200,360도,30,201212,031-310-6763,37.3481068,126.7833855,20241218
경기도 시흥시,,경기도 시흥시 거모동 산 27-1 일원,생활방범,3,200,360도,30,201212,031-310-6763,37.3451804,126.7853898,20241218
경기도 시흥시,,경기도 시흥시 정왕동 876-131,생활방범,4,200,360도,30,201212,031-310-6763,37.347924,126.7485969,20241218
경기도 시흥시,경기도 시흥시 마유로186번길 10,경기도 시흥시 정왕동 1368,생활방범,3,200,360도,30,201212,031-310-6763,37.3342484,126.7260066,20241218
경기도 시흥시,경기도 시흥시 마유로186번길 10,경기도 시흥시 정왕동 1368,생활방범,3,200,360도,30,201212,031-310-6763,37.3333106,126.7251084,20241218
경기도 시흥시,경기도 시흥시 옥구천동로374번길 88,경기도 시흥시 정왕동 1845-1,생활방범,4,200,360도,30,201212,031-310-6763,37.3493999,126.7361351,20241218
경기도 시흥시,경기도 시흥시 옥구천동로374번길 88,경기도 시흥시 정왕동 1845-1,생활방범,3,200,360도,30,201212,031-310-6763,37.3489679,126.7357468,20241218
경기도 시흥시,경기도 시흥시 관곡지로40번길 15,경기도 시흥시 하중동 826-2,생활방범,4,200,360도,30,201212,031-310-6763,37.3996609,126.8006741,20241218
경기도 시흥시,경기도 시흥시 서해안로 113-27,경기도 시흥시 정왕동 924-13,생활방범,3,200,360도,30,201712,031-310-6763,37.3420968,126.6960175,20241218
경기도 시흥시,경기도 시흥시 서해안로 113-27,경기도 시흥시 정왕동 924-13,생활방범,3,200,360도,30,201712,031-310-6763,37.3409048,126.6949913,20241218
경기도 시흥시,경기도 시흥시 서해안로 113-27,경기도 시흥시 정왕동 924-13,생활방범,3,200,360도,30,201712,031-310-6763,37.3397153,126.6958396,20241218
경기도 시흥시,경기도 시흥시 오이도로 97,경기도 시흥시 정왕동 1089-1,생활방범,3,200,360도,30,201812,031-310-6763,37.347297,126.6935366,20241218
경기도 시흥시,경기도 시흥시 오이도로 97,경기도 시흥시 정왕동 1089-1,생활방범,3,200,360도,30,201812,031-310-6763,37.3470597,126.6932074,20241218
경기도 시흥시,경기도 시흥시 오이도로 332,경기도 시흥시 정왕동 2202-6,생활방범,2,200,360도,30,201812,031-310-6763,37.3342589,126.6880206,20241218
경기도 시흥시,경기도 시흥시 오이도로 332,경기도 시흥시 정왕동 2202-6,생활방범,4,200,360도,30,201812,031-310-6763,37.3347163,126.6896739,20241218
경기도 시흥시,경기도 시흥시 오이도로 332,경기도 시흥시 정왕동 2202-6,생활방범,3,200,360도,30,201812,031-310-6763,37.3349831,126.6904789,20241218
경기도 시흥시,경기도 시흥시 오이도로 332,경기도 시흥시 정왕동 2202-6,생활방범,3,200,360도,30,201812,031-310-6763,37.3353103,126.6907104,20241218
경기도 시흥시,경기도 시흥시 오이도로 332,경기도 시흥시 정왕동 2202-6,생활방범,3,200,360도,30,201812,031-310-6763,37.3358375,126.6907597,20241218
경기도 시흥시,경기도 시흥시 오이도로 332,경기도 시흥시 정왕동 2202-6,생활방범,3,200,360도,30,201812,031-310-6763,37.3345561,126.6913234,20241218
경기도 시흥시,,경기도 시흥시 정왕동 2688-4,생활방범,3,200,360도,30,201712,031-310-6763,37.3284293,126.6753122,20241218
경기도 시흥시,경기도 시흥시 거북섬북로 54,경기도 시흥시 정왕동 2684,생활방범,3,200,360도,30,201712,031-310-6763,37.3295572,126.6782449,20241218
경기도 시흥시,,경기도 시흥시 정왕동 2699,생활방범,4,200,360도,30,201712,031-310-6763,37.3278493,126.6770317,20241218
경기도 시흥시,경기도 시흥시 거북섬1로 1,경기도 시흥시 정왕동 2689-2,생활방범,3,200,360도,30,201712,031-310-6763,37.3270201,126.6738231,20241218
경기도 시흥시,경기도 시흥시 거북섬2길 5,경기도 시흥시 정왕동 2703-6,생활방범,4,200,360도,30,201712,031-310-6763,37.325271,126.678303,20241218
경기도 시흥시,,경기도 시흥시 정왕동 2722,생활방범,2,200,360도,30,201712,031-310-6763,37.3224742,126.6765751,20241218
경기도 시흥시,,경기도 시흥시 정왕동 2726-6,생활방범,2,200,360도,30,201712,031-310-6763,37.3223449,126.6763727,20241218
경기도 시흥시,,경기도 시흥시 정왕동 2682-4,생활방범,3,200,360도,30,201712,031-310-6763,37.3315449,126.6806804,20241218
경기도 시흥시,경기도 시흥시 거북섬북로 54,경기도 시흥시 정왕동 2684,생활방범,4,200,360도,30,201712,031-310-6763,37.3311847,126.678831,20241218
경기도 시흥시,경기도 시흥시 연성로13번길 5-8,경기도 시흥시 하중동 877-3,생활방범,3,200,360도,30,201712,031-310-6763,37.3910136,126.8042549,20241218
경기도 시흥시,경기도 시흥시 섬말길 23,경기도 시흥시 장곡동 445-3,생활방범,3,200,360도,30,201712,031-310-6763,37.3849221,126.7869797,20241218
경기도 시흥시,경기도 시흥시 마유로443번길 43,경기도 시흥시 정왕동 2304-15,생활방범,3,200,360도,30,201812,031-310-6763,37.3536583,126.7380111,20241218
경기도 시흥시,경기도 시흥시 오동마을로6번길 11,경기도 시흥시 정왕동 2321-14,생활방범,4,200,360도,30,201812,031-310-6763,37.3522962,126.7419414,20241218
경기도 시흥시,경기도 시흥시 큰솔로 42-1,경기도 시흥시 정왕동 1395,생활방범,5,200,360도,30,201812,031-310-6763,37.3414258,126.75295,20241218
경기도 시흥시,,경기도 시흥시 정왕동 1872-8,생활방범,3,200,360도,30,201812,031-310-6763,37.3560995,126.7347009,20241218
경기도 시흥시,경기도 시흥시 옥터로 80,경기도 시흥시 정왕동 2041-6,생활방범,2,200,360도,30,201812,031-310-6763,37.3409356,126.690228,20241218
경기도 시흥시,경기도 시흥시 오이도8길 12,경기도 시흥시 정왕동 2010-1,생활방범,3,200,360도,30,201812,031-310-6763,37.3443427,126.6891985,20241218
경기도 시흥시,경기도 시흥시 오이도8길 17-1,경기도 시흥시 정왕동 2014-11,생활방범,3,200,360도,30,201812,031-310-6763,37.3442484,126.6899592,20241218
경기도 시흥시,경기도 시흥시 장곡로 17,경기도 시흥시 장곡동 823-7,생활방범,2,200,360도,30,201812,031-310-6763,37.3788653,126.7867298,20241218
경기도 시흥시,경기도 시흥시 대골안길 2-11,경기도 시흥시 대야동 447,생활방범,4,200,360도,30,201812,031-310-6763,37.448794,126.7886704,20241218
경기도 시흥시,,경기도 시흥시 대야동 산 164,생활방범,3,200,360도,30,201812,031-310-6763,37.4475478,126.7863696,20241218
경기도 시흥시,경기도 시흥시 복지로63번길 13-1,경기도 시흥시 대야동 471-2,생활방범,2,200,360도,30,201812,031-310-6763,37.4455041,126.788493,20241218
경기도 시흥시,,경기도 시흥시 정왕동 140-3,생활방범,4,200,360도,30,201812,031-310-6763,37.3664556,126.7490414,20241218
경기도 시흥시,경기도 시흥시 신천7길 19-1,경기도 시흥시 신천동 828-1,생활방범,4,200,360도,30,201812,031-310-6763,37.4369821,126.778387,20241218
경기도 시흥시,경기도 시흥시 정왕천로447번길 10,경기도 시흥시 정왕동 1165-8,생활방범,4,200,360도,30,202012,031-310-6763,37.3474247,126.7536085,20241218
경기도 시흥시,경기도 시흥시 두문로51번길 2,경기도 시흥시 신천동 178-4,생활방범,5,200,360도,30,202012,031-310-6763,37.4318542,126.787626,20241218
경기도 시흥시,경기도 시흥시 신천1길 12,경기도 시흥시 신천동 755-9,생활방범,5,200,360도,30,202012,031-310-6763,37.439617,126.7812387,20241218
경기도 시흥시,경기도 시흥시 신천천동로25번길 18,경기도 시흥시 신천동 846-9,생활방범,4,200,360도,30,202012,031-310-6763,37.4369875,126.7846397,20241218
경기도 시흥시,경기도 시흥시 삼미시장2길 2,경기도 시흥시 신천동 745,생활방범,4,200,360도,30,202012,031-310-6763,37.441378,126.7801632,20241218
경기도 시흥시,경기도 시흥시 검바위2로 34,경기도 시흥시 은행동 276-25,생활방범,5,200,360도,30,202012,031-310-6763,37.4321697,126.7961368,20241218
경기도 시흥시,,경기도 시흥시 안현동 400-4,생활방범,5,200,360도,30,202012,031-310-6763,37.4295565,126.8132323,20241218
경기도 시흥시,경기도 시흥시 신천3길 30,경기도 시흥시 신천동 759-6,생활방범,4,200,360도,30,202012,031-310-6763,37.4442933,126.7814294,20241218
경기도 시흥시,경기도 시흥시 마루미길 18-7,경기도 시흥시 방산동 255,생활방범,5,200,360도,30,202012,031-310-6763,37.4209017,126.7650895,20241218
경기도 시흥시,경기도 시흥시 호현로49번길 49,경기도 시흥시 신천동 723,생활방범,4,200,360도,30,202012,031-310-6763,37.4432977,126.7796643,20241218
경기도 시흥시,경기도 시흥시 신흥마을2길 6-1,경기도 시흥시 신천동 816-6,생활방범,4,200,360도,30,202012,031-310-6763,37.4382742,126.7772901,20241218
경기도 시흥시,경기도 시흥시 신흥마을1길 20,경기도 시흥시 신천동 819-9,생활방범,5,200,360도,30,202012,031-310-6763,37.4377623,126.7784285,20241218
경기도 시흥시,경기도 시흥시 신천6길 15-4,경기도 시흥시 신천동 834-19,생활방범,3,200,360도,30,202012,031-310-6763,37.4369419,126.7804989,20241218
경기도 시흥시,경기도 시흥시 신천6길 2,경기도 시흥시 신천동 838-13,생활방범,5,200,360도,30,202012,031-310-6763,37.4373504,126.7822391,20241218
경기도 시흥시,경기도 시흥시 하상로8번길 20,경기도 시흥시 하상동 374-8,생활방범,5,200,360도,30,202012,031-310-6763,37.3915138,126.8149767,20241218
경기도 시흥시,경기도 시흥시 군자로 98-58,경기도 시흥시 월곶동 362,생활방범,4,200,360도,30,202012,031-310-6763,37.3733615,126.7642374,20241218
경기도 시흥시,경기도 시흥시 공단1대로 284,경기도 시흥시 정왕동 1276-9,생활방범,5,200,360도,30,202012,031-310-6763,37.3332958,126.7320676,20241218
경기도 시흥시,경기도 시흥시 신흥마을2길 12,경기도 시흥시 신천동 816-10,생활방범,4,200,360도,30,202012,031-310-6763,37.4377329,126.7774248,20241218
경기도 시흥시,,경기도 시흥시 조남동 682-1,생활방범,5,200,360도,30,202012,031-310-6763,37.3724044,126.8547791,20241218
경기도 시흥시,경기도 시흥시 시흥대로 249,경기도 시흥시 군자동 124,생활방범,5,200,360도,30,202012,031-310-6763,37.3629292,126.8061463,20241218
경기도 시흥시,,경기도 시흥시 계수동 산136-9,생활방범,4,200,360도,30,202012,031-310-6763,37.4414084,126.8130669,20241218
경기도 시흥시,,경기도 시흥시 물왕동 252-2,생활방범,4,200,360도,30,202012,031-310-6763,37.3898815,126.8252624,20241218
경기도 시흥시,,경기도 시흥시 조남동 190-2,생활방범,3,200,360도,30,202012,031-310-6763,37.3841085,126.8568662,20241218
경기도 시흥시,경기도 시흥시 월곶중앙로30번길 25,경기도 시흥시 월곶동 996-3,생활방범,5,200,360도,30,202012,031-310-6763,37.389781,126.7433365,20241218
경기도 시흥시,,경기도 시흥시 안현동 365-3,생활방범,4,200,360도,30,202012,031-310-6763,37.4291115,126.808852,20241218
경기도 시흥시,,경기도 시흥시 장곡동 806,생활방범,4,200,360도,30,202012,031-310-6763,37.3773546,126.7812765,20241218
경기도 시흥시,,경기도 시흥시 죽율동 420-1,생활방범,3,200,360도,30,202012,031-310-6763,37.352249,126.762304,20241218
경기도 시흥시,경기도 시흥시 호현로40번길 5,경기도 시흥시 대야동 495-13,교통단속,3,200,360도,30,201906,031-310-5132,37.4437296,126.7856917,20241218
경기도 시흥시,경기도 시흥시 수인로3325번길 5,경기도 시흥시 신천동779-9,교통단속,5,200,360도,30,201906,031-310-5132,37.4383229,126.7887529,20241218
경기도 시흥시,경기도 시흥시 정왕시장길 52,경기도 시흥시 정왕동 1202,교통단속,5,200,360도,30,201906,031-310-5132,37.3460443,126.749008,20241218
경기도 시흥시,경기도 시흥시 정왕천로411번길 47,경기도 시흥시 정왕동 1206,교통단속,5,200,360도,30,201906,031-310-5132,37.347013,126.7474583,20241218
경기도 시흥시,경기도 시흥시 서울대학로264번길 25,경기도 시흥시 정왕동 2524,교통단속,4,200,360도,30,201901,031-310-5132,37.36846,126.7263105,20241218
경기도 시흥시,경기도 시흥시 서울대학로264번길 7,경기도 시흥시 정왕동 2523,교통단속,4,200,360도,30,201901,031-310-5132,37.3696117,126.7249445,20241218
경기도 시흥시,경기도 시흥시 서울대학로278번길 21,경기도 시흥시 정왕동 2515-2,교통단속,4,200,360도,30,201901,031-310-5132,37.3696514,126.727455,20241218
경기도 시흥시,경기도 시흥시 서울대학로278번길 8,경기도 시흥시 정왕동 2522,교통단속,4,200,360도,30,201901,031-310-5132,37.370325,126.7256502,20241218
경기도 시흥시,경기도 시흥시 서울대학로278번길 19-13,경기도 시흥시 정왕동 2511,교통단속,5,200,360도,30,201901,031-310-5132,37.371882,126.7272212,20241218
경기도 시흥시,경기도 시흥시 은계번영길 1,경기도 시흥시 은행동 646,교통단속,4,200,360도,30,201901,031-310-5132,37.4362042,126.8013999,20241218
경기도 시흥시,경기도 시흥시 은계번영길 27,경기도 시흥시 은행동 646-12,교통단속,4,200,360도,30,201901,031-310-5132,37.4362543,126.8042031,20241218
경기도 시흥시,경기도 시흥시 은계남로 12,경기도 시흥시 은행동 644,교통단속,3,200,360도,30,201901,031-310-5132,37.434885,126.8027661,20241218
경기도 시흥시,,경기도 시흥시 은행동 679-1,교통단속,5,200,360도,30,201912,031-310-5132,37.4453847,126.8032625,20241218
경기도 시흥시,경기도 시흥시 대야로3번길 7-1,경기도 시흥시 대야동 489-1,생활방범,3,200,360도,30,201312,031-310-6763,37.4441778,126.7879178,20241218
경기도 시흥시,,경기도 시흥시 대야동 296-21,생활방범,4,200,360도,30,201312,031-310-6763,37.4497568,126.7907098,20241218
경기도 시흥시,,경기도 시흥시 대야동 344-14,생활방범,4,200,360도,30,201312,031-310-6763,37.4493086,126.7918133,20241218
경기도 시흥시,,경기도 시흥시 대야동 344-9,생활방범,4,200,360도,30,201312,031-310-6763,37.4488105,126.7917257,20241218
경기도 시흥시,경기도 시흥시 배곧3로 27-7,경기도 시흥시 배곧동 135,생활방범,3,200,360도,30,201712,031-310-6763,37.3745397,126.725111,20241218
경기도 시흥시,경기도 시흥시 동서로 137-71,경기도 시흥시 월곶동 520-240,생활방범,3,200,360도,30,201512,031-310-6763,37.3901735,126.7630958,20241218
경기도 시흥시,경기도 시흥시 경기과기대로 284,경기도 시흥시 정왕동 2133,생활방범,1,200,360도,30,201512,031-310-6763,37.3384047,126.7376965,20241218
경기도 시흥시,경기도 시흥시 경기과기대로 284,경기도 시흥시 정왕동 2133,생활방범,1,200,360도,30,201512,031-310-6763,37.337942,126.7383601,20241218
경기도 시흥시,경기도 시흥시 경기과기대로 284,경기도 시흥시 정왕동 2133,생활방범,1,200,360도,30,201512,031-310-6763,37.3375369,126.7388429,20241218
경기도 시흥시,경기도 시흥시 경기과기대로 284,경기도 시흥시 정왕동 2133,생활방범,1,200,360도,30,201512,031-310-6763,37.3371517,126.7395927,20241218
경기도 시흥시,경기도 시흥시 경기과기대로 284,경기도 시흥시 정왕동 2133,생활방범,1,200,360도,30,201512,031-310-6763,37.3373257,126.7394112,20241218
경기도 시흥시,경기도 시흥시 경기과기대로 284,경기도 시흥시 정왕동 2133,생활방범,1,200,360도,30,201512,031-310-6763,37.3375462,126.7388992,20241218
경기도 시흥시,,경기도 시흥시 능곡동 805,생활방범,3,200,360도,30,201512,031-310-6763,37.3645286,126.8068999,20241218
경기도 시흥시,,경기도 시흥시 목감동 398,생활방범,3,200,360도,30,201612,031-310-6763,37.3857627,126.8614214,20241218
