secrtlgt_loc_nm_info,instl_tnf,refine_road_nm_addr,refine_lotno_addr,refine_wgs84_lat,refine_wgs84_logt,instl_yr,instl_div_nm,mnginst_telno,mnginst_nm,dat_crtr_ymd
신현동N273,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
능곡동22002,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
목감동22020,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
신현동19S421,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
신현동N262,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
정왕본동S006,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
정왕본동S007,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
정왕본동S001,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
정왕본동S008,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
연성동N080,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
정왕본동22015,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
목감동22014,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
과림동 22017,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
과림동 22018,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
과림동 22019,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
과림동 22020,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
과림동 22011,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
과림동 22012,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
과림동 22013,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
대야동22005,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
신천동22008,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
과림동N290,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
과림동22003,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
은행동22014,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
월곶동19005,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
신천동,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
월곶동N002,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
월곶동N098,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
월곶동N025,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
월곶동18008,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
월곶동N128,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
월곶동N127,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
군자동N239,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
월곶동N123,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
월곶동N102,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
월곶동19003,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
월곶동N124,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
월곶동19002,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
월곶동19001,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
정왕본동S009,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
정왕본동S002,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
정왕본동S003,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
정왕본동S010,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
정왕본동S011,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
정왕본동S012,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
정왕본동S013,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
정왕본동S014,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
정왕본동S015,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
정왕본동S016,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
정왕본동S017,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
정왕본동S004,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
대야동22002,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
정왕동22009,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
정왕동22004,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
정왕동22005,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
정왕동22006,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
정왕동22007,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
정왕동22008,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
은행동N174,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
매화동19S279,1,,,,,2022,,031-310-3144,경기도 시흥시청,20260224
김표찰무29,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
정왕본동789,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
정왕본동21U050,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
정왕본동21U051,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
매화동20014,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동20017,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동20013,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야동N210,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동20S021,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동20S023 x2,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동20S022,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동20S027,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동20S026,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동20S025,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동20S024,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동20S030,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동20008,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동24080,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동24081,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕본동N262,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕본동N263,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕본동N264,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동22022,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕1동440,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕1동441,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕1동442,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕본동N274,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕본동21U087,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕본동21U111,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕본동N272,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동20006,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕본동N270,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕본동N271,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동19S081,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕본동N267,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동N162,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동N163,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동N164,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동N166,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동N165,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감등N160,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동N161,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕본동N269,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕본동21U148,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동24064,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동N111,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동N157,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동20S002,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신현동19S191,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U005,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U006,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U007,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U008,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U009,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U010,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
군자동19U011,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동N158,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
표찰무-03,1,,,,,2021,,031-310-3144,경기도 시흥시청,20260224
은행동N112,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
은행동N108,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
은행동N107,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
은행동N106,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
은행동N109,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신현동19S412,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신현동19S413,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동20003,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동N105,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
은행동N20002,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동19S199,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동19S132,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동19S189,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야056B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야057B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야093B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야B1,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야067B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야058B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야091B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야060B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야061B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야084B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야085B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야N158,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야064B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야088B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야109B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야110B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야111B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야112B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야052B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야051B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
대야049B,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕1동443,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동N110,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동N109,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
매화동N108,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동N152,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
목감동N149,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
은행동N113,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕1동N085,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
정왕1동N086,1,,,,,2020,,031-310-3144,경기도 시흥시청,20260224
신현동N052,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
정왕3동N009,1,,,,,2018,,031-310-3144,경기도 시흥시청,20260224
은행151,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행152,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행153,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행154,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행155,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행158,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행159,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행401,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행146,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
과림623,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
과림625,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
과림626,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
과림동629,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
과림630,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
과림631,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
과림632,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
군자582,1,,,,,2015,,031-310-3144,경기도 시흥시청,20260224
목감614,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
목감615,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
목감616,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
은행394,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
군자동24085,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
군자동24086,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
목감600,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
목감596,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
목감597,1,,,,,2014,,031-310-3144,경기도 시흥시청,20260224
표찰무 - 05,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
군자584,1,,,,,2015,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U094,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U137,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U138,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U139,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U140,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U067,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U068,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U095,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U096,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U098,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U100,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U103,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U104,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U105,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U106,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U107,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U109,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U120,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동303,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동306,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U115,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
대야871,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
신현783,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
신천동19S308,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
대야866,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
대야867,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
신천동 19S441,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
신현780,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
신현781,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
신현779,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동334,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U113,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U088,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U112,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U121,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U127,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U128,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U129,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U130,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U132,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U141,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U142,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U144,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U165,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U299,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U225,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U226,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U231,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U232,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
신현280,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
신현774,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U146,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U148,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U169,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U170,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U171,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U172,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U173,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U177,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U178,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U179,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U180,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U181,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U182,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U176,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
신천813,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U153,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U155,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U161,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U162,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U187,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U188,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U206,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U214,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U215,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U216,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U218,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U220,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U221,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U159,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U160,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U167,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U183,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U069,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U071,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U072,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U073,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U074,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U075,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U080,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U081,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U084,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U085,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U086,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U089,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U090,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U091,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U092,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
정왕1동21U093,1,,,,,2013,,031-310-3144,경기도 시흥시청,20260224
