librry_nm,sido_nm,signgu_nm,librry_type_nm,close_day_info,opr_bgng_hr,opr_end_hr,temp_1_cont,temp_2_cont,temp_3_cont,temp_cont,read_seat_cnt,book_data_cnt,contuatn_publctn_data_cnt,nonbook_data_cnt,loan_posbl_volm_cnt,loan_posbl_day_cnt,refine_road_nm_addr,opr_inst_nm,librry_telno,plot_ar,buldng_ar,hmpg_addr,refine_wgs84_lat,refine_wgs84_logt,dat_crtr_ymd,sigun_nm
소래빛도서관,경기도,시흥시,공공도서관,월+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,363,107899,31,1432,10,14,경기도 시흥시 비둘기공원로 25,경기도 시흥시청,031-310-5245,1597.0,2993.0,http://lib.siheung.go.kr,37.443855,126.792596,20250905,시흥시
능곡도서관,경기도,시흥시,공공도서관,금+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,330,96393,24,1744,10,14,경기도 시흥시 능곡중앙로 85,경기도 시흥시청,031-310-2560,10719.0,3560.0,http://lib.siheung.go.kr,37.371372,126.813199,20250905,시흥시
새재골작은도서관,경기도,시흥시,작은도서관,월+토+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,10,4252,0,0,10,14,경기도 시흥시 새재로 26,연성동 행정복지센터,070-7706-8838,36.0,36.0,http://lib.siheung.go.kr,37.38111052,126.8034088,20250905,시흥시
중앙도서관,경기도,시흥시,공공도서관,월+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,638,280562,32,3428,10,14,경기도 시흥시 정왕대로 191,경기도 시흥시청,031-310-5230,5013.0,3904.0,http://lib.siheung.go.kr,37.34813074,126.7356562,20250905,시흥시
은계도서관,경기도,시흥시,공공도서관,금+법정공휴일,09:00,18:00,09:00,22:00,00:00,00:00,261,19142,34,0,10,14,경기도 시흥시 수인로3247번길 33,경기도 시흥시청,031-310-2714,1219.0,2003.0,http://lib.siheung.go.kr,37.435619,126.7980019,20250905,시흥시
민들레작은도서관,경기도,시흥시,작은도서관,토+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,28,13361,8,0,10,14,경기도 시흥시 함송로29번길 67,함현상생종합사회복지관,031-434-8040,159.0,159.0,http://lib.siheung.go.kr,37.36426325,126.737525,20250905,시흥시
학미숲작은도서관,경기도,시흥시,작은도서관,법정공휴일,13:00,18:00,09:00,18:00,00:00,00:00,42,10612,0,3,10,14,경기도 시흥시 신현로 52,신현동 행정복지센터,031-316-1331,678.81,72.0,http://lib.siheung.go.kr,37.40552029,126.7844015,20250905,시흥시
매화도서관,경기도,시흥시,공공도서관,월+법정공휴일,10:00,22:00,10:00,22:00,00:00,00:00,115,42398,13,479,10,14,경기도 시흥시 매화로 20,경기도 시흥시청,031-310-2580,859.0,797.0,http://lib.siheung.go.kr,37.417656,126.815539,20250905,시흥시
목감도서관,경기도,시흥시,공공도서관,월+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,403,67024,16,103,10,14,경기도 시흥시 솔고개길 33,경기도 시흥시청,031-310-2590,1073.0,2983.0,http://lib.siheung.go.kr,37.38559315,126.8612785,20250905,시흥시
꿈나무작은도서관,경기도,시흥시,작은도서관,법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,39,16574,9,252,10,14,경기도 시흥시 정왕대로233번길 27,정왕종합사회복지관,031-319-6195,217.0,217.0,http://lib.siheung.go.kr,37.34737444,126.7407962,20250905,시흥시
우리동네작은도서관,경기도,시흥시,작은도서관,토+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,34,9950,8,279,10,14,경기도 시흥시 시흥대로 1087,작은자리종합사회복지관,070-5147-6090,107.0,107.0,http://lib.siheung.go.kr,37.43293702,126.792732,20250905,시흥시
솔숲작은도서관,경기도,시흥시,작은도서관,토+법정공휴일,15:00,18:00,00:00,00:00,00:00,00:00,11,2967,0,0,10,14,경기도 시흥시 미산로 66,신현동 행정복지센터,031-435-0710,33.0,33.0,http://lib.siheung.go.kr,37.4223146,126.7956854,20250905,시흥시
월곶도서관,경기도,시흥시,공공도서관,월+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,285,43032,21,245,10,14,경기도 시흥시 월곶해안로 161번길 7,경기도 시흥시청,031-310-2591,2333.0,704.0,http://lib.siheung.go.kr,37.38880223,126.736207,20250905,시흥시
연꽃향기작은도서관,경기도,시흥시,작은도서관,월+법정공휴일,10:00,21:00,09:00,18:00,00:00,00:00,22,9473,3,0,10,14,경기도 시흥시 관곡지로 260,시흥시청소년재단,031-435-5230,128.7,128.7,http://lib.siheung.go.kr,37.3918681,126.8149075,20250905,시흥시
소래너나들이작은도서관,경기도,시흥시,작은도서관,법정공휴일,10:00,18:00,10:00,16:00,00:00,00:00,25,2470,8,0,10,14,경기도 시흥시 호현로27번길 14,시흥시인재양성재단,031-435-9508,116.91,116.91,http://lib.siheung.go.kr,37.44407883,126.7835268,20250905,시흥시
거북섬작은도서관,경기도,시흥시,작은도서관,월+법정공휴일,10:00,19:00,09:00,18:00,00:00,00:00,21,2680,0,0,10,14,경기도 시흥시 거북섬5길 16,경기도 시흥시청,070-4113-2024,96.0,96.0,http://lib.siheung.go.kr,37.32106027,126.6836698,20250905,시흥시
오이도작은도서관,경기도,시흥시,작은도서관,토+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,23,4438,10,40,10,14,경기도 시흥시 옥터로 47,오이도문화복지센터,031-319-4800,112.36,112.36,http://lib.siheung.go.kr,37.3436875,126.6915054,20250905,시흥시
대야도서관,경기도,시흥시,공공도서관,금+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,248,84422,26,3664,10,14,경기도 시흥시 은행로173번길 14,경기도 시흥시청,031-310-5274,4146.0,1529.0,http://lib.siheung.go.kr,37.44553298,126.796826,20250905,시흥시
