기관명,분류,종별,주소,좌표X,좌표Y,전화번호,출처
미소아이안과 장곡,기타,,경기 시흥시 장현장곡로 2,126.78928213803866,37.37882462409478,031-311-1006,카카오
연세김안과의원,기타,,경기 시흥시 황고개로 528,126.78923497798077,37.377924417997164,031-503-2022,카카오
장현한방병원,기타,,경기 시흥시 황고개로 526,126.7891342486163,37.37760797930501,031-507-0055,카카오
참편한비뇨의학과의원,기타,,경기 시흥시 장현장곡로 2,126.7892978,37.3788625,031-404-8236,카카오
시흥서울대효요양병원,기타,,경기 시흥시 승지로59번길 12,126.80903334062037,37.368892839938084,031-8099-9114,카카오
거북섬한방병원,기타,,경기 시흥시 거북섬1길 6,126.6769969,37.32567929,031-497-7582,카카오
시흥시정신건강복지센터,기타,,경기도 시흥시 호현로 55,126.785314,37.44553606,031-316-6661,카카오
365경희바른한의원,기타,한의원,"경기도 시흥시 배곧1로 27-16, 상가2동 2층 203호~204호 (배곧동, 한라비발디캠퍼스2차)",126.7151139,37.3627494,031-433-1082,HIRA(건강보험심사평가원)
365월곶한의원,기타,한의원,"경기도 시흥시 월곶중앙로 64, (월곶동, 풍산프라자)",126.7385216,37.389193,031-435-8831,HIRA(건강보험심사평가원)
감초당한의원,기타,한의원,"경기도 시흥시 시청로 74, 202호 (장현동)",126.7996559,37.3809127,031-313-1075,HIRA(건강보험심사평가원)
경희고려한의원,기타,한의원,"경기도 시흥시 수인로 3372, 신천프라자 404호 (신천동)",126.784333,37.4411346,031-315-5544,HIRA(건강보험심사평가원)
경희다나한의원,기타,한의원,"경기도 시흥시 함송로 24, 세종프라자 3층 307호 (정왕동)",126.7303888,37.3632231,031-433-1566,HIRA(건강보험심사평가원)
경희로움한의원,기타,한의원,"경기도 시흥시 목감남서로 9-19, 204호 (조남동)",126.8527709,37.377785,031-8042-7775,HIRA(건강보험심사평가원)
경희목감한의원,기타,한의원,"경기도 시흥시 동서로 1090, 201호 (목감동, 목감상가)",126.8603595,37.3860582,031-486-7505,HIRA(건강보험심사평가원)
경희부부한의원,기타,한의원,"경기도 시흥시 대은로 83, 304호 (대야동, 루비프라자)",126.7975125,37.4449688,031-313-2347,HIRA(건강보험심사평가원)
경희신침한의원,기타,한의원,"경기도 시흥시 복지로53번길 1, 2층 (대야동)",126.7892816,37.4441521,031-316-1688,HIRA(건강보험심사평가원)
경희약선제한의원,기타,한의원,"경기도 시흥시 오이도어시장로 19, 3층 (정왕동)",126.6899698,37.344812,031-432-1030,HIRA(건강보험심사평가원)
경희용한의원,기타,한의원,"경기도 시흥시 서울대학로278번길 61, 서영베니스스퀘어 4층 414호 (정왕동)",126.730675,37.3681662,031-365-3250,HIRA(건강보험심사평가원)
경희탄탄한의원,기타,한의원,"경기도 시흥시 정왕대로 64, 203호 (정왕동)",126.7235246,37.3542659,031-8042-7577,HIRA(건강보험심사평가원)
고도한의원,기타,한의원,"경기도 시흥시 배곧3로 96, M-플러스 3층 310호~312호 (배곧동)",126.7300526,37.3698189,031-365-4090,HIRA(건강보험심사평가원)
나무야한의원,기타,한의원,"경기도 시흥시 진말로9번길 2, 부석프라자 (장곡동)",126.7852546,37.3784773,031-8042-7576,HIRA(건강보험심사평가원)
능곡경희한의원,기타,한의원,"경기도 시흥시 능곡로 178, 401,402호 (능곡동, 호평프라자)",126.8113925,37.368143,031-486-7474,HIRA(건강보험심사평가원)
능곡제일한의원,기타,한의원,"경기도 시흥시 능곡번영길 22, 302,303호 (능곡동)",126.8078957,37.3699097,031-311-8362,HIRA(건강보험심사평가원)
능곡해나무한의원,기타,한의원,"경기도 시흥시 능곡로 174, 미래도프라자 301,302,304,403호 (능곡동)",126.8117151,37.3680641,031-492-8275,HIRA(건강보험심사평가원)
단비한의원,기타,한의원,"경기도 시흥시 배곧3로 96, 507호 (정왕동, M-플러스)",126.7300526,37.3698189,031-364-8282,HIRA(건강보험심사평가원)
더조은한의원,기타,한의원,"경기도 시흥시 희망공원로 269, 1층 (정왕동, 시화홈플러스)",126.7251736,37.3452489,031-434-7545,HIRA(건강보험심사평가원)
도원한의원,기타,한의원,"경기도 시흥시 정왕대로 56, 2층 202호 (정왕동)",126.7230128,37.3545307,031-433-1113,HIRA(건강보험심사평가원)
도일한의원,기타,한의원,"경기도 시흥시 도일로 119, 2층 201호 (거모동, 월드프라자)",126.7835732,37.3411298,031-493-9800,HIRA(건강보험심사평가원)
동호한의원,기타,한의원,"경기도 시흥시 삼미시장4길 10, 2층 (신천동)",126.7836949,37.4395106,031-311-2497,HIRA(건강보험심사평가원)
매화 제중한의원,기타,한의원,"경기도 시흥시 매화1로 2-1, A동 102호 (매화동)",126.8140154,37.4164382,031-313-5630,HIRA(건강보험심사평가원)
매화한의원,기타,한의원,"경기도 시흥시 매화로 39, 2층 (매화동)",126.8150522,37.41573,031-315-7575,HIRA(건강보험심사평가원)
명인한의원,기타,한의원,"경기도 시흥시 도일로 127, 용빌딩 301호, 202호 (거모동)",126.7839555,37.3419566,031-494-8575,HIRA(건강보험심사평가원)
명지한의원,기타,한의원,"경기도 시흥시 삼미시장1길 19, 2층 (신천동, 삼미상가)",126.7839241,37.4406085,031-313-0686,HIRA(건강보험심사평가원)
모닥한의원,기타,한의원,"경기도 시흥시 수인로 3362, 태종빌딩 301~302호 (신천동)",126.7854777,37.440672,031-314-7394,HIRA(건강보험심사평가원)
목감수한의원,기타,한의원,"경기도 시흥시 목감우회로 45, 3층 304~305호 (목감동, 한울플러스)",126.8609132,37.3820348,031-484-1075,HIRA(건강보험심사평가원)
미소아이안과,기타,의원,"경기도 시흥시 장현장곡로 2, 5층 (장곡동)",126.7892983,37.3788623,031-311-1006,HIRA(건강보험심사평가원)
배곧선한의원,기타,한의원,"경기도 시흥시 서울대학로278번길 43-13, 205-1호 (배곧동)",126.730188,37.3692355,031-8042-3125,HIRA(건강보험심사평가원)
배곧애(愛) 한의원,기타,한의원,"경기도 시흥시 배곧4로 103, 대경프라자 4층 403호 (배곧동)",126.734586,37.3738892,031-434-5445,HIRA(건강보험심사평가원)
백년당한의원,기타,한의원,"경기도 시흥시 정왕천로411번길 46, 2층 (정왕동)",126.7478801,37.3469464,031-498-3653,HIRA(건강보험심사평가원)
백세한의원,기타,한의원,"경기도 시흥시 정왕신길로49번길 63, 3층 (정왕동, 금강빌딩)",126.7303912,37.3628769,031-434-1075,HIRA(건강보험심사평가원)
범천한의원,기타,한의원,"경기도 시흥시 호현로 21, 2층 (신천동)",126.7845515,37.4423615,031-312-3288,HIRA(건강보험심사평가원)
빠른마디척한의원,기타,한의원,"경기도 시흥시 옥구상가2길 4, 3층 304호~306호, 301호 (정왕동, 로얄타운)",126.7239966,37.3539286,031-433-6600,HIRA(건강보험심사평가원)
사랑한의원,기타,한의원,"경기도 시흥시 장현장곡로 2, 2층 203~205호 (장곡동)",126.7892983,37.3788623,031-317-5477,HIRA(건강보험심사평가원)
삼미한의원,기타,한의원,"경기도 시흥시 신천3길 21, (신천동)",126.7838628,37.4389361,031-311-3275,HIRA(건강보험심사평가원)
선한의원,기타,한의원,"경기도 시흥시 상직길 3, (하상동)",126.8125383,37.3906376,031-404-4920,HIRA(건강보험심사평가원)
세종한의원,기타,한의원,"경기도 시흥시 배곧3로 96, M-플러스 406-1호 (정왕동)",126.7300526,37.3698189,031-319-7555,HIRA(건강보험심사평가원)
소통부부한의원,기타,한의원,"경기도 시흥시 은계번영길 23, 은계타운 307~310호 (은행동)",126.8038941,37.4371238,031-362-6631,HIRA(건강보험심사평가원)
숨쉬는한의원,기타,한의원,"경기도 시흥시 은계번영길 19, 은계 디스퀘어큐브 301,302,305,401,402호 (은행동)",126.8030194,37.4372784,031-8042-3088,HIRA(건강보험심사평가원)
승재한의원,기타,한의원,"경기도 시흥시 정왕대로 230, 308호 (정왕동, 제일프라자)",126.7385084,37.3449671,031-498-4520,HIRA(건강보험심사평가원)
시화경희한의원,기타,한의원,"경기도 시흥시 옥구상가2길 3, 308호 (정왕동, 뉴스타프라자)",126.7244172,37.3536963,031-431-1075,HIRA(건강보험심사평가원)
시화군자한의원,기타,한의원,"경기도 시흥시 정왕대로 220, 401호 (정왕동, 우리빌딩)",126.7376709,37.3455123,031-319-7522,HIRA(건강보험심사평가원)
시흥교정재생한의원,기타,한의원,"경기도 시흥시 복지로 79, 2층 (대야동, 금성빌딩)",126.7906572,37.446501,031-435-0119,HIRA(건강보험심사평가원)
시흥삼성한의원,기타,한의원,"경기도 시흥시 시흥대로 1074, 2층 201호 (신천동)",126.7930191,37.4316189,031-315-8678,HIRA(건강보험심사평가원)
시흥숲정신건강의학과의원,기타,의원,"경기도 시흥시 능곡번영길 24, 4층 402~403호 (능곡동)",126.8074447,37.3700795,031-316-7773,HIRA(건강보험심사평가원)
시흥한솔한의원,기타,한의원,"경기도 시흥시 은계번영길 9, 골드웨이 4층 412호 (은행동)",126.8016257,37.4374767,031-318-3001,HIRA(건강보험심사평가원)
시흥한의원,기타,한의원,"경기도 시흥시 은계로 353, 2층 203호 (대야동)",126.7945145,37.4503085,031-311-5885,HIRA(건강보험심사평가원)
시흥희망의료복지 사회적협동조합 희망한의원,기타,한의원,"경기도 시흥시 은행로167번길 6, 501호, 502(일부)호 (대야동, 청송빌딩)",126.797964,37.4456746,031-315-9124,HIRA(건강보험심사평가원)
신농씨한의원,기타,한의원,"경기도 시흥시 복지로 93, 4층 (대야동, 영재빌딩)",126.7913428,37.4475638,031-315-1075,HIRA(건강보험심사평가원)
신천한의원,기타,한의원,"경기도 시흥시 수인로 3366, 삼영아트빌 9층 (신천동)",126.7849548,37.4408913,031-404-9075,HIRA(건강보험심사평가원)
엠에스안과의원,기타,의원,"경기도 시흥시 목감우회로 51, 4층 406~407호 (목감동)",126.8619256,37.3822473,031-604-1001,HIRA(건강보험심사평가원)
예사랑한의원,기타,한의원,"경기도 시흥시 신천로 100, A동 205호 (신천동)",126.7869931,37.4392365,031-312-8275,HIRA(건강보험심사평가원)
예영제한의원,기타,한의원,"경기도 시흥시 마유로 416, (정왕동, 월드프라자)",126.741265,37.3516037,031-431-6575,HIRA(건강보험심사평가원)
오늘의한의원,기타,한의원,"경기도 시흥시 목감우회로 51, 3층 301호 (목감동, 동한메티컬프라자)",126.8619256,37.3822473,031-475-5231,HIRA(건강보험심사평가원)
온리우한의원,기타,한의원,"경기도 시흥시 목감남서로 9-19, 4층 403호 (조남동)",126.8527708,37.377783,031-484-7575,HIRA(건강보험심사평가원)
우리가족한의원,기타,한의원,"경기도 시흥시 배곧3로 80, 4층 401호 (정왕동, 센터프라자)",126.7290674,37.3705496,031-497-7588,HIRA(건강보험심사평가원)
우리한의원,기타,한의원,"경기도 시흥시 수인로 3378, 4층 (신천동, 반석프라자)",126.7837633,37.4413757,031-317-1071,HIRA(건강보험심사평가원)
원광한의원,기타,한의원,"경기도 시흥시 정왕대로 78, (정왕동)",126.725191,37.353311,031-433-1640,HIRA(건강보험심사평가원)
유정한의원,기타,한의원,"경기도 시흥시 대은로 94, 2층 (은행동, 우진빌딩)",126.7988361,37.445089,031-318-2376,HIRA(건강보험심사평가원)
은계경희한의원,기타,한의원,"경기도 시흥시 은계번영길 1, 태산W타워 2층 205~206호 (은행동)",126.8016279,37.4366407,031-504-2800,HIRA(건강보험심사평가원)
은계한의원,기타,한의원,"경기도 시흥시 은계번영길 13, 아리테타워 403호 (은행동)",126.8025633,37.4373532,031-314-7977,HIRA(건강보험심사평가원)
은행나무한의원,기타,한의원,"경기도 시흥시 은행로 86, 303호 (은행동, 경동프라자)",126.7971388,37.4392776,031-314-6165,HIRA(건강보험심사평가원)
의료법인 나누리의료재단 효성한방병원,기타,한방병원,"경기도 시흥시 비둘기공원6길 13-1, 월드프라자 8층 (대야동)",126.7914946,37.4422659,031-315-9977,HIRA(건강보험심사평가원)
의료법인 능곡의료재단 능곡요양병원,기타,요양병원,"경기도 시흥시 승지로60번길 36, 월드프라자 301호,303호,304호,401호501호601호 (능곡동)",126.8106976,37.3686584,031-404-2888,HIRA(건강보험심사평가원)
의료법인 소애의료재단 한울노인요양병원,기타,요양병원,"경기도 시흥시 정왕대로 74, (정왕동)",126.7245748,37.3534336,031-433-8577,HIRA(건강보험심사평가원)
의료법인 에스앤케이의료재단 소래푸른숲 요양병원,기타,요양병원,"경기도 시흥시 호현로40번길 5, 지1층, 1~5층 (대야동)",126.7859371,37.4437764,031-507-8080,HIRA(건강보험심사평가원)
의료법인 영명의료재단 혜민한방병원,기타,한방병원,"경기도 시흥시 군자로 526, 도일그랜드프라자 302,401,501호 (거모동)",126.7851834,37.3433541,031-504-7272,HIRA(건강보험심사평가원)
의료법인 자운의료재단 강남요양병원,기타,요양병원,"경기도 시흥시 수인로3325번길 10, 3층 301호, 302호, 306~309호 (신천동, 우명프라자)",126.7881401,37.4382357,031-311-0700,HIRA(건강보험심사평가원)
의료법인 정심의료재단 한마음요양병원,기타,요양병원,"경기도 시흥시 월곶해안로 97, (월곶동)",126.7349106,37.3900284,031-317-6400,HIRA(건강보험심사평가원)
의료법인석경의료재단 센트럴요양병원,기타,요양병원,"경기도 시흥시 공단1대로 237, 제B동 3층,4층,5층,6층일부,7층 (정왕동)",126.7281266,37.3369083,031-8041-3521,HIRA(건강보험심사평가원)
인산한의원,기타,한의원,"경기도 시흥시 복지로43번길 2, 2층 (대야동, 대야빌딩)",126.788948,37.4435852,031-316-7975,HIRA(건강보험심사평가원)
인한의원,기타,한의원,"경기도 시흥시 월곶중앙로70번길 3, 313호 (월곶동, 풍림프라자)",126.7380123,37.3894538,031-435-1075,HIRA(건강보험심사평가원)
임대환한의원,기타,한의원,"경기도 시흥시 목감우회로 39, 304호 (목감동)",126.8603365,37.3818829,031-401-1022,HIRA(건강보험심사평가원)
자연한의원,기타,한의원,"경기도 시흥시 함송로14번길 13-13, 2층 (정왕동, 연세빌딩)",126.7296148,37.3626893,031-434-7244,HIRA(건강보험심사평가원)
장곡365바른몸한의원,기타,한의원,"경기도 시흥시 황고개로 531, 영광프라자 3층 306~307호 (장곡동)",126.7885947,37.3781516,031-365-3685,HIRA(건강보험심사평가원)
정성한의원,기타,한의원,"경기도 시흥시 호현로 45, 2층 (신천동)",126.7849677,37.4444543,031-313-1275,HIRA(건강보험심사평가원)
정한의원,기타,한의원,"경기도 시흥시 은계번영길 23, 은계타운 503호 (은행동)",126.8038941,37.4371238,031-312-1075,HIRA(건강보험심사평가원)
참사랑한의원,기타,한의원,"경기도 시흥시 군자로 520, 2층 204~205호 (거모동, 동운디오빌아파트)",126.784886,37.3438605,031-508-3001,HIRA(건강보험심사평가원)
참잘함한방병원,기타,한방병원,"경기도 시흥시 복지로 90, CGV 2,4층 203호, 4층전체호 (대야동)",126.7916593,37.4470292,031-312-4100,HIRA(건강보험심사평가원)
푸른솔한의원,기타,한의원,"경기도 시흥시 중심상가로 146, 한일프라자 3층 304호 (정왕동)",126.7320495,37.3467407,031-434-7212,HIRA(건강보험심사평가원)
푸를청한의원,기타,한의원,"경기도 시흥시 중심상가4길 18, 이송빌딩 3층 303호 (정왕동)",126.7375743,37.3437944,031-8042-7948,HIRA(건강보험심사평가원)
한강한의원,기타,한의원,"경기도 시흥시 장현능곡로 11, 에프엠타워 302호 (장곡동)",126.7917959,37.3730066,nan,HIRA(건강보험심사평가원)
해나무한의원,기타,한의원,"경기도 시흥시 신현로14번길 2, 201호 (포동, 태헌신관2차아파트)",126.7874981,37.4080812,031-315-7533,HIRA(건강보험심사평가원)
허만회한의원,기타,한의원,"경기도 시흥시 장곡로37번길 7, 2층 (장곡동)",126.7847486,37.3785994,031-317-8273,HIRA(건강보험심사평가원)
한울노인요양병원,기타,hospital,,126.7247467,37.3536053,,OpenStreetMap
시흥한성병원,기타,hospital,,126.789219,37.442208,,OpenStreetMap
에덴네트워크 시흥시화점,기타,hospital,,126.738363,37.344948,,OpenStreetMap
시흥신천제일병원,기타,hospital,,126.7842985,37.4414124,,OpenStreetMap
손소아과,기타,hospital,,126.785472,37.439745,,OpenStreetMap
최형도성형외과,기타,hospital,,126.735936,37.348329,,OpenStreetMap
예항외과,기타,hospital,,126.785472,37.439745,,OpenStreetMap
알콜중독및정신질환,기타,hospital,,126.735936,37.348329,,OpenStreetMap
밝은아이아동발달센터(대야점) (Balgeunaiadongbaldal Center,기타,hospital,,126.792696,37.443162,,OpenStreetMap
매화신통의원,기타,hospital,,126.8133476,37.416076,,OpenStreetMap
새날의원,기타,hospital,,126.800209,37.399353,,OpenStreetMap
응급환자이송단,기타,hospital,,126.799206,37.400623,,OpenStreetMap
정왕보건지소,기타,hospital,,126.740082,37.346787,,OpenStreetMap
경기구급센터,기타,hospital,,126.722912,37.352235,,OpenStreetMap
다솔인터내셔날,기타,hospital,,126.737684,37.330856,,OpenStreetMap
솔병원,기타,hospital,,126.7907828,37.444011,,OpenStreetMap
시흥한도병원,기타,hospital,경기도 시흥시 장곡로 37-20,126.7843178,37.3775168,,OpenStreetMap
안산휴의원,기타,doctors,,126.735936,37.348329,,OpenStreetMap
성심의원,기타,doctors,,126.78397,37.340316,,OpenStreetMap
빈메디의원,기타,doctors,,126.722896,37.354488,,OpenStreetMap
항사랑외과의원,기타,doctors,,126.735936,37.348329,,OpenStreetMap
조석범소아과,기타,doctors,,126.72382,37.353903,,OpenStreetMap
제일소아과,기타,doctors,,126.737542,37.345426,,OpenStreetMap
이기범소아과,기타,doctors,,126.724976,37.3532089,,OpenStreetMap
세종소아과,기타,doctors,,126.730131,37.36327,,OpenStreetMap
시화중앙의원,기타,doctors,,126.7417212,37.3475094,,OpenStreetMap
이철신경외과의원,기타,doctors,,126.7431975,37.3442691,,OpenStreetMap
프라임피부비뇨기과,기타,doctors,,126.738352,37.344948,,OpenStreetMap
시화삼성의원,기타,doctors,,126.733784,37.346062,,OpenStreetMap
좋은가정의원,기타,doctors,,126.7492684,37.3460724,,OpenStreetMap
송 한의원,기타,doctors,,126.735705,37.34592,,OpenStreetMap
시화한의원,기타,doctors,,126.7245108,37.3533979,,OpenStreetMap
경희한의원,기타,doctors,,126.724288,37.353619,,OpenStreetMap
덕화한의원,기타,doctors,,126.731821,37.346708,,OpenStreetMap
한사랑의원,기타,doctors,,126.737446,37.343785,,OpenStreetMap
아주산업의학연구소부설아주의원,기타,doctors,,126.731821,37.346708,,OpenStreetMap
삼선한의원,기타,doctors,,126.731821,37.346708,,OpenStreetMap
김동수한의원,기타,doctors,,126.723831,37.353281,,OpenStreetMap
추건웅한의원,기타,doctors,,126.723204,37.354293,,OpenStreetMap
코비한의원,기타,doctors,,126.7357048,37.3484198,,OpenStreetMap
일정한의원,기타,clinic,,126.792544,37.442728,,OpenStreetMap
플로인디자인,기타,clinic,,126.863035,37.387303,,OpenStreetMap
힐탑헬쓰케어,기타,clinic,,126.792216,37.439273,,OpenStreetMap
우리성심정신과의원,기타,clinic,,126.789975,37.438079,,OpenStreetMap
우리인공신장실,기타,clinic,,126.785356,37.440636,,OpenStreetMap
우리소아과,기타,clinic,,126.79913,37.444381,,OpenStreetMap
하나소아과의원,기타,clinic,,126.797374,37.439695,,OpenStreetMap
조소아과의원,기타,clinic,,126.785356,37.440636,,OpenStreetMap
시흥성모의원,기타,clinic,,126.792696,37.443162,,OpenStreetMap
연세목감의원,기타,clinic,,126.861193,37.387403,,OpenStreetMap
우리가정의학과의원,기타,clinic,,126.8128476,37.3918324,,OpenStreetMap
은행피부비뇨기과의원,기타,clinic,,126.797158,37.444686,,OpenStreetMap
최소아과의원,기타,clinic,,126.7853684,37.378356,,OpenStreetMap
새오름소아청소년과의원,기타,clinic,,126.7854358,37.4406072,,OpenStreetMap
연세I소아과,기타,clinic,,126.792605,37.431897,,OpenStreetMap
효사랑외과의원,기타,clinic,,126.798297,37.44558,,OpenStreetMap
경희서울한의원,기타,clinic,,126.783376,37.439363,,OpenStreetMap
인성한의원,기타,clinic,,126.783775,37.440575,,OpenStreetMap
구원한의원,기타,clinic,,126.78505,37.440029,,OpenStreetMap
정관장한의원,기타,clinic,,126.80089,37.380715,,OpenStreetMap
은행한의원,기타,clinic,,126.797414,37.444931,,OpenStreetMap
연성보건진료소,기타,clinic,,126.800371,37.3984,,OpenStreetMap
월곶보건진료소,기타,clinic,,126.7618724,37.3804343,,OpenStreetMap
신현행복건강센터,기타,clinic,,126.772248,37.405203,,OpenStreetMap
성모의원,기타,clinic,,126.860296,37.386195,,OpenStreetMap
연성서울의원,기타,clinic,,126.804433,37.394431,,OpenStreetMap
시흥중앙의원,기타,clinic,,126.786291,37.43942,,OpenStreetMap
과림보건진료소,기타,clinic,,126.8308841,37.4442956,,OpenStreetMap
니르한의원,기타,clinic,,126.797019,37.439268,,OpenStreetMap
