기관명,분류,종별,주소,좌표X,좌표Y,전화번호,출처
이지치과의원,치과,,경기 시흥시 수인로 3372,126.7843536,37.44113556,031-315-3275,카카오
임플라인치과의원 시흥점,치과,,경기 시흥시 삼미시장1길 37,126.7828613692017,37.440957135122595,031-509-2875,카카오
전치과의원,치과,,경기 시흥시 수인로 3362,126.785485,37.44065108,031-313-2676,카카오
좋은 치과의원,치과,,경기 시흥시 수인로3409번길 35,126.779958,37.43878483,031-316-7582,카카오
플랜트치과의원,치과,,경기 시흥시 수인로 3370,126.7846387,37.44101355,031-404-0114,카카오
해맑은치과의원,치과,,경기 시흥시 수인로 3366,126.78496,37.44088439,031-316-2875,카카오
현대치과,치과,,경기 시흥시 삼미시장4길 8,126.7839658,37.43923912,031-314-4950,카카오
엘치과의원,치과,,경기 시흥시 신현로38번길 26,126.78406474742337,37.40754516080731,031-315-2812,카카오
뉴욕치과의원,치과,,경기 시흥시 은계번영길 23,126.80390419663345,37.43710875,031-435-2804,카카오
서울더좋은치과의원,치과,,경기 시흥시 대은로 86,126.7979636,37.44441047,031-311-3877,카카오
서울라이프치과,치과,,경기 시흥시 은계번영길 9,126.80176421977507,37.43748270235944,031-316-2879,카카오
서울바른정치과의원,치과,,경기 시흥시 은계번영길 19,126.8030405,37.43726499,031-404-2804,카카오
소망치과의원,치과,,경기 시흥시 대은로 80,126.79739,37.44425451,031-318-2873,카카오
수치과의원,치과,,경기 시흥시 은행로 92,126.7975107,37.43971722,031-311-2879,카카오
시흥본치과의원,치과,,경기 시흥시 은행로 149,126.799261,37.44439457,031-311-2872,카카오
시흥사과나무치과의원,치과,,경기 시흥시 대은로 90,126.7983654,37.44460577,031-315-2845,카카오
시흥조아치과의원,치과,,경기 시흥시 은행로 86,126.7971368,37.43925525,031-318-9916,카카오
연세화이트치과의원,치과,,경기 시흥시 대은로 100,126.7993626,37.44529224,031-404-7575,카카오
올스마일치과 시흥점,치과,,경기 시흥시 은계번영길 13,126.8025634,37.43735339,031-313-2804,카카오
은계새미소치과의원,치과,,경기 시흥시 은계번영길 23,126.8039222,37.43712229,031-311-1434,카카오
은계스마트치과의원,치과,,경기 시흥시 은계번영길 1,126.80160959246535,37.43655980426645,031-504-5445,카카오
은계아이빛주니어치과의원,치과,,경기 시흥시 은계번영길 19,126.8030405,37.43726499,031-311-2275,카카오
은계퍼스트치과의원,치과,,경기 시흥시 은계번영길 11,126.80218432804494,37.43757170557772,031-504-7528,카카오
이바로치과교정과치과의원,치과,,경기 시흥시 은계번영길 9,126.80163419013735,37.43751492073528,031-315-2885,카카오
클리어치과교정과치과의원,치과,,경기 시흥시 수인로 3245,126.7980072,37.43830527,031-314-2822,카카오
클리어치과의원,치과,,경기 시흥시 수인로 3245,126.7980071751229,37.43830527469701,0507-1402-2822,카카오
매화치과의원,치과,,경기 시흥시 매화로 46,126.8144795,37.41554738,031-313-3545,카카오
예스플러스치과,치과,,경기 시흥시 매화1로 3,126.8146917,37.41560898,031-315-5772,카카오
목감호수치과의원,치과,,경기 시흥시 산현마을길 58,126.8452314,37.37645038,031-8088-7528,카카오
목감365치과의원,치과,,경기 시흥시 목감우회로 45,126.86088089021831,37.38202643804845,031-475-0365,카카오
목감바른치과의원,치과,,경기 시흥시 목감남서로 9-27,126.85342533905242,37.37794661,031-481-9975,카카오
목감연세치과의원,치과,,경기 시흥시 목감우회로 51,126.86195878090827,37.38225566004467,031-439-2080,카카오
서울감동치과의원 목감점,치과,,경기 시흥시 목감우회로 39,126.8601339,37.38177507,031-504-2750,카카오
서울미소치과의원,치과,,경기 시흥시 목감남서로 9-7,126.8516287,37.3775299,031-503-3377,카카오
우리들치과의원,치과,,경기 시흥시 목감남서로 9-19,126.85277192661444,37.37778631,031-475-2828,카카오
이선수치과의원,치과,,경기 시흥시 수인로2421번길 109,126.8604984,37.38735464,031-482-2875,카카오
목감열린치과의원,치과,,경기 시흥시 동서로 1086,126.86023591111231,37.38581177685779,031-480-7528,카카오
도일아나파 치과의원,치과,,경기 시흥시 군자로504번길 1,126.7843988,37.34493906,031-439-2500,카카오
미래치과의원,치과,,경기 시흥시 도일로 143,126.7851175,37.34301938,031-492-2888,카카오
미소드림치과,치과,,경기 시흥시 군자로 526,126.7852022,37.34338355,031-492-6222,카카오
서울삼성치과의원,치과,,경기 시흥시 도일로135번길 4,126.7846041,37.34258956,031-495-2875,카카오
서울이편한필치과의원,치과,,경기 시흥시 도일로124번길 2,126.7841698,37.34135976,031-491-7582,카카오
굿모닝치과의원,치과,,경기 시흥시 월곶중앙로 58,126.73900677632659,37.38894104,031-404-1879,카카오
서울드림치과의원,치과,,경기 시흥시 월곶중앙로70번길 3,126.7380539,37.38954352,031-435-4428,카카오
월곶바른치과,치과,,경기 시흥시 월곶중앙로 63,126.7380611,37.38877226,,카카오
기분좋은치과의원,치과,,경기 시흥시 정왕시장길 52,126.74919009854206,37.34587340388371,031-433-2279,카카오
샘치과의원,치과,,경기 시흥시 군서마을로 46-1,126.7468912,37.3458631,031-498-5485,카카오
정왕연세치과,치과,,경기 시흥시 정왕시장길 62,126.7493148,37.34604847,031-319-1275,카카오
제이치과,치과,,경기 시흥시 마유로 416,126.7412919,37.35159594,031-499-4010,카카오
청치과의원,치과,,경기 시흥시 정왕천로411번길 62,126.7465418,37.34776172,031-431-7528,카카오
탑스마일치과의원,치과,,경기 시흥시 마유로418번길 10,126.74185573163305,37.35140164510747,031-497-2804,카카오
공단제일치과의원,치과,,경기 시흥시 정왕천로 155,126.73315110367636,37.326316627891785,031-508-2875,카카오
네오치과의원,치과,,경기 시흥시 중심상가로 334,126.7490020489042,37.336251826976735,031-437-2804,카카오
라임플란트치과의원,치과,,경기 시흥시 경기과기대로 219,126.7326981,37.33444289,031-480-0001,카카오
미소안e바른치과의원,치과,,경기 시흥시 중심상가2길 12-2,126.7364733,37.34554121,031-432-2874,카카오
바로드림치과의원 시화점,치과,,경기 시흥시 정왕대로 210,126.7368714,37.34594215,031-498-2282,카카오
서울보스톤고른이치과의원,치과,,경기 시흥시 중심상가3길 10-1,126.73674991172915,37.34519132887886,031-319-2804,카카오
서울숙면치과의원 시흥,치과,,경기 시흥시 중심상가3길 10,126.73690757355331,37.34528808951137,031-311-2875,카카오
서울정성드림치과의원,치과,,경기 시흥시 중심상가4길 10-1,126.7380992,37.34435276,031-504-2928,카카오
센트럴병원치과,치과,,경기 시흥시 공단1대로 237,126.7283619,37.33656665,1588-9339,카카오
시화센타치과의원,치과,,경기 시흥시 중심상가2길 12-2,126.7365093,37.34557373,031-434-2828,카카오
시화예치과병원,치과,,경기 시흥시 마유로 330,126.7353675,37.34549549,031-432-0600,카카오
심플란트치과,치과,,경기 시흥시 공단1대로 244,126.72767567804817,37.335968592071865,031-430-2828,카카오
에이스치과의원,치과,,경기 시흥시 정왕대로 230,126.7385067,37.34496546,031-504-5000,카카오
유디치과의원 시흥점,치과,,경기 시흥시 중심상가2길 22,126.73756351179729,37.34489489649052,031-499-1480,카카오
이튼튼치과의원,치과,,경기 시흥시 중심상가4길 18,126.73757188905205,37.34378484933052,031-498-0026,카카오
임마누엘 치과의원,치과,,경기 시흥시 봉우재로 10,126.7430825,37.34414294,031-432-2804,카카오
푸른치과의원,치과,,경기 시흥시 평안상가3길 18,126.74928427754695,37.336555171063864,031-432-2875,카카오
한국치과,치과,,경기 시흥시 정왕대로266번길 4,126.74140206420212,37.34315896016073,031-498-2875,카카오
한미치과,치과,,경기 시흥시 정왕대로 342,126.7486935,37.33878126,031-433-8280,카카오
훼미리치과의원,치과,,경기 시흥시 정왕대로 220,126.73750322425282,37.34535518767107,031-319-2875,카카오
사과나무치과,치과,,경기 시흥시 중심상가로 146,126.731968,37.34683578,031-431-3223,카카오
서울치과의원,치과,,경기 시흥시 정왕대로 174,126.7334893,37.34810786,031-433-3633,카카오
시화치과의원,치과,,경기 시흥시 옥구천동로374번길 83,126.73589574038708,37.350302752379775,031-433-0428,카카오
시흥공단치과의원,치과,,경기 시흥시 산기대학로 105,126.72117586318646,37.34697482115301,031-434-7528,카카오
지성치과의원,치과,,경기 시흥시 공단1대로 204,126.7247241,37.33770435,031-430-2222,카카오
플러스치과의원,치과,,경기 시흥시 희망공원로 269,126.7251028,37.34528467,031-498-7528,카카오
홍치과의원,치과,,경기 시흥시 옥구천동로 406,126.7305455,37.35705379,031-497-2828,카카오
닥터전치과의원,치과,,경기 시흥시 정왕대로 64,126.72353051251808,37.35425162849863,031-319-2690,카카오
미소치과의원,치과,,경기 시흥시 옥구상가2길 3,126.7244175,37.35368425,031-433-2894,카카오
새로운치과의원,치과,,경기 시흥시 정왕대로 56,126.72326290060889,37.354588887332156,031-432-5755,카카오
서울바로봄치과의원,치과,,경기 시흥시 옥구상가2길 3,126.7244198,37.35368335,031-505-2828,카카오
에덴치과의원,치과,,경기 시흥시 오이도로 21,126.70157,37.34639538,031-8041-8275,카카오
장임선치과,치과,,경기 시흥시 오이도어시장로 22,126.6899805,37.34448063,031-319-2825,카카오
돌담치과의원,치과,,경기 시흥시 함송로14번길 13-17,126.72998444852385,37.36243973508134,031-319-7528,카카오
시화미소래치과의원,치과,,경기 시흥시 함송로 23,126.7310315,37.36352245,031-496-0428,카카오
연세굿모닝치과,치과,,경기 시흥시 정왕신길로49번길 59,126.7301194,37.36259232,031-319-6890,카카오
유일치과의원,치과,,경기 시흥시 함송로13번길 6-3,126.7307141,37.36422633,031-432-2080,카카오
이튼치과의원,치과,,경기 시흥시 함송로 24,126.73049664956369,37.36315091047296,031-433-2804,카카오
닥터한치과의원,치과,,경기 시흥시 배곧4로 103,126.7345906,37.37381838,031-434-2879,카카오
배곧건치과의원,치과,,경기 시흥시 배곧5로 66-7,126.7347194,37.38213961,031-8042-7528,카카오
배곧치과의원,치과,,경기 시흥시 배곧4로 32-9,126.7271963,37.37677493,031-433-2822,카카오
서울수현치과의원,치과,,경기 시흥시 배곧4로 32-19,126.7262369,37.37729891,031-498-2820,카카오
바른이치과의원,치과,,경기 시흥시 배곧3로 96,126.73001106649255,37.36981828072828,031-499-2875,카카오
배곧고운이치과의원,치과,,경기 시흥시 서울대학로278번길 61,126.7306728,37.36818704,031-432-2878,카카오
배곧쥬니어치과의원,치과,,경기 시흥시 서울대학로278번길 43-13,126.73019510814666,37.369180776132936,031-994-2028,카카오
배곧탑치과의원,치과,,경기 시흥시 서울대학로278번길 19-13,126.7277051255864,37.37156097942757,031-431-2822,카카오
배곧퍼스트치과의원,치과,,경기 시흥시 배곧3로 80,126.7290658,37.37055135,031-433-2080,카카오
샤인치과의원,치과,,경기 시흥시 서울대학로278번길 43-13,126.73022519557111,37.36897541141018,031-499-2804,카카오
서울예은치과,치과,,경기 시흥시 서울대학로264번길 26-16,126.72564689385727,37.36694748846614,031-403-7528,카카오
서울웃는아이소아치과의원,치과,,경기 시흥시 배곧3로 86,126.72938066852485,37.370258341462886,031-313-2877,카카오
서울윈치과의원,치과,,경기 시흥시 배곧3로 86,126.7294826,37.37017748,031-319-3321,카카오
시카고치과의원,치과,,경기 시흥시 서울대학로264번길 44-4,126.72826730324557,37.36719140788712,031-433-2275,카카오
예미담치과의원,치과,,경기 시흥시 배곧1로 27-16,126.71429940029607,37.363339053621345,031-499-7528,카카오
캠퍼스치과의원,치과,,경기 시흥시 배곧1로 27-16,126.7133401259162,37.362386152286824,031-433-7528,카카오
한라도담치과의원,치과,,경기 시흥시 배곧1로 27-15,126.71281818480603,37.36249751423853,031-497-7528,카카오
편한이치과의원,치과,,경기 시흥시 하중로 201,126.8051327,37.3938358,031-404-7528,카카오
한빛 치과의원,치과,,경기 시흥시 하중로 193,126.8045937,37.39442238,031-318-2875,카카오
연성치과,치과,,경기 시흥시 연성로 83-1,126.8126202,37.39104032,031-317-9575,카카오
시흥우리치과의원,치과,,경기 시흥시 시청로 61,126.8002946,37.37987,031-312-2875,카카오
장미치과,치과,,경기 시흥시 시청로68번길 10,126.8008349,37.38093322,031-318-6888,카카오
늘푸른치과의원,치과,,경기 시흥시 진말로9번길 2,126.78524446971413,37.37846596216967,031-404-2822,카카오
서울스마트치과의원,치과,,경기 시흥시 장현장곡로 2,126.7892922,37.37885888,031-311-2850,카카오
시흥장곡역치과의원,치과,,경기 시흥시 황고개로 530,126.7892478837142,37.37815420189793,031-314-2842,카카오
아이한길소아치과,치과,,경기 시흥시 황고개로 536,126.7892481,37.37848938,031-8044-7522,카카오
연성부부치과의원,치과,,경기 시흥시 장곡로53번길 12,126.7825508,37.37835652,031-317-7528,카카오
예가치과의원,치과,,경기 시흥시 장현장곡로 6,126.7897075,37.37892089,031-435-2879,카카오
장현탑치과의원,치과,,경기 시흥시 장현능곡로 15,126.7921277,37.37299283,031-313-2878,카카오
하나치과의원,치과,,경기 시흥시 진말로 20,126.7857913687375,37.37910848236073,031-317-4020,카카오
하온치과의원,치과,,경기 시흥시 황고개로 526,126.78920875571858,37.37761171620884,031-506-2080,카카오
하이덴치과의원,치과,,경기 시흥시 장곡로 50,126.78316340255246,37.37971098263619,031-435-2875,카카오
능곡웰치과의원,치과,,경기 시흥시 능곡로 178,126.8114218,37.36813441,031-435-7528,카카오
닥터손치과의원,치과,,경기 시흥시 능곡군자로 50,126.80619416765082,37.369304495248485,031-404-2828,카카오
바른탑치과의원,치과,,경기 시흥시 승지로59번길 12,126.8090017,37.36891712,031-503-2879,카카오
시흥샛별소아치과,치과,,경기 시흥시 승지로59번길 12,126.80890170501377,37.36871602646058,031-315-5275,카카오
시흥세브란스치과의원,치과,,경기 시흥시 장현능곡로 178,126.8097402585758,37.36970309943768,031-313-2875,카카오
시흥퍼스트치과의원,치과,,경기 시흥시 능곡번영길 30,126.806622,37.37020982,031-431-2804,카카오
연세바로치과의원 시흥점,치과,,경기 시흥시 능곡번영길 22,126.8078658,37.36986225,031-313-7522,카카오
오케이치과의원,치과,,경기 시흥시 승지로60번길 25,126.812253,37.36798796,031-435-8275,카카오
하이서울치과의원,치과,,경기 시흥시 장현능곡로 184,126.8106011,37.36947742,031-435-2880,카카오
미소지음치과의원,치과,,경기 시흥시 거북섬로 211,126.6877619,37.3229186,031-520-2875,카카오
e-조은치과의원,치과,치과의원,"경기도 시흥시 군자로 514, 204호 (거모동, 거모프라자)",126.784827,37.3443011,031-491-5956,HIRA(건강보험심사평가원)
미소드림치과의원,치과,치과의원,"경기도 시흥시 군자로 526, 307호 (거모동, 그랜드프라자)",126.7851834,37.3433541,031-492-6222,HIRA(건강보험심사평가원)
바로드림치과의원,치과,치과의원,"경기도 시흥시 정왕대로 210, 성담스퀘어 5층 518호 (정왕동)",126.7369006,37.345931,031-498-2282,HIRA(건강보험심사평가원)
사과나무치과의원,치과,치과의원,"경기도 시흥시 중심상가로 146, 302호 (정왕동, 한일프라자)",126.7320495,37.3467407,031-431-3223,HIRA(건강보험심사평가원)
서울감동치과의원,치과,치과의원,"경기도 시흥시 목감우회로 39, 3층 301호 (목감동)",126.8603365,37.3818829,031-504-2750,HIRA(건강보험심사평가원)
서울라이프치과의원,치과,치과의원,"경기도 시흥시 은계번영길 9, 골드웨이Ⅰ 512~515호 (은행동)",126.8016257,37.4374767,031-316-2879,HIRA(건강보험심사평가원)
서울숙면치과의원,치과,치과의원,"경기도 시흥시 중심상가3길 10, 3층 (정왕동)",126.7368833,37.3453422,031-311-2875,HIRA(건강보험심사평가원)
서울예은치과의원,치과,치과의원,"경기도 시흥시 서울대학로264번길 26-16, 해든메디컬센터 5층 505호~507호 (정왕동)",126.7256641,37.3669445,031-403-7528,HIRA(건강보험심사평가원)
서울탑치과의원,치과,치과의원,"경기도 시흥시 복지로 3, 유암빌딩 4층 401호 (신천동)",126.7868685,37.4403255,031-313-2835,HIRA(건강보험심사평가원)
스마일치과의원,치과,치과의원,"경기도 시흥시 수인로3395번길 14, 2층 (신천동)",126.7811156,37.4403901,031-314-8038,HIRA(건강보험심사평가원)
시카고모아치과의원,치과,치과의원,"경기도 시흥시 대은로 81, 7층 (대야동, 모비딕빌딩)",126.7972865,37.4447141,031-313-2275,HIRA(건강보험심사평가원)
시흥e소망치과의원,치과,치과의원,"경기도 시흥시 비둘기공원6길 4, 3층 (대야동)",126.7915165,37.4435506,031-318-2804,HIRA(건강보험심사평가원)
시흥샛별소아치과치과의원,치과,치과의원,"경기도 시흥시 승지로59번길 12, 시티타워 2층 208~209호 (능곡동)",126.8090412,37.3688669,031-315-5275,HIRA(건강보험심사평가원)
시흥치과의원,치과,치과의원,"경기도 시흥시 삼미시장1길 17, (신천동)",126.784338,37.4404202,031-314-2828,HIRA(건강보험심사평가원)
시흥하나의료소비자생활협동조합이사랑치과의원,치과,치과의원,"경기도 시흥시 중심상가4길 24-1, 2층 (정왕동)",126.7371695,37.3433413,031-432-7171,HIRA(건강보험심사평가원)
시흥햇살좋은치과의원,치과,치과의원,"경기도 시흥시 비둘기공원로 28, 4층 (대야동)",126.7919563,37.443059,031-404-3255,HIRA(건강보험심사평가원)
시흥희망의료복지 사회적협동조합 희망치과의원,치과,치과의원,"경기도 시흥시 은행로167번길 6, 402(일부)호, 403(일부)호 (대야동, 청송빌딩)",126.797964,37.4456746,031-311-9124,HIRA(건강보험심사평가원)
심플란트치과의원,치과,치과의원,"경기도 시흥시 공단1대로 244, 205호 (정왕동, 지원센터)",126.7273163,37.3355503,031-430-2875,HIRA(건강보험심사평가원)
아이한길소아치과의원,치과,치과의원,"경기도 시흥시 황고개로 536, 장현리메인시티 501~504호 (장곡동)",126.789257,37.3785315,031-8044-7522,HIRA(건강보험심사평가원)
연성치과의원,치과,치과의원,"경기도 시흥시 연성로 83-1, 201호 (하상동, 하상프라자)",126.8125859,37.3910307,031-317-9575,HIRA(건강보험심사평가원)
연세굿모닝치과의원,치과,치과의원,"경기도 시흥시 정왕신길로49번길 59, 2층 (정왕동, 덕경빌딩)",126.7301086,37.3625894,031-319-6890,HIRA(건강보험심사평가원)
연세바로치과의원,치과,치과의원,"경기도 시흥시 능곡번영길 22, 3층 307~309호 (능곡동)",126.8078957,37.3699097,031-313-7522,HIRA(건강보험심사평가원)
연세행복치과의원,치과,치과의원,"경기도 시흥시 대은로 79, 2층 (대야동, 남양빌딩)",126.797081,37.4445909,031-315-2804,HIRA(건강보험심사평가원)
예스부부치과의원,치과,치과의원,"경기도 시흥시 비둘기공원7길 18, 301호 (대야동, 하나골드타워)",126.7930949,37.4444397,031-318-7528,HIRA(건강보험심사평가원)
예스플러스치과의원,치과,치과의원,"경기도 시흥시 매화1로 3, 성심치과의원 2층 일부호 (매화동)",126.8147353,37.4156265,031-315-5772,HIRA(건강보험심사평가원)
예치과병원,치과,치과병원,"경기도 시흥시 마유로 330, 대하빌딩 3층 (정왕동)",126.735384,37.3455286,031-432-0600,HIRA(건강보험심사평가원)
올스마일치과의원,치과,치과의원,"경기도 시흥시 은계번영길 13, 아리테타워 3층 303~304호 (은행동)",126.8025633,37.4373532,031-313-2804,HIRA(건강보험심사평가원)
원플란트치과의원,치과,치과의원,"경기도 시흥시 정왕천로 413, 2~3층 (정왕동)",126.7520724,37.3446184,031-497-2879,HIRA(건강보험심사평가원)
월곶바른치과의원,치과,치과의원,"경기도 시흥시 월곶중앙로 63, 2층 (월곶동)",126.7380574,37.3887893,031-509-2800,HIRA(건강보험심사평가원)
유디치과의원,치과,치과의원,"경기도 시흥시 중심상가2길 22, 302호303호 (정왕동, 로즈프라자)",126.7375647,37.3449124,031-499-1480,HIRA(건강보험심사평가원)
임플라인 치과의원,치과,치과의원,"경기도 시흥시 삼미시장1길 37, 405호 (신천동)",126.782559,37.440964,031-509-2875,HIRA(건강보험심사평가원)
장미치과의원,치과,치과의원,"경기도 시흥시 시청로68번길 10, 2층 (장현동, 봉빈빌딩)",126.8008251,37.3809401,031-318-6888,HIRA(건강보험심사평가원)
장임선치과의원,치과,치과의원,"경기도 시흥시 오이도어시장로 22, 5층 (정왕동, 미리온빌딩)",126.6899916,37.3444847,031-319-2825,HIRA(건강보험심사평가원)
정왕연세치과의원,치과,치과의원,"경기도 시흥시 정왕시장길 62, 3층 (정왕동)",126.7493293,37.3460795,031-319-1275,HIRA(건강보험심사평가원)
제이치과의원,치과,치과의원,"경기도 시흥시 마유로 416, 203호 (정왕동, 월드아쿠아)",126.741265,37.3516037,031-499-4010,HIRA(건강보험심사평가원)
하이탑치과의원,치과,치과의원,"경기도 시흥시 정왕대로 78, (정왕동)",126.725191,37.353311,031-433-2811,HIRA(건강보험심사평가원)
한국치과의원,치과,치과의원,"경기도 시흥시 정왕대로266번길 4, (정왕동, 금강아파트)",126.7414107,37.3431503,031-498-2875,HIRA(건강보험심사평가원)
한미치과의원,치과,치과의원,"경기도 시흥시 정왕대로 342, 201,202호 (정왕동)",126.7487116,37.3387878,031-433-8280,HIRA(건강보험심사평가원)
현대치과의원,치과,치과의원,"경기도 시흥시 삼미시장4길 8, 2층 (신천동)",126.7839426,37.4392589,031-314-4946,HIRA(건강보험심사평가원)
