기관명,분류,종별,주소,좌표X,좌표Y,전화번호,출처
로얄마트,소형마트,슈퍼마켓,경기 시흥시 오동마을로5번길 13,126.74351176,37.35330912,031-431-2524,카카오맵
K마트,소형마트,슈퍼마켓,경기 시흥시 연성로29번길 32,126.80587473,37.3933757,031-317-5550,카카오맵
롯데할인마트,소형마트,슈퍼마켓,경기 시흥시 삼미시장3길 20-1,126.78301822,37.44025013,031-312-8615,카카오맵
굿마트,소형마트,슈퍼마켓,경기 시흥시 시청로68번길 14,126.80127198,37.38130878,031-404-3848,카카오맵
그린마트,소형마트,슈퍼마켓,경기 시흥시 호현로21번길 16,126.78316466,37.44276062,031-404-2441,카카오맵
고향마트,소형마트,슈퍼마켓,경기 시흥시 정왕천로428번길 24,126.75515592,37.34408745,,카카오맵
지할인마트,소형마트,슈퍼마켓,경기 시흥시 정왕천로369번길 12,126.74824904,37.34210331,031-507-0705,카카오맵
우리홈마트,소형마트,슈퍼마켓,경기 시흥시 오동마을로5번길 38,126.74592965,37.3522322,,카카오맵
함샘중국마트,소형마트,슈퍼마켓,경기 시흥시 군서로 26,126.74898858,37.34504583,031-432-1566,카카오맵
매화할인마트,소형마트,슈퍼마켓,경기 시흥시 매화2로 34,126.81116434,37.41722343,031-314-8334,카카오맵
신장산마트 정왕점,소형마트,슈퍼마켓,경기 시흥시 정왕시장길 51,126.7485696,37.34580631,,카카오맵
연희할인마트,소형마트,슈퍼마켓,경기 시흥시 신천로79번길 11,126.78468773,37.43731317,031-313-3688,카카오맵
진로마트,소형마트,슈퍼마켓,경기 시흥시 신천4길 21,126.77996014,37.4380442,031-314-0550,카카오맵
해와달마트,소형마트,슈퍼마켓,경기 시흥시 오이도중앙로 32-1,126.68967137,37.34528354,031-434-7567,카카오맵
하모니마트 포동점,소형마트,슈퍼마켓,경기 시흥시 신현로38번길 22,126.78426844,37.40741128,031-318-8765,카카오맵
아시아마트,소형마트,슈퍼마켓,경기 시흥시 오이도어시장로 26,126.69044799,37.34442059,,카카오맵
아시아DC마트,소형마트,슈퍼마켓,경기 시흥시 삼미시장3길 20,126.78330455,37.44009748,,카카오맵
식육M마트,소형마트,식품판매,경기 시흥시 엠티브이북로 25,126.68466601,37.33074754,031-499-9738,카카오맵
기원태양마트,소형마트,슈퍼마켓,경기 시흥시 시흥대로1065번길 24-1,126.78980503,37.43133875,031-318-7853,카카오맵
다연홈마트,소형마트,슈퍼마켓,경기 시흥시 하중로 128,126.80010586,37.39907676,,카카오맵
프엉아시안마트,소형마트,슈퍼마켓,경기 시흥시 큰솔로7번길 20,126.74976981,37.33952599,070-4114-1211,카카오맵
비스밀라할랄마트,소형마트,식품판매,경기 시흥시 오이도5길 17,126.68881296,37.34299358,,카카오맵
도매할인마트,소형마트,슈퍼마켓,경기 시흥시 정왕천로359번길 33,126.74541531,37.34244144,031-432-8089,카카오맵
시화마트,소형마트,슈퍼마켓,경기 시흥시 오이도로135번길 57,126.68771003,37.34335018,,카카오맵
땡땡마트,소형마트,슈퍼마켓,경기 시흥시 수인로2421번길 87-2,126.85856056,37.38803081,010-2709-1113,카카오맵
OK마트,소형마트,슈퍼마켓,경기 시흥시 새우개2길 48,126.77311763,37.40416747,,카카오맵
라차아시아마트,소형마트,슈퍼마켓,경기 시흥시 군서마을로 82-1,126.74371874,37.34786917,,카카오맵
알팔라할랄마트,소형마트,식품판매,경기 시흥시 오이도5길 19-1,126.68866708,37.34251925,,카카오맵
이플러스마트,소형마트,슈퍼마켓,경기 시흥시 대골안길 64,126.78721017,37.44435646,031-314-6023,카카오맵
한아름마트,소형마트,슈퍼마켓,경기 시흥시 신현로12번길 2,126.78779556,37.40832319,,카카오맵
통큰할인마트,소형마트,슈퍼마켓,경기 시흥시 큰솔공원로 26,126.75654295,37.3416269,,카카오맵
G마트 은행점,소형마트,슈퍼마켓,경기 시흥시 은행로 104,126.79810101,37.44081296,031-318-7407,카카오맵
DC할인마트,소형마트,슈퍼마켓,경기 시흥시 복지로91번길 17,126.78956536,37.44793409,,카카오맵
두산홈마트,소형마트,슈퍼마켓,경기 시흥시 소래산길 67,126.78825586,37.45223859,031-311-4561,카카오맵
햇빛촌마트 오이도점,소형마트,슈퍼마켓,경기 시흥시 오이도로157번길 24,126.69074511,37.34627027,031-434-1253,카카오맵
서희마트,소형마트,슈퍼마켓,경기 시흥시 군자로253번길 20,126.77255076,37.36300589,031-434-1112,카카오맵
월곶식품마트,소형마트,슈퍼마켓,경기 시흥시 월곶중앙로29번길 18,126.74099724,37.38609008,,카카오맵
시화월드마트,소형마트,식품판매,경기 시흥시 정왕시장길 35-2,126.74736082,37.34448373,031-452-5188,카카오맵
부천축산농협 하나로마트,소형마트,슈퍼마켓,경기 시흥시 계수로 94,126.8099718,37.44881021,,카카오맵
알뜰디씨마트,소형마트,슈퍼마켓,경기 시흥시 오동마을로 27,126.74474264,37.35246121,,카카오맵
계룡마트,소형마트,슈퍼마켓,경기 시흥시 정왕대로28번길 4,126.72002013,37.35610669,031-433-8940,카카오맵
하린아시아마트,소형마트,슈퍼마켓,경기 시흥시 신천3길 23,126.78373303,37.43884496,,카카오맵
싱싱파인마트,소형마트,슈퍼마켓,경기 시흥시 봉우재로7번길 20-1,126.74060746,37.3451602,031-498-4912,카카오맵
골드할인마트 태광1호점,소형마트,슈퍼마켓,경기 시흥시 군서로18번길 28,126.75168314,37.34655443,,카카오맵
방글이마트,소형마트,슈퍼마켓,경기 시흥시 오이도4길 21,126.68934396,37.34230208,031-434-0120,카카오맵
코사할인마트,소형마트,슈퍼마켓,경기 시흥시 대야로13번길 2,126.78912868,37.44487438,,카카오맵
한우리마트,소형마트,슈퍼마켓,경기 시흥시 군자로534번안길 14,126.78779106,37.34259171,,카카오맵
아세안마트,소형마트,슈퍼마켓,경기 시흥시 정왕천로355번길 14,126.74705132,37.34119882,,카카오맵
시흥마트,소형마트,슈퍼마켓,경기 시흥시 수인로2793번길 65-1,126.82313699,37.40205978,,카카오맵
반값마트,소형마트,슈퍼마켓,경기 시흥시 호현로 28,126.78505192,37.44272172,,카카오맵
풍년마트,소형마트,슈퍼마켓,경기 시흥시 마산로 187,126.8644249,37.3665095,,카카오맵
삼호마트,소형마트,슈퍼마켓,경기 시흥시 호현로73번길 5,126.78615502,37.44662781,031-311-0730,카카오맵
킹할인마트,소형마트,슈퍼마켓,경기 시흥시 삼미시장2길 32-1,126.78337509,37.44032286,031-314-7037,카카오맵
굿하이피할인마트,소형마트,슈퍼마켓,경기 시흥시 정왕천로359번길 58,126.7433212,37.34396956,031-433-5799,카카오맵
그랜드마트,소형마트,슈퍼마켓,경기 시흥시 정왕대로53번길 5,126.72361514,37.35579799,031-432-7735,카카오맵
제이케이아시안마트,소형마트,식품판매,경기 시흥시 정왕천로375번길 3,126.74902717,37.34192836,,카카오맵
충청할인마트,소형마트,슈퍼마켓,경기 시흥시 논곡길 11,126.85499675,37.39390296,,카카오맵
주식회사 한샘중국마트,소형마트,슈퍼마켓,경기 시흥시 정왕천로 425,126.75293044,37.34545689,,카카오맵
IGA마트 신천점,소형마트,슈퍼마켓,경기 시흥시 시흥대로 1121,126.79115569,37.43563988,,카카오맵
큐마트,소형마트,슈퍼마켓,경기 시흥시 역전로 351,126.73597618,37.35601724,031-497-3449,카카오맵
주식회사 장터마트,소형마트,슈퍼마켓,경기 시흥시 비둘기공원7길 53,126.7917735,37.4414426,,카카오맵
대하마트,소형마트,슈퍼마켓,경기 시흥시 삼미시장1길 19,126.78390767,37.44059414,,카카오맵
라온대형할인마트,소형마트,슈퍼마켓,경기 시흥시 하우로 49-8,126.78341993,37.45926222,,카카오맵
정왕시장마트,소형마트,슈퍼마켓,경기 시흥시 정왕시장길 51,126.74857975,37.34580904,,카카오맵
엘지그린마트,소형마트,슈퍼마켓,경기 시흥시 역전로 127-1,126.75537677,37.34628101,,카카오맵
하나로할인마트,소형마트,슈퍼마켓,경기 시흥시 논곡길 12,126.85506525,37.39410667,,카카오맵
삼성마트,소형마트,식품판매,경기 시흥시 호현로 147,126.78891948,37.45256775,,카카오맵
365마트,소형마트,슈퍼마켓,경기 시흥시 정왕천로375번길 31,126.74670173,37.34314249,010-6681-8097,카카오맵
오케이슈퍼(ok마트),소형마트,슈퍼마켓,경기 시흥시 도일로124번길 2,126.78416529,37.34134173,,카카오맵
대림할인마트,소형마트,슈퍼마켓,경기 시흥시 역전로 239,126.74478868,37.34953117,031-499-4685,카카오맵
중한마트,소형마트,슈퍼마켓,경기 시흥시 군서로14번길 20,126.75135346,37.34556802,,카카오맵
다드림마트,소형마트,슈퍼마켓,경기 시흥시 도일로92번길 4,126.78431764,37.33857765,,카카오맵
엘림마트,소형마트,슈퍼마켓,경기 시흥시 큰솔로7번안길 19-7,126.7506228,37.34093339,031-434-3525,카카오맵
대림싱싱마트,소형마트,슈퍼마켓,경기 시흥시 중심상가로 74,126.72575598,37.35062027,,카카오맵
신혜마트,소형마트,슈퍼마켓,경기 시흥시 정왕천로449번길 46,126.74981507,37.34765336,,카카오맵
플러스마트 시흥정왕점,소형마트,슈퍼마켓,경기 시흥시 정왕시장길 15,126.74601581,37.34307525,031-498-4507,카카오맵
대우마트,소형마트,슈퍼마켓,경기 시흥시 은행로 120,126.79896933,37.44190016,031-314-8007,카카오맵
대일마트,소형마트,슈퍼마켓,경기 시흥시 신천로7번길 2,126.79210387,37.43353498,,카카오맵
대우그린마트,소형마트,슈퍼마켓,경기 시흥시 대은로 64,126.79598169,37.44351686,,카카오맵
SKB마트,소형마트,슈퍼마켓,경기 시흥시 봉우재로23번길 5,126.74304228,37.34534572,010-9359-8758,카카오맵
야채마트,소형마트,식품판매,경기 시흥시 오이도어시장로 8,126.68890999,37.34464001,,카카오맵
신선중국마트,소형마트,식품판매,경기 시흥시 정왕천로 429,126.75324876,37.34578192,,카카오맵
프라임홈마트,소형마트,슈퍼마켓,경기 시흥시 은계남로 11,126.80143103,37.43400423,,카카오맵
드림마트,소형마트,슈퍼마켓,경기 시흥시 시청로 61,126.80027311,37.37988348,,카카오맵
굿모닝마트,소형마트,슈퍼마켓,경기 시흥시 정왕대로 342,126.74855071,37.33861066,,카카오맵
반값마트 시흥은계점,소형마트,슈퍼마켓,경기 시흥시 은계로338번길 13,126.79692394,37.45028059,,카카오맵
더블할인마트,소형마트,슈퍼마켓,경기 시흥시 신천로100번안길 21,126.78684604,37.43727654,,카카오맵
지영할인마트,소형마트,슈퍼마켓,경기 시흥시 군서마을로 54-3,126.74621436,37.34645002,010-5612-7888,카카오맵
쿨할인마트,소형마트,슈퍼마켓,경기 시흥시 오동마을로45번길 17-3,126.7471381,37.35301418,,카카오맵
금호그린마트,소형마트,슈퍼마켓,경기 시흥시 하상로 36,126.81263031,37.39421914,,카카오맵
럭키할인마트,소형마트,슈퍼마켓,경기 시흥시 큰솔공원로 20-1,126.7563968,37.3421528,,카카오맵
편의점마트,소형마트,슈퍼마켓,경기 시흥시 서울대학로 59-59,126.70966513,37.3590461,,카카오맵
천리마트,소형마트,슈퍼마켓,경기 시흥시 큰솔로96번길 7,126.75676213,37.34435026,,카카오맵
동네마트,소형마트,슈퍼마켓,경기 시흥시 큰솔공원로 20-1,126.75634166,37.34210313,,카카오맵
중림할인마트,소형마트,슈퍼마켓,경기 시흥시 금오로 619,126.83276539,37.45586445,,카카오맵
우리마트,소형마트,슈퍼마켓,경기 시흥시 계수로197번길 16,126.82018891,37.45414487,031-315-9264,카카오맵
SJ마트,소형마트,슈퍼마켓,경기 시흥시 역전로 427,126.73680136,37.36278037,031-434-2939,카카오맵
샛별마트,소형마트,식품판매,경기 시흥시 정왕시장길 32-1,126.74734879,37.34402959,,카카오맵
예림중국마트,소형마트,슈퍼마켓,경기 시흥시 정왕대로233번안길 3-10,126.74213682,37.34742513,,카카오맵
마루편의앤마트,소형마트,슈퍼마켓,경기 시흥시 공단1대로 204,126.72471058,37.33771153,,카카오맵
우경중한마트,소형마트,식품판매,경기 시흥시 군서로36번길 20,126.74936645,37.34680364,,카카오맵
한중할인마트,소형마트,슈퍼마켓,경기 시흥시 봉우재로51번길 4-1,126.7451943,37.34739751,,카카오맵
우성마트,소형마트,슈퍼마켓,경기 시흥시 은행로 208,126.79428037,37.44745314,,카카오맵
함샘마트 정왕점,소형마트,슈퍼마켓,경기 시흥시 정왕천로 425,126.75293044,37.34545689,031-480-0845,카카오맵
안골마트,소형마트,슈퍼마켓,경기 시흥시 범안로390번길 3,126.8195014,37.44864765,,카카오맵
웅이네마트,소형마트,슈퍼마켓,경기 시흥시 정왕천로 407,126.75167961,37.34420094,031-433-5558,카카오맵
두산미소마트,소형마트,슈퍼마켓,경기 시흥시 서해안로 1645,126.78916741,37.45201587,,카카오맵
대복마트,소형마트,슈퍼마켓,경기 시흥시 정왕천로 418-1,126.75276561,37.34478618,031-497-6887,카카오맵
정육마트정육깡,소형마트,식품판매,경기 시흥시 정왕대로 56,126.72301823,37.35451713,031-362-6696,카카오맵
남경마트,소형마트,슈퍼마켓,경기 시흥시 수인로3247번길 19,126.79800928,37.43667985,,카카오맵
행복마트,소형마트,슈퍼마켓,경기 시흥시 금오로 490,126.83138479,37.44554949,,카카오맵
신명할인마트,소형마트,슈퍼마켓,경기 시흥시 은행로 267,126.79761981,37.44368006,,카카오맵
싱싱한중마트,소형마트,슈퍼마켓,경기 시흥시 군서마을로 82-1,126.74371874,37.34786917,031-8042-5717,카카오맵
CS마트,소형마트,슈퍼마켓,경기 시흥시 비둘기공원5길 12,126.79034126,37.4432475,,카카오맵
오케이마트,소형마트,슈퍼마켓,경기 시흥시 새우개5길 16-1,126.77400335,37.40484132,,카카오맵
스카이마트,소형마트,슈퍼마켓,경기 시흥시 큰솔공원로 10,126.75536126,37.34271291,031-434-9969,카카오맵
싱싱마트,소형마트,슈퍼마켓,경기 시흥시 수인로2857번길 44,126.81590214,37.4112049,,카카오맵
설연할인마트,소형마트,슈퍼마켓,경기 시흥시 군서로 59-1,126.74588936,37.34677279,031-497-7988,카카오맵
서해할인마트,소형마트,슈퍼마켓,경기 시흥시 비둘기공원7길 27,126.79296983,37.44362155,031-311-6648,카카오맵
주공세일마트,소형마트,슈퍼마켓,경기 시흥시 정왕대로143번길 8,126.73232252,37.35091913,,카카오맵
요진마트,소형마트,슈퍼마켓,경기 시흥시 중심상가로 73,126.7259896,37.35093437,,카카오맵
썬디씨마트,소형마트,슈퍼마켓,경기 시흥시 오이도4길 12,126.68929515,37.34319217,,카카오맵
한마음마트,소형마트,슈퍼마켓,경기 시흥시 금오로575번길 3,126.83340723,37.45235501,,카카오맵
늘푸른마트,소형마트,슈퍼마켓,경기 시흥시 은행로 235,126.7949791,37.44567486,,카카오맵
농수산물할인마트,소형마트,슈퍼마켓,경기 시흥시 협력로 281,126.71479814,37.35205762,,카카오맵
은계공원멀티마트,소형마트,식품판매,경기 시흥시 은계중앙로 236,126.80430589,37.44513835,,카카오맵
행복한마트,소형마트,슈퍼마켓,경기 시흥시 마유로446번길 45,126.74704923,37.3525887,,카카오맵
보라네마트,소형마트,슈퍼마켓,경기 시흥시 문화마을로16번길 32-1,126.78323147,37.44466909,031-314-0821,카카오맵
과림할인마트2,소형마트,슈퍼마켓,경기 시흥시 금오로121번길 8,126.83923156,37.41512682,,카카오맵
용마트 복지점,소형마트,슈퍼마켓,경기 시흥시 봉우재로 23-17,126.7419261,37.34601186,,카카오맵
유마트에브리타운,소형마트,슈퍼마켓,경기 시흥시 금오로 329,126.83521757,37.43286682,,카카오맵
코사할인마트 대야점,소형마트,슈퍼마켓,경기 시흥시 복지로120번길 12,126.79386564,37.4486814,031-311-0382,카카오맵
에스에스아시아하랄마트,소형마트,슈퍼마켓,경기 시흥시 큰솔로46번길 10,126.75354819,37.34083771,,카카오맵
한방디쉬앤마트(HANBANGDISHANDMART),소형마트,식품판매,경기 시흥시 중심상가로 180,126.73522677,37.34475003,,카카오맵
유마트에브리타운 2호점,소형마트,슈퍼마켓,경기 시흥시 금오로 329,126.83519613,37.43285237,,카카오맵
대부할인마트,소형마트,supermarket,,126.742302,37.350388,,OpenStreetMap
태림이불디씨마트,소형마트,supermarket,,126.732243,37.34646,,OpenStreetMap
에이스식자재마트,소형마트,supermarket,,126.784825,37.378353,,OpenStreetMap
대수할인마트,소형마트,supermarket,,126.796455,37.43281,,OpenStreetMap
숲속마트,소형마트,supermarket,,126.7811098,37.3773756,,OpenStreetMap
스마일마트,소형마트,supermarket,,126.7562864,37.3420569,,OpenStreetMap
우리W마트,소형마트,supermarket,,126.690312,37.343111,,OpenStreetMap
농심가마트,소형마트,supermarket,,126.7316944,37.3581224,,OpenStreetMap
플러스마트,소형마트,supermarket,,126.7460416,37.3430951,,OpenStreetMap
농수산 할인 마트,소형마트,supermarket,,126.8002038,37.4436798,,OpenStreetMap
하모니마트,소형마트,supermarket,,126.814732,37.390894,,OpenStreetMap
신그린마트,소형마트,supermarket,,126.792782,37.449057,,OpenStreetMap
아이원마트,소형마트,supermarket,,126.758643,37.382199,,OpenStreetMap
K-할인마트,소형마트,supermarket,,126.806012,37.394519,,OpenStreetMap
제이유25마트,소형마트,supermarket,,126.714834,37.351994,,OpenStreetMap
청솔그린마트,소형마트,supermarket,,126.729966,37.34694,,OpenStreetMap
대동할인마트,소형마트,supermarket,,126.8003844,37.3798235,,OpenStreetMap
우리할인마트,소형마트,supermarket,,126.784431,37.439825,,OpenStreetMap
하나할인마트,소형마트,supermarket,,126.804594,37.394243,,OpenStreetMap
시화세일마트,소형마트,supermarket,,126.743712,37.3436938,,OpenStreetMap
떳다할인마트,소형마트,supermarket,,126.783354,37.340688,,OpenStreetMap
오복종합할인마트,소형마트,supermarket,,126.753506,37.339044,,OpenStreetMap
목감낚시마트,소형마트,supermarket,,126.862616,37.386623,,OpenStreetMap
타이어마트,소형마트,supermarket,,126.818624,37.415696,,OpenStreetMap
피시마트,소형마트,supermarket,,126.813404,37.41641,,OpenStreetMap
중고마트,소형마트,supermarket,,126.735936,37.348329,,OpenStreetMap
E카마트,소형마트,supermarket,,126.85837,37.382158,,OpenStreetMap
오렌지마트,소형마트,supermarket,,126.754241,37.338294,,OpenStreetMap
거산DC마트,소형마트,supermarket,,126.783354,37.340688,,OpenStreetMap
신선마트,소형마트,supermarket,,126.7356511,37.3483729,,OpenStreetMap
토리노피자마트,소형마트,supermarket,,126.7530455,37.3438669,,OpenStreetMap
문구시장,소형마트,supermarket,,126.783009,37.378893,,OpenStreetMap
안양축협,소형마트,supermarket,,126.858002,37.398979,,OpenStreetMap
부천축협,소형마트,supermarket,,126.786961,37.440616,,OpenStreetMap
안산축협,소형마트,supermarket,,126.823452,37.38433,,OpenStreetMap
롯데마트,소형마트,supermarket,,126.7297819,37.3370082,,OpenStreetMap
세계로마트,소형마트,supermarket,,126.73704,37.3458408,,OpenStreetMap
홈플러스,소형마트,supermarket,,126.7251417,37.3452693,,OpenStreetMap
진로 그린 마트,소형마트,supermarket,,126.7842615,37.3422728,,OpenStreetMap
코사마트,소형마트,supermarket,,126.7939292,37.448698,,OpenStreetMap
요진슈퍼,소형마트,supermarket,,126.7260449,37.3508511,,OpenStreetMap
동원마트,소형마트,supermarket,,126.785751,37.3422665,,OpenStreetMap
씽씽마트,소형마트,supermarket,,126.8156751,37.4109417,,OpenStreetMap
행운쌀마트,소형마트,supermarket,,126.8148298,37.4142706,,OpenStreetMap
매화슈퍼,소형마트,supermarket,,126.812833,37.4152257,,OpenStreetMap
엘마트,소형마트,supermarket,,126.796635,37.438409,,OpenStreetMap
식자제 마트,소형마트,supermarket,,126.7482663,37.3388514,,OpenStreetMap
영남1차 슈퍼,소형마트,supermarket,,126.7270159,37.3587024,,OpenStreetMap
훼미리마트,소형마트,supermarket,,126.7810286,37.4436136,,OpenStreetMap
현대 썬마트,소형마트,supermarket,,126.7821578,37.443948,,OpenStreetMap
진로할인마트,소형마트,supermarket,,126.7858849,37.4478038,,OpenStreetMap
유~마켓,소형마트,supermarket,,126.7831586,37.4427574,,OpenStreetMap
롯데슈퍼,소형마트,supermarket,,126.812301,37.369071,,OpenStreetMap
식자재마트,소형마트,supermarket,,126.8016655,37.4376816,,OpenStreetMap
동키마켓배곧할인마트,소형마트,supermarket,,126.7270259,37.3664338,,OpenStreetMap
노브랜드,소형마트,supermarket,,126.7295509,37.3638008,,OpenStreetMap
이마트에브리데이,소형마트,supermarket,,126.8018013,37.3810373,,OpenStreetMap
태양비닐봉투,소형마트,슈퍼마켓,경기도 시흥시 봉우재로7번길 6,126.741989387152,37.3443369844933,,공공데이터포털(상가업소정보)
아이스크림할인점시흥,소형마트,슈퍼마켓,경기도 시흥시 장곡남로 35,126.791008995593,37.3745730559028,,공공데이터포털(상가업소정보)
OK아시아매점,소형마트,슈퍼마켓,경기도 시흥시 희망공원로 69,126.711073529061,37.330849214844,,공공데이터포털(상가업소정보)
은계호수마켓,소형마트,슈퍼마켓,경기도 시흥시 은계중앙로 250,126.803998072122,37.4461721990506,,공공데이터포털(상가업소정보)
빙아이스크림,소형마트,슈퍼마켓,경기도 시흥시 정왕시장길 75,126.750060194619,37.3472466088825,,공공데이터포털(상가업소정보)
업소명없음,소형마트,슈퍼마켓,경기도 시흥시 정왕천로 375,126.749423157585,37.3419652397004,,공공데이터포털(상가업소정보)
아이스꽁꽁,소형마트,슈퍼마켓,경기도 시흥시 군자로 319,126.772520240571,37.3581583116978,,공공데이터포털(상가업소정보)
