검색카테고리,id,place_name,category_name,세부분류,category_group_code,phone,address_name,road_address_name,x,y,place_url,법정동코드,법정동명,법정동_시도,법정동_시군구,법정동_읍면동,법정동_리,행정동코드,행정동명,행정동_시도,행정동_시군구,행정동_읍면동
병원,23972184,새오름가정의원,"의료,건강 > 병원 > 일반의원",기타,HP8,031-313-9809,경기 시흥시 대야동 558-7,경기 시흥시 비둘기공원7길 83,126.7923411,37.43929378,http://place.map.kakao.com/23972184,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,1216626895,서울강치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-316-7528,경기 시흥시 대야동 544-1,경기 시흥시 비둘기공원7길 39,126.79243852287021,37.44246282,http://place.map.kakao.com/1216626895,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,371408458,서울이음치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-8042-2875,경기 시흥시 대야동 645,경기 시흥시 은계로 353,126.79449394557481,37.45034846702754,http://place.map.kakao.com/371408458,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,137873874,서울진외과의원,"의료,건강 > 병원 > 외과",기타,HP8,031-313-7579,경기 시흥시 대야동 646,경기 시흥시 은계로 347,126.7950114,37.44998986,http://place.map.kakao.com/137873874,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,8452383,세화주니어치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-313-2174,경기 시흥시 대야동 574,경기 시흥시 대은로 83,126.7975692,37.44486751,http://place.map.kakao.com/8452383,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,702135363,세화치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-313-2175,경기 시흥시 대야동 574,경기 시흥시 대은로 83,126.7975147,37.44495391,http://place.map.kakao.com/702135363,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,9184284,시카고모아치과,"의료,건강 > 병원 > 치과",치과,HP8,031-313-2275,경기 시흥시 대야동 573-2,경기 시흥시 대은로 81,126.7973706,37.44473382,http://place.map.kakao.com/9184284,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,1826733317,시흥더봄요양병원,"의료,건강 > 병원 > 노인,요양병원",기타,HP8,031-317-9990,경기 시흥시 대야동 529-4,경기 시흥시 비둘기공원1길 7,126.7893406,37.44222938,http://place.map.kakao.com/1826733317,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,832621418,시흥본플란트치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-364-8240,경기 시흥시 대야동 454-6,경기 시흥시 복지로 87,126.7909492,37.44692471,http://place.map.kakao.com/832621418,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,2096825621,시흥솔요양병원,"의료,건강 > 병원 > 노인,요양병원",기타,HP8,031-314-7582,경기 시흥시 대야동 532-1,경기 시흥시 비둘기공원로 10,126.7907642,37.44395014,http://place.map.kakao.com/2096825621,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,26873217,시흥자인한방병원,"의료,건강 > 병원 > 한방병원",기타,HP8,031-404-1075,경기 시흥시 대야동 543-1,경기 시흥시 비둘기공원7길 33,126.792823,37.4431834,http://place.map.kakao.com/26873217,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,10541759,시흥정신건강의학과의원,"의료,건강 > 병원 > 정신건강의학과",기타,HP8,031-315-9114,경기 시흥시 대야동 532-6,경기 시흥시 비둘기공원로 8,126.79040685095636,37.444122050104056,http://place.map.kakao.com/10541759,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,1025481189,시흥휴먼피부과의원,"의료,건강 > 병원 > 피부과",피부과,HP8,031-315-5501,경기 시흥시 대야동 534-1,경기 시흥시 비둘기공원6길 4,126.7916169810567,37.44368945099493,http://place.map.kakao.com/1025481189,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,10067433,신성철소아과의원,"의료,건강 > 병원 > 소아청소년과",기타,HP8,031-311-4265,경기 시흥시 대야동 562-1,경기 시흥시 비둘기공원7길 18,126.7931854,37.44454997,http://place.map.kakao.com/10067433,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,754861848,신천연합병원,"의료,건강 > 병원 > 종합병원",24시 병원,HP8,1811-0075,경기 시흥시 대야동 469-3,경기 시흥시 복지로 57,126.78941330855787,37.44452528942558,http://place.map.kakao.com/754861848,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,1928255363,아산우리소아청소년과의원,"의료,건강 > 병원 > 소아청소년과",기타,HP8,031-311-5975,경기 시흥시 대야동 645,경기 시흥시 은계로 353,126.7944485944746,37.45040154788016,http://place.map.kakao.com/1928255363,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,2060320500,연세대야s치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-401-7878,경기 시흥시 대야동 568-1,경기 시흥시 복지로 90,126.79166656453303,37.446999859851324,http://place.map.kakao.com/2060320500,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,456456830,연세더바로치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-8042-2877,경기 시흥시 대야동 418-57,경기 시흥시 수인로 3330,126.7887813,37.43942262,http://place.map.kakao.com/456456830,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,19125554,연세행복치과,"의료,건강 > 병원 > 치과",치과,HP8,031-315-2804,경기 시흥시 대야동 573-3,경기 시흥시 대은로 79,126.79705694140941,37.444556681330674,http://place.map.kakao.com/19125554,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,9887508,예스부부치과,"의료,건강 > 병원 > 치과",치과,HP8,031-318-7528,경기 시흥시 대야동 562-1,경기 시흥시 비둘기공원7길 18,126.7930818,37.44442004,http://place.map.kakao.com/9887508,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,8546460,은행의원 피부과비뇨기과,"의료,건강 > 병원 > 피부과",피부과,HP8,031-404-9788,경기 시흥시 대야동 573-3,경기 시흥시 대은로 79,126.79712010279579,37.444601840420376,http://place.map.kakao.com/8546460,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,892067729,이연정내과의원,"의료,건강 > 병원 > 내과",내과,HP8,031-313-1900,경기 시흥시 대야동 541-15,경기 시흥시 비둘기공원1길 25,126.79128861299185,37.44148409200149,http://place.map.kakao.com/892067729,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,8043128,이영화정형외과의원,"의료,건강 > 병원 > 정형외과",정형외과,HP8,031-316-6114,경기 시흥시 대야동 579-3,경기 시흥시 은행로167번길 6,126.7979601,37.44571513,http://place.map.kakao.com/8043128,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,13520116,이종오신경외과,"의료,건강 > 병원 > 신경외과",기타,HP8,031-313-9775,경기 시흥시 대야동 499-13,경기 시흥시 뱀내장터로 15,126.78639137523835,37.442195252680165,http://place.map.kakao.com/13520116,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,1463893227,정성마취통증의학과의원,"의료,건강 > 병원 > 정형외과",정형외과,HP8,031-312-3601,경기 시흥시 대야동 543-1,경기 시흥시 비둘기공원7길 33,126.7927455,37.44301477,http://place.map.kakao.com/1463893227,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,10791146,중앙산부인과,"의료,건강 > 병원 > 산부인과",산부인과,HP8,031-313-3333,경기 시흥시 대야동 455-9,경기 시흥시 복지로 77,126.79055202457876,37.446284287938894,http://place.map.kakao.com/10791146,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,1292080752,참잘함한방병원 시흥점,"의료,건강 > 병원 > 한방병원",기타,HP8,031-312-4100,경기 시흥시 대야동 568-1,경기 시흥시 복지로 90,126.7916688,37.44700527,http://place.map.kakao.com/1292080752,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,12099857,최내과의원,"의료,건강 > 병원 > 내과",내과,HP8,031-315-0875,경기 시흥시 대야동 568-2,경기 시흥시 복지로 96,126.79183080379453,37.44727225505849,http://place.map.kakao.com/12099857,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,12525875,킴스이비인후과,"의료,건강 > 병원 > 이비인후과",내과,HP8,031-312-5025,경기 시흥시 대야동 574,경기 시흥시 대은로 83,126.7975733,37.44501889,http://place.map.kakao.com/12525875,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,9534334,포우먼산부인과,"의료,건강 > 병원 > 산부인과",산부인과,HP8,031-404-8206,경기 시흥시 대야동 543-1,경기 시흥시 비둘기공원7길 33,126.7927285,37.44302466,http://place.map.kakao.com/9534334,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,20493976,햇살좋은치과,"의료,건강 > 병원 > 치과",치과,HP8,031-404-3255,경기 시흥시 대야동 542,경기 시흥시 비둘기공원로 28,126.7918564,37.44292942,http://place.map.kakao.com/20493976,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,10055792,혜림정형외과의원,"의료,건강 > 병원 > 정형외과",정형외과,HP8,031-311-6789,경기 시흥시 대야동 558-7,경기 시흥시 비둘기공원7길 83,126.7922777,37.43931529,http://place.map.kakao.com/10055792,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,1215919829,효성한방병원,"의료,건강 > 병원 > 한방병원",기타,HP8,031-315-9977,경기 시흥시 대야동 541-2,경기 시흥시 비둘기공원6길 13-1,126.79149668435538,37.44224491,http://place.map.kakao.com/1215919829,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,1344651394,희망의원,"의료,건강 > 병원 > 가정의학과",기타,HP8,031-315-2580,경기 시흥시 대야동 579-3,경기 시흥시 은행로167번길 6,126.79789482245148,37.445628520537106,http://place.map.kakao.com/1344651394,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,24580483,희망치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-311-9124,경기 시흥시 대야동 579-3,경기 시흥시 은행로167번길 6,126.79798423366793,37.44557822,http://place.map.kakao.com/24580483,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동
병원,26027959,강남요양병원,"의료,건강 > 병원 > 노인,요양병원",기타,HP8,031-311-0700,경기 시흥시 신천동 774,경기 시흥시 수인로3325번길 10,126.78821293856078,37.43819803007183,http://place.map.kakao.com/26027959,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,773937234,건영치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-315-0028,경기 시흥시 신천동 948,경기 시흥시 시흥대로 1121,126.7911718,37.43555071,http://place.map.kakao.com/773937234,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,1613690762,구본건산부인과의원,"의료,건강 > 병원 > 산부인과",산부인과,HP8,031-312-7575,경기 시흥시 신천동 733-1,경기 시흥시 삼미시장1길 5,126.7855934,37.43987369817641,http://place.map.kakao.com/1613690762,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,630266598,김치과,"의료,건강 > 병원 > 치과",치과,HP8,,경기 시흥시 신천동 712-9,경기 시흥시 수인로 3372,126.7844484,37.44116817,http://place.map.kakao.com/630266598,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,1691967021,누리한방병원,"의료,건강 > 병원 > 한방병원",기타,HP8,031-311-8077,경기 시흥시 신천동 779-9,경기 시흥시 수인로3325번길 5,126.7890394,37.43844819,http://place.map.kakao.com/1691967021,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,1807932251,다온한방병원,"의료,건강 > 병원 > 한방병원",기타,HP8,031-365-5432,경기 시흥시 신천동 733-1,경기 시흥시 삼미시장1길 5,126.7855428739818,37.439768187882464,http://place.map.kakao.com/1807932251,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,8281556,다인안과,"의료,건강 > 병원 > 안과",기타,HP8,031-314-4848,경기 시흥시 신천동 712-9,경기 시흥시 수인로 3372,126.784331,37.44113552,http://place.map.kakao.com/8281556,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,1377772029,독일치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-312-0028,경기 시흥시 신천동 733-1,경기 시흥시 삼미시장1길 5,126.7855395046083,37.43976097365971,http://place.map.kakao.com/1377772029,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,1603009496,모두탑365정형외과의원 시흥신천점,"의료,건강 > 병원 > 정형외과",정형외과,HP8,031-503-9988,경기 시흥시 신천동 711,경기 시흥시 수인로 3366,126.78496230297802,37.44086817166089,http://place.map.kakao.com/1603009496,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,7867743,모아치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-317-2275,경기 시흥시 신천동 712-9,경기 시흥시 수인로 3372,126.78443940920957,37.44115824655232,http://place.map.kakao.com/7867743,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,11056488,바른부부치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-313-2828,경기 시흥시 신천동 737-2,경기 시흥시 삼미시장1길 13-1,126.78464081234524,37.44027832348831,http://place.map.kakao.com/11056488,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,10404981,박피부과,"의료,건강 > 병원 > 피부과",피부과,HP8,031-314-3579,경기 시흥시 신천동 709-6,경기 시흥시 복지로 3,126.7868962,37.44031124,http://place.map.kakao.com/10404981,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,9831680,밝은가정의원,"의료,건강 > 병원 > 가정의학과",기타,HP8,031-312-8300,경기 시흥시 신천동 735-3,경기 시흥시 삼미시장4길 8,126.7839658,37.43924633,http://place.map.kakao.com/9831680,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,130051462,삼성메디컬의원,"의료,건강 > 병원 > 일반의원",기타,HP8,031-365-4325,경기 시흥시 신천동 759-7,경기 시흥시 수인로3381번길 27,126.7826832,37.43887727,http://place.map.kakao.com/130051462,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,510520394,삼성현치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-312-2880,경기 시흥시 신천동 768,경기 시흥시 신천로 100,126.78698857352624,37.439212173580316,http://place.map.kakao.com/510520394,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,1661321000,상쾌한속내과의원,"의료,건강 > 병원 > 내과",내과,HP8,031-313-7582,경기 시흥시 신천동 733-1,경기 시흥시 삼미시장1길 5,126.7855417,37.43976819,http://place.map.kakao.com/1661321000,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,10513982,새한치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-317-2875,경기 시흥시 신천동 888-1,경기 시흥시 시흥대로1073번길 5,126.7920817068868,37.43174462471905,http://place.map.kakao.com/10513982,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,668709586,서광정형외과의원,"의료,건강 > 병원 > 정형외과",정형외과,HP8,031-317-8277,경기 시흥시 신천동 737-3,경기 시흥시 삼미시장1길 13,126.7847959,37.44019571,http://place.map.kakao.com/668709586,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,2137619494,서울안심치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-520-2882,경기 시흥시 신천동 710-3,경기 시흥시 수인로 3350,126.7865802,37.44017012,http://place.map.kakao.com/2137619494,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,24480837,서울치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-314-2835,경기 시흥시 신천동 740-5,경기 시흥시 삼미시장4길 12,126.7834314,37.43961657,http://place.map.kakao.com/24480837,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,282863705,성모공감정신건강의학과의원,"의료,건강 > 병원 > 정신건강의학과",기타,HP8,031-8042-3535,경기 시흥시 신천동 711,경기 시흥시 수인로 3366,126.7849646,37.44086637,http://place.map.kakao.com/282863705,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,1766549909,성모하이내과의원,"의료,건강 > 병원 > 내과",내과,HP8,,경기 시흥시 신천동 712-10,경기 시흥시 수인로 3370,126.784632,37.44100272,http://place.map.kakao.com/1766549909,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,9191448,시흥내과의원,"의료,건강 > 병원 > 내과",내과,HP8,031-313-7800,경기 시흥시 신천동 711,경기 시흥시 수인로 3366,126.7849646,37.44086998,http://place.map.kakao.com/9191448,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,1838694897,시흥마디튼튼의원,"의료,건강 > 병원 > 정형외과",정형외과,HP8,031-435-3000,경기 시흥시 신천동 740,경기 시흥시 수인로3381번길 13,126.7828289,37.44007588,http://place.map.kakao.com/1838694897,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,25532514,시흥미소한방병원,"의료,건강 > 병원 > 한방병원",기타,HP8,031-365-4255,경기 시흥시 신천동 733,경기 시흥시 신천3길 5-1,126.78542604341857,37.439922950198074,http://place.map.kakao.com/25532514,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,51654309,시흥삼성S비뇨의학과의원,"의료,건강 > 병원 > 비뇨기과",기타,HP8,031-313-3900,경기 시흥시 신천동 711-2,경기 시흥시 수인로 3362,126.785485,37.44064747,http://place.map.kakao.com/51654309,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,1737655065,시흥서울안과의원,"의료,건강 > 병원 > 안과",기타,HP8,031-507-1717,경기 시흥시 신천동 711-2,경기 시흥시 수인로 3362,126.785485,37.44064747,http://place.map.kakao.com/1737655065,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,897783785,시흥센트럴이비인후과의원,"의료,건강 > 병원 > 이비인후과",내과,HP8,031-364-8225,경기 시흥시 신천동 711-2,경기 시흥시 수인로 3362,126.78550308486662,37.440643900904625,http://place.map.kakao.com/897783785,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,838788828,시흥양심치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-311-2870,경기 시흥시 신천동 738-2,경기 시흥시 삼미시장1길 19,126.7839269,37.44058517,http://place.map.kakao.com/838788828,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,10542455,시흥치과,"의료,건강 > 병원 > 치과",치과,HP8,031-314-2828,경기 시흥시 신천동 737,경기 시흥시 삼미시장1길 17,126.7843239,37.44044353,http://place.map.kakao.com/10542455,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,1601168187,신천메트로정형외과의원,"의료,건강 > 병원 > 정형외과",정형외과,HP8,031-313-5656,경기 시흥시 신천동 711-1,경기 시흥시 수인로 3362-1,126.7852994,37.44072642,http://place.map.kakao.com/1601168187,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,12168300,신천서울치과의원,"의료,건강 > 병원 > 치과",치과,HP8,031-404-2875,경기 시흥시 신천동 853-1,경기 시흥시 신천로80번길 2,126.7862765,37.43727551,http://place.map.kakao.com/12168300,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,1634880281,신천역본튼튼의원,"의료,건강 > 병원 > 정형외과",정형외과,HP8,031-314-4666,경기 시흥시 신천동 709-6,경기 시흥시 복지로 3,126.7868781,37.44031482,http://place.map.kakao.com/1634880281,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
병원,10616712,신천제일의원,"의료,건강 > 병원 > 일반의원",기타,HP8,031-315-3578,경기 시흥시 신천동 388-3,경기 시흥시 신천3길 59,126.7796829,37.43856086,http://place.map.kakao.com/10616712,4139010200,경기도 시흥시 신천동,경기도,시흥시,신천동,,4139052000,경기도 시흥시 신천동,경기도,시흥시,신천동
