id,place_name,category_name,category_group_code,category_group_name,address_name,road_address_name,phone,x,y,place_url,검색카테고리,검색기준지점,검색키워드
1899906370,런드리나인셀프빨래방 시흥장현점,"가정,생활 > 세탁소 > 셀프빨래방",,,경기 시흥시 군자동 797-7,경기 시흥시 능곡군자4길 2,,126.80677643364628,37.36764576011114,http://place.map.kakao.com/1899906370,코인세탁방,목감,코인세탁
1158426755,워시엔조이 시흥장현점,"가정,생활 > 세탁소 > 셀프빨래방 > 워시엔조이",,,경기 시흥시 장현동 529-6,경기 시흥시 시청로72번길 27,,126.801705874453,37.3824736256273,http://place.map.kakao.com/1158426755,코인세탁방,목감,코인세탁
205963240,크린토피아 코인워시 시흥시청점,"가정,생활 > 세탁소 > 셀프빨래방 > 크린토피아 코인워시",,,경기 시흥시 장현동 543-4,경기 시흥시 새재로 11,031-311-5113,126.801788394086,37.3807221756606,http://place.map.kakao.com/205963240,코인세탁방,목감,코인세탁
1150415785,워시팡팡셀프빨래방 시흥시청장현점,"가정,생활 > 세탁소 > 셀프빨래방 > 워시팡팡셀프빨래방",,,경기 시흥시 장현동 544-1,경기 시흥시 새재로17번길 7,,126.801631161998,37.3812598226919,http://place.map.kakao.com/1150415785,코인세탁방,목감,코인세탁
951378155,위니아24크린샵 시흥장현점,"가정,생활 > 세탁소 > 셀프빨래방 > 위니아24크린샵",,,경기 시흥시 장현동 537-1,경기 시흥시 새재로7번길 21,,126.799582394576,37.3814717128979,http://place.map.kakao.com/951378155,코인세탁방,목감,코인세탁
2111796146,워시프렌즈 셀프빨래방 시흥장현점,"가정,생활 > 세탁소 > 셀프빨래방 > 워시프렌즈 셀프빨래방",,,경기 시흥시 장현동 616-5,경기 시흥시 장현서4길 35,,126.79890807397,37.3726810845823,http://place.map.kakao.com/2111796146,코인세탁방,능곡,코인세탁
59429237,런드리24 시흥장현점,"가정,생활 > 세탁소 > 셀프빨래방 > 런드리24",,,경기 시흥시 장곡동 936,경기 시흥시 장현장곡로 10,1544-4335,126.7901742065756,37.378382906814416,http://place.map.kakao.com/59429237,코인세탁방,능곡,코인세탁
1636943017,워시프렌즈 셀프빨래방 시흥연성장곡점,"가정,생활 > 세탁소 > 셀프빨래방 > 워시프렌즈 셀프빨래방",,,경기 시흥시 장곡동 822-4,경기 시흥시 장곡로 31-1,,126.785271811344,37.3791724138193,http://place.map.kakao.com/1636943017,코인세탁방,능곡,코인세탁
1175914866,셀프빨래방두드림,"가정,생활 > 세탁소 > 셀프빨래방",,,경기 시흥시 장곡동 355-12,경기 시흥시 인선길 39,,126.783415789474,37.3771462326487,http://place.map.kakao.com/1175914866,코인세탁방,능곡,코인세탁
520657510,크린토피아 코인워시 시흥도일점,"가정,생활 > 세탁소 > 셀프빨래방 > 크린토피아 코인워시",,,경기 시흥시 거모동 1725-5,경기 시흥시 군자로477번길 2,031-508-2323,126.78370708494072,37.347254344621966,http://place.map.kakao.com/520657510,코인세탁방,능곡,코인세탁
1849712833,워시팡팡셀프빨래방 시흥동보아파트점,"가정,생활 > 세탁소 > 셀프빨래방 > 워시팡팡셀프빨래방",,,경기 시흥시 거모동 612-1,경기 시흥시 군자로 319,,126.772514599512,37.3581573998235,http://place.map.kakao.com/1849712833,코인세탁방,능곡,코인세탁
1067110823,워시팩토리 시흥군자로점,"가정,생활 > 세탁소 > 셀프빨래방",,,경기 시흥시 거모동 1756-1,경기 시흥시 군자로 520,,126.784821331752,37.343978436646,http://place.map.kakao.com/1067110823,코인세탁방,능곡,코인세탁
1169296669,동원셀프세탁,"가정,생활 > 세탁소 > 셀프빨래방",,,경기 시흥시 거모동 1769-1,경기 시흥시 도일로112번안길 24,031-495-8430,126.7855720571127,37.3423065899673,http://place.map.kakao.com/1169296669,코인세탁방,능곡,코인세탁
1995877584,워시팡팡셀프빨래방 거모점,"가정,생활 > 세탁소 > 셀프빨래방 > 워시팡팡셀프빨래방",,,경기 시흥시 거모동 1652-1,경기 시흥시 도일로112번길 14,,126.785305583283,37.3403743011988,http://place.map.kakao.com/1995877584,코인세탁방,능곡,코인세탁
682580161,부자셀프빨래방,"가정,생활 > 세탁소 > 셀프빨래방",,,경기 시흥시 정왕동 1738-2,경기 시흥시 중심상가로 201-11,,126.737969429794,37.3446750445615,http://place.map.kakao.com/682580161,코인세탁방,정왕,코인세탁
1856165560,워시프레쉬 시흥정왕점,"가정,생활 > 세탁소 > 셀프빨래방",,,경기 시흥시 정왕동 1733-1,경기 시흥시 서촌상가4길 17,010-8284-9722,126.731218905529,37.3457960954311,http://place.map.kakao.com/1856165560,코인세탁방,정왕,코인세탁
467587440,코인워시24빨래터 정왕2호점,"가정,생활 > 세탁소 > 셀프빨래방",,,경기 시흥시 정왕동 1827-4,경기 시흥시 봉우재로51번길 30,,126.742926576753,37.3488279419763,http://place.map.kakao.com/467587440,코인세탁방,정왕,코인세탁
1588292526,아쿠아워시 정왕동점,"가정,생활 > 세탁소 > 셀프빨래방",,,경기 시흥시 정왕동 1595-7,경기 시흥시 정왕천로355번길 44,,126.744332677635,37.3428842091074,http://place.map.kakao.com/1588292526,코인세탁방,정왕,코인세탁
829693762,런드리데이 정왕2호점,"가정,생활 > 세탁소 > 셀프빨래방",,,경기 시흥시 정왕동 1831-8,경기 시흥시 군서마을로 76,,126.744266319769,37.3474766022807,http://place.map.kakao.com/829693762,코인세탁방,정왕,코인세탁
13076673,크린토피아 코인워시 홈플러스시화점,"가정,생활 > 세탁소 > 셀프빨래방 > 크린토피아 코인워시",,,경기 시흥시 정왕동 2166-4,경기 시흥시 희망공원로 269,031-434-3989,126.725080398063,37.3452269569504,http://place.map.kakao.com/13076673,코인세탁방,정왕,코인세탁
127879147,위니아24크린샵 시흥정왕역2호점,"가정,생활 > 세탁소 > 셀프빨래방 > 위니아24크린샵",,,경기 시흥시 정왕동 2305-32,경기 시흥시 역전로 305-1,1522-0092,126.738244741176,37.352493863183,http://place.map.kakao.com/127879147,코인세탁방,정왕,코인세탁
939980318,위니아24크린샵 시흥정왕역4호점,"가정,생활 > 세탁소 > 셀프빨래방 > 위니아24크린샵",,,경기 시흥시 정왕동 1809-1,경기 시흥시 정왕신길로229번길 19-1,1522-0092,126.743623974473,37.3498503187138,http://place.map.kakao.com/939980318,코인세탁방,정왕,코인세탁
1188111201,런드리데이,"가정,생활 > 세탁소 > 셀프빨래방",,,경기 시흥시 정왕동 1585-2,경기 시흥시 정왕시장길 13,,126.745763935531,37.342801695869,http://place.map.kakao.com/1188111201,코인세탁방,정왕,코인세탁
2127053901,런드리24 시화파인힐점,"가정,생활 > 세탁소 > 셀프빨래방 > 런드리24",,,경기 시흥시 정왕동 1366-14,경기 시흥시 마유로 226,,126.728628863962,37.3376304764478,http://place.map.kakao.com/2127053901,코인세탁방,정왕,코인세탁
1977000702,워시피플 시흥정왕역점,"가정,생활 > 세탁소 > 셀프빨래방",,,경기 시흥시 정왕동 2295-13,경기 시흥시 마유로423번길 20-10,,126.739622791033,37.3538196107107,http://place.map.kakao.com/1977000702,코인세탁방,정왕,코인세탁
18353994,코인워시24빨래터 정왕점,"가정,생활 > 세탁소 > 셀프빨래방",,,경기 시흥시 정왕동 1558-11,경기 시흥시 정왕시장길 26-1,,126.74690113468014,37.34358172115715,http://place.map.kakao.com/18353994,코인세탁방,정왕,코인세탁
1874258591,빨래방 정왕4점,"가정,생활 > 세탁소 > 셀프빨래방",,,경기 시흥시 정왕동 1820-7,경기 시흥시 역전로 221,,126.7465392460577,37.34850686262845,http://place.map.kakao.com/1874258591,코인세탁방,정왕,코인세탁
252281285,워시프렌즈 셀프빨래방 시흥정왕동점,"가정,생활 > 세탁소 > 셀프빨래방 > 워시프렌즈 셀프빨래방",,,경기 시흥시 정왕동 1277-6,경기 시흥시 공단1대로 263,,126.730532221722,37.3355156080071,http://place.map.kakao.com/252281285,코인세탁방,정왕,코인세탁
917245331,워시엔조이 시흥정왕점,"가정,생활 > 세탁소 > 셀프빨래방 > 워시엔조이",,,경기 시흥시 정왕동 2309-11,경기 시흥시 오동마을로 5,,126.742541364273,37.353227717503,http://place.map.kakao.com/917245331,코인세탁방,정왕,코인세탁
890664236,위니아24크린샵 정왕역점,"가정,생활 > 세탁소 > 셀프빨래방 > 위니아24크린샵",,,경기 시흥시 정왕동 2309-3,경기 시흥시 오동마을로5번길 10,1522-0092,126.743061756071,37.3532081253537,http://place.map.kakao.com/890664236,코인세탁방,정왕,코인세탁
282473809,런드리익스프레스샵 정왕역점,"가정,생활 > 세탁소 > 셀프빨래방 > 런드리익스프레스",,,경기 시흥시 정왕동 2311-7,경기 시흥시 오동마을로5번길 24,,126.7445679492029,37.35272032797055,http://place.map.kakao.com/282473809,코인세탁방,정왕,코인세탁
1483489315,위니아24크린샵 정왕역3호점,"가정,생활 > 세탁소 > 셀프빨래방 > 위니아24크린샵",,,경기 시흥시 정왕동 2313-12,경기 시흥시 오동마을로 35-1,1522-0092,126.745591215606,37.352183719351,http://place.map.kakao.com/1483489315,코인세탁방,정왕,코인세탁
1900380165,워시프렌즈 셀프빨래방 시흥옥구점,"가정,생활 > 세탁소 > 셀프빨래방 > 워시프렌즈 셀프빨래방",,,경기 시흥시 정왕동 1861-7,경기 시흥시 정왕대로 74,1600-2099,126.724693665089,37.353472250964,http://place.map.kakao.com/1900380165,코인세탁방,정왕,코인세탁
1886863566,워시테리아 정왕점,"가정,생활 > 세탁소 > 셀프빨래방 > 워시테리아",,,경기 시흥시 정왕동 1162-9,경기 시흥시 역전로 187-1,1577-8394,126.749927855721,37.3476752181399,http://place.map.kakao.com/1886863566,코인세탁방,정왕,코인세탁
2020175214,런드리존 시흥정왕점,"가정,생활 > 세탁소 > 셀프빨래방",,,경기 시흥시 정왕동 1407-11,경기 시흥시 큰솔로 28,,126.752200264563,37.3403023849739,http://place.map.kakao.com/2020175214,코인세탁방,정왕,코인세탁
1192104812,크린토피아 코인워시365 SPC시화삼립점,"가정,생활 > 세탁소 > 셀프빨래방 > 크린토피아 코인워시",,,경기 시흥시 정왕동 1253-5,경기 시흥시 공단1대로 101,,126.716143043934,37.3440885767883,http://place.map.kakao.com/1192104812,코인세탁방,정왕,코인세탁
1108200558,워시팡팡셀프빨래방 시흥무진점,"가정,생활 > 세탁소 > 셀프빨래방 > 워시팡팡셀프빨래방",,,경기 시흥시 정왕동 1629,경기 시흥시 중심상가로 348,,126.750127256177,37.3355225732379,http://place.map.kakao.com/1108200558,코인세탁방,정왕,코인세탁
1222937052,워시랜드 셀프빨래방,"가정,생활 > 세탁소 > 셀프빨래방",,,경기 시흥시 정왕동 1167-5,경기 시흥시 정왕천로 443-1,,126.754232875334,37.3468228580347,http://place.map.kakao.com/1222937052,코인세탁방,정왕,코인세탁
873613262,위니아24크린샵 시흥정왕점,"가정,생활 > 세탁소 > 셀프빨래방 > 위니아24크린샵",,,경기 시흥시 정왕동 1507-3,경기 시흥시 큰솔로 85,1522-0092,126.755630603069,37.3445695806111,http://place.map.kakao.com/873613262,코인세탁방,정왕,코인세탁
783658173,AMPM워시큐 시흥메가폴리스점,"가정,생활 > 세탁소 > 셀프빨래방 > AMPM워시큐",,,경기 시흥시 정왕동 2164-2,경기 시흥시 협력로 281,,126.71571136542,37.3517237390488,http://place.map.kakao.com/783658173,코인세탁방,정왕,코인세탁
1642878025,워시팡팡셀프빨래방 정왕점,"가정,생활 > 세탁소 > 셀프빨래방 > 워시팡팡셀프빨래방",,,경기 시흥시 정왕동 1881-1,경기 시흥시 함송로13번길 16-8,,126.73181239707108,37.36423603125791,http://place.map.kakao.com/1642878025,코인세탁방,정왕,코인세탁
1159859505,워시프렌즈 셀프빨래방 배곧신도시점,"가정,생활 > 세탁소 > 셀프빨래방 > 워시프렌즈 셀프빨래방",,,경기 시흥시 배곧동 234,경기 시흥시 서울대학로264번길 74,,126.728680278732,37.3659930932253,http://place.map.kakao.com/1159859505,코인세탁방,정왕,코인세탁
1680989736,AMPM워시큐 배곧헤리움점,"가정,생활 > 세탁소 > 셀프빨래방 > AMPM워시큐",,,경기 시흥시 배곧동 233,경기 시흥시 서울대학로264번길 50,,126.728761213851,37.3667158999913,http://place.map.kakao.com/1680989736,코인세탁방,정왕,코인세탁
172163116,AMPM워시큐빨래방 배곧점,"가정,생활 > 세탁소 > 셀프빨래방 > AMPM워시큐",,,경기 시흥시 배곧동 229-1,경기 시흥시 배곧2로 95,,126.726843333077,37.3663763054782,http://place.map.kakao.com/172163116,코인세탁방,정왕,코인세탁
1456986406,에코런드렛 배곧신도시점,"가정,생활 > 세탁소 > 셀프빨래방 > 에코런드렛",,,경기 시흥시 배곧동 206-4,경기 시흥시 서울대학로278번길 62,,126.731505504992,37.3676772466088,http://place.map.kakao.com/1456986406,코인세탁방,정왕,코인세탁
1923498830,AMPM워시큐 배곧퀸즈파크점,"가정,생활 > 세탁소 > 셀프빨래방 > AMPM워시큐",,,경기 시흥시 배곧동 206-4,경기 시흥시 서울대학로278번길 62,,126.73150550499076,37.36767724661779,http://place.map.kakao.com/1923498830,코인세탁방,정왕,코인세탁
1475997087,신데렐라세탁 배곧점,"가정,생활 > 세탁소",,,경기 시흥시 배곧동 206-3,경기 시흥시 서울대학로278번길 70,0504-0651-2977,126.731811361693,37.36801582440379,http://place.map.kakao.com/1475997087,코인세탁방,정왕,코인세탁
1555154965,숭의디포,"가정,생활 > 세탁소 > 셀프빨래방",,,경기 시흥시 배곧동 204,경기 시흥시 서울대학로278번길 61,,126.730672809157,37.3681871348789,http://place.map.kakao.com/1555154965,코인세탁방,정왕,코인세탁
937792542,런드리킹 배곧 에토스점 셀프빨래방,"가정,생활 > 세탁소 > 셀프빨래방",,,경기 시흥시 배곧동 223-2,경기 시흥시 서울대학로264번길 26-12,010-8293-4673,126.726039347472,37.3673682751776,http://place.map.kakao.com/937792542,코인세탁방,정왕,코인세탁
1862566172,크린토피아 코인워시 배곧서울대학로점,"가정,생활 > 세탁소 > 셀프빨래방 > 크린토피아 코인워시",,,경기 시흥시 배곧동 221,경기 시흥시 서울대학로264번길 12,031-433-8228,126.724847391533,37.367324061217936,http://place.map.kakao.com/1862566172,코인세탁방,정왕,코인세탁
2056479986,크린토피아 코인워시365 시흥배곧점,"가정,생활 > 세탁소 > 셀프빨래방 > 크린토피아 코인워시",,,경기 시흥시 배곧동 200-2,경기 시흥시 서울대학로278번길 43-7,031-509-4288,126.72944069772258,37.36863213155116,http://place.map.kakao.com/2056479986,코인세탁방,정왕,코인세탁
1455132124,화이트365 시흥배곧점,"가정,생활 > 세탁소 > 셀프빨래방 > 화이트365",,,경기 시흥시 배곧동 193-3,경기 시흥시 서울대학로278번길 21,,126.72824547946,37.3694862647295,http://place.map.kakao.com/1455132124,코인세탁방,정왕,코인세탁
1875194549,크린토피아 코인워시365 오이도점,"가정,생활 > 세탁소 > 셀프빨래방 > 크린토피아 코인워시",,,경기 시흥시 정왕동 1983-8,경기 시흥시 오이도중앙로5번길 10-13,031-319-0851,126.691611675099,37.3463157799579,http://place.map.kakao.com/1875194549,코인세탁방,정왕,코인세탁
1689670111,아쿠아워시 오이도점,"가정,생활 > 세탁소 > 셀프빨래방",,,경기 시흥시 정왕동 2010-10,경기 시흥시 오이도5길 11,,126.688978034145,37.3434652463016,http://place.map.kakao.com/1689670111,코인세탁방,정왕,코인세탁
1800058339,워시프렌즈 셀프빨래방 시흥오이도점,"가정,생활 > 세탁소 > 셀프빨래방 > 워시프렌즈 셀프빨래방",,,경기 시흥시 정왕동 2007-12,경기 시흥시 오이도로135번길 43,010-4484-7693,126.688079902067,37.3445116764399,http://place.map.kakao.com/1800058339,코인세탁방,정왕,코인세탁
246794894,워시엔조이 시화호수MTV점,"가정,생활 > 세탁소 > 셀프빨래방 > 워시엔조이",,,경기 시흥시 정왕동 2768-3,경기 시흥시 시화호수전원2길 45-4,,126.7002117022713,37.31843123308257,http://place.map.kakao.com/246794894,코인세탁방,정왕,코인세탁
1955409570,크린업24 시흥월곶점,"가정,생활 > 세탁소 > 셀프빨래방 > 크린업24",,,경기 시흥시 월곶동 1010-4,경기 시흥시 월곶중앙로 90,,126.73560764779435,37.39027511082539,http://place.map.kakao.com/1955409570,코인세탁방,배곧,코인세탁
13076708,크린토피아 코인워시 시흥월곶점,"가정,생활 > 세탁소 > 셀프빨래방 > 크린토피아 코인워시",,,경기 시흥시 월곶동 1008-2,경기 시흥시 월곶중앙로70번길 12,031-404-2122,126.73922489092888,37.389868673623866,http://place.map.kakao.com/13076708,코인세탁방,배곧,코인세탁
1565495877,마이워시셀프빨래방 월곶점,"가정,생활 > 세탁소 > 셀프빨래방",,,경기 시흥시 월곶동 992-5,경기 시흥시 월곶중앙로30번길 31,,126.743559145329,37.3901286359091,http://place.map.kakao.com/1565495877,코인세탁방,배곧,코인세탁
1466163342,워시엔조이 시흥월곶점,"가정,생활 > 세탁소 > 셀프빨래방 > 워시엔조이",,,경기 시흥시 월곶동 991-17,경기 시흥시 월곶중앙로14번길 92,,126.74000383643,37.3938583041823,http://place.map.kakao.com/1466163342,코인세탁방,배곧,코인세탁
747748807,런드리나인셀프빨래방 시흥신천점,"가정,생활 > 세탁소",,,경기 시흥시 신천동 751-9,경기 시흥시 신흥마을1길 9-1,,126.77859975353638,37.43878048971352,http://place.map.kakao.com/747748807,코인세탁방,대야·신천,셀프빨래방
658142550,셀프빨래방런드리킹 시흥거북섬점,"가정,생활 > 세탁소",,,경기 시흥시 정왕동 2638,경기 시흥시 엠티브이북로 51-15,,126.687473981076,37.3300494884074,http://place.map.kakao.com/658142550,코인세탁방,거북섬,셀프빨래방
482010633,셀프빨래방한길크린 마을시흥정왕동점,"가정,생활 > 세탁소",,,경기 시흥시 정왕동 2016-8,경기 시흥시 오이도1길 1,,126.69122877549933,37.34418655711783,http://place.map.kakao.com/482010633,코인세탁방,정왕,셀프세탁
