개방자치단체코드,관리번호,안전비상벨관리번호,설치목적,설치장소유형,설치위치,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,연계방식,경찰연계유무,경비업체연계유무,관리사무소연계유무,부가기능,안전비상벨설치연도,최종점검일자,최종점검결과구분,관리기관명,관리기관전화번호,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점,학교급
4010000,202640100000901862,A-0011,방범용,기타,동원주택 옆 삼거리,,경기도 시흥시 정왕동 1409-1,37.341401,126.7520555,양방향,N,N,N,,2008,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,
4010000,202640100000901863,A-0012,방범용,기타,초록슈퍼 앞,,경기도 시흥시 정왕동 1427-7,37.3380727,126.7527444,양방향,N,N,N,,2008,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,
4010000,202640100000901864,A-0013,방범용,기타,G 할인마트 앞 삼거리,,경기도 시흥시 정왕동 1431-11,37.3422437,126.7479135,양방향,N,N,N,,2008,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,
4010000,202640100000901865,A-0014,방범용,기타,조이마트 뒤 골목 사거리,,경기도 시흥시 정왕동 1560,37.3436331,126.7484198,양방향,N,N,N,,2008,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,
4010000,202640100000901866,A-0015,방범용,기타,"공원,군서교회 사이",,경기도 시흥시 정왕동 1578-3,37.3448412,126.7450817,양방향,N,N,N,,2008,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,
4010000,202640100000901867,A-0016,방범용,기타,한빛교회 앞,,경기도 시흥시 정왕동 1586-9,37.3434211,126.7455734,양방향,N,N,N,,2008,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,
4010000,202640100000901868,A-0017,방범용,기타,슈퍼 앞,,경기도 시흥시 정왕동 1594-6,37.3435922,126.7438624,양방향,N,N,N,,2008,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,
4010000,202640100000901869,A-0018,방범용,기타,군서중학교 옆 공원 근처,,경기도 시흥시 정왕동 1609-10,37.3458573,126.7420139,양방향,N,N,N,,2008,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,중학교
4010000,202640100000901870,A-0019,방범용,기타,옥구공원 1주차장,,경기도 시흥시 정왕동 2138,37.3571696,126.717075,양방향,N,N,N,,2008,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,
4010000,202640100000901871,A-0020,방범용,기타,옥구공원 2주차장,,경기도 시흥시 정왕동 2138,37.3561875,126.7155401,양방향,N,N,N,,2008,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,
4010000,202640100000901872,A-0021,방범용,기타,"국민,우리은행사이",,경기도 시흥시 대야동 532-4,37.443703,126.7900206,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,
4010000,202640100000901873,A-0022,방범용,기타,만남슈퍼 앞(현진어린이집),,경기도 시흥시 대야동 456,37.4475395,126.789479,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,
4010000,202640100000901874,A-0023,방범용,기타,대야초교 후문,,경기도 시흥시 대야동 456-2,37.4460365,126.7899221,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,초등학교
4010000,202640100000901875,A-0024,방범용,기타,신천연합병원 앞,,경기도 시흥시 대야동 470-2,37.4444715,126.7889663,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,
4010000,202640100000901876,A-0025,방범용,기타,소래초교 후문,,경기도 시흥시 신천동 704-4,37.4445286,126.7845368,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,초등학교
4010000,202640100000901877,A-0026,방범용,기타,청소년 수련관 주변(시립종합복지어린이집),,경기도 시흥시 대야동 572-3,37.4454987,126.797288,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,
4010000,202640100000901878,A-0027,방범용,기타,국민은행 주변,,경기도 시흥시 신천동 709-6,37.4403034,126.7870423,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,
4010000,202640100000901879,A-0028,방범용,기타,신천어린이공원,,경기도 시흥시 신천동 765,37.4381887,126.7846808,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,
4010000,202640100000901880,A-0029,방범용,기타,새마을금고 주변,,경기도 시흥시 신천동 709-19,37.442122,126.7846421,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,
4010000,202640100000901881,A-0030,방범용,기타,새들약국 맞은편,,경기도 시흥시 신천동 885-1,37.4319554,126.7919112,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,
4010000,202640100000901882,A-0031,방범용,기타,현장마을 입구(신천동 815-15 도원어린이집 ),,경기도 시흥시 신천동 815-15,37.437429,126.7763788,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,
4010000,202640100000901883,A-0032,방범용,기타,"푸른솔어린이집,하늘어린이집(연희아파트 삼거리)",,경기도 시흥시 신천동 843,37.4374494,126.7837549,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,
4010000,202640100000901884,A-0033,방범용,기타,새마을금고 주변,,경기도 시흥시 신천동 746-23,37.4402966,126.781121,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,
4010000,202640100000901885,A-0034,방범용,기타,초인공인중개사,,경기도 시흥시 방산동 406,37.4197518,126.7683881,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,
4010000,202640100000901886,A-0035,방범용,기타,웃터골초교 앞,,경기도 시흥시 은행동 93,37.4400713,126.7987419,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,초등학교
4010000,202640100000901887,A-0036,방범용,기타,검바위초교,,경기도 시흥시 은행동 261-2,37.4334851,126.7983314,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:09,초등학교
4010000,202640100000901888,A-0037,방범용,기타,광덕빌라,,경기도 시흥시 은행동 265,37.4327663,126.7963736,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901889,A-0038,방범용,기타,대우4차 이면도로,,경기도 시흥시 은행동 599-3,37.4390846,126.7947461,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901890,A-0039,방범용,기타,매화초교 앞,,경기도 시흥시 매화동 303-1,37.4153848,126.8084959,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,초등학교
4010000,202640100000901891,A-0040,방범용,기타,목감초교,,경기도 시흥시 논곡동 160-32,37.3870962,126.859538,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,초등학교
4010000,202640100000901892,A-0041,방범용,기타,영진4차,,경기도 시흥시 논곡동 267-3,37.394953,126.8545494,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901893,A-0042,방범용,기타,남해슈퍼,,경기도 시흥시 조남동 174-15,37.3832675,126.8579289,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901894,A-0043,방범용,기타,일우아파트 놀이터,,경기도 시흥시 거모동 1474-1,37.3454154,126.7810747,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901895,A-0044,방범용,기타,"스크린골프(군자중,군자디지털과학고)",,경기도 시흥시 거모동 1720-3,37.3491518,126.7842875,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901896,A-0045,방범용,기타,새차장 옆,,경기도 시흥시 거모동 1752-3,37.3429538,126.7835409,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901897,A-0046,방범용,기타,녹십자 약국,,경기도 시흥시 거모동 1753-9,37.3415152,126.7838349,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901898,A-0047,방범용,기타,녹원아파트,,경기도 시흥시 거모동 1766-4,37.3427806,126.7875691,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901899,A-0048,방범용,기타,월곶초~월곶중(월곶중),,경기도 시흥시 월곶동 1010-2,37.3923231,126.7371203,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901900,A-0049,방범용,기타,아이콘프라자,,경기도 시흥시 정왕동 1824-1,37.3482009,126.7450472,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901901,A-0050,방범용,기타,정왕마트,,경기도 시흥시 정왕동 1532-19,37.3440425,126.7567346,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901902,A-0051,방범용,기타,장산마트,,경기도 시흥시 정왕동 1213,37.345237,126.748427,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901903,A-0052,방범용,기타,고은어린이집,,경기도 시흥시 정왕동 1181,37.3473025,126.7501801,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901904,A-0053,방범용,기타,보람유치원(시화공고),,경기도 시흥시 정왕동 1517-11,37.3433181,126.7530289,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901905,A-0054,방범용,기타,정왕역 앞,,경기도 시흥시 정왕동 2327-4,37.3514446,126.7424097,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901906,A-0055,방범용,기타,사회복지관 옆,,경기도 시흥시 정왕동 1609,37.3467786,126.7409402,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901907,A-0056,방범용,기타,기업은행 옆,,경기도 시흥시 정왕동 1366-12,37.3370177,126.7271335,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901908,A-0057,방범용,기타,농협 옆,,경기도 시흥시 정왕동 1861-1,37.354788,126.7230863,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901909,A-0058,방범용,기타,산업은행 삼거리,,경기도 시흥시 정왕동 1729-3,37.3466088,126.735064,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901910,A-0059,방범용,기타,송운중학교 앞,,경기도 시흥시 정왕동 1875-4,37.3598638,126.7309022,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,중학교
4010000,202640100000901911,A-0060,방범용,기타,충현교회,,경기도 시흥시 정왕동 2305-21,37.3521233,126.7367519,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901912,A-0061,방범용,기타,시화병원 삼거리,,경기도 시흥시 정왕동 1861-8,37.3530062,126.7249676,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901913,A-0062,방범용,기타,한울유치원,,경기도 시흥시 정왕동 1994-8,37.3444235,126.6915033,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901914,A-0063,방범용,기타,등대앞,,경기도 시흥시 정왕동 2003-24,37.3454076,126.6876038,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901915,A-0064,방범용,기타,수협 앞,,경기도 시흥시 정왕동 2006-1,37.3450344,126.6880729,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901916,A-0065,방범용,기타,버스정류장 옆,,경기도 시흥시 정왕동 1978-10,37.3479533,126.6929206,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901917,A-0066,방범용,기타,메가폴리스,,경기도 시흥시 정왕동 2164-1,37.3519783,126.7165648,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901918,A-0067,방범용,기타,함현초교 대림 4차 사이,,경기도 시흥시 정왕동 1878-8,37.3648034,126.7352782,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,초등학교
4010000,202640100000901919,A-0068,방범용,기타,군자농협,,경기도 시흥시 장곡동 812-3,37.3777999,126.7832883,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901920,A-0069,방범용,기타,연성중 앞 공원,,경기도 시흥시 하상동 374-1,37.3915854,126.8138912,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901921,A-0070,방범용,기타,일흥건설 옆 사거리,,경기도 시흥시 하중동 819-5,37.4004982,126.7998875,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901922,A-0071,방범용,기타,장승백이 부동산,,경기도 시흥시 대야동 484-1,37.4455071,126.7857379,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901923,A-0072,방범용,기타,코사마트 옆,,경기도 시흥시 대야동 280-6,37.447389,126.7922758,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901924,A-0073,방범용,기타,진양3차 맞은편,,경기도 시흥시 대야동 303-13,37.4521071,126.7883513,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901925,A-0074,방범용,기타,예은어린이집,,경기도 시흥시 신천동 719-13,37.4440364,126.7820436,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901926,A-0075,방범용,기타,문구나라,,경기도 시흥시 신천동 749-18,37.4396471,126.7785214,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901927,A-0076,방범용,기타,KT 프라자 시흥지사 근처,,경기도 시흥시 신천동 781-21,37.437302,126.7887179,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901928,A-0077,방범용,기타,중앙슈퍼,,경기도 시흥시 신천동 859-7,37.4352076,126.7892036,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901929,A-0078,방범용,기타,신일공원 옆,,경기도 시흥시 신천동 872-15,37.4310949,126.7905804,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901930,A-0079,방범용,기타,장군숯불갈비설렁탕 맞은편,,경기도 시흥시 미산동 316-39,37.4179863,126.7925082,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901931,A-0080,방범용,기타,우리자동차공업사,,경기도 시흥시 미산동 363-8,37.4200741,126.7966773,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901932,A-0081,방범용,기타,경기도 시흥시 조남동 516-1,,경기도 시흥시 조남동 516-1,37.3681632,126.8612952,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901933,A-0082,방범용,기타,"매화고등학교,동진아파트 사이",,경기도 시흥시 매화동 196-3,37.4152365,126.8146371,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,고등학교
4010000,202640100000901934,A-0083,방범용,기타,서능1차아파트 101동 앞,,경기도 시흥시 매화동 220-13,37.4169276,126.8125269,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901935,A-0084,방범용,기타,"은성교회,예일교회 사이",,경기도 시흥시 매화동 226,37.4163924,126.8110621,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901936,A-0085,방범용,기타,유호 뒤 야산 이면도로(군자중),,경기도 시흥시 거모동 1717-1,37.3479656,126.7863372,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901937,A-0086,방범용,기타,성암빌라,,경기도 시흥시 거모동 1743-7,37.3439907,126.7844835,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901938,A-0087,방범용,기타,군자초교 정문,,경기도 시흥시 거모동 1759-5,37.3440334,126.7867826,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,초등학교
4010000,202640100000901939,A-0088,방범용,기타,노인정 옆,,경기도 시흥시 거모동 1768-5,37.3420337,126.7869527,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901940,A-0089,방범용,기타,해안도로쪽,,경기도 시흥시 월곶동 1011-15,37.3886686,126.7374751,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901941,A-0090,방범용,기타,해안도로,,경기도 시흥시 월곶동 1011-28,37.3898091,126.7345876,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901942,A-0091,방범용,기타,성지자동차 공업사 옆,,경기도 시흥시 정왕동 1169,37.3476336,126.7526761,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901943,A-0092,방범용,기타,천사어린이집 옆 삼거리,,경기도 시흥시 정왕동 1182-1,37.3480327,126.7471377,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901944,A-0093,방범용,기타,베드로 성당 뒤,,경기도 시흥시 정왕동 1187-1,37.3471939,126.749486,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901945,A-0094,방범용,기타,하나공인중개사 뒤 골목,,경기도 시흥시 정왕동 1803-1,37.3502145,126.741121,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901946,A-0095,방범용,기타,강촌 뒤 사거리,,경기도 시흥시 정왕동 1829-3,37.3482804,126.7436535,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
4010000,202640100000901947,A-0096,방범용,기타,정왕역 할인마트 앞,,경기도 시흥시 정왕동 2311-1,37.353112,126.7434643,양방향,N,N,N,,2009,2025-12-31,Y,경기도 시흥시청,031-310-6763,2026-01-22,I,2026-05-15 18:45:47,2026-03-09 15:57:10,
