검색카테고리,id,place_name,category_name,세부분류,착한가격업소여부,category_group_code,category_group_name,phone,address_name,road_address_name,x,y,place_url,법정동코드,법정동명,법정동_시도,법정동_시군구,법정동_읍면동,법정동_리,행정동코드,행정동명,행정동_시도,행정동_시군구,행정동_읍면동,수집시각
카페,1603338038,더벤티 시흥대야역점,음식점 > 카페 > 커피전문점 > 더벤티,일반카페,0,CE7,카페,070-8691-1993,경기 시흥시 대야동 650,경기 시흥시 은계중앙로 374,126.795086819428,37.4509288472528,http://place.map.kakao.com/1603338038,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,603481367,더벤티 시흥소래초점,음식점 > 카페 > 커피전문점 > 더벤티,일반카페,0,CE7,카페,070-8648-0554,경기 시흥시 대야동 484-10,경기 시흥시 호현로49번길 4-1,126.784706189272,37.4446735851912,http://place.map.kakao.com/603481367,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,1325305764,더사운드,음식점 > 카페 > 테마카페,기타,0,CE7,카페,031-318-0322,경기 시흥시 대야동 531-2,경기 시흥시 비둘기공원5길 12,126.79041594480125,37.44321159244217,http://place.map.kakao.com/1325305764,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,1100869517,더숲 소전미술관,음식점 > 카페,일반카페,0,CE7,카페,031-314-0206,경기 시흥시 대야동 420-106,경기 시흥시 소래산길 41,126.785498956121,37.4519858409034,http://place.map.kakao.com/1100869517,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,413608017,더카페 롯데마트시흥점,음식점 > 카페 > 커피전문점 > 더카페,일반카페,0,CE7,카페,,경기 시흥시 대야동 542,경기 시흥시 비둘기공원로 28,126.791973599872,37.4430449537402,http://place.map.kakao.com/413608017,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,63293054,데이롱카페 시흥대야점,음식점 > 카페 > 테마카페 > 무인카페 > 데이롱카페,일반카페,0,CE7,카페,0507-1414-5808,경기 시흥시 대야동 570-1,경기 시흥시 은행로 189,126.79647593516876,37.44670009308673,http://place.map.kakao.com/63293054,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,884486950,디저트39 시흥대야점,음식점 > 카페 > 테마카페 > 디저트카페 > 디저트39,일반카페,0,CE7,카페,031-313-3131,경기 시흥시 대야동 544-1,경기 시흥시 비둘기공원7길 39,126.79225555890466,37.44242645350222,http://place.map.kakao.com/884486950,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,169237049,라소래,음식점 > 카페,일반카페,0,CE7,카페,070-8671-7797,경기 시흥시 대야동 305-30,경기 시흥시 소래산길 49,126.786474034334,37.4516794605531,http://place.map.kakao.com/169237049,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,1804892512,라움,음식점 > 카페,일반카페,0,CE7,카페,0502-5554-5318,경기 시흥시 대야동 305-51,경기 시흥시 호현로 155-21,126.786637224787,37.4527159188438,http://place.map.kakao.com/1804892512,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,1579627434,러블리카페,음식점 > 카페,일반카페,0,CE7,카페,,경기 시흥시 대야동 583-1,경기 시흥시 은행로 186,126.79712843167,37.4469580035212,http://place.map.kakao.com/1579627434,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,249660802,로컬커피소사이어티,음식점 > 카페 > 커피전문점,일반카페,0,CE7,카페,031-494-1331,경기 시흥시 대야동 501,경기 시흥시 뱀내장터로25번길 4,126.787610303598,37.4419253432666,http://place.map.kakao.com/249660802,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,396653852,리얼커피 시흥대야점,음식점 > 카페 > 커피전문점,일반카페,0,CE7,카페,031-507-0288,경기 시흥시 대야동 653,경기 시흥시 은계중앙로 362,126.795869480931,37.4515419888617,http://place.map.kakao.com/396653852,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,1499953640,리커맨드커피,음식점 > 카페,일반카페,0,CE7,카페,0502-5550-5927,경기 시흥시 대야동 303-76,경기 시흥시 호현로 155-9,126.78814465615106,37.45279791969322,http://place.map.kakao.com/1499953640,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,1076443006,매머드익스프레스 시흥대야점,음식점 > 카페 > 커피전문점 > 매머드익스프레스,일반카페,0,CE7,카페,,경기 시흥시 대야동 303-1,경기 시흥시 호현로 147,126.788919478424,37.4525677460639,http://place.map.kakao.com/1076443006,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,1379522259,매머드커피 시흥은계지산점,음식점 > 카페 > 커피전문점 > 매머드커피,일반카페,0,CE7,카페,,경기 시흥시 대야동 664-10,경기 시흥시 은계중앙로306번길 50,126.797539629124,37.4533063400442,http://place.map.kakao.com/1379522259,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,1896532002,메가MGC커피 시흥대야댓골점,음식점 > 카페 > 커피전문점 > 메가MGC커피,일반카페,0,CE7,카페,031-311-9995,경기 시흥시 대야동 470-5,경기 시흥시 복지로53번길 16,126.787972502308,37.4449191592402,http://place.map.kakao.com/1896532002,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,1613833209,메가MGC커피 시흥대야역점,음식점 > 카페 > 커피전문점 > 메가MGC커피,일반카페,0,CE7,카페,031-315-1119,경기 시흥시 대야동 645,경기 시흥시 은계로 353,126.794521167541,37.4503124738709,http://place.map.kakao.com/1613833209,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,1023638616,메가MGC커피 시흥대야점,음식점 > 카페 > 커피전문점 > 메가MGC커피,일반카페,0,CE7,카페,031-315-0913,경기 시흥시 대야동 541-3,경기 시흥시 비둘기공원7길 46,126.79180307426631,37.442189591835884,http://place.map.kakao.com/1023638616,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,972497122,메가MGC커피 시흥포도탑점,음식점 > 카페 > 커피전문점 > 메가MGC커피,일반카페,0,CE7,카페,031-318-8111,경기 시흥시 대야동 568-2,경기 시흥시 복지로 96,126.79183193638688,37.447271356032836,http://place.map.kakao.com/972497122,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,855385032,메리딜라이트,음식점 > 카페,일반카페,0,CE7,카페,0507-1472-0238,경기 시흥시 대야동 556-1,경기 시흥시 비둘기공원2길 16-1,126.792626073462,37.4404277551476,http://place.map.kakao.com/855385032,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,1472198624,메종드마망,음식점 > 카페,일반카페,0,CE7,카페,,경기 시흥시 대야동 490-8,경기 시흥시 복지로43번길 4,126.78874805896,37.443595157805,http://place.map.kakao.com/1472198624,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,446862147,메종드아티스트,음식점 > 카페,일반카페,0,CE7,카페,,경기 시흥시 대야동 491-51,경기 시흥시 복지로43번길 3,126.78864117159,37.4434291802868,http://place.map.kakao.com/446862147,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,1976439424,몬테인,음식점 > 카페 > 커피전문점,일반카페,0,CE7,카페,0503-7152-3606,경기 시흥시 대야동 305-29,경기 시흥시 호현로 155-24,126.786236537327,37.4529278335447,http://place.map.kakao.com/1976439424,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,2109263996,뫼동,음식점 > 카페,일반카페,0,CE7,카페,,경기 시흥시 대야동 305-24,경기 시흥시 호현로 155-25,126.786394956914,37.4524622969237,http://place.map.kakao.com/2109263996,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,658931405,무이커피 시흥,음식점 > 카페,일반카페,0,CE7,카페,0502-5554-3161,경기 시흥시 대야동 345-16,경기 시흥시 복지로 103-1,126.792081276882,37.4482367793751,http://place.map.kakao.com/658931405,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,1553026911,미스터컵 시흥대야점,음식점 > 카페 > 테마카페 > 무인카페,일반카페,0,CE7,카페,,경기 시흥시 대야동 303-75,경기 시흥시 소래산길 67,126.788142129648,37.452491571171,http://place.map.kakao.com/1553026911,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,116852922,발도스커피 은계지산점,음식점 > 카페 > 발도스커피,일반카페,0,CE7,카페,,경기 시흥시 대야동 667,경기 시흥시 은계중앙로306번길 19,126.799890093186,37.4517344733767,http://place.map.kakao.com/116852922,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,1209184420,백억커피 시흥대야점,음식점 > 카페 > 커피전문점,일반카페,0,CE7,카페,,경기 시흥시 대야동 568-1,경기 시흥시 복지로 90,126.791706165161,37.4469828104079,http://place.map.kakao.com/1209184420,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,631741523,봉명동내커피 시흥대야점,음식점 > 카페 > 커피전문점 > 봉명동내커피,일반카페,0,CE7,카페,031-8042-6688,경기 시흥시 대야동 498,경기 시흥시 뱀내장터로 3-1,126.785280606165,37.4425752696523,http://place.map.kakao.com/631741523,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,44799993,브런치빈 시흥대야점,음식점 > 카페 > 브런치빈,일반카페,0,CE7,카페,031-317-0622,경기 시흥시 대야동 290-5,경기 시흥시 복지로 126,126.792483223101,37.4500088760815,http://place.map.kakao.com/44799993,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,27597052,빽다방 시흥대야롯데점,음식점 > 카페 > 커피전문점 > 빽다방,일반카페,0,CE7,카페,031-312-7093,경기 시흥시 대야동 546-1,경기 시흥시 비둘기공원7길 51,126.79181360967102,37.441649903344135,http://place.map.kakao.com/27597052,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,2010742383,빽다방 시흥대야역점,음식점 > 카페 > 커피전문점 > 빽다방,일반카페,0,CE7,카페,031-509-0514,경기 시흥시 대야동 650-1,경기 시흥시 은계중앙로306번길 82,126.79479808729,37.4511274699711,http://place.map.kakao.com/2010742383,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,1233153017,사또빌리,음식점 > 카페,일반카페,0,CE7,카페,,경기 시흥시 대야동 555-8,경기 시흥시 비둘기공원2길 9,126.792484569889,37.4397012897325,http://place.map.kakao.com/1233153017,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,221308188,사일런스,음식점 > 카페,일반카페,0,CE7,카페,0502-5550-2972,경기 시흥시 대야동 693,경기 시흥시 수인로3312번길 16,126.788776812413,37.439798338611,http://place.map.kakao.com/221308188,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,1669774810,새시흥다방,음식점 > 카페 > 다방,일반카페,0,CE7,카페,031-312-9441,경기 시흥시 대야동 452-7,경기 시흥시 대야로43번길 14,126.78944716578,37.4477671936505,http://place.map.kakao.com/1669774810,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,315603978,샤인빈,음식점 > 카페,일반카페,0,CE7,카페,,경기 시흥시 대야동 665-1,경기 시흥시 은계중앙로306번길 32,126.799708454789,37.4528865600036,http://place.map.kakao.com/315603978,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,26644200,설빙 경기시흥대야점,음식점 > 카페 > 테마카페 > 디저트카페 > 설빙,일반카페,0,CE7,카페,031-315-2212,경기 시흥시 대야동 543-1,경기 시흥시 비둘기공원7길 33,126.79274663056394,37.44301387529233,http://place.map.kakao.com/26644200,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,31924897,소래산커피,음식점 > 카페 > 커피전문점,일반카페,0,CE7,카페,0507-1472-1465,경기 시흥시 대야동 305,경기 시흥시 소래산길 55,126.787041779624,37.4519363723134,http://place.map.kakao.com/31924897,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,579596381,스타벅스 시흥대야DT점,음식점 > 카페 > 커피전문점 > 스타벅스,일반카페,0,CE7,카페,1522-3232,경기 시흥시 대야동 501-3,경기 시흥시 뱀내장터로 27,126.7876922704619,37.44171104933993,http://place.map.kakao.com/579596381,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,906373343,스타벅스 시흥대야동점,음식점 > 카페 > 커피전문점 > 스타벅스,일반카페,0,CE7,카페,1522-3232,경기 시흥시 대야동 546-1,경기 시흥시 비둘기공원7길 51,126.791900670345,37.4416320363878,http://place.map.kakao.com/906373343,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,552103465,스타벅스 시흥대야점,음식점 > 카페 > 커피전문점 > 스타벅스,일반카페,0,CE7,카페,1522-3232,경기 시흥시 대야동 532-1,경기 시흥시 비둘기공원로 10,126.79089869065332,37.443944971167085,http://place.map.kakao.com/552103465,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,1339432516,슬로 은계점,음식점 > 카페,일반카페,0,CE7,카페,,경기 시흥시 대야동 667-3,경기 시흥시 은계중앙로 310,126.800649898682,37.4507572582406,http://place.map.kakao.com/1339432516,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,988548265,썸케이크,음식점 > 카페,일반카페,0,CE7,카페,0502-5553-6660,경기 시흥시 대야동 463-10,경기 시흥시 호현로73번길 8,126.786213169778,37.4468423553003,http://place.map.kakao.com/988548265,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,1958053830,아기별드로잉키즈카페,"가정,생활 > 유아 > 놀이시설 > 키즈카페",기타,0,CE7,카페,,경기 시흥시 대야동 303-1,경기 시흥시 호현로 147,126.788916105624,37.4525614329653,http://place.map.kakao.com/1958053830,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,276278162,아따보이,음식점 > 카페,일반카페,0,CE7,카페,0503-7153-0207,경기 시흥시 대야동 538,경기 시흥시 비둘기공원6길 16,126.790750322408,37.4424409175217,http://place.map.kakao.com/276278162,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,718760878,아르니온,음식점 > 카페,일반카페,0,CE7,카페,0503-7151-9594,경기 시흥시 대야동 360-15,경기 시흥시 은행로218번길 11,126.7925844800014,37.446080639259016,http://place.map.kakao.com/718760878,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,830671409,아리랑다방,음식점 > 카페 > 다방,일반카페,0,CE7,카페,,경기 시흥시 대야동 499-14,경기 시흥시 대골안길 83-1,126.78646199538017,37.44239630625262,http://place.map.kakao.com/830671409,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,9208284,아마존놀이동산,"가정,생활 > 유아 > 놀이시설 > 키즈카페",기타,0,CE7,카페,031-404-5337,경기 시흥시 대야동 541-3,경기 시흥시 비둘기공원7길 46,126.791695859918,37.4421398471966,http://place.map.kakao.com/9208284,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,1863639583,아이엠블럭,"가정,생활 > 유아 > 놀이시설 > 키즈카페",기타,0,CE7,카페,070-7543-7647,경기 시흥시 대야동 544-1,경기 시흥시 비둘기공원7길 39,126.792422695091,37.4424654907313,http://place.map.kakao.com/1863639583,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,597246947,아헤커피,음식점 > 카페 > 커피전문점,일반카페,0,CE7,카페,010-5011-1484,경기 시흥시 대야동 693,경기 시흥시 수인로3312번길 16,126.7896701549085,37.441583938572606,http://place.map.kakao.com/597246947,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,20608187,어반로스팅,음식점 > 카페 > 커피전문점,일반카페,0,CE7,카페,031-312-6191,경기 시흥시 대야동 581-6,경기 시흥시 은행로 172,126.798356710063,37.4461663131553,http://place.map.kakao.com/20608187,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,1507514249,영화산장 애견카페,음식점 > 카페 > 테마카페 > 애견카페,기타,0,CE7,카페,010-5069-8517,경기 시흥시 대야동 산 103,경기 시흥시 하우로 181-23,126.78097326199173,37.47036716115622,http://place.map.kakao.com/1507514249,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,638730496,요거트월드 시흥대야점,음식점 > 카페 > 테마카페 > 디저트카페 > 요거트월드,일반카페,0,CE7,카페,,경기 시흥시 대야동 472-24,경기 시흥시 복지로63번길 14-1,126.788534499811,37.4455959257382,http://place.map.kakao.com/638730496,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,9360180,위드,음식점 > 카페,일반카페,0,CE7,카페,031-313-9995,경기 시흥시 대야동 577-2,경기 시흥시 대은로 89,126.798061091344,37.4451530698717,http://place.map.kakao.com/9360180,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,16428889,이디야커피 시흥대야점,음식점 > 카페 > 커피전문점 > 이디야커피,일반카페,0,CE7,카페,031-313-0336,경기 시흥시 대야동 579-2,경기 시흥시 은행로 169,126.798231138185,37.4457948815335,http://place.map.kakao.com/16428889,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,1503466330,주피터케이크,음식점 > 카페 > 테마카페 > 디저트카페,일반카페,0,CE7,카페,0502-5550-2211,경기 시흥시 대야동 639,경기 시흥시 대은로103번길 6,126.799080006036,37.4461504256867,http://place.map.kakao.com/1503466330,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,1413787647,청화공간,음식점 > 카페,일반카페,0,CE7,카페,,경기 시흥시 대야동 305-24,경기 시흥시 호현로 155-25,126.78639615114095,37.45243977378848,http://place.map.kakao.com/1413787647,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
카페,1114611242,카툰바이커피 시흥본점,"가정,생활 > 여가시설 > 만화방 > 만화카페",기타,0,CE7,카페,,경기 시흥시 대야동 535,경기 시흥시 비둘기공원6길 10,126.79121785450377,37.44295532188873,http://place.map.kakao.com/1114611242,4139010100,경기도 시흥시 대야동,경기도,시흥시,대야동,,4139051000,경기도 시흥시 대야동,경기도,시흥시,대야동,2026-08-11T23:50:11+09:00
