개방자치단체코드,관리번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점,학교급
4010000,202640100000800178,경기도 시흥시,경기도 시흥시 은계번영길 13,경기도 시흥시 은행동 646-6,교통단속,3,200,360도 전방면,30,202312,031-310-5132,37.43754852,126.8025441,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800179,경기도 시흥시,경기도 시흥시 군자로253번길 20,경기도 시흥시 거모동 298-1,교통단속,3,200,360도 전방면,30,202312,031-310-5132,37.36271212,126.7725079,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800180,경기도 시흥시,경기도 시흥시 군자로253번길 20,경기도 시흥시 거모동 198-7,교통단속,4,200,360도 전방면,30,202312,031-310-5132,37.36375291,126.7705261,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800181,경기도 시흥시,경기도 시흥시 목감둘레로99,경기도 시흥시 조남동 674,교통단속,4,200,360도 전방면,30,202212,031-310-5132,37.37197237,126.8520353,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800182,경기도 시흥시,경기도 시흥시 월동중앙로 55,경기도 시흥시 월곶동1065-3,교통단속,4,200,360도 전방면,30,202212,031-310-5132,37.38021066,126.7670231,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800183,경기도 시흥시,경기도 시흥시 월동중앙로 55,경기도 시흥시 월곶동1061-6,교통단속,4,200,360도 전방면,30,202212,031-310-5132,37.38125832,126.7664787,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800184,경기도 시흥시,경기도 시흥시 정왕대로53번길 14,경기도 시흥시 정왕동1867-2,교통단속,3,200,360도 전방면,30,202212,031-310-5132,37.35589946,126.725893,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800185,경기도 시흥시,경기도 시흥시 정왕대로53번길 14,경기도 시흥시 정왕동1867-2,교통단속,5,200,360도 전방면,30,202212,031-310-5132,37.35669782,126.7245222,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800186,경기도 시흥시,경기도 시흥시 호현로27번길 25-1,경기도 시흥시 신천동703-33,교통단속,4,200,360도 전방면,30,202212,031-310-5132,37.44413069,126.7826757,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800187,경기도 시흥시,경기도 시흥시 서울대학로 173,경기도 시흥시 배곧동 241,교통단속,4,200,360도 전방면,30,202112,031-310-5132,37.36309504,126.7184746,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800188,경기도 시흥시,경기도 시흥시 서울대학로 173,경기도 시흥시 배곧동 241,교통단속,3,200,360도 전방면,30,202112,031-310-5132,37.36562987,126.7208466,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800189,경기도 시흥시,경기도 시흥시 서울대학로 173,경기도 시흥시 배곧동 241,교통단속,5,200,360도 전방면,30,202112,031-310-5132,37.36793791,126.7227925,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800190,경기도 시흥시,경기도 시흥시 서울대학로 173,경기도 시흥시 배곧동 241,교통단속,3,200,360도 전방면,30,202112,031-310-5132,37.36955603,126.7203641,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800191,경기도 시흥시,경기도 시흥시 역전로369,경기도 시흥시 정왕동 1872-3,교통단속,3,200,360도 전방면,30,202112,031-310-5132,37.3580629,126.7345335,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800192,경기도 시흥시,경기도 시흥시 매화1로61,경기도 시흥시 매화동 312,교통단속,4,200,360도 전방면,30,202112,031-310-5132,37.41550705,126.8084899,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800193,경기도 시흥시,경기도 시흥시 수인로3413번길33,경기도 시흥시 신천동 817-1,교통단속,3,200,360도 전방면,30,202112,031-310-5132,37.4397174,126.7783613,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800194,경기도 시흥시,경기도 시흥시 군자로465번길 7,경기도 시흥시 거모동 1379-5,교통단속,4,200,360도 전방면,30,202112,031-310-5132,37.34797481,126.7825956,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800195,경기도 시흥시,경기도 시흥시 하중로221번길5-1,경기도 시흥시 하중동 864-4,교통단속,3,200,360도 전방면,30,202112,031-310-5132,37.3923823,126.8066135,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800196,경기도 시흥시,경기도 시흥시 옥터로 33,경기도 시흥시 정왕동 2020-1,교통단속,4,200,360도 전방면,30,202112,031-310-5132,37.34436326,126.6917011,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800197,경기도 시흥시,경기도 시흥시 호현로27번길11,경기도 시흥시 신천동 705-2,교통단속,3,200,360도 전방면,30,202112,031-310-5132,37.44322986,126.7835188,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800198,경기도 시흥시,경기도 시흥시 정왕시장길77,경기도 시흥시 정왕동 1181-1,교통단속,3,200,360도 전방면,30,202112,031-310-5132,37.34731136,126.7503342,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800199,경기도 시흥시,경기도 시흥시 수인로3312번길,경기도 시흥시 대야동 418-114,교통단속,3,200,360도 전방면,30,202112,031-310-5132,37.43956746,126.7891104,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800200,경기도 시흥시,경기도 시흥시 비둘기공원 7길,경기도 시흥시 대야동 636,교통단속,4,200,360도 전방면,30,202112,031-310-5132,37.44003326,126.7915052,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800201,경기도 시흥시,경기도 시흥시 비둘기공원 1길,경기도 시흥시 대야동 623,교통단속,4,200,360도 전방면,30,202112,031-310-5132,37.44192313,126.7898898,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800202,경기도 시흥시,경기도 시흥시 옥구천동로 347번길,경기도 시흥시 정왕동 1916,교통단속,5,200,360도 전방면,30,202112,031-310-5132,37.35035887,126.7353795,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800203,경기도 시흥시,경기도 시흥시 군자천로 381,경기도 시흥시 대야동 623,교통단속,4,200,360도 전방면,30,202112,031-310-5132,37.3490414,126.7370411,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800204,경기도 시흥시,경기도 시흥시 군자천로 381,경기도 시흥시 정왕동 1917,교통단속,4,200,360도 전방면,30,202112,031-310-5132,37.35043602,126.7383511,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800205,경기도 시흥시,경기도 시흥시 만해로43,경기도 시흥시 정왕동 2131-1,교통단속,4,200,360도 전방면,30,202112,031-310-5132,37.33216818,126.7484466,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800206,경기도 시흥시,경기도 시흥시 만해로43,경기도 시흥시 정왕동 2131,교통단속,5,200,360도 전방면,30,202112,031-310-5132,37.33061589,126.7470142,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800207,경기도 시흥시,경기도 시흥시 장곡로54번길 27,경기도 시흥시 장곡동 511,교통단속,1,200,360도 전방면,30,202012,031-310-5132,37.38178234,126.7827155,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800208,경기도 시흥시,경기도 시흥시 장곡로54번길 14,경기도 시흥시 장곡동 406-3,교통단속,1,200,360도 전방면,30,202012,031-310-5132,37.38050482,126.7827355,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800209,경기도 시흥시,경기도 시흥시 장곡로 71,경기도 시흥시 장곡동 833,교통단속,1,200,360도 전방면,30,202012,031-310-5132,37.37953196,126.7827081,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800210,경기도 시흥시,경기도 시흥시 장곡로 71,경기도 시흥시 장곡동 833,교통단속,1,200,360도 전방면,30,202012,031-310-5132,37.37941945,126.7809205,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800211,경기도 시흥시,경기도 시흥시 장곡로70번길 8,경기도 시흥시 장곡동 833,교통단속,1,200,360도 전방면,30,202012,031-310-5132,37.38066719,126.7811794,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800212,경기도 시흥시,경기도 시흥시 장곡로 54번길,경기도 시흥시 장곡동 778-24,교통단속,1,200,360도 전방면,30,202012,031-310-5132,37.38179234,126.7802092,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800213,경기도 시흥시,경기도 시흥시 장곡로70번길 11-8,경기도 시흥시 장곡동 845,교통단속,1,200,360도 전방면,30,202012,031-310-5132,37.3807505,126.7798315,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800214,경기도 시흥시,경기도 시흥시 장곡로70번길 12,경기도 시흥시 장곡동 848,교통단속,1,200,360도 전방면,30,202012,031-310-5132,37.38069465,126.7810448,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800215,경기도 시흥시,경기도 시흥시 산현마을길 19,경기도 시흥시 산현동 524,교통단속,1,200,360도 전방면,30,202012,031-310-5132,37.37532391,126.844455,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800216,경기도 시흥시,경기도 시흥시 목감남서로 68,경기도 시흥시 산현동 527,교통단속,1,200,360도 전방면,30,202012,031-310-5132,37.37417459,126.8455714,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800217,경기도 시흥시,경기도 시흥시 목감남서로 68,경기도 시흥시 산현동 527,교통단속,1,200,360도 전방면,30,202012,031-310-5132,37.37432568,126.8457546,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800218,경기도 시흥시,경기도 시흥시 목감남서로 38,경기도 시흥시 산현동 529,교통단속,1,200,360도 전방면,30,202012,031-310-5132,37.37508246,126.8473297,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800219,경기도 시흥시,경기도 시흥시 목감남서로 38,경기도 시흥시 산현동 529,교통단속,1,200,360도 전방면,30,202012,031-310-5132,37.37523753,126.8476238,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800220,경기도 시흥시,경기도 시흥시 목감남서로 38,경기도 시흥시 산현동 529,교통단속,1,200,360도 전방면,30,202012,031-310-5132,37.3749676,126.8474235,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800221,경기도 시흥시,경기도 시흥시 목감남서로 92-15,경기도 시흥시 산현동 526,교통단속,1,200,360도 전방면,30,202012,031-310-5132,37.37485463,126.8420734,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800222,경기도 시흥시,경기도 시흥시 목감남서로 92-30,경기도 시흥시 산현동 526,교통단속,1,200,360도 전방면,30,202012,031-310-5132,37.37486654,126.8421777,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800223,경기도 시흥시,경기도 시흥시 목감남서로 9-7,경기도 시흥시 조남동652-2,교통단속,3,200,360도 전방면,30,202012,031-310-5132,37.37772779,126.8513624,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800224,경기도 시흥시,경기도 시흥시 정왕동 1985-1,경기도 시흥시 정왕동 1985-1,교통단속,4,200,360도 전방면,30,202012,031-310-5132,37.34775168,126.6928665,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800225,경기도 시흥시,경기도 시흥시 복지로71번길 18,경기도 시흥시 대야동 459-3,교통단속,5,200,360도 전방면,30,202012,031-310-5132,37.44647495,126.7888371,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800226,경기도 시흥시,경기도 시흥시 배곧4로 81-46,경기도 시흥시 정왕동 2468,교통단속,3,200,360도 전방면,30,202012,031-310-5132,37.3745534,126.7340958,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800227,경기도 시흥시,경기도 시흥시 은계로142번길 6,경기도 시흥시 은행동 686-7,교통단속,3,200,360도 전방면,30,202012,031-310-5132,37.43489863,126.8059298,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800228,경기도 시흥시,경기도 시흥시 은계중앙로 140,경기도 시흥시 은행동 632,교통단속,3,200,360도 전방면,30,202012,031-310-5132,37.43967453,126.8067208,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800229,경기도 시흥시,경기도 시흥시 은계중앙로 118,경기도 시흥시 은행동 620,교통단속,3,200,360도 전방면,30,202012,031-310-5132,37.439769,126.803026,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800230,경기도 시흥시,경기도 시흥시 은계중앙로 218,경기도 시흥시 은행동 608-14,교통단속,4,200,360도 전방면,30,202012,031-310-5132,37.44382894,126.8055726,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800231,경기도 시흥시,경기도 시흥시 은계번영길 11,경기도 시흥시 은행동 645,교통단속,4,200,360도 전방면,30,202012,031-310-5132,37.43711728,126.8020529,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800232,경기도 시흥시,경기도 시흥시 은계중앙로306번길25,경기도 시흥시 대야동660-5,교통단속,3,200,360도 전방면,30,202012,031-310-5132,37.45213385,126.7988411,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800233,경기도 시흥시,경기도 시흥시 은계중앙로364,경기도 시흥시 대야동653-2,교통단속,4,200,360도 전방면,30,202012,031-310-5132,37.45125654,126.7959444,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800234,경기도 시흥시,경기도 시흥시 서울대학로278번길 21,경기도 시흥시 정왕동2517-2,교통단속,2,200,360도 전방면,30,202012,031-310-5132,37.3691935,126.7285868,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800235,경기도 시흥시,경기도 시흥시 큰솔로8번안길 1,경기도 시흥시 정왕동 1495,교통단속,5,200,360도 전방면,30,202012,031-310-5132,37.33773364,126.7524161,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800236,경기도 시흥시,경기도 시흥시 신천로19번안길9-7,경기도 시흥시 신천동886-19,교통단속,3,200,360도 전방면,30,202012,031-310-5132,37.43262842,126.7914106,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800237,경기도 시흥시,경기도 시흥시 목감남서로 35,경기도 시흥시 조남동 731,교통단속,3,200,360도 전방면,30,202012,031-310-5132,37.37597513,126.8489557,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800238,경기도 시흥시,경기도 시흥시 은행로 39-16,경기도 시흥시 신천동 83-106,교통단속,3,200,360도 전방면,30,202012,031-310-5132,37.43645512,126.7929983,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800239,경기도 시흥시,경기도 시흥시 은행로 39-16,경기도 시흥시 신천동 83-106,교통단속,3,200,360도 전방면,30,202012,031-310-5132,37.43645512,126.7929983,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800240,경기도 시흥시,경기도 시흥시 비둘기공원7길 18,경기도 시흥시 대야동 562-1,교통단속,3,200,360도 전방면,30,201912,031-310-5132,37.44476565,126.7935757,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800241,경기도 시흥시,경기도 시흥시 대은로111번길 10,경기도 시흥시 은행동 601-282,교통단속,5,200,360도 전방면,30,202012,031-310-5132,37.44616649,126.8006509,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800242,경기도 시흥시,경기도 시흥시 은계호수로56,경기도 시흥시 은행동606,교통단속,4,200,360도 전방면,30,201912,031-310-5132,37.44677237,126.8020537,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:48,
4010000,202640100000800243,경기도 시흥시,경기도 시흥시 은계중앙로254,경기도 시흥시 은행동608-1,교통단속,4,200,360도 전방면,30,201912,031-310-5132,37.44646554,126.8037776,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
4010000,202640100000800244,경기도 시흥시,경기도 시흥시 은계중앙로 247,경기도 시흥시 은행동 679-1,교통단속,5,200,360도 전방면,30,201912,031-310-5132,37.4453847,126.8032625,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
4010000,202640100000800245,경기도 시흥시,경기도 시흥시 은계남로 12,경기도 시흥시 은행동 644,교통단속,3,200,360도 전방면,30,201912,031-310-5132,37.43488504,126.8027661,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
4010000,202640100000800246,경기도 시흥시,경기도 시흥시 은계번영길 27,경기도 시흥시 은행동 646-12,교통단속,4,200,360도 전방면,30,201912,031-310-5132,37.43615965,126.8043236,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
4010000,202640100000800247,경기도 시흥시,경기도 시흥시 은계번영길 1,경기도 시흥시 은행동 646,교통단속,4,200,360도 전방면,30,201912,031-310-5132,37.4361382,126.8013258,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
4010000,202640100000800248,경기도 시흥시,경기도 시흥시 서울대학로278번길 19-13,경기도 시흥시 정왕동 2511,교통단속,5,200,360도 전방면,30,201912,031-310-5132,37.37188202,126.7272212,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
4010000,202640100000800249,경기도 시흥시,경기도 시흥시 서울대학로278번길 8,경기도 시흥시 정왕동 2522,교통단속,4,200,360도 전방면,30,201912,031-310-5132,37.37059134,126.7258463,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
4010000,202640100000800250,경기도 시흥시,경기도 시흥시 서울대학로278번길 21,경기도 시흥시 정왕동 2515-2,교통단속,4,200,360도 전방면,30,201912,031-310-5132,37.36965145,126.727455,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
4010000,202640100000800251,경기도 시흥시,경기도 시흥시 서울대학로264번길 7,경기도 시흥시 정왕동 2523,교통단속,4,200,360도 전방면,30,201912,031-310-5132,37.36941678,126.72479,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
4010000,202640100000800252,경기도 시흥시,경기도 시흥시 서울대학로264번길 25,경기도 시흥시 정왕동 2524,교통단속,4,200,360도 전방면,30,201912,031-310-5132,37.36846004,126.7263105,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
4010000,202640100000800253,경기도 시흥시,경기도 시흥시 정왕천로 411번길 47,경기도 시흥시 정왕동 1206,교통단속,5,200,360도 전방면,30,201912,031-310-5132,37.34701306,126.7474583,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
4010000,202640100000800254,경기도 시흥시,경기도 시흥시 정왕천로 411번길 34,경기도 시흥시 정왕동 1202,교통단속,5,200,360도 전방면,30,201912,031-310-5132,37.34604437,126.749008,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
4010000,202640100000800255,경기도 시흥시,경기도 시흥시 수인로 3325번길5,경기도 시흥시 신천동779-9,교통단속,5,200,360도 전방면,30,201912,031-310-5132,37.4383229,126.7887529,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
4010000,202640100000800256,경기도 시흥시,경기도 시흥시 호현로 40번길5,경기도 시흥시 대야동 495-13,교통단속,3,200,360도 전방면,30,201912,031-310-5132,37.44372962,126.7856917,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
4010000,202640100000800257,경기도 시흥시,경기도 시흥시 신천3길 10-1,경기도 시흥시 신천동 736-4,교통단속,5,200,360도 전방면,30,201912,031-310-5132,37.43955791,126.7844812,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
4010000,202640100000800258,경기도 시흥시,경기도 시흥시 삼미시장2길 24,경기도 시흥시 신천동 742-2,교통단속,5,200,360도 전방면,30,201912,031-310-5132,37.44071109,126.7828922,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
4010000,202640100000800259,경기도 시흥시,경기도 시흥시 목감우회로 45,경기도 시흥시 목감동 424-2,교통단속,5,200,360도 전방면,30,201912,031-310-5132,37.38193844,126.8615261,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
4010000,202640100000800260,경기도 시흥시,경기도 시흥시 서울대학로278번길62,경기도 시흥시 정왕동 2541-1,교통단속,3,200,360도 전방면,30,201912,031-310-5132,37.36742811,126.730909,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
4010000,202640100000800261,경기도 시흥시,경기도 시흥시 서울대학로278번길61,경기도 시흥시 정왕동 2537-2,교통단속,3,200,360도 전방면,30,201912,031-310-5132,37.3687831,126.7303227,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
4010000,202640100000800262,경기도 시흥시,경기도 시흥시 서울대학로 59-72,경기도 시흥시 정왕동 2586,교통단속,3,200,360도 전방면,30,201812,031-310-5132,37.35790165,126.7065413,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
4010000,202640100000800263,경기도 시흥시,경기도 시흥시 해송십리로472-30,경기도 시흥시 정왕동 2384,교통단속,4,200,360도 전방면,30,201812,031-310-5132,37.38304412,126.7310019,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
4010000,202640100000800264,경기도 시흥시,경기도 시흥시 배곧5로65-9,경기도 시흥시 정왕동 2386,교통단속,4,200,360도 전방면,30,201812,031-310-5132,37.38358712,126.733947,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
4010000,202640100000800265,경기도 시흥시,경기도 시흥시 서울대학로264번길 44-4,경기도 시흥시 정왕동 2536,교통단속,4,200,360도 전방면,30,201812,031-310-5132,37.36711383,126.7287844,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
4010000,202640100000800266,경기도 시흥시,경기도 시흥시 서울대학로264번길,경기도 시흥시 정왕동2549,교통단속,3,200,360도 전방면,30,201812,031-310-5132,37.36603187,126.7292405,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
4010000,202640100000800267,경기도 시흥시,경기도 시흥시 배곧1로,경기도 시흥시 정왕동2570,교통단속,5,200,360도 전방면,30,201912,031-310-5132,37.36150268,126.7119878,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
4010000,202640100000800268,경기도 시흥시,경기도 시흥시 목감둘레로 229-9,경기도 시흥시 조남동 701-1,교통단속,4,200,360도 전방면,30,201712,031-310-5132,37.37876016,126.8602627,2026-01-20,I,2026-05-15 18:45:39,2026-03-09 15:19:49,
