기관명,분류,종별,주소,좌표X,좌표Y,전화번호,출처
장현소공원4,공원,소공원,경기도 시흥시 장곡동 902,126.7815602082,37.3753547653,031-310-3873,경기데이터드림
장현소공원6,공원,소공원,경기도 시흥시 장곡동 886-5,126.7883012209,37.3827315372,031-310-3873,경기데이터드림
장현소공원8,공원,소공원,경기도 시흥시 장현동 593,126.7957175892,37.3741277239,031-310-3873,경기데이터드림
소공원월동3,공원,소공원,경기도 시흥시 월곶동 1066-16,126.7679578095,37.3809606857,031-310-3873,경기데이터드림
월동1,공원,어린이공원,경기도 시흥시 월곶동 1068-1,126.7649047959,37.3797534235,031-310-3873,경기데이터드림
새미지구 어린이,공원,어린이공원,경기도 시흥시 거모동 1873,126.771875079,37.3625959444,031-310-3871,경기데이터드림
근린1(가온공원),공원,근린공원,경기도 시흥시 장곡동 938-1,126.7923365391,37.3761166475,031-310-3873,경기데이터드림
근린2(숲새재공원),공원,근린공원,경기도 시흥시 능곡동 865,126.806065171,37.372344218,031-310-3873,경기데이터드림
문화1,공원,문화공원,경기도 시흥시 동서로 902-20,126.8461740007,37.3779461657,031-310-3873,경기데이터드림
송운공원,공원,근린공원,경기도 시흥시 옥구천동로 434,126.7323062517,37.358378208,031-310-3865,경기데이터드림
군서공원,공원,근린공원,경기도 시흥시 정왕천로369번길 46,126.7453781427,37.3441305669,031-310-3864,경기데이터드림
동보공원,공원,근린공원,경기도 시흥시 정왕동 1942-3,126.7164093153,37.354986366,031-310-3862,경기데이터드림
함현공원,공원,근린공원,경기도 시흥시 함송로29번길 31,126.7331614186,37.3653332895,031-310-3865,경기데이터드림
소공원월동2,공원,소공원,경기도 시흥시 월곶동 1063-6,126.7659459268,37.3814620821,031-310-3873,경기데이터드림
옥구공원,공원,근린공원,경기도 시흥시 서해안로 277,126.7104733452,37.3524477195,031-310-3862,경기데이터드림
사랑공원,공원,어린이공원,경기도 시흥시 정왕동 1872-7,126.7338508126,37.3553967329,031-310-3865,경기데이터드림
시흥공원,공원,어린이공원,경기도 시흥시 정왕동 1871-2,126.7303673582,37.3519795517,031-310-3865,경기데이터드림
해공원,공원,어린이공원,경기도 시흥시 정왕동 1542-5,126.7559868279,37.3417681718,031-310-3864,경기데이터드림
새싹공원,공원,어린이공원,경기도 시흥시 정왕동 1412-9,126.751173851,37.340107201,031-310-3864,경기데이터드림
별공원,공원,어린이공원,경기도 시흥시 군서로18번길 16-1,126.7508159077,37.3456614033,031-310-3864,경기데이터드림
무지개공원,공원,어린이공원,경기도 시흥시 군서로54번길 4,126.7469681789,37.3465743968,031-310-3864,경기데이터드림
연못공원,공원,어린이공원,경기도 시흥시 정왕동 1825-2,126.7447025946,37.3484450993,031-310-3864,경기데이터드림
군서희망공원,공원,어린이공원,경기도 시흥시 정왕동 1607,126.7424007255,37.3458062763,031-310-3864,경기데이터드림
함현공원,공원,어린이공원,경기도 시흥시 정왕동 1878-6,126.7357648478,37.3657973409,031-310-3865,경기데이터드림
온들녘공원,공원,어린이공원,경기도 시흥시 정왕동 1876-5,126.731451895,37.3610482021,031-310-3865,경기데이터드림
풀잎사랑공원,공원,어린이공원,경기도 시흥시 정왕동 1875-6,126.7293361535,37.3585126109,031-310-3865,경기데이터드림
서해공원,공원,어린이공원,경기도 시흥시 정왕동 1867-4,126.7247245843,37.3547626555,031-310-3864,경기데이터드림
샛말공원,공원,근린공원,경기도 시흥시 하중로173번길 23,126.8048460085,37.3950617613,031-310-3872,경기데이터드림
관곡공원,공원,어린이공원,경기도 시흥시 관곡지로40번길 15,126.8006355932,37.399543756,031-310-3872,경기데이터드림
연꽃공원,공원,어린이공원,경기도 시흥시 하상로 55,126.8109779825,37.3953410212,031-310-3872,경기데이터드림
하상공원,공원,어린이공원,경기도 시흥시 하상로 14-9,126.8138908215,37.3918336187,031-310-3872,경기데이터드림
매꼴공원,공원,어린이공원,경기도 시흥시 장곡동 798-2,126.7806415636,37.3812459302,031-310-3872,경기데이터드림
진말공원,공원,어린이공원,경기도 시흥시 장곡동 825-2,126.787780062,37.3783466144,031-310-3872,경기데이터드림
장곡공원,공원,어린이공원,경기도 시흥시 진말로19번길 13,126.7840870342,37.3790107711,031-310-3872,경기데이터드림
서촌공원,공원,근린공원,경기도 시흥시 정왕대로118번길 33,126.7264073063,37.3489204878,031-310-3865,경기데이터드림
정왕동 체육3공원,공원,체육공원,경기도 시흥시 역전로 2,126.7555129621,37.3387595179,031-310-3863,경기데이터드림
대야공원,공원,어린이공원,경기도 시흥시 대골길 47-6,126.7885733377,37.4468833331,031-310-2694,경기데이터드림
연합공원,공원,문화공원,경기도 시흥시 대야동 470-2,126.7888213436,37.444683316,031-310-2694,경기데이터드림
뱀내공원,공원,어린이공원,경기도 시흥시 뱀내장터로25번길 7,126.7876326518,37.4423618693,031-310-2694,경기데이터드림
신천공원,공원,어린이공원,경기도 시흥시 신천동 764,126.7849343546,37.4380434411,031-310-2694,경기데이터드림
신라공원,공원,문화공원,경기도 시흥시 신천동 742,126.7817075771,37.4407697321,031-310-2694,경기데이터드림
벌터공원,공원,어린이공원,경기도 시흥시 신천1길 21,126.7799844983,37.4394762495,031-310-2694,경기데이터드림
소래공원,공원,어린이공원,경기도 시흥시 신천동 702,126.7822301864,37.4442603955,031-310-2694,경기데이터드림
대골공원,공원,어린이공원,경기도 시흥시 복지로93번길 11,126.7906264225,37.44855417,031-310-2694,경기데이터드림
안골공원,공원,어린이공원,경기도 시흥시 거모동 1715-1,126.7857779023,37.349095249,031-310-3871,경기데이터드림
한우물공원,공원,어린이공원,경기도 시흥시 거모동 1735-3,126.7832592638,37.3450033712,031-310-3871,경기데이터드림
석곡공원,공원,어린이공원,경기도 시흥시 한우물로21번길 30,126.7811460118,37.3439477049,031-310-3871,경기데이터드림
도일공원,공원,어린이공원,경기도 시흥시 군자로534번길 36,126.785833419,37.3401452639,031-310-3871,경기데이터드림
옥터공원,공원,어린이공원,경기도 시흥시 정왕동 1998-5,126.6896460072,37.3464459118,031-310-3864,경기데이터드림
비둘기공원,공원,근린공원,경기도 시흥시 대은로 52,126.7942046426,37.4419325921,031-310-3892,경기데이터드림
은행공원,공원,어린이공원,경기도 시흥시 은행동 538-4,126.7984637629,37.4423625714,031-310-3894,경기데이터드림
정왕1공원,공원,어린이공원,경기도 시흥시 정왕동 2246-1,126.7523445401,37.357174612,031-310-3864,경기데이터드림
정왕2공원,공원,어린이공원,경기도 시흥시 정왕동 2253-4,126.7549556905,37.3587594198,031-310-3864,경기데이터드림
정왕4공원,공원,어린이공원,경기도 시흥시 정왕동 2307-3,126.7430328011,37.3536625356,031-310-3864,경기데이터드림
정왕5공원,공원,어린이공원,경기도 시흥시 정왕동 2322-3,126.7438544029,37.3519805688,031-310-3864,경기데이터드림
정왕6공원,공원,어린이공원,경기도 시흥시 정왕동 2312-4,126.7456673233,37.3526462062,031-310-3864,경기데이터드림
중앙공원,공원,근린공원,경기도 시흥시 옥구천동로374번길 88,126.7354106873,37.3495559,031-310-3865,경기데이터드림
희망공원,공원,근린공원,경기도 시흥시 군자천로131번길 64,126.7146506471,37.3362238647,031-310-3865,경기데이터드림
젊음과패기의 공원,공원,근린공원,경기도 시흥시 정왕대로233번길 21-1,126.7398209872,37.347745532,031-310-3864,경기데이터드림
도원공원,공원,어린이공원,경기도 시흥시 신천4길 46,126.7775540397,37.4383076814,031-310-3894,경기데이터드림
상아공원,공원,문화공원,경기도 시흥시 신천동 826-1,126.777619506,37.4361142555,031-310-2694,경기데이터드림
새말공원,공원,어린이공원,경기도 시흥시 포도원로79번길 11-3,126.7832205629,37.4367828327,031-310-2694,경기데이터드림
둥지공원,공원,어린이공원,경기도 시흥시 수인로3325번길 29,126.7889770747,37.4364750859,031-310-2694,경기데이터드림
복음공원,공원,어린이공원,경기도 시흥시 신천동 944,126.7903870241,37.435116105,031-310-2694,경기데이터드림
산호공원,공원,어린이공원,경기도 시흥시 시흥대로1073번길 40,126.789059203,37.4325726981,031-310-2694,경기데이터드림
신일공원,공원,어린이공원,경기도 시흥시 시흥대로 1065번길 15,126.7908710046,37.4310242307,031-310-2694,경기데이터드림
포도원공원,공원,어린이공원,경기도 시흥시 신천동 851-7,126.7863257235,37.4353655198,031-310-2694,경기데이터드림
하중어린이공원,공원,어린이공원,경기도 시흥시 하중동 872-2,126.8072863059,37.39119143,031-310-3872,경기데이터드림
생금공원,공원,어린이공원,경기도 시흥시 죽율로 45-32,126.7582752593,37.350593833,031-310-3864,경기데이터드림
죽율공원,공원,어린이공원,경기도 시흥시 죽율동 755,126.7621925632,37.3480537124,031-310-3864,경기데이터드림
꿈누리공원,공원,어린이공원,경기도 시흥시 정왕동 2759,126.6976583565,37.3191120258,031-310-3865,경기데이터드림
꿈자람공원,공원,어린이공원,경기도 시흥시 정왕동 2788,126.7031619334,37.3166466047,031-310-3865,경기데이터드림
오이도공원,공원,문화공원,경기도 시흥시 오이도1길 26-1,126.6902043268,37.3420892043,031-310-3862,경기데이터드림
조남소공원,공원,소공원,경기도 시흥시 조남동 175-5,,,031-310-3862,경기데이터드림
해담공원,공원,어린이공원,경기도 시흥시 배곧동 94,126.7279384541,37.3792466918,031-310-3863,경기데이터드림
갯마루공원,공원,어린이공원,경기도 시흥시 배곧동 109,126.7299637627,37.3770892423,031-310-3863,경기데이터드림
도란1공원,공원,소공원,경기도 시흥시 배곧동 196-3,126.7285869461,37.369173219,031-310-3870,경기데이터드림
갯골생태공원,공원,근린공원,경기도 시흥시 동서로 287,126.7812507272,37.3897919258,031-310-3869,경기데이터드림
오이도선사유적공원,공원,역사공원,경기도 시흥시 정왕동 914,126.6952913506,37.3456602302,031-310-3869,경기데이터드림
도란2,공원,소공원,경기도 시흥시 배곧동 228-1,126.7276566213,37.3674436516,031-310-3870,경기데이터드림
두드림,공원,근린공원,경기도 시흥시 배곧4로 32-5,126.7281897946,37.3766220913,031-310-3863,경기데이터드림
해가든공원,공원,어린이공원,경기도 시흥시 미산동 350-16,126.7954754605,37.4203990979,031-310-3894,경기데이터드림
목감공원,공원,근린공원,경기도 시흥시 솔고개길 33,126.8612897865,37.3855642212,031-310-3872,경기데이터드림
꿈자람공원,공원,어린이공원,경기도 시흥시 목감동 421,126.8636410401,37.3838057856,031-310-3865,경기데이터드림
시화 1소공원,공원,소공원,경기도 시흥시 정왕동 876-131,126.7482616713,37.3480479197,031-310-3865,경기데이터드림
나래농업공원,공원,도시농업공원,경기도 시흥시 정왕동 2798,126.7043225083,37.315483283,031-310-3865,경기데이터드림
파코스,공원,소공원,경기도 시흥시 군자로 499,126.7851493127,37.3456214738,031-310-3871,경기데이터드림
연성1지구 소공원,공원,소공원,경기도 시흥시 하상동 산11-3,126.8107262905,37.3904878071,031-310-3871,경기데이터드림
배곧생명,공원,근린공원,경기도 시흥시 배곧2로 25,126.721467027,37.3713951834,031-310-3863,경기데이터드림
숲속향기공원,공원,근린공원,경기도 시흥시 배곧동 11,126.7331046805,37.3828234867,031-310-3863,경기데이터드림
도담공원,공원,어린이공원,경기도 시흥시 목감남서로 92-15,126.8416521442,37.3745139018,031-310-3872,경기데이터드림
물빛공원,공원,근린공원,경기도 시흥시 배곧4로 81-80,126.7351861825,37.3750180481,031-310-3863,경기데이터드림
너울길공원,공원,근린공원,경기도 시흥시 배곧동 259,,,031-310-3863,경기데이터드림
옥구가람공원,공원,근린공원,경기도 시흥시 서해안로 347,126.7132167841,37.3568015707,031-310-3863,경기데이터드림
문화공원,공원,문화공원,경기도 시흥시 정왕동 2134,126.7458731449,37.3334449004,031-310-3862,경기데이터드림
힘찬공원,공원,체육공원,경기도 시흥시 엠티브이북로 253,126.7048406952,37.3180317882,031-310-3865,경기데이터드림
해찬공원,공원,어린이공원,경기도 시흥시 산현동 519,126.8477758762,37.3729161888,031-310-3872,경기데이터드림
수풀안공원,공원,어린이공원,경기도 시흥시 조남동 722,126.8634206747,37.3795231912,031-310-3872,경기데이터드림
다니공원,공원,체육공원,경기도 시흥시 마산로 43,126.8564366654,37.3758211424,031-310-3872,경기데이터드림
새미공원,공원,체육공원,경기도 시흥시 조남동 705,126.8576072547,37.377396846,031-310-3872,경기데이터드림
남왕소공원,공원,소공원,경기도 시흥시 목감동 400,126.8608555729,37.3835462483,031-310-3872,경기데이터드림
새늘공원,공원,문화공원,경기도 시흥시 동서로 902-20,126.8461740007,37.3779461657,031-310-3872,경기데이터드림
정왕동 체육4공원,공원,체육공원,경기도 시흥시 함송로13번길 17,126.7311392836,37.3654012845,031-310-3864,경기데이터드림
따오기문화공원,공원,문화공원,경기도 시흥시 동서로 914,126.845628346,37.3783487641,031-310-3873,경기데이터드림
오난산전망공원,공원,근린공원,경기도 시흥시 은행동 622,126.8064694378,37.4420610771,031-310-3892,경기데이터드림
검바위하늘공원,공원,근린공원,경기도 시흥시 은행동 654,126.7996937763,37.431431322,031-310-3892,경기데이터드림
은계숲생태공원,공원,근린공원,경기도 시흥시 은계로 300,126.800418046,37.448441279,031-310-3892,경기데이터드림
한마음건강공원,공원,근린공원,경기도 시흥시 대야동 663,126.7989897728,37.4540646497,031-310-2694,경기데이터드림
밤비천물길공원,공원,수변공원,경기도 시흥시 대야동 642-64,,,031-310-3892,경기데이터드림
은행천물길공원,공원,수변공원,경기도 시흥시 은행동 602-30,,,031-310-3892,경기데이터드림
매화체육공원1,공원,체육공원,경기도 시흥시 매화동 154-1,126.823479637,37.4161361383,031-310-3894,경기데이터드림
매화체육공원2,공원,체육공원,경기도 시흥시 매화로94번길 27,126.8123373291,37.4110146459,031-310-3894,경기데이터드림
꿈마루공원,공원,어린이공원,경기도 시흥시 배곧동 86,126.7297081294,37.3784550889,031-310-3863,경기데이터드림
라온공원,공원,소공원,경기도 시흥시 서울대학로 1,126.7049295612,37.352437628,031-310-3863,경기데이터드림
산현공원,공원,근린공원,경기도 시흥시 목감남서로 15,126.8511878651,37.3754499427,031-310-3872,경기데이터드림
신천근린공원,공원,근린공원,경기도 시흥시 포도원로109번길 9,126.785491119,37.4357510051,031-310-3894,경기데이터드림
태평공원,공원,근린공원,경기도 시흥시 상직길 16,126.8122116641,37.3889124508,031-310-3872,경기데이터드림
차오름,공원,근린공원,경기도 시흥시 배곧동 149,126.7316164718,37.3736832861,031-310-3863,경기데이터드림
한울(1),공원,수변공원,경기도 시흥시 해송십이로 289,126.7173045579,37.3709170273,031-310-3863,경기데이터드림
을미공원,공원,어린이공원,경기도 시흥시 조남동 681,126.8548996643,37.3714811632,031-310-3872,경기데이터드림
정왕동 체육5공원,공원,체육공원,경기도 시흥시 함송로 8,126.7285667444,37.3640775531,031-310-3864,경기데이터드림
은행길담소공원,공원,근린공원,경기도 시흥시 은행동 648,126.798339524,37.4366311456,031-310-3892,경기데이터드림
매화근린공원,공원,근린공원,경기도 시흥시 매화동 844-1,126.8194149449,37.4165761794,031-310-3894,경기데이터드림
매화문화공원,공원,문화공원,경기도 시흥시 매화동 851,126.8167884024,37.4184278622,031-310-3894,경기데이터드림
은계,공원,어린이공원,경기도 시흥시 대야동 569-2,126.7959883256,37.4475598505,031-310-3894,경기데이터드림
문화2공원,공원,문화공원,경기도 시흥시 조남동 649,126.8471648179,37.37786757,031-310-3872,경기데이터드림
대야이2,공원,수변공원,경기도 시흥시 대야동 361-16,126.7914991644,37.4453852841,031-310-2694,경기데이터드림
공단1,공원,문화공원,경기도 시흥시 경기과기대로 284,126.7392463634,37.3375563623,031-310-5974,경기데이터드림
장현3,공원,체육공원,경기도 시흥시 장현동 702-1,126.8022335956,37.3843279759,031-310-3472,경기데이터드림
실개울공원,공원,어린이공원,경기도 시흥시 능곡동 777,126.81047546,37.3655989532,031-310-3871,경기데이터드림
솔숲공원,공원,근린공원,경기도 시흥시 미산로144번길 15,126.7920090013,37.4194035092,031-310-3894,경기데이터드림
해미공원,공원,수변공원,경기도 시흥시 정왕동 2598-3,126.69947638,37.3271557433,031-310-3865,경기데이터드림
영모재공원,공원,근린공원,경기도 시흥시 능골길 26,126.8172322762,37.3696793093,031-310-3871,경기데이터드림
장현소공원5,공원,소공원,경기도 시흥시 광석동 504,126.8093612946,37.3841182622,031-310-3873,경기데이터드림
소공원월동1,공원,소공원,경기도 시흥시 월곶동 1059-3,126.7659497105,37.3821660032,031-310-3873,경기데이터드림
장현어린이1호,공원,어린이공원,경기도 시흥시 군자동 799-1,126.8060191369,37.367481212,031-310-3873,경기데이터드림
중앙공원,공원,근린공원,경기도 시흥시 능곡중앙로 50,126.813384172,37.3681066764,031-310-3871,경기데이터드림
소망공원,공원,근린공원,경기도 시흥시 마유로186번길 10,126.7263327064,37.3341826173,031-310-3864,경기데이터드림
큰솔공원,공원,근린공원,경기도 시흥시 큰솔로 67-8,126.753635734,37.3436511454,031-310-3864,경기데이터드림
거모소공원,공원,소공원,경기도 시흥시 거모동 산27-56,126.786298378,37.3456906482,031-310-3871,경기데이터드림
함줄,공원,근린공원,경기도 시흥시 정왕동 1777,126.7378379015,37.3685529035,031-310-3869,경기데이터드림
달공원,공원,어린이공원,경기도 시흥시 정왕동 1504-2,126.7548827664,37.3453823114,031-310-3864,경기데이터드림
꿈동산공원,공원,어린이공원,경기도 시흥시 군서로18번길 16-1,126.7508159077,37.3456614033,031-310-3864,경기데이터드림
함송공원,공원,어린이공원,경기도 시흥시 정왕동 1877-6,126.7342507981,37.3634129896,031-310-3865,경기데이터드림
웃터골공원,공원,근린공원,경기도 시흥시 대은로104번길 15,126.8003996271,37.4443490084,031-310-3892,경기데이터드림
성마루공원,공원,어린이공원,경기도 시흥시 하중동 880-2,126.805459834,37.3909603271,031-310-3872,경기데이터드림
새재공원,공원,어린이공원,경기도 시흥시 시청로72번길 25-6,126.8013118972,37.3826741912,031-310-3872,경기데이터드림
새싹공원,공원,어린이공원,경기도 시흥시 장곡동 796,126.7825326828,37.3811630282,031-310-3872,경기데이터드림
삼미공원,공원,어린이공원,경기도 시흥시 삼미시장2길 40,126.7841402301,37.439916117,031-310-2694,경기데이터드림
현진공원,공원,어린이공원,경기도 시흥시 신천동 775,126.7876242405,37.4384445291,031-310-2694,경기데이터드림
내곡공원,공원,어린이공원,경기도 시흥시 군자로477번안길 10-4,126.7832510254,37.3481608682,031-310-3871,경기데이터드림
태봉공원,공원,어린이공원,경기도 시흥시 군자로534번안길 6-6,126.7868308112,37.3421162724,031-310-3871,경기데이터드림
오이도공원,공원,어린이공원,경기도 시흥시 오이도1길 30,126.6901391116,37.3418544025,031-310-3862,경기데이터드림
정왕3공원,공원,어린이공원,경기도 시흥시 정왕동 2299-4,126.7402756815,37.3530465739,031-310-3864,경기데이터드림
평안공원,공원,근린공원,경기도 시흥시 정왕대로298번길 36,126.7419026149,37.339466291,031-310-3864,경기데이터드림
신흥공원,공원,어린이공원,경기도 시흥시 신흥마을1길 28,126.778380426,37.4370057615,031-310-2694,경기데이터드림
복음자리공원,공원,어린이공원,경기도 시흥시 신천동 947,126.7908655891,37.4355733779,031-310-2694,경기데이터드림
백제공원,공원,문화공원,경기도 시흥시 시흥대로 1105-4,126.7917580362,37.434049101,031-310-2694,경기데이터드림
제1호공원,공원,근린공원,경기도 시흥시 능곡중앙로 140,126.8119096859,37.3762194414,031-310-3865,경기데이터드림
꿈물결공원,공원,어린이공원,경기도 시흥시 정왕동 2810,126.6963997425,37.3178121521,031-310-3865,경기데이터드림
시화 2소공원,공원,소공원,경기도 시흥시 정왕동 1872-1,126.7339527351,37.35752617,031-310-3865,경기데이터드림
은계호수공원,공원,수변공원,경기도 시흥시 은행동 601-191,,,031-310-3892,경기데이터드림
장현소공원7,공원,소공원,경기도 시흥시 장현동 328-1,,,031-310-3873,경기데이터드림
애두름,공원,소공원,경기도 시흥시 배곧동 296,126.7078132347,37.3583186909,031-310-3870,경기데이터드림
은계중앙공원(3호근린),공원,근린공원,경기도 시흥시 은행동 55,,,031-310-3892,경기데이터드림
갈대하늘공원,공원,근린공원,경기도 시흥시 배곧동 290,126.709680103,37.3598080313,031-310-3863,경기데이터드림
대야이3,공원,수변공원,경기도 시흥시 대야동 561-3,126.7904013248,37.4444828787,031-310-2694,경기데이터드림
근린3(해로공원),공원,근린공원,경기도 시흥시 능곡동 860,126.8080836167,37.374292336,031-310-3873,경기데이터드림
