id,place_name,category_name,category_group_code,category_group_name,address_name,road_address_name,phone,x,y,place_url,검색카테고리,검색기준지점,시설유형,검색키워드
1550064197,탐나는피자 시흥대야점,음식점 > 양식 > 피자 > 탐나는피자,FD6,음식점,경기 시흥시 대야동 489-3,경기 시흥시 대야로3번길 1,,126.78855406924409,37.44386241181625,http://place.map.kakao.com/1550064197,음식점,대야·신천,음식점,
905676277,쭌이네김밥,음식점 > 분식,FD6,음식점,경기 시흥시 대야동 489-3,경기 시흥시 대야로3번길 1,031-365-5658,126.78854500607916,37.44387050471993,http://place.map.kakao.com/905676277,음식점,대야·신천,음식점,
1473812992,테루테루,"음식점 > 일식 > 초밥,롤",FD6,음식점,경기 시흥시 대야동 489-3,경기 시흥시 대야로3번길 1,070-4006-0303,126.78855634961532,37.44385520778312,http://place.map.kakao.com/1473812992,음식점,대야·신천,음식점,
655873358,한잔해,음식점 > 술집 > 실내포장마차,FD6,음식점,경기 시흥시 대야동 490-5,경기 시흥시 대야로 4,,126.7887182953842,37.44373115757777,http://place.map.kakao.com/655873358,음식점,대야·신천,음식점,
2127759971,소소한행복포차,음식점 > 술집 > 실내포장마차,FD6,음식점,경기 시흥시 대야동 473-3,경기 시흥시 대골안길 42,,126.788330087258,37.4459505588664,http://place.map.kakao.com/2127759971,음식점,대야·신천,음식점,
685935032,남바완돈카츠 대야점,"음식점 > 일식 > 돈까스,우동",FD6,음식점,경기 시흥시 대야동 473-3,경기 시흥시 대골안길 42,031-507-0808,126.788330087256,37.4459505588742,http://place.map.kakao.com/685935032,음식점,대야·신천,음식점,
1736439883,야키야,음식점 > 술집 > 일본식주점,FD6,음식점,경기 시흥시 대야동 531-2,경기 시흥시 비둘기공원5길 12,,126.790337545106,37.4433646256419,http://place.map.kakao.com/1736439883,음식점,대야·신천,음식점,
12966839,호식이두마리치킨 대야신천점,음식점 > 치킨 > 호식이두마리치킨,FD6,음식점,경기 시흥시 대야동 489-2,경기 시흥시 대야로3번길 5,031-311-9908,126.78829940339156,37.44400611804292,http://place.map.kakao.com/12966839,음식점,대야·신천,음식점,
802418770,노랑통닭 대야점,음식점 > 치킨 > 노랑통닭,FD6,음식점,경기 시흥시 대야동 531-2,경기 시흥시 비둘기공원5길 12,031-314-7966,126.79049468538388,37.44334147794205,http://place.map.kakao.com/802418770,음식점,대야·신천,음식점,
1216466682,오므파탈 시흥점,음식점 > 양식,FD6,음식점,경기 시흥시 대야동 466-8,경기 시흥시 대골안길 38-1,031-315-6373,126.78853824824684,37.44627169202606,http://place.map.kakao.com/1216466682,음식점,대야·신천,음식점,
807635354,굴사냥포차,음식점 > 술집 > 실내포장마차,FD6,음식점,경기 시흥시 대야동 490-4,경기 시흥시 복지로43번길 4-1,031-313-0153,126.788647381577,37.4436319193567,http://place.map.kakao.com/807635354,음식점,대야·신천,음식점,
1250408977,복누리,음식점 > 한식,FD6,음식점,경기 시흥시 대야동 489-19,경기 시흥시 대야로3번길 5-1,031-314-9230,126.788121770339,37.4440823858548,http://place.map.kakao.com/1250408977,음식점,대야·신천,음식점,
1493073835,사심육회,음식점,FD6,음식점,경기 시흥시 대야동 489-5,경기 시흥시 복지로43번길 6,,126.78846744656,37.4437235007931,http://place.map.kakao.com/1493073835,음식점,대야·신천,음식점,
781613170,대야동그집,음식점 > 한식,FD6,음식점,경기 시흥시 대야동 531,경기 시흥시 비둘기공원5길 12,,126.790337874449,37.4432465934964,http://place.map.kakao.com/781613170,음식점,대야·신천,음식점,
1631030317,천막집 시흥대야점,음식점 > 술집 > 실내포장마차 > 천막집,FD6,음식점,경기 시흥시 대야동 531-2,경기 시흥시 비둘기공원5길 12,070-4365-5757,126.790337874451,37.4432465934885,http://place.map.kakao.com/1631030317,음식점,대야·신천,음식점,
1465453954,미성식당,"음식점 > 한식 > 육류,고기",FD6,음식점,경기 시흥시 대야동 531-2,경기 시흥시 비둘기공원5길 12,031-315-3999,126.790336741901,37.4432474925006,http://place.map.kakao.com/1465453954,음식점,대야·신천,음식점,
1320602520,시키고미,음식점 > 일식,FD6,음식점,경기 시흥시 대야동 531-2,경기 시흥시 비둘기공원5길 12,,126.790337874451,37.4432465934885,http://place.map.kakao.com/1320602520,음식점,대야·신천,음식점,
611917493,이자카야하나미치,음식점 > 술집 > 일본식주점,FD6,음식점,경기 시흥시 대야동 531-2,경기 시흥시 비둘기공원5길 12,,126.79033787444924,37.44324659349643,http://place.map.kakao.com/611917493,음식점,대야·신천,음식점,
1526025764,오,음식점 > 술집 > 와인바,FD6,음식점,경기 시흥시 대야동 531-2,경기 시흥시 비둘기공원5길 12,010-5823-5850,126.790337874449,37.4432465934964,http://place.map.kakao.com/1526025764,음식점,대야·신천,음식점,
1360053348,수경이네삼학도,"음식점 > 한식 > 해물,생선 > 회",FD6,음식점,경기 시흥시 대야동 531-1,경기 시흥시 비둘기공원4길 9,031-318-4195,126.790044131094,37.4432226457242,http://place.map.kakao.com/1360053348,음식점,대야·신천,음식점,
1087277670,포차천국 시흥대야점,음식점 > 술집 > 실내포장마차 > 포차천국,FD6,음식점,경기 시흥시 대야동 531-2,경기 시흥시 비둘기공원5길 12,031-315-1090,126.790327741857,37.4432330603239,http://place.map.kakao.com/1087277670,음식점,대야·신천,음식점,
2082074102,꽃길만 걷자,"음식점 > 술집 > 호프,요리주점",FD6,음식점,경기 시흥시 대야동 531-2,경기 시흥시 비둘기공원5길 12,,126.790332261992,37.4432330683423,http://place.map.kakao.com/2082074102,음식점,대야·신천,음식점,
26027967,시루속풍경,"음식점 > 간식 > 떡,한과",FD6,음식점,경기 시흥시 대야동 488-26,경기 시흥시 대골안길 57,,126.787797088491,37.4446088959805,http://place.map.kakao.com/26027967,음식점,대야·신천,음식점,
26044183,소문난우동이네,"음식점 > 일식 > 돈까스,우동",FD6,음식점,경기 시흥시 대야동 531-2,경기 시흥시 비둘기공원5길 12,031-404-0288,126.790228389445,37.4432004475592,http://place.map.kakao.com/26044183,음식점,대야·신천,음식점,
12045500,돈주앙,"음식점 > 한식 > 육류,고기",FD6,음식점,경기 시흥시 대야동 531-2,경기 시흥시 비둘기공원5길 12,,126.7904205277616,37.44318907523813,http://place.map.kakao.com/12045500,음식점,대야·신천,음식점,
10465911,북경반점,음식점 > 중식 > 중국요리,FD6,음식점,경기 시흥시 대야동 489-18,경기 시흥시 대야로3번길 7,031-311-0412,126.787974861776,37.4440830234227,http://place.map.kakao.com/10465911,음식점,대야·신천,음식점,
15929920,옛날즉석우동짜장,음식점 > 중식 > 중국요리,FD6,음식점,경기 시흥시 대야동 531-2,경기 시흥시 비둘기공원5길 12,031-404-0288,126.79024776349485,37.443141916075234,http://place.map.kakao.com/15929920,음식점,대야·신천,음식점,
1578090481,한솥밥,음식점 > 한식,FD6,음식점,경기 시흥시 대야동 488-27,경기 시흥시 대야로3번길 10-1,010-5375-0175,126.787744561358,37.4444015686763,http://place.map.kakao.com/1578090481,음식점,대야·신천,음식점,
1998048077,베이커스서비,"음식점 > 간식 > 제과,베이커리",FD6,음식점,경기 시흥시 은행동 642-5,경기 시흥시 은계로142번길 7-2,010-8835-3769,126.80549637447412,37.43489398088506,http://place.map.kakao.com/1998048077,음식점,은행·은계,음식점,
1377655776,카츠오모이 은계점,"음식점 > 일식 > 돈까스,우동",FD6,음식점,경기 시흥시 은행동 643-1,경기 시흥시 은계로142번길 7-7,010-8357-8429,126.805223912044,37.4353890903027,http://place.map.kakao.com/1377655776,음식점,은행·은계,음식점,
1373366683,오토김밥 시흥은계점,음식점 > 분식,FD6,음식점,경기 시흥시 은행동 638-5,경기 시흥시 은계로142번길 3-7,031-313-4944,126.804753826875,37.4354036319989,http://place.map.kakao.com/1373366683,음식점,은행·은계,음식점,
200924844,순대명가,음식점 > 한식 > 순대,FD6,음식점,경기 시흥시 은행동 642-7,경기 시흥시 은계로142번길 7-6,,126.805519249305,37.4352237898896,http://place.map.kakao.com/200924844,음식점,은행·은계,음식점,
1460807538,신사우 물갈비 시흥은계점,"음식점 > 한식 > 육류,고기 > 갈비",FD6,음식점,경기 시흥시 은행동 642-1,경기 시흥시 은계로142번길 19,0502-5550-2131,126.8056747278923,37.43539794142425,http://place.map.kakao.com/1460807538,음식점,은행·은계,음식점,
461426946,간장게장백반,"음식점 > 한식 > 해물,생선 > 게,대게",FD6,음식점,경기 시흥시 은행동 640-5,경기 시흥시 은계로142번길 21,031-318-0881,126.805676393707,37.4356277028902,http://place.map.kakao.com/461426946,음식점,은행·은계,음식점,
124035165,우마카 은계점,음식점 > 한식,FD6,음식점,경기 시흥시 은행동 638-2,경기 시흥시 은계로142번길 3-11,,126.804782142259,37.4358127393983,http://place.map.kakao.com/124035165,음식점,은행·은계,음식점,
2023693912,스시초이스 은계점,"음식점 > 일식 > 초밥,롤",FD6,음식점,경기 시흥시 은행동 639-3,경기 시흥시 은계로142번길 7-11,,126.80523392707302,37.43588466483072,http://place.map.kakao.com/2023693912,음식점,은행·은계,음식점,
238730666,던킨 시흥은계점,음식점 > 간식 > 도넛 > 던킨,FD6,음식점,경기 시흥시 은행동 638-1,경기 시흥시 은계로142번길 3-15,070-8865-1111,126.804783927041,37.4359956482985,http://place.map.kakao.com/238730666,음식점,은행·은계,음식점,
1780911012,판코 은계점,음식점 > 일식 > 일본식라면,FD6,음식점,경기 시흥시 은행동 640-9,경기 시흥시 은계로142번길 7-16,010-9444-6869,126.80552507218792,37.43603020754274,http://place.map.kakao.com/1780911012,음식점,은행·은계,음식점,
599864800,키친박스 시흥은계점,음식점 > 양식 > 이탈리안 > 더제이케이키친박스,FD6,음식점,경기 시흥시 은행동 639,경기 시흥시 은계로142번길 3-18,031-318-0751,126.805077221738,37.4361835433424,http://place.map.kakao.com/599864800,음식점,은행·은계,음식점,
1160970575,전라도밥상,음식점 > 한식,FD6,음식점,경기 시흥시 은행동 638,경기 시흥시 은계로142번길 3-17,031-315-0201,126.804801509771,37.4361866924052,http://place.map.kakao.com/1160970575,음식점,은행·은계,음식점,
903969060,양도둑 은계점,"음식점 > 한식 > 육류,고기",FD6,음식점,경기 시흥시 은행동 644,경기 시흥시 은계남로 12,031-318-9289,126.80403925656977,37.43601333739757,http://place.map.kakao.com/903969060,음식점,은행·은계,음식점,
429994309,동대문엽기떡볶이 시흥은계점,음식점 > 분식 > 떡볶이 > 동대문엽기떡볶이,FD6,음식점,경기 시흥시 은행동 644,경기 시흥시 은계남로 12,031-313-8592,126.80412381787256,37.43608375668838,http://place.map.kakao.com/429994309,음식점,은행·은계,음식점,
164827335,한신우동 은계점,"음식점 > 일식 > 돈까스,우동",FD6,음식점,경기 시흥시 은행동 644,경기 시흥시 은계남로 12,031-312-6362,126.803843344324,37.4361797001352,http://place.map.kakao.com/164827335,음식점,은행·은계,음식점,
1124107450,907육식당 은계점,"음식점 > 한식 > 육류,고기",FD6,음식점,경기 시흥시 은행동 644,경기 시흥시 은계남로 12,031-311-9079,126.8037134848938,37.43614794905511,http://place.map.kakao.com/1124107450,음식점,은행·은계,음식점,
904113354,역전할머니맥주 시흥은계점,"음식점 > 술집 > 호프,요리주점 > 역전할머니맥주",FD6,음식점,경기 시흥시 은행동 644,경기 시흥시 은계남로 12,031-313-3515,126.80373031617164,37.43619302772834,http://place.map.kakao.com/904113354,음식점,은행·은계,음식점,
1622043232,보드레족발 은계점,"음식점 > 한식 > 육류,고기 > 족발,보쌈",FD6,음식점,경기 시흥시 은행동 644,경기 시흥시 은계남로 12,031-314-9888,126.8036287214532,37.43615501638272,http://place.map.kakao.com/1622043232,음식점,은행·은계,음식점,
172447394,노군꼬치 시흥은계점,음식점 > 술집 > 일본식주점 > 노군꼬치,FD6,음식점,경기 시흥시 은행동 646-12,경기 시흥시 은계번영길 27,0507-1414-0017,126.80407768834615,37.43644138298561,http://place.map.kakao.com/172447394,음식점,은행·은계,음식점,
1764353959,품격있는 곱창구이,"음식점 > 한식 > 육류,고기 > 곱창,막창",FD6,음식점,경기 시흥시 은행동 644,경기 시흥시 은계남로 12,031-503-2227,126.803600374363,37.43619281188631,http://place.map.kakao.com/1764353959,음식점,은행·은계,음식점,
136060869,천사곱창 시흥은계점,"음식점 > 한식 > 육류,고기 > 곱창,막창",FD6,음식점,경기 시흥시 은행동 644,경기 시흥시 은계남로 12,070-8851-1004,126.80354397212882,37.43615667757802,http://place.map.kakao.com/136060869,음식점,은행·은계,음식점,
715748887,금별맥주 시흥은계점,"음식점 > 술집 > 호프,요리주점 > 금별맥주",FD6,음식점,경기 시흥시 은행동 644,경기 시흥시 은계남로 12,031-315-1568,126.80350442463966,37.43615661185026,http://place.map.kakao.com/715748887,음식점,은행·은계,음식점,
1311144819,꼬꼬닭발,"음식점 > 한식 > 육류,고기 > 닭요리",FD6,음식점,경기 시흥시 은행동 646-12,경기 시흥시 은계번영길 27,031-314-9998,126.804000707253,37.4364971182666,http://place.map.kakao.com/1311144819,음식점,은행·은계,음식점,
1337924702,참다랑어막주는집 은계참치정육점,음식점 > 일식 > 참치회,FD6,음식점,경기 시흥시 은행동 644,경기 시흥시 은계남로 12,031-435-6262,126.803383581246,37.43613388554034,http://place.map.kakao.com/1337924702,음식점,은행·은계,음식점,
78882406,육회한잔 은계점,"음식점 > 한식 > 육류,고기",FD6,음식점,경기 시흥시 은행동 646-12,경기 시흥시 은계번영길 27,010-2869-2930,126.80395542061164,37.436531281705534,http://place.map.kakao.com/78882406,음식점,은행·은계,음식점,
101146618,향산리 김장하는고깃집 시흥은계점,"음식점 > 한식 > 육류,고기",FD6,음식점,경기 시흥시 은행동 646-12,경기 시흥시 은계번영길 27,070-7537-1172,126.80416989676466,37.43661272853078,http://place.map.kakao.com/101146618,음식점,은행·은계,음식점,
1507837264,다락,"음식점 > 일식 > 초밥,롤",FD6,음식점,경기 시흥시 은행동 646-12,경기 시흥시 은계번영길 27,070-4047-5545,126.803959930945,37.4365348932519,http://place.map.kakao.com/1507837264,음식점,은행·은계,음식점,
1714537291,철길부산집 은계점,음식점 > 술집 > 실내포장마차 > 철길부산집,FD6,음식점,경기 시흥시 은행동 646-12,경기 시흥시 은계번영길 27,,126.803959930947,37.4365348932438,http://place.map.kakao.com/1714537291,음식점,은행·은계,음식점,
1234393233,이자카야 우규 시흥은계점,음식점 > 술집 > 일본식주점,FD6,음식점,경기 시흥시 은행동 646-12,경기 시흥시 은계번영길 27,010-9595-7500,126.803959930947,37.4365348932438,http://place.map.kakao.com/1234393233,음식점,은행·은계,음식점,
1819468555,족발신선생 은계점,"음식점 > 한식 > 육류,고기 > 족발,보쌈 > 족발신선생",FD6,음식점,경기 시흥시 은행동 646-12,경기 시흥시 은계번영길 27,031-317-6006,126.803959930945,37.4365348932519,http://place.map.kakao.com/1819468555,음식점,은행·은계,음식점,
1105219779,그린휠드,음식점 > 술집,FD6,음식점,경기 시흥시 은행동 646-12,경기 시흥시 은계번영길 27,,126.80395993094535,37.43653489325187,http://place.map.kakao.com/1105219779,음식점,은행·은계,음식점,
1646652327,울동네꾸이집,"음식점 > 한식 > 육류,고기 > 닭요리",FD6,음식점,경기 시흥시 은행동 646-12,경기 시흥시 은계번영길 27,031-365-4226,126.803959930945,37.4365348932519,http://place.map.kakao.com/1646652327,음식점,은행·은계,음식점,
1511012628,고기터,"음식점 > 한식 > 육류,고기",FD6,음식점,경기 시흥시 은행동 646-12,경기 시흥시 은계번영길 27,010-7210-1247,126.80416987798353,37.43661993661508,http://place.map.kakao.com/1511012628,음식점,은행·은계,음식점,
599767407,양계장집아들 시흥은계점,음식점 > 치킨,FD6,음식점,경기 시흥시 은행동 646-12,경기 시흥시 은계번영길 27,031-311-4631,126.803955373606,37.4365493019243,http://place.map.kakao.com/599767407,음식점,은행·은계,음식점,
1824747076,마케집 시흥점,"음식점 > 한식 > 해물,생선 > 회 > 마케집",FD6,음식점,경기 시흥시 은행동 646-12,경기 시흥시 은계번영길 27,,126.80378834328978,37.436472438549785,http://place.map.kakao.com/1824747076,음식점,은행·은계,음식점,
2012488843,통큰대포삼겹 시흥은계점,"음식점 > 한식 > 육류,고기 > 삼겹살",FD6,음식점,경기 시흥시 은행동 644,경기 시흥시 은계남로 12,031-503-9797,126.80332585354242,37.43617253312559,http://place.map.kakao.com/2012488843,음식점,은행·은계,음식점,
31687572,콩심 콩나물해장국,음식점 > 한식 > 해장국,FD6,음식점,경기 시흥시 은행동 644,경기 시흥시 은계남로 12,,126.803244482184,37.436178704799,http://place.map.kakao.com/31687572,음식점,은행·은계,음식점,
498371019,콩심 시흥은계점,음식점 > 한식 > 국밥,FD6,음식점,경기 시흥시 은행동 644,경기 시흥시 은계남로 12,,126.80318359817036,37.43612814663483,http://place.map.kakao.com/498371019,음식점,은행·은계,음식점,
561112790,정직유부초밥 시흥은계점,"음식점 > 일식 > 초밥,롤 > 정직유부",FD6,음식점,경기 시흥시 은행동 644,경기 시흥시 은계남로 12,031-8042-7332,126.80310898517229,37.43614243860645,http://place.map.kakao.com/561112790,음식점,은행·은계,음식점,
546731766,라무진 시흥은계점,"음식점 > 한식 > 육류,고기",FD6,음식점,경기 시흥시 은행동 646-11,경기 시흥시 은계번영길 25,0503-7153-5155,126.80416493095838,37.43678391305046,http://place.map.kakao.com/546731766,음식점,은행·은계,음식점,
304131150,전주집포장마차,음식점 > 술집 > 실내포장마차,FD6,음식점,경기 시흥시 은행동 645-5,경기 시흥시 은계번영길 28,031-311-0789,126.80349002213848,37.436479151077,http://place.map.kakao.com/304131150,음식점,은행·은계,음식점,
610216715,이삭토스트 경기시흥은계점,음식점 > 간식 > 토스트 > 이삭토스트,FD6,음식점,경기 시흥시 은행동 645-5,경기 시흥시 은계번영길 28,031-313-2624,126.80337485617945,37.43644562203208,http://place.map.kakao.com/610216715,음식점,은행·은계,음식점,
1028023354,케이엠지엠 시흥은계점,음식점 > 술집,FD6,음식점,경기 시흥시 은행동 646-11,경기 시흥시 은계번영길 25,010-2178-2694,126.803985303764,37.4367710011082,http://place.map.kakao.com/1028023354,음식점,은행·은계,음식점,
375575531,등촌샤브칼국수 은계점,음식점 > 샤브샤브 > 등촌샤브칼국수,FD6,음식점,경기 시흥시 은행동 646,경기 시흥시 은계번영길 25,,126.803972860351,37.436776386559,http://place.map.kakao.com/375575531,음식점,은행·은계,음식점,
276463442,롱타임노씨 은계점,음식점 > 양식 > 피자,FD6,음식점,경기 시흥시 은행동 646-11,경기 시흥시 은계번영길 25,031-313-0105,126.803967198913,37.4367808822419,http://place.map.kakao.com/276463442,음식점,은행·은계,음식점,
1614688213,던킨 시흥휴게소점,음식점 > 간식 > 도넛 > 던킨,FD6,음식점,경기 시흥시 조남동 산 15-1,경기 시흥시 수도권제1순환고속도로 105,070-4120-0116,126.8558328046583,37.38427295000702,http://place.map.kakao.com/1614688213,음식점,목감,음식점,
34645770,맘스터치 시흥하늘휴게소 일산방향점,음식점 > 패스트푸드 > 맘스터치,FD6,음식점,경기 시흥시 조남동 산 15-1,경기 시흥시 수도권제1순환고속도로 105,070-4458-7222,126.8558588458741,37.38423603981363,http://place.map.kakao.com/34645770,음식점,목감,음식점,
2056721126,궁중갈비탕 시흥하늘휴게소점,"음식점 > 한식 > 육류,고기 > 갈비",FD6,음식점,경기 시흥시 조남동 193,경기 시흥시 수도권제1순환고속도로 105,,126.855816043347,37.3841810252291,http://place.map.kakao.com/2056721126,음식점,목감,음식점,
1005327053,상정에프앤에이치,음식점 > 도시락 > 배달도시락,FD6,음식점,경기 시흥시 조남동 산 15-1,경기 시흥시 수도권제1순환고속도로 105,,126.855573799524,37.3839077196306,http://place.map.kakao.com/1005327053,음식점,목감,음식점,
932948076,짬뽕관 시흥하늘휴게소점,음식점 > 중식 > 중국요리 > 짬뽕관,FD6,음식점,경기 시흥시 조남동 산 15-1,경기 시흥시 수도권제1순환고속도로 105,,126.855573799524,37.3839077196306,http://place.map.kakao.com/932948076,음식점,목감,음식점,
523214677,오자와,"음식점 > 일식 > 돈까스,우동",FD6,음식점,경기 시흥시 조남동 193,경기 시흥시 수도권제1순환고속도로 105,,126.855745369427,37.3839394648544,http://place.map.kakao.com/523214677,음식점,목감,음식점,
1670684746,팔당냉면 시흥하늘휴게소점,음식점 > 한식 > 냉면,FD6,음식점,경기 시흥시 조남동 193,경기 시흥시 수도권제1순환고속도로 105,,126.855468963537,37.3838165882268,http://place.map.kakao.com/1670684746,음식점,목감,음식점,
1630562605,아비꼬 시흥하늘휴게소점,음식점 > 퓨전요리 > 아비꼬,FD6,음식점,경기 시흥시 조남동 산 15-1,경기 시흥시 수도권제1순환고속도로 105,,126.855480253263,37.3838175030383,http://place.map.kakao.com/1630562605,음식점,목감,음식점,
93677422,던킨 시흥하늘휴게소 판교방향점,음식점 > 간식 > 도넛 > 던킨,FD6,음식점,경기 시흥시 조남동 193,경기 시흥시 수도권제1순환고속도로 105,070-4230-9501,126.85550286037622,37.38380491634814,http://place.map.kakao.com/93677422,음식점,목감,음식점,
1159958165,롯데리아 시흥휴게소점,음식점 > 패스트푸드 > 롯데리아,FD6,음식점,경기 시흥시 조남동 산 15-1,경기 시흥시 수도권제1순환고속도로 105,070-4230-7592,126.855175995693,37.383499069669895,http://place.map.kakao.com/1159958165,음식점,목감,음식점,
844803215,혼밥대왕 시흥목감점,음식점 > 한식 > 혼밥대왕,FD6,음식점,경기 시흥시 조남동 175-8,경기 시흥시 동서로1051번길 11-1,031-500-8812,126.85779040643052,37.38266609283587,http://place.map.kakao.com/844803215,음식점,목감,음식점,
1091099881,흰고래연어육회 시흥목감점,"음식점 > 한식 > 해물,생선",FD6,음식점,경기 시흥시 조남동 175-8,경기 시흥시 동서로1051번길 11-1,,126.85785358149133,37.38269590254762,http://place.map.kakao.com/1091099881,음식점,목감,음식점,
538177259,제비파스타&리조또 목감점,음식점 > 양식 > 이탈리안 > 제비파스타,FD6,음식점,경기 시흥시 조남동 171-18,경기 시흥시 목감초등길 14-22,031-365-5241,126.85912262015678,37.385166224484784,http://place.map.kakao.com/538177259,음식점,목감,음식점,
1560964985,백가네명태이야기,"음식점 > 한식 > 해물,생선",FD6,음식점,경기 시흥시 조남동 171-18,경기 시흥시 목감초등길 14-22,031-411-0332,126.859297455664,37.3852655451633,http://place.map.kakao.com/1560964985,음식점,목감,음식점,
15417293,동해칼국수,음식점 > 한식 > 국수 > 칼국수,FD6,음식점,경기 시흥시 조남동 169,경기 시흥시 목감초등길 4,031-403-4325,126.859488008916,37.3842034655837,http://place.map.kakao.com/15417293,음식점,목감,음식점,
9283539,오동동아구낙지찜,"음식점 > 한식 > 해물,생선 > 아구",FD6,음식점,경기 시흥시 조남동 169-7,경기 시흥시 동서로 1057,031-405-8321,126.859317987148,37.3833418853003,http://place.map.kakao.com/9283539,음식점,목감,음식점,
94196302,꼬마김밥&닭강정,음식점 > 분식,FD6,음식점,경기 시흥시 조남동 171-15,경기 시흥시 동서로 1071,,126.859826138797,37.3845345423152,http://place.map.kakao.com/94196302,음식점,목감,음식점,
1695313183,개성진찹쌀순대 목감점,음식점 > 한식 > 순대,FD6,음식점,경기 시흥시 조남동 171-14,경기 시흥시 동서로 1073,031-402-0665,126.859854950183,37.38482830997987,http://place.map.kakao.com/1695313183,음식점,목감,음식점,
107432734,꼬닭꼬닭,음식점 > 분식,FD6,음식점,경기 시흥시 조남동 171-15,경기 시흥시 동서로 1071,010-7119-9745,126.859832855034,37.3845660860827,http://place.map.kakao.com/107432734,음식점,목감,음식점,
