정류장아이디,정류장명,Y좌표,X좌표,GPSX좌표,GPSY좌표,링크아이디,정류장유형,환승정류장유무,중앙차로여부,정류장영문명,ARS아이디,기관코드,데이터표출유무,등록아이디,등록일자,비고,표지판유형,행정동코드,권역코드,사용구분,정류장중국어명,정류장일본어명,정류장베트남명,DRT유무,정류장유형명,환승역타입명,표지판유형명
166000607,인천테크노밸리U1센터,175721.2087800000,446002.6489000000,12643.5680000000,3730.9540000000,1660024700,0000,C,N,Incheon Techno-Valley U1 Center,인천40607,2823700000,Y,smchoi,2021-11-09 00:00:00.0,,0,2823764100,166,Y,仁川科技？U1中心,インチョン·テクノバレ？U1センタ？,"Trung tam U1, Incheon Techno Valley",N,미지정,환승,표지판 없음
166000608,삼산타운4단지,177269.3666700000,445420.2232500000,3730.6421000000,12644.6100000000,1660013900,1000,N,N,Samsan Town 4-danji,인천40608,2823700000,Y,smchoi,2022-09-06 00:00:00.0,,2,2823764800,166,Y,三山城4？,サムサンタウン4？地,Khu t？ h？p Samsan Town 4,N,시내,일반,쉘터
166000611,삼산타운1단지후문,176506.9788600000,445740.5273800000,12644.1010000000,3730.8140000000,1660031900,0000,C,N,Samsan Town 1-danji Back Gate,인천40611,2823700000,Y,smchoi,2020-04-06 00:00:00.0,,0,2823764800,166,Y,三山城1？后？,サムサンタウン1？地後門,C？ng sau khu t？ h？p Samsan Town 1,N,미지정,환승,표지판 없음
166000613,삼산서해아파트,176988.0000000000,445565.0000000000,,,1660013800,1000,,N,Samsan Seohae Apartment ,인천40613,2823700000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,2823764800,166,Y,三山西海公寓,サムサンソヘアパ？ト,chung c？ Samsan West Sea ,N,시내,,표지판 없음
166000013,동암역,173509.6317500000,440956.2866100000,,,1660022000,0000,,N,Dongam Station ,인천40013,2823700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2823769000,166,Y,？岩站,トンアム？,Ga Dongahm,N,미지정,,
166000020,강인여객,172511.2171900000,441427.5123300000,,,1660021900,0000,,N,Gangin Transport,인천40020,2823700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2823768000,166,Y,江仁旅客,カンイン旅客,V？n t？i Gangin,N,미지정,,
167000001,아나지고개,172817.9022700000,446929.2941300000,,,1670004500,0000,,N,Anaji-gogae,인천41001,2824500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2824560200,167,Y,阿那吉？,アナジゴゲ,D？c Anaji,N,미지정,,
167000002,아나지고개,172796.7295300000,446959.9131700000,12641.5810000000,3731.4670000000,1670014600,0000,C,N,Anaji-gogae,인천41002,2824500000,Y,smchoi,2020-04-06 00:00:00.0,,0,2824560200,167,Y,阿那吉？,アナジゴゲ,D？c Anaji,N,미지정,환승,표지판 없음
167000004,유승아파트.삼성홈타운아파트,173226.4822200000,447053.2211700000,12641.8720000000,3731.5180000000,1670023300,0000,C,N,Yuseung Apartment / Samsung Home Town Apartment,인천41004,2824500000,Y,smchoi,2020-04-06 00:00:00.0,,0,2824560200,167,Y,有？公寓、三星Home Town公寓,ユスンアパ？ト、サムスンホ？ムタウンアパ？ト,Chung c？ Youseung. Chung c？ Samsung Homtown ,N,미지정,환승,표지판 없음
167000005,유승아파트.삼성홈타운아파트,173202.7912500000,447114.9455500000,12641.8560000000,3731.5510000000,1670004300,0000,C,N,Yuseung Apartment / Samsung Home Town Apartment,인천41005,2824500000,Y,smchoi,2020-04-06 00:00:00.0,,0,2824560200,167,Y,有？公寓、三星Home Town公寓,ユスンアパ？ト、サムスンホ？ムタウンアパ？ト,Chung c？ Youseung. Chung c？ Samsung Homtown ,N,미지정,환승,표지판 없음
167000008,북인천여자중학교,173535.7243700000,447055.1599900000,,,1670023300,0000,,N,Bukinchon Girls' Middle School,인천41008,2824500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2824560200,167,Y,北仁川女子初中,プクインチョン女子中？校,Tr？？ng trung h？c n？ sinh Bukinchon,N,미지정,,
167000010,새말사거리,173872.1100200000,446993.1176800000,,,1660032300,0000,,N,Saemal Sageori ,인천41010,2824500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2824560200,167,Y,新村十字路口,セマルサゴリ(十字路),Nga t？ Saemal,N,미지정,,
167000014,경남아파트,173471.5428700000,447266.9322000000,,,1670014900,0000,,N,Keangnam Apartment,인천41014,2824500000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,2824560200,167,Y,京南公寓,キョンナムアパ？ト,Chung c？ Keangnam ,N,미지정,,표지판 없음
167000016,북인천여자중학교,173542.0510300000,447278.1240700000,,,1670004200,0000,,N,Bukinchon Girls' Middle School,인천41016,2824500000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,2824560200,167,Y,北仁川女子初中,プクインチョン女子中？校,Tr？？ng trung h？c n？ sinh Bukinchon,N,미지정,,표지판 없음
163000510,숭의역1번출구,167851.8836900000,439732.5470100000,12638.2440000000,3727.5500000000,1630002800,1000,C,N,Sungui Station Exit 1,인천37510,2817700000,Y,smchoi,2020-04-06 00:00:00.0,,0,2817755000,163,Y,崇？站1？出口,スンイ？1番出口,C？a s？ 1 ga Sung ui,N,시내,환승,표지판 없음
163000514,주안사거리,171333.1278400000,439645.8811300000,,,1630006200,1010,,N,Juan Sageori,인천37514,2817700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2817762000,163,Y,朱安十字路口,チュアンサゴリ(十字路),Nga t？ Juan,N,"시내,시외",,
163000521,문학우체국,172019.9870600000,437302.8653400000,,,1630021600,0000,,N,Munhak Post Office,인천37521,2817700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2817771000,163,Y,文？？局,ムンハク郵便局,B？u đi？n Munhak,N,미지정,,
163000525,신동아아파트,171015.8185100000,437560.2206100000,,,1630018300,0000,,N,ShinDongAh Apartment  ,인천37525,2817700000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,2817759000,163,Y,新？？公寓,シンドンアアパ？ト,chung c？ Shindongah,N,미지정,,표지판 없음
163000534,제운사거리,170544.6604600000,438523.7446900000,,,1630017200,0000,,N,Jeun Sageori,인천37534,2817700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2817754000,163,Y,？？十字路口,チェウンサゴリ(十字路),Nga t？ Jeun,N,미지정,,
163000539,교통방송사거리,168919.8688400000,438164.4937900000,12638.9720000000,3726.7050000000,1630020200,0000,C,N,TBS Sageori,인천37539,2817700000,Y,smchoi,2020-04-06 00:00:00.0,,0,2817758000,163,Y,交通？播十字路口,交通放送サゴリ(十字路),Nga t？ đai truy？n hinh giao thong,N,미지정,환승,표지판 없음
163000556,석바위,172439.3979100000,439438.4115200000,,,1630013400,0011,N,N,Seokbawi,인천37556,2817700000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,2817765000,163,Y,石岩,ソッバウィ,Seok Bawi ,N,"시외,공항",일반,표지판 없음
163000557,석바위,172482.9595400000,439334.0451000000,,,1630005700,0011,N,N,Seokbawi,인천37557,2817700000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,2817765000,163,Y,石岩,ソッバウィ,Seok Bawi ,N,"시외,공항",일반,표지판 없음
163000561,숭의역1번출구,167886.1504400000,439785.6029600000,12638.2670000000,3727.5790000000,1630002800,0010,N,N,Sungui Station Exit 1,인천37561,2817700000,Y,smchoi,2020-04-06 00:00:00.0,,0,2817752000,163,Y,崇？站1？出口,スンイ？1番出口,C？a s？ 1 ga Sung ui,N,시외,일반,표지판 없음
164000005,경제자유구역청,169248.2257900000,431069.5409900000,,,1640007200,0000,,N,Incheon Free Economic Zone Authority,인천38005,2818500000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,2818582000,164,Y,？？自由？？,？？自由？域？,S？ qu？n ly khu v？c t？ do kinh t？,N,미지정,,표지판 없음
164000013,송도더샵퍼스트월드동문,168902.9786100000,432254.9529600000,12638.9750000000,3723.5100000000,1640008800,0000,C,N,Songdo The Sharp First World Apartment East Gate,인천38013,2818500000,Y,smchoi,2020-04-06 00:00:00.0,,0,2818582000,164,Y,松？The Sharp First World？？,ソンド·ザシャ？プファ？ストワ？ルド東門,C？ng đong chung c？ Songdo the Sharp First World,N,미지정,환승,표지판 없음
164000015,해양경찰청,168956.9018500000,432388.5739000000,,,1640009200,0000,,N,Korea Coast Guard,인천38015,2818500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2818582000,164,Y,海洋警察？,海洋警察？,S？ c？nh sat bi？n,N,미지정,,
164000017,성지아파트,169919.4292300000,432047.5633300000,,,1640008600,0000,,N,Sungji Apartment,인천38017,2818500000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,2818582000,164,Y,星志公寓,ソンジアパ？ト,Chung c？ Sungji,N,미지정,,표지판 없음
164000021,먼우금초등학교,169178.7679100000,432371.3448200000,,,1640000100,0000,,N,Meon-woogeum Elementary School ,인천38021,2818500000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,2818582000,164,Y,？吾？小？,モヌグム小？校,Tr？？ng ti？u h？c Meon-woogeum,N,미지정,,표지판 없음
164000022,송도풍림아파트,169204.7431300000,432361.9900200000,,,1640008500,0000,,N,Songdo Poonglim Apartment,인천38022,2818500000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,2818582000,164,Y,松？？林公寓,ソンド·プンリムアパ？ト,Chung c？ Songdo Poonglim,N,미지정,,표지판 없음
164000023,신송고등학교,169725.1397700000,432165.3252800000,,,1640003700,0000,,N,Shinsong High School ,인천38023,2818500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2818582000,164,Y,新松高中,シンソン高等？校,Tr？？ng c？p ba Shinsong,N,미지정,,
164000024,신송고등학교,169728.8197200000,432192.1567600000,,,1640008600,0000,,N,Shinsong High School ,인천38024,2818500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2818582000,164,Y,新松高中,シンソン高等？校,Tr？？ng c？p ba Shinsong,N,미지정,,
164000025,송도풍림아이원2단지,169031.6356500000,432501.6820400000,,,1640009300,0000,,N,Songdo Poonglim I-ONE Apartment 2-danji,인천38025,2818500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2818582000,164,Y,松？？林I-WANT 2？,ソンド·プンリムアイワン2？地,Songdo Poonglim I-ONE khu 2,N,미지정,,
164000026,송도풍림아이원2단지,169047.1852300000,432494.4255700000,,,1640009200,0000,,N,Songdo Poonglim I-ONE Apartment 2-danji,인천38026,2818500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2818582000,164,Y,松？？林I-WANT 2？,ソンド·プンリムアイワン2？地,Songdo Poonglim I-ONE khu 2,N,미지정,,
164000032,송도풍림아이원4단지,169506.2349300000,432364.9525200000,,,1640008600,0000,,N,Songdo Poonglim I-ONE Apartment 4-danji,인천38032,2818500000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,2818582000,164,Y,松？？林I-WANT 4？,ソンド·プンリムアイワン4？地,Songdo Poonglim I-ONE khu 4,N,미지정,,표지판 없음
164000033,송도풍림아이원1단지,169262.8970100000,432559.3241100000,,,1640009100,0000,,N,Songdo Poonglim I-ONE Apartment 1-danji,인천38033,2818500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2818582000,164,Y,松？？林I-WANT 1？,ソンド·プンリムアイワン1？地,Songdo Poonglim I-ONE khu 1,N,미지정,,
164000037,동춘동종점,170685.4985200000,433007.6480200000,,,1640006100,0000,,N,Dongchun-dong Bus Terminal ,인천38037,2818500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2818579000,164,Y,？春洞？点站,トンチュン洞終点,đi？m cu？i Dongchun-dong,N,미지정,,
164000045,동춘2동주민센터,170670.9689900000,433430.7303200000,,,1640000700,0000,,N,Dongchun 2-dong Community Services Center,인천38045,2818500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2818579000,164,Y,？春2洞社？中心,トンチュン2洞住民センタ？,Trung tam d？ch v？ c？ng đ？ng ph？？ng Dongchun-dong 2,N,미지정,,
164000049,풍림2차아파트,171091.6231800000,433382.2237900000,,,1640007100,0000,,N,Poonglim Apartment 2-cha,인천38049,2818500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2818579000,164,Y,？林2期公寓,プンリム2次アパ？ト,Chung c？ Poonglim s？ 2,N,미지정,,
164000050,풍림2차아파트,171130.2928800000,433373.4943100000,,,1640007000,0000,,N,Poonglim Apartment 2-cha,인천38050,2818500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2818579000,164,Y,？林2期公寓,プンリム2次アパ？ト,Chung c？ Poonglim s？ 2,N,미지정,,
164000055,한양2차아파트,170716.6263100000,433671.7845000000,,,1640006700,0000,,N,Hanyang Apartment 2-cha,인천38055,2818500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2818579000,164,Y,？？2期公寓,ハニャン1次アパ？ト,Chung c？ Hanyang s？ 2,N,미지정,,
164000061,현대1차아파트,171211.9275600000,433693.8347000000,,,1640003000,0000,,N,Hyundai Apartment 1-cha,인천38061,2818500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2818579000,164,Y,？代1期公寓,ヒュンダイ1次アパ？ト,Chung c？ Hyundai so？ 1,N,미지정,,
164000063,삼환아파트,171394.3500500000,433668.8387600000,,,1640006300,0000,,N,Samhwan Apartment,인천38063,2818500000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,2818579500,164,Y,三？公寓,サムファンアパ？ト,Chung c？ Samhwan,N,미지정,,표지판 없음
164000067,송도라마다호텔앞,169298.0676700000,434559.8301100000,,,1640004100,0000,,N,Songdo Ramada Hotel,인천38067,2818500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2818578000,164,Y,松？？美？酒店前,ソンドラマダホテル前,Tr？？c khach s？n Songdo Ramada,N,미지정,,
164000069,건영아파트,170712.9970300000,434023.7732000000,,,1640006600,0000,,N,Kunyoung Apartment,인천38069,2818500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2818578000,164,Y,建？公寓,コニョンアパ？ト,Chung c？ Kunyoung ,N,미지정,,
164000072,롯데슈퍼,171004.7277200000,433953.6284400000,,,1640001000,0000,,N,Lotte Supermarket,인천38072,2818500000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,2818579000,164,Y,？天超市,ロッテス？パ？,Sieu th？ Lotte ,N,미지정,,표지판 없음
164000074,롯데슈퍼,170987.4353700000,434008.4703700000,,,1640002900,0000,,N,Lotte Supermarket,인천38074,2818500000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,2818579500,164,Y,？天超市,ロッテス？パ？,Sieu th？ Lotte ,N,미지정,,표지판 없음
164000077,삼성아파트,171336.0439000000,433965.8989700000,,,1640001600,0000,N,N,Samsung Apartment,인천38077,2818500000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,2818579500,164,Y,三星公寓,サムスンアパ？ト,Chung c？ Samsung,N,미지정,일반,표지판 없음
164000079,복지회관,169892.5679200000,434569.8818800000,,,1640001100,0000,,N,Welfare Center,인천38079,2818500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2818578000,164,Y,福利？？,福祉？館,Trung tam phuc l？i,N,미지정,,
164000080,복지회관,169891.7687200000,434605.1508000000,,,1640002800,0000,,N,Welfare Center,인천38080,2818500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2818578000,164,Y,福利？？,福祉？館,Trung tam phuc l？i,N,미지정,,
164000082,동춘마을아파트,170586.3632000000,434358.2859100000,,,1640002800,0000,,N,Dongchung Maeul Apartment ,인천38082,2818500000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,2818578000,164,Y,？春村公寓,トンチュンマウルアパ？ト,Chung c？ lang Dongchun,N,미지정,,표지판 없음
164000084,여성의광장,170222.5965000000,434499.8246600000,,,1640001100,0000,,N,Women's Plaza ,인천38084,2818500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2818578000,164,Y,女性？？,女性の？場,Qu？ng tr？？ng ph？ n？,N,미지정,,
164000085,여성의광장,170311.7404500000,434511.4880400000,,,1640002800,0000,,N,Women's Plaza ,인천38085,2818500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2818578000,164,Y,女性？？,女性の？場,Qu？ng tr？？ng ph？ n？,N,미지정,,
164000089,연수구청,171466.1806300000,434144.7075700000,,,1640002300,0000,,N,Yeonsu-gu Office,인천38089,2818500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2818579500,164,Y,延？？？,ヨンス？？,Tr？ s？ qu？n Yeonsugu,N,미지정,,
164000090,남동대교,172053.2964000000,433919.1346300000,,,1640001800,0000,,N,Namdong-daegyo Bridge,인천38090,2818500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2818579500,164,Y,南？大？,ナムドン大橋,C？u Namdong,N,미지정,,
164000093,연수구청,171513.7920500000,434239.0194800000,,,1640001600,0000,,N,Yeonsu-gu Office,인천38093,2818500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2818579500,164,Y,延？？？,ヨンス？？,Tr？ s？ qu？n Yeonsugu,N,미지정,,
164000095,연수구청입구,171588.9012700000,434244.0290000000,,,1640002200,0000,,N,Yeonsu-gu Office,인천38095,2818500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2818579500,164,Y,延？？？入口,ヨンス？？入口,L？i vao tr？ s？ qu？n Yeonsugu,N,미지정,,
164000110,롯데아파트,171113.8206100000,434565.3724400000,,,1640011300,0000,,N,Lotte Apartment,인천38110,2818500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2818578000,164,Y,？天公寓,ロッテアパ？ト,Chung c？ Lotte,N,미지정,,
164000113,백산아파트,168538.1907600000,435611.2701300000,,,1640011800,0000,,N,Baeksan Apartment,인천38113,2818500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2818563000,164,Y,白山公寓,ペクサンアパ？ト,Chung c？ Baeksan,N,미지정,,
164000128,대동아파트,171873.1015800000,434558.9421200000,,,1640025700,0000,,N,Daedong Apartment,인천38128,2818500000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2818576200,164,Y,大同公寓,テドンアパ？ト,Chung c？ Daedong,N,미지정,,
164000131,원흥아파트,168456.2375300000,435873.8716100000,,,1640001300,1000,,N,Wonheung Apartment,인천38131,2818500000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,2818564000,164,Y,源？公寓,ウォンフンアパ？ト,Chung c？ Wonheung,N,시내,,표지판 없음
164000162,원인재역1번출구,172371.4701100000,434566.1548900000,12641.3200000000,3724.7660000000,1640025100,0000,C,N,Woninjae Station Exit 1,인천38162,2818500000,Y,smchoi,2020-04-06 00:00:00.0,,0,2818576200,164,Y,源仁？站1？出口,ウァニンジェ？1番出口,Ga Woninjae (c？a s？ 1),N,미지정,환승,표지판 없음
166000022,강인여객,172439.2412700000,441455.1923300000,,,1680036800,0000,,N,Gangin Transport,인천40022,2823700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2823768000,166,Y,江仁旅客,カンイン旅客,V？n t？i Gangin,N,미지정,,
166000029,십정사거리,172697.9490800000,441389.2350300000,,,1660013600,0000,,N,Sipjeong Sageori ,인천40029,2823700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2823768000,166,Y,十井十字路口,シプチョンサゴリ(十字路),Nga t？ Sipjeong,N,미지정,,
166000032,인천교통공사,174086.4391700000,440871.4680000000,,,1650011400,0000,,N,Incheon Transit Corporation ,인천40032,2820000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2820055000,165,Y,仁川交通公社,インチョン交通公社,T？ng cong ty giao thong Incheon,N,미지정,,
166000035,동암역,173462.1011400000,441120.7491800000,,,1660022100,0000,,N,Dongam Station ,인천40035,2823700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2823769000,166,Y,？岩站,トンアム？,Ga Dongahm,N,미지정,,
166000043,선린감리교회,172772.0871900000,441622.2405100000,,,1660013600,0000,,N,Good Samartian Methodist Church ,인천40043,2823700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2823768000,166,Y,善？？理？？,ソンリンメソジスト？？ ,Giao h？i giam ly Samaritan,N,미지정,,
166000045,십정초등학교,173220.0834200000,441471.3095600000,,,1660022000,0000,,N,Sipjeong Elemntary School,인천40045,2823700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2823768000,166,Y,十井小？,シプチョン小？校,Tr？？ng ti？u h？c Sipjeong,N,미지정,,
166000048,십정초등학교,173144.8959600000,441501.5013100000,,,1660022100,0000,,N,Sipjeong Elemntary School,인천40048,2823700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2823768000,166,Y,十井小？,シプチョン小？校,Tr？？ng ti？u h？c Sipjeong,N,미지정,,
166000049,십정고개,173002.4448800000,441602.1173100000,,,1660022100,0000,,N,Sipjeong-gogae,인천40049,2823700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2823768000,166,Y,十井？,シプチョンゴゲ,D？c Sipjeong,N,미지정,,
166000050,십정고개,173016.5074200000,441628.6551600000,,,1660022000,0000,,N,Sipjeong-gogae,인천40050,2823700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2823768000,166,Y,十井？,シプチョンゴゲ,D？c Sipjeong,N,미지정,,
166000054,열우물테니스경기장,172657.7471000000,441866.5294900000,12641.4980000000,3728.7130000000,1660022200,0000,C,N,Yeolumul Tennis Court,인천40054,2823700000,Y,smchoi,2020-04-06 00:00:00.0,,0,2823768000,166,Y,十井？球？？,ヨルウムルテニス競技場,Nha thi đ？u Tennis Yeolumul ,N,미지정,환승,표지판 없음
166000058,백영아파트,172996.4447700000,441879.5033000000,,,1660013500,0000,,N,Baekyoung Apartment ,인천40058,2823700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2823768000,166,Y,白英公寓,ぺギョンアパ？ト,Chung c？ Baekyoung,N,미지정,,
166000066,부평삼거리역,174233.6686900000,441577.6215400000,,,1660012400,0000,,N,Bupyeong Samgeori,인천40066,2820000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2820055000,165,Y,富平三？路站,プピョンサムゴリ？,Ga nga ba Bupyeong,N,미지정,,
166000069,상정고,173285.7713600000,442109.4215000000,12641.9230000000,3728.8450000000,1660013500,0000,C,N,Sangjeong High School,인천40069,2823700000,Y,smchoi,2020-04-06 00:00:00.0,,0,2823768000,166,Y,上井高中,サンジョン高等？校,Tr？？ng C？p ba Sangjeong,N,미지정,환승,표지판 없음
166000073,부평사거리,174283.8402700000,442001.6497300000,,,1660012600,0000,,N,Bupyeong Sageori ,인천40073,2823700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2823753000,166,Y,富平十字路口,プピョンサゴリ(十字路),Nga t？ Bupyeong,N,미지정,,
166000076,백운공원.부평아트센터,173602.8733100000,442350.1412200000,12642.1380000000,3728.9760000000,1660013500,0000,C,N,Baegun Park / Bupyeong Art Center,인천40076,2823700000,Y,smchoi,2020-04-06 00:00:00.0,,0,2823753000,166,Y,白云公？、富平？？中心,ペグン公園、プピョンア？トセンタ？,Cong vien Baegun. Trung tam ngh？ thu？t Bupyeong,N,미지정,환승,표지판 없음
166000079,백운역,174170.3280900000,442370.9479700000,,,1660006800,0000,,N,Baegun Station ,인천40079,2823700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2823753000,166,Y,白云站,ペグン？,Ga Baegun,N,미지정,,
166000082,부평도서관,173865.1960900000,442539.9394700000,,,1660013500,0000,,N,Bupyeong Library,인천40082,2823700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2823753000,166,Y,富平？？？,プピョン？書館,Th？ vi？n Bupyeong,N,미지정,,
166000084,부평도서관,173884.8127000000,442593.9497100000,,,1660005900,0000,,N,Bupyeong Library,인천40084,2823700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2823753000,166,Y,富平？？？,プピョン？書館,Th？ vi？n Bupyeong,N,미지정,,
166000094,백운역(파출소),174110.2784800000,442712.7645300000,,,1660006700,0000,,N,Baegun Station (Police Box),인천40094,2823700000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,2823753000,166,Y,白云站(派出所),ペグン？(交番),Ga Baegun (tr？m c？nh sat),N,미지정,,표지판 없음
166000103,현대자동차 빌딩앞,174012.5097500000,442867.6346200000,,,1660012900,0000,,N,Hyundai Motors Building ,인천40103,2823700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2823758100,166,Y,？代汽？大厦前,ヒュンダイ自動車ビル前,Tr？？c toa nha o to Hyundai,N,미지정,,
166000106,무내미마을,178220.5703400000,441216.3007900000,,,1660009900,0000,,N,Munaemi Maeul,인천40106,2823700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2823767000,166,Y,木奈米村,ムネミマウル,Lang Munaemi,N,미지정,,
166000108,동수역,174939.8189200000,442550.6875200000,12643.0440000000,3729.0870000000,1650025800,0000,C,N,Dongsu Station ,인천40108,2823700000,Y,smchoi,2020-04-06 00:00:00.0,,0,2823752000,166,Y,？？站,トンス？,Ga Dongsu,N,미지정,환승,표지판 없음
166000117,충성아파트,178249.8697400000,441307.4544700000,,,1660009700,0000,,N,Chungseong Apartment ,인천40117,2823700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2823767000,166,Y,忠？公寓,チュンソンアパ？ト,Chung c？ Chungseong ,N,미지정,,
166000123,부일여자중학교,175154.0913600000,442574.0926300000,,,1660033000,0000,,N,Buil Girls' Middle School ,인천40123,2823700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2823752000,166,Y,富一女子初中,プイル女子中？校,Tr？？ng trung h？c c？ s？ Buil,N,미지정,,
166000127,현대3단지,173909.6406900000,443090.8396600000,,,1660013000,0000,,N,Hyundai 3-danji,인천40127,2823700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2823758100,166,Y,？代3？,ヒュンダイ3？地,Khu t？ h？p Hyundai 3,N,미지정,,
166000138,인천성모병원후문,175543.5602700000,442588.3249500000,,,1660033000,0000,,N,Incheon St. Mary's Hospital Back Gate ,인천40138,2823700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2823756000,166,Y,仁川？母？院后？,仁川聖母病院後門,C？ng sau b？nh vi？n St. Mary's  Incheon ,N,미지정,,
166000149,인평자동차고,173843.0276900000,443321.9578000000,12642.2990000000,3729.5020000000,1660006400,0000,C,N,Inpyung Automobile High School ,인천40149,2823700000,Y,smchoi,2020-04-06 00:00:00.0,,0,2823758100,166,Y,仁平汽？高中,インピョン自動車高等？校,Tr？？ng c？p ba o to Inpyung,N,미지정,환승,표지판 없음
166000159,2001아울렛,174461.2198900000,443201.4943200000,,,1660007700,0000,,N,2001 Outluet,인천40159,2823700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2823753000,166,Y,2001？特？斯,2001アウトレット,2001 Outlet,N,미지정,,
166000161,부평LH1(2)단지,176044.2510600000,442612.4564700000,,,1660041400,0000,,N,Bupyeong LH 1 Apartment 2-danji,인천40161,2823700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2823756000,166,Y,富平LH1(2)？,プピョンLH1(2)？地,Khu t？ h？p Bupyeong LH Complex 1(2),N,미지정,,
166000162,2001아울렛,174522.7370900000,443250.0583700000,,,1660011800,0000,,N,2001 Outluet,인천40162,2823700000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,2823758100,166,Y,2001？特？斯,2001アウトレット,2001 Outlet,N,미지정,,
