기관명,분류,종별,주소,좌표X,좌표Y,전화번호,출처
엠에스 짐(MS GYM),헬스장,체력단련장업,"경기도 시흥시 서해안로 1668-2, 3, 4층 (대야동)",126.7929680175,37.4508125790,,경기데이터드림
브라운 짐,헬스장,체력단련장업,"경기도 시흥시 매화2로 34, 4층 (매화동)",126.8111390656,37.4172360855,,경기데이터드림
퍼센트짐 헬스장,헬스장,체력단련장업,"경기도 시흥시 은계중앙로 256, 리버시티 4층 402~404호 (은행동)",126.8039581957,37.4470560646,031-311-8007,경기데이터드림
올찬 피트니스,헬스장,체력단련장업,"경기도 시흥시 대은로 94, 우진빌딩 6층, 7층 701호 (은행동)",126.7988442993,37.4450518639,,경기데이터드림
테스휘트니스센타,헬스장,체력단련장업,"경기도 시흥시 은행로 86, 경동프라자 10층 (은행동)",126.7971459146,37.4392911141,031-435-5665,경기데이터드림
스파리스 휘트니스,헬스장,체력단련장업,"경기도 시흥시 정왕시장길 51, 정왕시장 4층 401호 (정왕동)",126.7485677164,37.3458093904,031-431-3339,경기데이터드림
고구마짐,헬스장,체력단련장업,"경기도 시흥시 중심상가3길 13, 명동하우스 (정왕동)",126.7367805966,37.3447243966,031-433-6308,경기데이터드림
빠나따스포츠클럽,헬스장,체력단련장업,경기도 시흥시 정왕대로 174 (정왕동),126.7334942325,37.3481553901,,경기데이터드림
언더짐,헬스장,체력단련장업,"경기도 시흥시 연성로 86, 송옥빌딩 4층 (하상동)",126.8129528648,37.3906293556,,경기데이터드림
원피트니스,헬스장,체력단련장업,"경기도 시흥시 수인로 3372, 신천프라자 10층 1001호 (신천동)",126.7843434953,37.4411251667,,경기데이터드림
웰피트니스 배곧점,헬스장,체력단련장업,"경기도 시흥시 서울대학로278번길 19-14, 배곧프라자 202,203호 (배곧동)",126.7286625518,37.3701623935,,경기데이터드림
플레이짐,헬스장,체력단련장업,"경기도 시흥시 비둘기공원1길 23, 유영빌딩 4층 (대야동)",126.7910881747,37.4415533975,,경기데이터드림
머슬원핏 시화점,헬스장,체력단련장업,"경기도 시흥시 중심상가로 158, 시화하나프라자 4층 404호 (정왕동)",126.7330518936,37.3461334576,,경기데이터드림
아리테휘트니스,헬스장,체력단련장업,"경기도 시흥시 능곡번영길 33, 7층 (능곡동)",126.8068328533,37.3694565706,031-317-8144,경기데이터드림
후필라테스 & 피티,헬스장,체력단련장업,"경기도 시흥시 목감우회로 39, 목감 시티프라자 4층 403호 (목감동)",126.8602929025,37.3819082861,,경기데이터드림
코리아 헬스,헬스장,체력단련장업,"경기도 시흥시 삼미시장2길 29, 3층 1호 (신천동)",126.7832856727,37.4406230103,031-404-8520,경기데이터드림
피지오숲 필라테스&PT 장현점,헬스장,체력단련장업,"경기도 시흥시 황고개로 536, 603~606호 (장곡동)",126.7892533441,37.3785371682,070-4006-1348,경기데이터드림
아리스 휘트니스,헬스장,체력단련장업,"경기도 시흥시 서울대학로264번길 26-16, 해든메디컬센터 9층 (배곧동)",126.7256690253,37.3669339731,032-434-9682,경기데이터드림
대로 GYM,헬스장,체력단련장업,경기도 시흥시 수인로2421번길 87-6 (논곡동),126.8588735605,37.3880839930,,경기데이터드림
독보짐,헬스장,체력단련장업,"경기도 시흥시 오이도로157번길 3, 1,2층 (정왕동)",126.6887293077,37.3469735173,,경기데이터드림
핏좋아짐,헬스장,체력단련장업,"경기도 시흥시 거북섬중앙로 1, 시화MTV 보니타가 2동 2층 246~251, 205~208호 (정왕동)",126.6827295604,37.3255247468,,경기데이터드림
웨이브짐(거북섬점),헬스장,체력단련장업,"경기도 시흥시 거북섬5길 4, 센터프라자 1동 303,304호 (정왕동)",126.6833755881,37.3221490732,,경기데이터드림
모데라 스포츠랩,헬스장,체력단련장업,"경기도 시흥시 서울대학로278번길 61, 서영베니스스퀘어 708호 (배곧동)",126.7306929431,37.3681926149,,경기데이터드림
에이엠지 피트니스 목감점,헬스장,체력단련장업,"경기도 시흥시 목감남서로 9-7, 더 드림 7층 (조남동)",126.8515872770,37.3775973944,031-401-4011,경기데이터드림
시흥 장현헬스 피트니스가치,헬스장,체력단련장업,"경기도 시흥시 시청로 74, 4층 403호 (장현동)",126.7996565841,37.3809067342,,경기데이터드림
라이프 크로스핏,헬스장,체력단련장업,경기도 시흥시 능곡로81번길 2-6 (능곡동),126.8163378738,37.3624541683,,경기데이터드림
하이본 헬스&PT,헬스장,체력단련장업,"경기도 시흥시 함송로14번길 13-5, 정왕프라자 4층 (정왕동)",126.7289270346,37.3630793865,031-434-8144,경기데이터드림
바디101헬스PT배곧점,헬스장,체력단련장업,"경기도 시흥시 배곧3로 80, 센터프라자 602호 (배곧동)",126.7290879019,37.3705347264,,경기데이터드림
피크폼 트레이닝,헬스장,체력단련장업,"경기도 시흥시 월곶해안로 147, 301호 (월곶동)",126.7363640080,37.3880683896,,경기데이터드림
크로스핏 알피 시흥,헬스장,체력단련장업,"경기도 시흥시 함송로29번길 7, 현대프라자 B01,B02호 (정왕동)",126.7314030660,37.3638977181,,경기데이터드림
크로스핏 원더,헬스장,체력단련장업,"경기도 시흥시 황고개로352번길 3, 창고 1동 (군자동)",126.7877186974,37.3628531468,,경기데이터드림
크로스핏 재규어,헬스장,체력단련장업,"경기도 시흥시 신천로68번길 27, 지하 1층 (신천동)",126.7898431510,37.4369309717,,경기데이터드림
PITBULL GYM,헬스장,체력단련장업,"경기도 시흥시 군자로 507, 401, 402, 403호 (거모동, 군자프라자)",126.7853041907,37.3447661065,,경기데이터드림
S-FIT 휘트니스,헬스장,체력단련장업,"경기도 시흥시 호현로10번길 17, 4층 (신천동)",126.7850782381,37.4411296133,031-318-7382,경기데이터드림
크로스핏슈팅스타,헬스장,체력단련장업,"경기도 시흥시 은계중앙로306번길 58, 월드기어 1층 102호 (대야동)",126.7967459812,37.4530344298,,경기데이터드림
쿨짐,헬스장,체력단련장업,"경기도 시흥시 목감남서로 9-33, 더클래스투 801호 (조남동)",126.8533203389,37.3783369935,,경기데이터드림
바라 트레이닝 랩,헬스장,체력단련장업,"경기도 시흥시 진살미길 10, 1층 101호 (장곡동)",126.7833090090,37.3824312501,,경기데이터드림
갓짐,헬스장,체력단련장업,"경기도 시흥시 정왕대로 210, 성담스퀘어 지하 1,3,4호 (정왕동)",126.7368812651,37.3459328804,,경기데이터드림
짐캐슬 헬스&필라테스 은행점,헬스장,체력단련장업,"경기도 시흥시 은행고길 24, 4층 401~403호 (은행동)",126.7991916347,37.4405381221,031-313-3111,경기데이터드림
ONEMOVE,헬스장,체력단련장업,"경기도 시흥시 서울대학로278번길 61, 베니스스퀘어 C동 328,329호 (배곧동)",126.7306929431,37.3681926149,,경기데이터드림
올굿 교정운동센터,헬스장,체력단련장업,"경기도 시흥시 은계호수로 31, 그린타워 4층 410호 (은행동)",126.8034165283,37.4445110454,,경기데이터드림
라비다 퀸즈서클,헬스장,체력단련장업,"경기도 시흥시 배곧4로 87, 베스트프라자 307,308,309호 (배곧동)",126.7334059093,37.3746009077,,경기데이터드림
프렌드짐,헬스장,체력단련장업,"경기도 시흥시 중심상가2길 20-5, 5층 (정왕동)",126.7373343117,37.3446738855,031-432-9688,경기데이터드림
펄스짐,헬스장,체력단련장업,"경기도 시흥시 월곶해안로 165, 광명빌딩 4층 401호 (월곶동)",126.7382351635,37.3884680444,,경기데이터드림
레드휘트니스,헬스장,체력단련장업,"경기도 시흥시 호현로22번길 27, 2층 (신천동)",126.7871065669,37.4406190777,,경기데이터드림
바디 트랜스짐 장곡점,헬스장,체력단련장업,"경기도 시흥시 진말로 7, 중앙프라자 5층 505~507호 (장곡동)",126.7852708047,37.3780534691,,경기데이터드림
설레임휘트니스,헬스장,체력단련장업,"경기도 시흥시 정왕대로 64, 4층 401호 (정왕동, 메가쇼핑몰)",126.7235297297,37.3542557561,031-431-5006,경기데이터드림
바디원오원,헬스장,체력단련장업,"경기도 시흥시 배곧3로 80, 센터프라자 603호 (배곧동)",126.7290879019,37.3705347264,,경기데이터드림
DN 휘트니스,헬스장,체력단련장업,"경기도 시흥시 수인로 3378, 5~6층 전체호 (신천동, 반석프라자)",126.7837872929,37.4413651639,,경기데이터드림
바디트랜스짐 은행점 헬스PT,헬스장,체력단련장업,"경기도 시흥시 은행로 130, 정철어학원 4층 401,403호 (은행동)",126.8000192604,37.4427062854,,경기데이터드림
휘트니스GQ,헬스장,체력단련장업,"경기도 시흥시 옥구상가2길 4, 4층 402~405호 (정왕동, 로얄타운)",126.7239961677,37.3539162976,031-431-3389,경기데이터드림
골든헬스클럽,헬스장,체력단련장업,"경기도 시흥시 동서로 1086, 목감열린치과 지하층 101호 (목감동)",126.8602375375,37.3857658481,034-584-1022,경기데이터드림
짐리치 대야역점,헬스장,체력단련장업,"경기도 시흥시 복지로 96, A&C빌딩 7층 (대야동)",126.7918143639,37.4472633410,031-503-7770,경기데이터드림
오성헬스,헬스장,체력단련장업,"경기도 시흥시 중심상가로 312, 이림프라자 5층 (정왕동)",126.7469232568,37.3375063282,031-431-5033,경기데이터드림
재정헬스,헬스장,체력단련장업,"경기도 시흥시 군자로 475, 재정빌딩 3층 (거모동)",126.7834720411,37.3474771650,031-494-3445,경기데이터드림
피트니스 갤러리,헬스장,체력단련장업,"경기도 시흥시 정왕대로 56, 세종월드 빌딩 5층 503호 (정왕동)",126.7230302519,37.3545138727,,경기데이터드림
주식회사 거북섬휘트니스앤골프,헬스장,체력단련장업,"경기도 시흥시 거북섬2길 25, 퍼스트에비뉴2차 406호 (정왕동)",126.6768182482,37.3273135449,,경기데이터드림
언바운드짐 헬스 PT 목감 3호점,헬스장,체력단련장업,"경기도 시흥시 남왕길 30, 프라미스 콤플렉스 4층 (목감동)",126.8609080854,37.3826236944,031-410-9679,경기데이터드림
이루어짐,헬스장,체력단련장업,"경기도 시흥시 은계중앙로 358, 501,502호 (대야동)",126.7961134740,37.4517597522,,경기데이터드림
나인원 피트니스,헬스장,체력단련장업,"경기도 시흥시 복지로 126, 2층 201~203호 (대야동)",126.7924667538,37.4500163856,,경기데이터드림
데이원 PT,헬스장,체력단련장업,"경기도 시흥시 솔고개길 4-3, M 테라스 7층 702~703호 (목감동)",126.8615293938,37.3826180368,,경기데이터드림
머슬원핏,헬스장,체력단련장업,"경기도 시흥시 정왕신길로49번길 61, 신도빌딩 4층 (정왕동)",126.7302629746,37.3627455692,,경기데이터드림
수아름 필라테스 정왕점,헬스장,체력단련장업,"경기도 시흥시 함송로 21, 굿모닝프라자 4층 401호 (정왕동)",126.7307042501,37.3637669836,031-319-5098,경기데이터드림
에이엠지 헬스,헬스장,체력단련장업,"경기도 시흥시 진말1로 18, 6층 602~610호 (장곡동)",126.7897005390,37.3778277752,,경기데이터드림
나는필라테스 장곡역점,헬스장,체력단련장업,"경기도 시흥시 황고개로 528, 8층 801~803호 (장곡동)",126.7892365395,37.3779241378,031-492-8136,경기데이터드림
라인에 미치다,헬스장,체력단련장업,"경기도 시흥시 중심상가4길 26, 삼우빌딩 2층 201호 (정왕동)",126.7370216093,37.3432206647,031-8042-4454,경기데이터드림
배곧 품 태권도장,헬스장,체력단련장업,"경기도 시흥시 배곧4로 32-17, 배곧 로자벨 5층 504~507호 (배곧동)",126.7265805077,37.3771523958,031-431-0110,경기데이터드림
Muscle Attack,헬스장,체력단련장업,"경기도 시흥시 목감남서로 9-27, 5층 505~506호 (조남동)",126.8534479825,37.3779410886,,경기데이터드림
퓨어필라테스,헬스장,체력단련장업,"경기도 시흥시 배곧3로 86, 센터프라자2 6층 603호 (배곧동)",126.7295541408,37.3702222869,,경기데이터드림
부부짐 휘트니스,헬스장,체력단련장업,"경기도 시흥시 정왕대로 174, 광개토빌딩1 2층 201호 (정왕동)",126.7334942325,37.3481553901,,경기데이터드림
헬스보이짐앤필라걸 배곧점,헬스장,체력단련장업,"경기도 시흥시 배곧3로 96, M-플러스 609호 (배곧동)",126.7302927867,37.3697764139,031-431-2722,경기데이터드림
엠투짐,헬스장,체력단련장업,"경기도 시흥시 배곧4로 81-52, 현대프라자 4층 402호 (배곧동)",126.7337298482,37.3749545391,031-496-9683,경기데이터드림
클린바디짐,헬스장,체력단련장업,"경기도 시흥시 새재로 13, 새오름빌딩 2층 (장현동)",126.8019048202,37.3808569315,,경기데이터드림
주)아세코,헬스장,체력단련장업,"경기도 시흥시 마전로 307, 시흥아세코밸리골프장 (거모동)",126.7713755012,37.3678102711,031-488-8000,경기데이터드림
짐리치 은계호수점,헬스장,체력단련장업,"경기도 시흥시 은계로 260, 우평 라비엔빌딩 6층 604~609호 (은행동)",126.8031421323,37.4448429301,,경기데이터드림
무브 365 기능 운동 아카데미,헬스장,체력단련장업,"경기도 시흥시 은계번영길 11, 7층 704호 (은행동)",126.8021935463,37.4374281699,,경기데이터드림
피트니스온 은계점,헬스장,체력단련장업,"경기도 시흥시 은계번영길 13, 아리테타워 6층 (은행동)",126.8025447826,37.4373401072,031-404-4004,경기데이터드림
삼성 JOY 헬스,헬스장,체력단련장업,"경기도 시흥시 매화2로 35, 영재사관학원 2층 (매화동)",126.8110172404,37.4169649669,031-313-7005,경기데이터드림
(주)화인골프클럽,헬스장,체력단련장업,경기도 시흥시 산기대학로 105 (정왕동),126.7221379802,37.3479730957,031-434-4567,경기데이터드림
서해그린스포렉스,헬스장,체력단련장업,"경기도 시흥시 옥구상가1길 37, 2층 (정왕동)",126.7210250527,37.3518777067,031-431-7555,경기데이터드림
프렌드짐 더프리미엄,헬스장,체력단련장업,"경기도 시흥시 옥구상가2길 3, 뉴스타프라자 지하층 101~104호 (정왕동)",126.7244277101,37.3536757588,,경기데이터드림
머슬비치짐 휘트니스,헬스장,체력단련장업,"경기도 시흥시 능곡번영길 26, 801,802,803호 (능곡동)",126.8071544659,37.3700984271,,경기데이터드림
남스짐 은행점,헬스장,체력단련장업,"경기도 시흥시 대은로 80, 하이런빌딩 501호 (은행동)",126.7974160629,37.4442501877,,경기데이터드림
줄리엣짐,헬스장,체력단련장업,"경기도 시흥시 군자로 523, 거모탑클래스학원 4층 (거모동)",126.7855533918,37.3434876638,031-495-6497,경기데이터드림
두두 스튜디오:PT,헬스장,체력단련장업,"경기도 시흥시 서울대학로278번길 19-13, 107동 a-250호 (배곧동, 시흥배곧 C1 호반 써밋플레이스)",126.7269775004,37.3703857466,,경기데이터드림
언바운드짐 헬스 PT 목감 2호점,헬스장,체력단련장업,"경기도 시흥시 목감둘레로 253-35, 701~704호 (조남동)",126.8613738022,37.3809857171,,경기데이터드림
오아시스24,헬스장,체력단련장업,"경기도 시흥시 함송로13번길 16-8, 고려빌딩 (정왕동)",126.7318162760,37.3643510855,031-498-9683,경기데이터드림
로프짐,헬스장,체력단련장업,"경기도 시흥시 은계로 353, 에이스프라자 5층 (대야동)",126.7945103518,37.4503080231,031-362-6161,경기데이터드림
매화휘트니스,헬스장,체력단련장업,경기도 시흥시 매화2로 17-1 (매화동),126.8127724727,37.4165695704,031-313-1552,경기데이터드림
바디트랜스짐 정왕점 헬스 PT,헬스장,체력단련장업,"경기도 시흥시 정왕대로 184, 4층 401,409~411호 (정왕동, 한성타운)",126.7344157414,37.3474673039,,경기데이터드림
FIT D GYM(핏디짐),헬스장,체력단련장업,"경기도 시흥시 삼미시장2길 24, 3층 (신천동)",126.7826302328,37.4406010068,,경기데이터드림
목감골프존앤헬스,헬스장,체력단련장업,"경기도 시흥시 목감초등길 14-22, 가야상가 지하층 (조남동)",126.8592818605,37.3852378798,031-403-1741,경기데이터드림
파워짐스포츠과학,헬스장,체력단련장업,"경기도 시흥시 함송로14번길 5-4, 쌍용프라자 3층 301호 (정왕동)",126.7292277666,37.3634869613,,경기데이터드림
크로스핏 배곧,헬스장,체력단련장업,"경기도 시흥시 서울대학로278번길 19-13, 1층 145~146호 (배곧동, 시흥배곧 C1 호반 써밋플레이스)",126.7270163836,37.3709989287,,경기데이터드림
MOVE&FIT,헬스장,체력단련장업,"경기도 시흥시 비둘기공원5길 16, 대야 프라자 3층 306호 (대야동)",126.7900701283,37.4428182006,,경기데이터드림
에이스무브 PT&필라테스,헬스장,체력단련장업,"경기도 시흥시 진말로9번길 2, 부석프라자 401호 (장곡동)",126.7852668701,37.3784680740,,경기데이터드림
헬스 PT 런앤짐 월곶점,헬스장,체력단련장업,"경기도 시흥시 월곶해안로 169, 2층 201호 (월곶동)",126.7385299458,37.3883617795,,경기데이터드림
지와이 피티,헬스장,체력단련장업,"경기도 시흥시 목감남서로 9-7, 더 드림 504호 (조남동)",126.8515872770,37.3775973944,,경기데이터드림
단단해짐,헬스장,체력단련장업,"경기도 시흥시 비둘기공원6길 8, 이산프라자 6층 (대야동)",126.7913996659,37.4432858715,,경기데이터드림
MTV스크린골프,헬스장,fitness_centre,,126.6870806,37.3307071,,OpenStreetMap
알에이치휘트니스,헬스장,헬스장,경기도 시흥시 복지로 96,126.79183533416,37.4472686589794,,공공데이터포털(상가업소정보)
하나더하기,헬스장,헬스장,경기도 시흥시 정왕대로233번길 33,126.74095989098,37.3483533158532,,공공데이터포털(상가업소정보)
