ID,시군구코드,학교구분,학교코드,학교명,설립구분,설립형태,남학생수,여학생수,남교사수,여교사수,경도,위도,학교주소,홈페이지,학교알리미홈페이지,전화번호,조사일자,1학년학급수,1학년학생수,2학년학급수,2학년학생수,3학년학급수,3학년학생수,4학년학급수,4학년학생수,5학년학급수,5학년학생수,6학년학급수,6학년학생수,기타학급수,기타학생수,특수학급수,특수학생수,교사당학생수,졸업학생수,일반고_전문대,특성화고_일반대,특목고_국외진학,자율고_취업,기타,읍면동코드,중부원점X,중부원점Y,지번코드,학교급
299,41390,초등학교,J100002781,장곡초등학교,공립,병설,,,33,,126.7819353000,37.3815278000,"경기도 시흥시 장곡로70번길 12(장곡동, 장곡초등학교)",http://www.jang-gok.es.kr/,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100002781,070-7096-6083,2023년 4월,3,67,4,88,4,99,4,98,4,99,6,146,0,0,0,0,18,,,,,,,41390130,180619.0890591600,431071.0258688700,4139013000107970000,초등학교
300,41390,초등학교,J100002782,정왕초등학교,공립,단설,,,51,,126.7430470000,37.3407640000,"경기도 시흥시 중심상가로 257(정왕동, 정왕초등학교)",http://chongwang.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100002782,(031)8042-7806,2023년 4월,6,144,8,170,7,164,7,167,7,163,7,173,2,13,1,1,19,,,,,,,41390132,177162.9845502500,426555.9510453100,4139013200117880004,초등학교
303,41390,초등학교,J100002786,진말초등학교,공립,병설,,,59,,126.7885700000,37.3811000000,"경기도 시흥시 황고개로 567(장곡동,진말초등학교)",http://www.jinmal.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100002786,031-317-2701,2023년 4월,9,211,8,195,8,194,8,196,7,178,8,202,2,12,0,0,20,,,,,,,41390130,181206.5251000000,431022.2138946900,4139013000101820000,초등학교
198,41390,초등학교,J100002716,검바위초등학교,공립,병설,,,37,,126.7983991000,37.4327575000,"경기도 시흥시 수인로3247번길 59, 검바위초등학교 (은행동)",www.kumbawi.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100002716,031-503-1707,2023년 4월,7,151,5,121,3,76,4,84,4,80,4,81,3,19,0,0,16,,,,,,,41390106,182089.2089859300,436753.0122354300,4139010600102620000,초등학교
201,41390,초등학교,J100002719,계수초등학교,공립,병설,,,9,,126.8204290000,37.4534408000,"경기도 시흥시 계수로 203(계수동, 계수초등학교)",www.gyesu-cho.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100002719,031-8044-4300,2023년 4월,1,10,1,15,1,12,1,16,1,12,1,13,1,3,0,0,9,,,,,,,41390113,184043.1335060000,439044.4177909600,4139011300101450001,초등학교
204,41390,초등학교,J100002722,군서초등학교,공립,단설,,,48,,126.7513240000,37.3472830000,"경기도 시흥시 정왕천로427번길 30(정왕동,군서초등학교)",http://www.kunseo.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100002722,031-8042-2502,2023년 4월,7,142,6,120,5,107,5,90,5,98,8,156,3,21,0,0,15,,,,,,,41390132,177898.2642220300,427277.4287171300,4139013200111750000,초등학교
205,41390,초등학교,J100002723,군자초등학교,공립,단설,,,35,,126.7874266000,37.3439311000,"경기도 시흥시 군자로 539, 군자초등학교 (거모동,군자초등학교)",www.kunja-asn.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100002723,031-487-6494,2023년 4월,3,64,4,87,5,128,4,84,4,95,5,133,3,17,0,0,17,,,,,,,41390127,181095.9825919300,426897.6442077000,4139012700115820001,초등학교
206,41390,초등학교,J100002724,금모래초등학교,공립,단설,,,46,,126.7951553000,37.4417323000,"경기도 시흥시 대은로 16-29(은행동,금모래초등학교)",www.gold.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100002724,070-7097-0603,2023년 4월,5,118,6,144,6,138,7,171,6,144,6,149,2,10,0,0,19,,,,,,,41390106,181804.3112936900,437749.6167919800,4139010600105510002,초등학교
207,41390,초등학교,J100002725,냉정초등학교,공립,단설,,,29,,126.7352563000,37.3577301000,"경기도 시흥시 역전로 369, 냉정초등학교 (정왕동)",http://naengjung.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100002725,031-8042-0700,2023년 4월,3,65,4,82,4,86,3,61,3,68,4,94,3,15,0,0,16,,,,,,,41390132,176477.9754750800,428440.6580490900,4139013200118720003,초등학교
212,41390,초등학교,J100002731,대야초등학교,공립,단설,,,26,,126.7894550000,37.4465680000,"경기도 시흥시 대골안길 31, 대야초등학교  (대야동)",www.idaeya.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100002731,031-363-3003,2023년 4월,3,64,3,71,4,81,3,75,3,83,3,60,2,12,0,0,17,,,,,,,41390101,181301.1184744800,438287.3747666800,4139010100104560002,초등학교
214,41390,초등학교,J100002733,도일초등학교,공립,단설,,,27,,126.7820787200,37.3492349100,"경기도 시흥시 군자로465번길 7(거모동, 도일초등학교)",http://www.doil.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100002733,031-494-4167,2023년 4월,3,65,2,53,3,74,3,67,4,75,3,63,2,11,1,2,15,,,,,,,41390127,180623.5175170400,427487.3097005400,4139012700113790000,초등학교
215,41390,초등학교,J100002734,도창초등학교,공립,단설,,,7,,126.8236750000,37.4069150000,경기도 시흥시 수인로2793번길 6(도창동),www.dochang.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100002734,070-7097-2302,2023년 4월,1,11,1,15,1,14,1,17,1,17,1,10,0,0,0,0,12,,,,,,,41390109,184320.6537145100,433880.6456270100,4139010900101180000,초등학교
217,41390,초등학교,J100002736,목감초등학교,공립,단설,,,20,,126.8589948000,37.3868500000,"경기도 시흥시 목감초등길 49(논곡동,목감초등학교)",www.mokgam.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100002736,070-7097-1553,2023년 4월,2,45,2,48,2,38,2,51,2,49,3,60,2,10,0,0,15,,,,,,,41390126,187444.0479165300,431648.6733542700,4139012500101600037,초등학교
221,41390,초등학교,J100002789,포리초등학교,공립,단설,,,9,,126.7710126000,37.4056189000,"경기도 시흥시 신현로202번길 31(포동,포리초등학교)",http://www.pori.es.kr/,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100002789,070-7097-2576,2023년 4월,1,22,1,16,1,18,1,19,1,24,1,21,1,3,0,0,13,,,,,,,41390104,179658.3072762400,433746.8275647200,4139010400100200017,초등학교
222,41390,초등학교,J100002790,하중초등학교,공립,단설,,,19,,126.8072608000,37.3932660000,경기도 시흥시 하중로209번길 10(하중동),www.hajung.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100002790,031-365-7700,2023년 4월,2,36,2,48,3,49,2,48,2,49,3,70,2,10,0,0,16,,,,,,,41390119,182864.4741097400,432368.7895803800,4139011900108630000,초등학교
223,41390,초등학교,J100002791,함현초등학교,공립,병설,,,21,,126.7377665000,37.3654235000,"경기도 시흥시 역전로 455, 함현초등학교 (정왕동)",www.hamhyun.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100002791,070-7097-0801,2023년 4월,2,44,3,55,2,44,3,67,3,54,3,73,1,3,0,0,16,,,,,,,41390132,176702.7104494000,429293.8088350300,4139013200118780010,초등학교
857,41390,초등학교,J100007226,배곧해솔초등학교,공립,단설,,,69,,126.7180876100,37.3605482100,"경기도 시흥시 서울대학로 150-17(정왕동, 배곧 해솔초등학교)",http://bg-haesol.es.kr/,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100007226,031-8063-7871,2023년 4월,8,207,9,216,9,236,10,253,10,257,10,274,2,9,0,0,21,,,,,,,41390132,174958.0368526200,428757.7988942400,4139013500102630000,초등학교
293,41390,초등학교,J100002774,연성초등학교,공립,단설,,,18,,126.8182759000,37.3880165000,"경기도 시흥시 나분들길 44(광석동,연성초등학교)",yeonseong.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100002774,070-7014-8703,2023년 4월,1,19,2,34,2,34,2,40,2,41,3,60,2,10,0,0,13,,,,,,,41390121,183838.6526373800,431784.2914041500,4139012100100890002,초등학교
294,41390,초등학교,J100002775,옥터초등학교,공립,단설,,,20,,126.6923929000,37.3450820000,"경기도 시흥시 옥터로 33(정왕동, 옥터초등학교)",www.okter.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100002775,070-7015-4404,2023년 4월,2,26,2,34,3,49,2,34,2,32,4,66,1,6,0,0,12,,,,,,,41390132,172676.3881447400,427048.5501336400,4139013200119880000,초등학교
297,41390,초등학교,J100002779,은계초등학교,공립,단설,,,47,,126.7977548000,37.4477149000,"경기도 시흥시 대은로103번길 24(대야동,은계초등학교)",eunkye.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100002779,070-7096-7772,2023년 4월,6,139,6,149,7,173,6,147,5,124,6,149,2,13,1,1,19,,,,,,,41390101,182035.7532483400,438413.0446776000,4139010100105840000,초등학교
881,41390,초등학교,J100007325,은빛초등학교,공립,병설,,,87,,126.8050130000,37.4350980000,"경기도 시흥시 은계로142번길 6(은행동, 은빛초등학교)",http://sheunbit.es.kr/,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100007325,031-8085-7003,2023년 4월,12,312,14,363,15,442,12,333,10,289,9,266,2,10,0,0,23,,,,,,,41390106,182675.0478863800,437011.5196630500,4139010600106430006,초등학교
882,41390,초등학교,J100007326,배곧누리초등학교,공립,단설,,,42,,126.7605165000,37.3456116000,"경기도 시흥시 해송십리로 472-30, 배곧누리초등학교 (정왕동)",http://www.baegotnuri.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100007326,031-8063-2902,2023년 4월,6,128,6,134,6,153,5,136,5,119,4,100,3,19,0,0,18,,,,,,,41390135,178712.2152946400,427089.8417569600,4139013300102370003,초등학교
904,41390,초등학교,J100007437,한여울초등학교,공립,단설,,,47,,126.8057350000,37.3653430000,"경기도 시흥시 능곡군자로 2(군자동, 한여울 초등학교)",http://www.hanyeoul.es.kr/,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100007437,0313658003,2023년 4월,6,132,6,133,4,102,4,85,4,87,4,91,7,30,0,0,14,,,,,,,41390128,182722.9980946900,429270.3200583700,4139012800108100000,초등학교
855,41390,초등학교,J100007197,배곧한울초등학교,공립,단설,,,54,,126.7000000000,37.3000000000,경기도 시흥시 배곧1로 28-25(정왕동),http://bg-hanul.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100007197,031-412-4300,2023년 4월,6,149,8,200,7,185,7,183,7,188,8,197,3,15,0,0,20,,,,,,,41390132,173334.4871799600,422043.4580399100,,초등학교
919,41390,초등학교,J100007611,시흥가온초등학교,공립,단설,,,71,,126.4738100000,37.2223500000,경기도 시흥시 장현능곡로 33(장현동),http://www.gaon.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100007611,031-364-1700,2023년 4월,10,265,10,284,10,272,10,285,8,206,9,247,2,12,0,0,22,,,,,,,41390129,153234.3233688900,413513.9715307000,,초등학교
932,41390,초등학교,J100007929,시화나래초등학교,공립,단설,,,33,,126.6875950000,37.3208560000,"경기도 시흥시 거북섬남로 70, 시화나래초등학교 (정왕동, 시화나래초등학교)",http://shnarae.ms.kr/,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100007929,031-364-3410,2023년 4월,6,140,5,108,4,114,3,84,3,73,4,87,2,8,0,0,18,,,,,,,41390132,172242.4091076300,424361.4867167600,,초등학교
1883,41390,초등학교,J100005025,웃터골초등학교,공립,단설,,,38,,126.7991525000,37.4396018000,"경기도 시흥시 은행고길 18, 웃터골초등학교 (은행동)",www.usturgol.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100005025,070-7096-7707,2023년 4월,4,101,5,125,6,151,5,117,4,103,4,105,2,10,0,0,18,,,,,,,41390106,182157.5001598900,437512.4214367100,4139010600100940011,초등학교
1933,41390,초등학교,J100005408,월포초등학교,공립,병설,,,17,,126.7428375000,37.3875404000,"경기도 시흥시 월곶중앙로 18(월곶동,월포초등학교)",www.weolpo.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100005408,070-7097-2709,2023년 4월,2,35,2,43,2,38,2,28,2,29,2,43,1,3,0,0,12,,,,,,,41390131,177158.5617115700,431746.9912964200,4139013100109940002,초등학교
1956,41390,초등학교,J100005612,시흥능곡초등학교,공립,단설,,,26,,126.8131935000,37.3653194000,"경기도 시흥시 능곡중앙로 22, 시흥능곡초등학교 (능곡동)",http://www.neunggok.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100005612,070-7096-7291,2023년 4월,3,71,3,55,3,70,2,50,4,93,4,96,2,9,0,0,17,,,,,,,41390118,183383.6293992200,429266.3677501000,4139011800107970000,초등학교
2004,41390,초등학교,J100005809,승지초등학교,공립,단설,,,26,,126.8000000000,37.3000000000,"경기도 시흥시 승지로 110(능곡동, 승지초등학교)",http://seungji.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100005809,031-8099-5900,2023년 4월,3,60,3,70,3,66,3,70,3,72,4,86,2,11,0,0,16,,,,,,,41390118,182199.6701930900,422020.0172462400,4127310700106570002,초등학교
2056,41390,초등학교,J100006122,배곧초등학교,공립,단설,,,74,,126.7292780000,37.3760199000,"경기도 시흥시 배곧4로 44-5, 배곧초등학교 (정왕동)",http://www.baegot.es.kr/,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100006122,031-8099-9703,2023년 4월,8,216,9,235,10,266,10,249,11,283,12,304,2,12,0,0,21,,,,,,,41390135,175954.2139920000,430471.8634122300,4139013500101430000,초등학교
2057,41390,초등학교,J100006123,배곧라온초등학교,공립,단설,,,77,,126.7000000000,37.3000000000,"경기도 시흥시 배곧4로 94-39, 배곧라온초등학교 (정왕동)",http://www.baegotraon.es.kr/,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100006123,031-8032-6504,2023년 4월,8,197,11,270,11,286,9,246,10,262,11,303,3,20,0,0,20,,,,,,,41390132,173334.4871799600,422043.4580399100,,초등학교
2058,41390,초등학교,J100006131,산현초등학교,공립,단설,,,49,,126.8450576500,37.3749265200,경기도 시흥시 목감남서로 68(산현동),http://san-hyeon.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100006131,031-8040-6500,2023년 4월,6,144,7,179,7,199,7,189,6,156,6,153,1,6,0,0,20,,,,,,,41390123,186207.7458735800,430327.4044087600,4139012300105150000,초등학교
2059,41390,초등학교,J100006132,운흥초등학교,공립,단설,,,62,,126.8525040000,37.3725700000,"경기도 시흥시 목감둘레로 109, 운흥초등학교 (조남동)",http://www.wh.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100006132,031-363-5900,2023년 4월,7,177,9,227,9,242,10,271,7,179,7,173,2,15,0,0,20,,,,,,,41390124,186866.8132719500,430064.8341614700,4139012400106750000,초등학교
2060,41390,초등학교,J100006133,조남초등학교,공립,단설,,,37,,126.8590950000,37.3786980000,경기도 시흥시 목감둘레로 229-9(조남동),http://www.jonam.es.kr ,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100006133,031-490-8204,2023년 4월,4,100,5,103,4,100,5,119,5,124,5,108,2,14,0,0,18,,,,,,,41390124,187451.5698259400,430743.9944548100,4139012400107010000,초등학교
2061,41390,초등학교,J100006152,생금초등학교,공립,단설,,,21,,126.7574690000,37.3501220000,"경기도 시흥시 죽율로 45-42(45-42, Jugyul-ro, Siheung-si, Gyeonggi-do, Korea), 생금초등학교(saenggeum elementary school) (죽율동/Jugyul-dong)",http://www.saenggeum.es.kr/,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100006152,070-7016-3004,2023년 4월,3,63,3,62,3,68,2,47,3,63,3,78,1,7,0,0,18,,,,,,,41390133,178443.4974960800,427591.0687880100,4139013300107670000,초등학교
2467,41390,초등학교,J100004849,시흥도원초등학교,공립,단설,,,16,,126.7779630000,37.4403770000,"경기도 시흥시 수인로3413번길 34(신천동, 시흥도원초등학교)",shdowon.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100004849,07070971108,2023년 4월,2,29,2,47,2,28,2,38,2,42,2,48,1,5,0,0,14,,,,,,,41390102,180282.6938934300,437602.6564806500,4139010200104380001,초등학교
2468,41390,초등학교,J100004850,시흥월곶초등학교,공립,단설,,,32,,126.7369880000,37.3916100000,"경기도 시흥시 월곶해안로 69, 시흥월곶초등학교 (월곶동)",walgot.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100004850,031-364-7903,2023년 4월,3,73,4,94,4,105,5,118,4,104,5,117,2,12,0,0,19,,,,,,,41390131,176641.8532689700,432200.0429961400,4139013100110100005,초등학교
2469,41390,초등학교,J100004851,시흥장현초등학교,공립,단설,,,35,,126.7990640000,37.3818537000,"경기도 시흥시 시청로80번길 5(장현동, 시흥장현초등학교)",www.jang-hyun.es.kr,http://www.schoolinfo.go.kr/ei/ss/Pneiss_c01_s0.do?HG_CD=J100004851,031-8042-3572,2023년 4월,6,141,5,127,5,116,4,86,4,88,4,91,2,9,0,0,18,,,,,,,41390129,182136.0148511900,431103.8252513900,4139012900101690006,초등학교
