sigun_nm,medchek_inst_nm,medchek_inst_detail_telno_dtls,medchek_rom_detail_telno_dtls,medchek_rom_detail_faxno_dtls,refine_road_nm_addr,refine_lotno_addr,refine_zipno,genrl_medchek_div_nm,orcvt_medchek_div_nm,infant_medchek_div_nm,stcan_medchek_div_nm,cocan_medchek_div_nm,cvccan_medchek_div_nm,brstcan_medchek_div_nm,lican_medchek_div_nm,refine_wgs84_lat,refine_wgs84_logt
시흥시,네오치과의원,031-437-2804,031-437-2804,031-497-2807,경기도 시흥시 중심상가로 334,경기도 시흥시 정왕동 1780-1번지 은성빌딩 201호,15062,없음,내원,없음,없음,없음,없음,없음,없음,37.3362394504,126.7489791458
시흥시,녹향의원,031-310-5700,031-310-5336,031-404-8827,경기도 시흥시 하중로 127,경기도 시흥시 하중동 825-1번지,14975,내원+출장,없음,내원,내원,내원,내원,내원,내원,37.3993353174,126.8004454623
시흥시,누가소아청소년과의원,031-498-3375,031-498-3375,031-498-1661,경기도 시흥시 함송로 21,경기도 시흥시 정왕동 1881-9번지 굿모닝프라자,15020,없음,없음,내원,없음,없음,없음,없음,없음,37.3637669836,126.7307042501
시흥시,누가의원,031-431-7776,031-431-7776,031-8039-4093,경기도 시흥시 함송로 21,경기도 시흥시 정왕동 1881-9번지 굿모닝프라자 301호,15020,내원,없음,내원,내원,없음,없음,없음,없음,37.3637669836,126.7307042501
시흥시,누가재활의학과의원,031-499-2558,031-499-2558,031-5171-2558,경기도 시흥시 함송로 21,경기도 시흥시 정왕동 1881-9번지 굿모닝프라자 302~303호,15020,내원,없음,없음,없음,없음,없음,없음,없음,37.3637669836,126.7307042501
시흥시,뉴욕치과의원,031-435-2804,031-435-2804,031-435-2808,경기도 시흥시 은계번영길 23,경기도 시흥시 은행동 646-10번지 은계타운 5층 504~505호,14922,없음,내원,없음,없음,없음,없음,없음,없음,37.4371409352,126.8039256944
시흥시,늘푸른 치과의원,031-404-2822,031-404-2822,031-404-2824,경기도 시흥시 진말로9번길 2,경기도 시흥시 장곡동 820-3번지 부석프라자 4층,15002,없음,내원,없음,없음,없음,없음,없음,없음,37.378468074,126.7852668701
시흥시,늘푸른미소치과의원,031-500-8728,031-500-8728,031-500-8729,경기도 시흥시 수인로3312번길 16,경기도 시흥시 대야동 693번지 T동 2층 T407~T409호,14911,없음,내원,없음,없음,없음,없음,없음,없음,37.4411091608,126.7891593156
시흥시,능곡웰치과의원,031-435-7528,031-435-7528,031-317-7522,경기도 시흥시 능곡로 178,경기도 시흥시 능곡동 755번지 호평프라자 3층,14995,없음,내원,없음,없음,없음,없음,없음,없음,37.3681311741,126.8113963032
시흥시,능곡하나내과의원,031-364-8393,031-364-8393,031-364-8394,경기도 시흥시 장현능곡로 188,경기도 시흥시 능곡동 734번지 SG프라자 3층 301호,14995,내원,없음,없음,내원,내원,없음,없음,내원,37.3693096033,126.8109902558
시흥시,닥터손치과의원,031-404-2828,031-404-2828,031-404-2829,경기도 시흥시 능곡군자로 50,경기도 시흥시 능곡동 898-1번지 5층 501~503호,14999,없음,내원,없음,없음,없음,없음,없음,없음,37.3693086512,126.8062017719
시흥시,닥터전치과의원,031-319-2690,031-432-2690,031-432-2690,경기도 시흥시 정왕대로 64,경기도 시흥시 정왕동 1861-3번지 메가쇼핑몰 2층 208호,15040,없음,내원,없음,없음,없음,없음,없음,없음,37.3542557561,126.7235297297
시흥시,닥터한 치과의원,031-434-2879,031-434-2879,031-434-2889,경기도 시흥시 배곧4로 103,경기도 시흥시 배곧동 77번지 대경프라자 303호,15010,없음,내원,없음,없음,없음,없음,없음,없음,37.3738692988,126.7345653684
시흥시,대일유외과의원,031-548-0651,031-548-0651,070-7589-0651,경기도 시흥시 황고개로 530,경기도 시흥시 장곡동 932-5번지 5층 502~503호,14996,없음,없음,없음,없음,없음,없음,내원,없음,37.3782036814,126.7892564912
시흥시,더클래식산부인과의원,031-431-7110,031-431-7110,031-432-7110,경기도 시흥시 중심상가2길 2,경기도 시흥시 정왕동 1735-1번지 4층,15066,없음,없음,없음,없음,없음,내원,없음,없음,37.3459527776,126.7357746372
시흥시,도도스이비인후과의원,031-431-6336,031-431-6336,031-431-6355,경기도 시흥시 배곧3로 96,경기도 시흥시 배곧동 199-1번지 4층 407호(일부)~408호,15011,없음,없음,내원,없음,없음,없음,없음,없음,37.3697764139,126.7302927867
시흥시,도일아나파치과의원,031-439-2500,031-439-2500,031-405-7515,경기도 시흥시 군자로504번길 1,경기도 시흥시 거모동 1742-1번지 보성프라자 2층,15070,없음,내원,없음,없음,없음,없음,없음,없음,37.3449417984,126.7845460989
시흥시,도일의원,031-495-8738,031-495-8738,031-495-8804,경기도 시흥시 군자로 514,경기도 시흥시 거모동 1742-5번지 거모프라자 301호,15070,내원,없음,없음,내원,없음,없음,없음,내원,37.3443304026,126.7848002767
시흥시,독일치과의원,031-312-0028,031-312-0028,031-312-0029,경기도 시흥시 삼미시장1길 5,경기도 시흥시 신천동 733-1번지 5층 일부호,14948,없음,내원,없음,없음,없음,없음,없음,없음,37.4397624314,126.7855547167
시흥시,동서외과의원,031-433-8275,031-433-8275,031-433-8277,경기도 시흥시 정왕대로 174,"경기도 시흥시 정왕동 1726-1번지 광개토빌딩 301호,306-308호",15036,내원,없음,내원,내원,내원,내원,내원,내원,37.3481553901,126.7334942325
시흥시,드림내과의원,031-431-7788,031-431-7788,031-319-3939,경기도 시흥시 역전로 292,경기도 시흥시 정왕동 2303-7번지 2층,15024,내원,없음,없음,내원,내원,내원,내원,내원,37.3520992224,126.7398335419
시흥시,라임플란트치과의원,031-480-0001,031-480-0001,031-480-0002,경기도 시흥시 경기과기대로 219,"경기도 시흥시 정왕동 1277-14번지 2층 201호, 221호",15079,없음,내원,없음,없음,없음,없음,없음,없음,37.3344491118,126.7326514434
시흥시,리움산부인과의원,031-548-2619,031-548-2619,070-4015-4221,경기도 시흥시 서울대학로278번길 43-13,경기도 시흥시 배곧동 200-1번지 502호,15011,없음,없음,없음,없음,없음,내원,없음,없음,37.3692258093,126.7301741831
시흥시,마음속내과의원,031-506-7000,031-506-7000,031-433-7587,경기도 시흥시 정왕대로 230,"경기도 시흥시 정왕동 1734-7번지 제일프라자 202-1,203,204,305호",15066,내원,없음,없음,내원,내원,내원,내원,내원,37.3449788088,126.7384940896
시흥시,매화가정의학과의원,031-313-2202,031-313-2202,031-313-2203,경기도 시흥시 매화1로 3,경기도 시흥시 매화동 199-1번지,14940,내원,없음,없음,없음,없음,없음,없음,내원,37.4156165772,126.8147474794
시흥시,매화치과의원,031-313-3545,031-313-3545,031-318-0275,경기도 시흥시 매화로 46,경기도 시흥시 매화동 199-2번지 3층,14940,없음,내원,없음,없음,없음,없음,없음,없음,37.4155072402,126.8145450656
시흥시,명소아청소년과의원,031-311-7576,031-311-7576,031-312-7576,경기도 시흥시 은계번영길 13,경기도 시흥시 은행동 646-6번지 아리테타워 401호,14922,없음,없음,내원,없음,없음,없음,없음,없음,37.4373401072,126.8025447826
시흥시,모아치과의원,031-317-2275,031-317-2275,031-317-2272,경기도 시흥시 수인로 3372,"경기도 시흥시 신천동 712-9번지 신천프라자 3층 301-1호, 301-4호",14910,없음,내원,없음,없음,없음,없음,없음,없음,37.4411251667,126.7843434953
시흥시,목감365치과의원,031-475-0365,031-475-0365,031-485-0365,경기도 시흥시 목감우회로 45,경기도 시흥시 목감동 403-2번지 한울플러스 4층 402~404호,14985,없음,내원,없음,없음,없음,없음,없음,없음,37.3820288176,126.8609131341
시흥시,목감마음속내과의원,031-504-4020,031-504-4020,031-411-3314,경기도 시흥시 목감우회로 51,경기도 시흥시 목감동 408번지 4층 401~402호,14985,내원,없음,없음,내원,내원,내원,내원,내원,37.3822598219,126.8619616634
시흥시,목감바른치과의원,031-481-9975,031-481-9975,031-481-9976,경기도 시흥시 목감남서로 9-27,경기도 시흥시 조남동 657번지 3층 305호,14988,없음,내원,없음,없음,없음,없음,없음,없음,37.3779410886,126.8534479825
시흥시,목감연세내과의원,031-411-0818,031-411-0818,031-411-0819,경기도 시흥시 목감남서로 9-19,"경기도 시흥시 조남동 657-1번지 401,402호",14988,내원,없음,없음,내원,내원,내원,내원,내원,37.3777841561,126.852771635
시흥시,목감연세치과의원,031-439-2080,031-439-2080,031-439-2081,경기도 시흥시 목감우회로 51,경기도 시흥시 목감동 408번지 동한메티컬프라자 3층 306호,14985,없음,내원,없음,없음,없음,없음,없음,없음,37.3822598219,126.8619616634
시흥시,목감호수치과의원,031-8088-7528,031-8088-7528,031-8088-7529,경기도 시흥시 산현마을길 58,경기도 시흥시 산현동 506번지 302호,14989,없음,내원,없음,없음,없음,없음,없음,없음,37.3764447149,126.8452382791
시흥시,문소아과의원,031-315-0029,031-315-0029,031-315-0229,경기도 시흥시 은행로 130,경기도 시흥시 은행동 539-4번지 은행프라자 2층,14916,없음,없음,내원,없음,없음,없음,없음,없음,37.4427062854,126.8000192604
시흥시,미래치과의원,031-492-2888,031-492-2888,031-492-2888,경기도 시흥시 도일로 143,경기도 시흥시 거모동 1756-7번지 2층 미래치과,15070,없음,내원,없음,없음,없음,없음,없음,없음,37.3430163857,126.7851288496
시흥시,미르소아청소년과의원,031-313-2075,031-313-2075,031-314-0109,경기도 시흥시 은계번영길 9,경기도 시흥시 은행동 646-4번지 골드웨이Ⅰ 5층 510~511호,14922,없음,없음,내원,없음,없음,없음,없음,없음,37.4375240428,126.8016387672
시흥시,미소드림치과의원,031-492-6222,031-492-6222,031-492-6223,경기도 시흥시 군자로 526,경기도 시흥시 거모동 1756-4번지 그랜드프라자 307호,15070,없음,내원,없음,없음,없음,없음,없음,없음,37.3433773231,126.7851931663
시흥시,미소안e바른치과의원,031-432-2874,031-432-2874,031-319-2874,경기도 시흥시 중심상가2길 12-2,경기도 시흥시 정왕동 1736-2번지 우성프라자 5층 502호,15066,없음,내원,없음,없음,없음,없음,없음,없음,37.3455426947,126.7364787738
시흥시,미소치과의원,031-433-2894,031-433-2894,031-431-1077,경기도 시흥시 옥구상가2길 3,경기도 시흥시 정왕동 1861-6번지 뉴스타프라자 3층 302호,15040,없음,내원,없음,없음,없음,없음,없음,없음,37.3536757588,126.7244277101
시흥시,미즈필산부인과의원,031-434-7575,031-434-7575,0505-308-7575,경기도 시흥시 봉우재로 10,경기도 시흥시 정왕동 1593-6번지 4층 세란약국,15057,없음,없음,없음,없음,없음,내원,없음,없음,37.3441430376,126.743097478
시흥시,바로드림치과의원,031-498-2282,031-498-2282,031-498-2281,경기도 시흥시 정왕대로 210,경기도 시흥시 정왕동 1734-2번지 성담스퀘어 5층 518호,15066,없음,내원,없음,없음,없음,없음,없음,없음,37.3459328804,126.7368812651
시흥시,바른부부치과의원,031-313-2828,031-313-2828,031-315-2828,경기도 시흥시 삼미시장1길 13-1,경기도 시흥시 신천동 737-2번지,14948,없음,내원,없음,없음,없음,없음,없음,없음,37.4402707743,126.7846568473
시흥시,바른소아청소년과의원,031-364-8232,031-364-8232,070-4369-0552,경기도 시흥시 은계번영길 2,경기도 시흥시 은행동 645-1번지 서미프라자 3층 303~304호,14922,없음,없음,내원,없음,없음,없음,없음,없음,37.4365360072,126.8022244374
시흥시,바른이치과의원,031-499-2875,031-499-2875,031-319-2885,경기도 시흥시 배곧3로 96,경기도 시흥시 배곧동 199-1번지 M-플러스 4층 409호,15011,없음,내원,없음,없음,없음,없음,없음,없음,37.3697764139,126.7302927867
시흥시,바른탑치과의원,031-503-2879,031-503-2879,031-503-2881,경기도 시흥시 승지로59번길 12,경기도 시흥시 능곡동 722번지 시티타워 4층 403~405호,14995,없음,내원,없음,없음,없음,없음,없음,없음,37.3688925451,126.8090289918
시흥시,박재성내과의원,031-317-8003,031-317-8003,031-317-8033,경기도 시흥시 연성로 83,"경기도 시흥시 하상동 376-2번지 현대프라자 301,302호",14977,내원,없음,내원,내원,내원,없음,없음,내원,37.3910252793,126.8128362826
시흥시,밝은가정의원,031-312-8300,031-312-8300,031-312-0203,경기도 시흥시 삼미시장4길 8,경기도 시흥시 신천동 735-3번지 3층,14948,없음,없음,내원,없음,없음,없음,없음,없음,37.439238974,126.7839545109
시흥시,배곧누리의원,031-499-2223,031-499-2223,031-499-2224,경기도 시흥시 배곧5로 66-7,경기도 시흥시 배곧동 18-3번지 더 프리미엄 타워 3층 301호~303호,15010,없음,없음,내원,없음,없음,없음,없음,없음,37.3821628369,126.73471828
시흥시,배곧쥬니어치과의원,031-994-2028,031-994-2028,031-994-2024,경기도 시흥시 서울대학로278번길 43-13,경기도 시흥시 배곧동 200-1번지 4층 402호,15011,없음,내원,없음,없음,없음,없음,없음,없음,37.3692258093,126.7301741831
시흥시,배곧치과의원,031-433-2822,031-433-2822,031-433-2821,경기도 시흥시 배곧4로 32-9,경기도 시흥시 배곧동 125번지 골든프라자 3층 303호,15010,없음,내원,없음,없음,없음,없음,없음,없음,37.3767326227,126.7271721413
시흥시,배곧탑치과의원,031-431-2822,0314312822,0314342822,,경기도 시흥시 배곧동 191번지 시흥배곧 C1블럭 호반 써밋플레이스 아파트 108동 2층 235~236호,15011,없음,내원,없음,없음,없음,없음,없음,없음,37.3711662538,126.7277939416
시흥시,배곧퍼스트치과의원,031-433-2080,031-433-2080,031-433-2084,경기도 시흥시 배곧3로 80,경기도 시흥시 배곧동 194-1번지 센터프라자 3층 304호,15011,없음,내원,없음,없음,없음,없음,없음,없음,37.3705347264,126.7290879019
시흥시,베스트내과의원,031-317-9226,031-317-9226,031-317-9227,경기도 시흥시 승지로60번길 25,경기도 시흥시 능곡동 762번지 송죽센타프라자 201~202호,14995,내원,없음,없음,없음,내원,없음,없음,없음,37.3679920221,126.8122671683
시흥시,봉봉가정의학과의원,031-432-2520,031-432-2520,031-432-2523,경기도 시흥시 죽율로 38,경기도 시흥시 죽율동 752번지 시흥6차푸르지오2단지 상가동 2층 206호,15050,없음,없음,내원,없음,없음,없음,없음,없음,37.348034725,126.7612810999
시흥시,비타민치과의원,031-315-2888,031-315-2888,031-315-2888,경기도 시흥시 복지로 96,경기도 시흥시 대야동 568-2번지 상록타워 2층 203호,14908,없음,내원,없음,없음,없음,없음,없음,없음,37.447263341,126.7918143639
시흥시,사과나무치과의원,031-431-3223,031-431-3223,031-319-3223,경기도 시흥시 중심상가로 146,경기도 시흥시 정왕동 1731-1번지 한일프라자 302호,15036,없음,내원,없음,없음,없음,없음,없음,없음,37.3467038502,126.7320525562
시흥시,사랑내과의원,031-497-1002,031-497-1002,031-497-0505,경기도 시흥시 배곧3로 80,경기도 시흥시 배곧동 194-1번지 센터프라자 4층 402호,15011,내원,없음,없음,없음,없음,없음,없음,없음,37.3705347264,126.7290879019
시흥시,삼성바른내과의원,031-311-2479,031-311-2479,031-311-2478,경기도 시흥시 은계번영길 23,경기도 시흥시 은행동 646-10번지 은계타운 506~507호,14922,내원,없음,없음,내원,내원,내원,내원,내원,37.4371409352,126.8039256944
시흥시,삼성본어스병원,1522-5211,031-1522-5211,031-8042-6781,경기도 시흥시 은계중앙로306번길 82,경기도 시흥시 대야동 650-1번지,15120,내원,없음,없음,내원,내원,없음,없음,내원,37.4511118046,126.7947741442
시흥시,삼성키즈소아청소년과의원,031-431-0365,031-431-0365,031-431-0362,경기도 시흥시 배곧3로 96,경기도 시흥시 배곧동 199-1번지 M-플러스 508호,15011,없음,없음,내원,없음,없음,없음,없음,없음,37.3697764139,126.7302927867
시흥시,삼성현치과의원,031-312-2880,031-312-2881,031-312-2890,경기도 시흥시 신천로 100,경기도 시흥시 신천동 768번지 207~209호,14950,없음,내원,없음,없음,없음,없음,없음,없음,37.4391942644,126.7869957387
시흥시,상쾌한속내과의원,031-313-7582,031-313-7582,031-312-7582,경기도 시흥시 삼미시장1길 5,경기도 시흥시 신천동 733-1번지 3층,14948,내원,없음,없음,내원,내원,없음,내원,내원,37.4397624314,126.7855547167
시흥시,새로운치과의원,031-432-5755,031-432-5755,031-431-2858,경기도 시흥시 정왕대로 56,경기도 시흥시 정왕동 1861-1번지 세종월드빌딩 2층 201호,15040,없음,내원,없음,없음,없음,없음,없음,없음,37.3545138727,126.7230302519
시흥시,새론산부인과의원,031-311-0345,031-311-0345,031-311-0346,경기도 시흥시 은계번영길 23,경기도 시흥시 은행동 646-10번지 은계타운 501~502호,14922,없음,없음,없음,없음,없음,내원,없음,없음,37.4371409352,126.8039256944
시흥시,새오름치과의원,031-318-2890,031-318-2890,031-318-2870,경기도 시흥시 관곡지로40번길 22,경기도 시흥시 하중동 825-3번지 1층 101호 녹향치과,14975,없음,내원,없음,없음,없음,없음,없음,없음,37.399156057,126.8006166
시흥시,새한치과의원,031-317-2875,031-317-2875,031-317-3928,경기도 시흥시 시흥대로1073번길 5,경기도 시흥시 신천동 888-1번지 3층,14951,없음,내원,없음,없음,없음,없음,없음,없음,37.4317435808,126.7920849401
시흥시,샘치과의원,031-498-5485,031-498-5485,031-498-2003,경기도 시흥시 군서마을로 46-1,경기도 시흥시 정왕동 1211-7번지 2층,15052,없음,내원,없음,없음,없음,없음,없음,없음,37.3458799553,126.7469073738
시흥시,샤인치과의원,031-499-2804,031-499-2804,031-499-2803,경기도 시흥시 서울대학로278번길 43-13,경기도 시흥시 배곧동 200-1번지 303호(일부)~305호,15011,없음,내원,없음,없음,없음,없음,없음,없음,37.3692258093,126.7301741831
시흥시,서울감동치과의원,031-504-2750,031-504-2750,031-504-2859,경기도 시흥시 목감우회로 39,경기도 시흥시 목감동 403-1번지 목감시티프라자 3층 301호,14985,없음,내원,없음,없음,없음,없음,없음,없음,37.3819082861,126.8602929025
시흥시,서울더좋은치과의원,031-311-3877,031-311-3877,031-311-3878,경기도 시흥시 대은로 86,경기도 시흥시 은행동 535번지 다이아몬드빌딩 2층 201~202호,14917,없음,내원,없음,없음,없음,없음,없음,없음,37.4444607127,126.7979567293
시흥시,서울드림치과의원,031-435-4428,031-435-4428,031-435-4429,경기도 시흥시 월곶중앙로70번길 3,경기도 시흥시 월곶동 1010-4번지 풍림프라자,14964,없음,내원,없음,없음,없음,없음,없음,없음,37.3896123363,126.7381671017
시흥시,서울라이프치과의원,031-316-2879,031-316-2879,031-316-2880,경기도 시흥시 은계번영길 9,경기도 시흥시 은행동 646-4번지 골드웨이 5층 512~514호,14922,없음,내원,없음,없음,없음,없음,없음,없음,37.4375240428,126.8016387672
시흥시,서울미소치과의원,031-503-3377,031-503-3377,031-503-3367,경기도 시흥시 목감남서로 9-7,경기도 시흥시 조남동 659번지 더드림 303~304호,14988,없음,내원,없음,없음,없음,없음,없음,없음,37.3775973944,126.851587277
시흥시,서울바른정치과의원,031-404-2804,031-404-2804,031-404-2805,경기도 시흥시 은계번영길 19,경기도 시흥시 은행동 646-8번지 은계 디스퀘어큐브 3층 303~304호,14922,없음,내원,없음,없음,없음,없음,없음,없음,37.4372709361,126.8030427925
시흥시,서울보스톤치과의원,031-311-2875,031-311-2875,031-432-1875,경기도 시흥시 중심상가3길 10,경기도 시흥시 정왕동 1737-1번지 3층,15066,없음,내원,없음,없음,없음,없음,없음,없음,37.3453380158,126.7368872854
시흥시,서울삼성내과의원,031-431-7117,031-431-7117,031-431-7112,경기도 시흥시 배곧3로 96,경기도 시흥시 배곧동 199-1번지 M-플러스 411호~412호,15011,내원,없음,없음,내원,내원,내원,없음,내원,37.3697764139,126.7302927867
시흥시,서울삼성치과의원,031-495-2875,031-495-2875,031-495-2876,경기도 시흥시 도일로135번길 4,경기도 시흥시 거모동 1754-5번지 빅타운 201호,15070,없음,내원,없음,없음,없음,없음,없음,없음,37.342598571,126.7846021993
시흥시,서울수현치과의원,031-498-2820,031-498-2820,031-499-2820,경기도 시흥시 배곧4로 32-19,경기도 시흥시 배곧동 128번지 3층 307호,15010,없음,내원,없음,없음,없음,없음,없음,없음,37.377285375,126.7262402995
시흥시,서울스마트치과의원,031-311-2850,031-311-2850,031-311-2850,경기도 시흥시 장현장곡로 2,경기도 시흥시 장곡동 932-2번지 3층 303~305호,14996,없음,내원,없음,없음,없음,없음,없음,없음,37.3788529681,126.789306839
시흥시,서울안녕내과의원,031-316-8857,031-316-8857,031-316-8858,경기도 시흥시 월곶중앙로58번길 5-6,경기도 시흥시 월곶동 1008번지 시흥 월곶역 블루밍더마크 2층 214~220호,14966,내원,없음,없음,내원,내원,내원,내원,내원,37.3892864167,126.7393452427
시흥시,서울예은치과의원,031-403-7528,031-403-7528,031-403-7527,경기도 시흥시 서울대학로264번길 26-16,경기도 시흥시 배곧동 224-1번지 해든메디컬센터 5층 505호~507호,15011,없음,내원,없음,없음,없음,없음,없음,없음,37.3669339731,126.7256690253
시흥시,서울웃는아이소아치과의원,031-313-2877,031-313-2877,031-319-2879,경기도 시흥시 중심상가3길 10,경기도 시흥시 정왕동 1737-1번지 4층 402~403호,15066,없음,내원,없음,없음,없음,없음,없음,없음,37.3453380158,126.7368872854
시흥시,서울윈치과의원,031-319-3321,031-319-3321,031-319-3398,경기도 시흥시 배곧3로 86,경기도 시흥시 배곧동 194-2번지 센터프라자Ⅱ 402호,15011,없음,내원,없음,없음,없음,없음,없음,없음,37.3702222869,126.7295541408
시흥시,서울이음치과의원,031-8042-2875,031-8042-2875,031-8042-2874,경기도 시흥시 은계로 353,경기도 시흥시 대야동 645번지 3층 301~302호,14907,없음,내원,없음,없음,없음,없음,없음,없음,37.4503080231,126.7945103518
시흥시,서울이편한필치과의원,031-491-7582,031-491-7582,031-492-7582,경기도 시흥시 도일로124번길 2,경기도 시흥시 거모동 1656-8번지 2층 201~202호,15069,없음,내원,없음,없음,없음,없음,없음,없음,37.3413519491,126.7841511593
시흥시,서울진외과의원,031-313-7579,031-313-7579,031-313-7576,경기도 시흥시 은계로 347,경기도 시흥시 대야동 646번지 3층 303A~306A호,14907,내원,없음,없음,내원,내원,없음,없음,없음,37.4500045475,126.795010654
시흥시,서울치과의원,031-314-2835,031-314-2835,031-624-2835,경기도 시흥시 삼미시장4길 12,경기도 시흥시 신천동 740-5번지 2층,14948,없음,내원,없음,없음,없음,없음,없음,없음,37.4396324656,126.7834420743
시흥시,서울치과의원,031-433-3633,031-433-3633,031-498-2833,경기도 시흥시 정왕대로 174,경기도 시흥시 정왕동 1726-1번지 광개토빌딩 1층 302호,15036,없음,내원,없음,없음,없음,없음,없음,없음,37.3481553901,126.7334942325
시흥시,서울탑치과의원,031-313-2835,031-313-2835,031-316-2835,경기도 시흥시 복지로 3,경기도 시흥시 신천동 709-6번지 유암빌딩 4층 401호,14910,없음,내원,없음,없음,없음,없음,없음,없음,37.4403112699,126.7868834018
시흥시,성모베스트내과의원,031-315-2121,031-315-2121,031-315-2131,경기도 시흥시 장곡로37번길 16,경기도 시흥시 장곡동 817-3번지 형제빌딩 2층,15002,내원,없음,없음,내원,내원,내원,내원,내원,37.3780842626,126.784400804
시흥시,세종내과의원,031-431-2343,031-431-2343,031-431-2344,경기도 시흥시 함송로 24,"경기도 시흥시 정왕동 1882-4번지 세종프라자 303,304호",15020,내원,없음,없음,내원,없음,없음,없음,내원,37.3632151301,126.7303936899
